
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 7
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2
Features active in total: 2
Computing active features for view log_mirna
Existing features: 739
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 245
Features active in total: 245
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA SARC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 24
censored 1: 75
deceased 0: 28
deceased 1: 28

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA SARC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 24
censored 1: 75
deceased 0: 28
deceased 1: 28
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	             root leanness              
   	     	         	        	-------------------------------------------------	----------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min    	avg     	max	std     
143 features: [1_hsa.miR.301a.3p, 0_age_at_initial_pathologic_diagnosis, 1_hsa.miR.29c.3p, 1_hsa.miR.1307.3p, 1_hsa.miR.1468.5p, 1_hsa.miR.3648, 1_hsa.miR.873.5p, 1_hsa.miR.374a.5p, 1_hsa.miR.3677.3p, 1_hsa.miR.4668.3p, 1_hsa.miR.454.3p, 1_hsa.miR.3605.3p, 1_hsa.miR.1229.3p, 1_hsa.miR.323b.3p, 0_race_WHITE, 1_hsa.miR.505.3p, 1_hsa.miR.6510.3p, 1_hsa.miR.508.3p, 1_hsa.miR.301a.5p, 1_hsa.let.7a.3p, 1_hsa.miR.3609, 1_hsa.miR.4662a.5p, 1_hsa.miR.30b.3p, 1_hsa.miR.369.3p, 1_hsa.miR.32.5p, 1_hsa.miR.484, 1_hsa.miR.3170, 1_hsa.miR.7.1.3p, 1_hsa.let.7g.5p, 1_hsa.miR.21.3p, 1_hsa.miR.7706, 1_hsa.miR.20a.3p, 1_hsa.miR.26a.1.3p, 1_hsa.miR.616.5p, 1_hsa.miR.24.2.5p, 1_hsa.miR.3681.5p, 1_hsa.miR.455.3p, 1_hsa.miR.514a.3p, 1_hsa.miR.548v, 1_hsa.miR.126.3p, 1_hsa.miR.625.5p, 1_hsa.miR.6511b.3p, 1_hsa.miR.18a.3p, 1_hsa.miR.3065.5p, 1_hsa.miR.3074.5p, 1_hsa.miR.4449, 1_hsa.miR.190b, 1_hsa.miR.491.3p, 1_hsa.miR.493.3p, 1_hsa.miR.887.3p, 1_hsa.miR.33a.5p, 1_hsa.miR.374b.3p, 1_hsa.miR.541.3p, 1_hsa.miR.371a.3p, 1_hsa.miR.130b.3p, 1_hsa.miR.98.3p, 1_hsa.let.7c.3p, 1_hsa.let.7g.3p, 1_hsa.miR.105.3p, 1_hsa.miR.30d.3p, 1_hsa.miR.500b.5p, 1_hsa.miR.625.3p, 1_hsa.miR.3131, 1_hsa.miR.324.5p, 1_hsa.miR.340.3p, 1_hsa.miR.340.5p, 1_hsa.miR.6808.3p, 1_hsa.miR.744.3p, 1_hsa.miR.15b.3p, 1_hsa.miR.3127.5p, 1_hsa.miR.3154, 1_hsa.miR.32.3p, 1_hsa.miR.487a.3p, 1_hsa.miR.500a.5p, 1_hsa.miR.1251.3p, 1_hsa.miR.1250.5p, 1_hsa.miR.1262, 1_hsa.miR.1269a, 1_hsa.miR.3200.3p, 1_hsa.miR.335.3p, 1_hsa.miR.374b.5p, 1_hsa.miR.376a.3p, 1_hsa.miR.494.3p, 1_hsa.miR.502.3p, 1_hsa.miR.532.5p, 1_hsa.miR.1226.3p, 1_hsa.miR.128.3p, 1_hsa.miR.146b.3p, 1_hsa.miR.148b.5p, 1_hsa.miR.181c.3p, 1_hsa.miR.188.5p, 1_hsa.miR.196b.5p, 1_hsa.miR.28.5p, 1_hsa.miR.301b, 1_hsa.miR.3607.5p, 1_hsa.miR.370.3p, 1_hsa.miR.380.3p, 1_hsa.miR.433.5p, 1_hsa.miR.4677.3p, 1_hsa.miR.509.3p, 1_hsa.miR.671.5p, 1_hsa.miR.940, 1_hsa.miR.512.3p, 1_hsa.miR.106b.5p, 1_hsa.miR.1185.1.3p, 1_hsa.miR.1271.5p, 1_hsa.miR.1306.3p, 1_hsa.miR.130b.5p, 1_hsa.miR.135a.3p, 1_hsa.miR.136.5p, 1_hsa.miR.146b.5p, 1_hsa.miR.16.2.3p, 1_hsa.miR.16.5p, 1_hsa.miR.18a.5p, 1_hsa.miR.19b.3p, 1_hsa.miR.30c.5p, 1_hsa.miR.3187.3p, 1_hsa.miR.338.3p, 1_hsa.miR.339.3p, 1_hsa.miR.345.5p, 1_hsa.miR.3615, 1_hsa.miR.361.5p, 1_hsa.miR.362.3p, 1_hsa.miR.3687, 1_hsa.miR.374a.3p, 1_hsa.miR.3923, 1_hsa.miR.431.3p, 1_hsa.miR.452.3p, 1_hsa.miR.455.5p, 1_hsa.miR.500b.3p, 1_hsa.miR.501.3p, 1_hsa.miR.551b.3p, 1_hsa.miR.585.3p, 1_hsa.miR.590.3p, 1_hsa.miR.590.5p, 1_hsa.miR.652.3p, 1_hsa.miR.655.3p, 1_hsa.miR.766.3p, 1_hsa.miR.767.3p, 1_hsa.miR.889.3p, 1_hsa.miR.93.3p, 1_hsa.miR.99b.3p, 1_hsa.miR.520c.3p]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [1_hsa.miR.103a.2.5p, 1_hsa.miR.106b.3p, 1_hsa.miR.106b.5p, 1_hsa.miR.1226.3p, 1_hsa.miR.1306.3p, 1_hsa.miR.1306.5p, 1_hsa.miR.130b.3p, 1_hsa.miR.148b.5p, 1_hsa.miR.151a.5p, 1_hsa.miR.15b.3p, 1_hsa.miR.16.2.3p, 1_hsa.miR.17.5p, 1_hsa.miR.186.5p, 1_hsa.miR.197.3p, 1_hsa.miR.19a.3p, 1_hsa.miR.19b.3p, 1_hsa.miR.20a.3p, 1_hsa.miR.210.3p, 1_hsa.miR.301a.3p, 1_hsa.miR.301a.5p, 1_hsa.miR.301b, 1_hsa.miR.3074.5p, 1_hsa.miR.30b.3p, 1_hsa.miR.3170, 1_hsa.miR.320a, 1_hsa.miR.324.3p, 1_hsa.miR.324.5p, 1_hsa.miR.33a.5p, 1_hsa.miR.340.3p, 1_hsa.miR.3605.3p, 1_hsa.miR.361.3p, 1_hsa.miR.3648, 1_hsa.miR.3677.3p, 1_hsa.miR.3687, 1_hsa.miR.454.3p, 1_hsa.miR.455.3p, 1_hsa.miR.455.5p, 1_hsa.miR.4668.3p, 1_hsa.miR.484, 1_hsa.miR.509.3p, 1_hsa.miR.590.5p, 1_hsa.miR.629.5p, 1_hsa.miR.744.3p, 1_hsa.miR.7706, 1_hsa.miR.887.3p, 1_hsa.miR.92a.3p, 1_hsa.miR.93.3p, 1_hsa.miR.93.5p, 1_hsa.miR.940]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
97 features: [0_age_at_initial_pathologic_diagnosis, 1_hsa.miR.301a.3p, 1_hsa.miR.887.3p, 1_hsa.let.7a.3p, 1_hsa.miR.103a.2.5p, 1_hsa.miR.106b.3p, 1_hsa.miR.106b.5p, 1_hsa.miR.1226.3p, 1_hsa.miR.1229.3p, 1_hsa.miR.1269a, 1_hsa.miR.1271.5p, 1_hsa.miR.1306.3p, 1_hsa.miR.1306.5p, 1_hsa.miR.1307.3p, 1_hsa.miR.130a.3p, 1_hsa.miR.130b.3p, 1_hsa.miR.130b.5p, 1_hsa.miR.1468.5p, 1_hsa.miR.148b.5p, 1_hsa.miR.151a.3p, 1_hsa.miR.151a.5p, 1_hsa.miR.15b.3p, 1_hsa.miR.16.2.3p, 1_hsa.miR.17.3p, 1_hsa.miR.17.5p, 1_hsa.miR.186.5p, 1_hsa.miR.18a.3p, 1_hsa.miR.196b.5p, 1_hsa.miR.197.3p, 1_hsa.miR.19a.3p, 1_hsa.miR.19b.3p, 1_hsa.miR.20a.3p, 1_hsa.miR.20a.5p, 1_hsa.miR.210.3p, 1_hsa.miR.25.3p, 1_hsa.miR.29c.3p, 1_hsa.miR.301a.5p, 1_hsa.miR.301b, 1_hsa.miR.3074.5p, 1_hsa.miR.30b.3p, 1_hsa.miR.30b.5p, 1_hsa.miR.30d.3p, 1_hsa.miR.30d.5p, 1_hsa.miR.30e.5p, 1_hsa.miR.3170, 1_hsa.miR.3187.3p, 1_hsa.miR.320a, 1_hsa.miR.324.3p, 1_hsa.miR.324.5p, 1_hsa.miR.339.3p, 1_hsa.miR.33a.3p, 1_hsa.miR.33a.5p, 1_hsa.miR.340.3p, 1_hsa.miR.342.3p, 1_hsa.miR.345.5p, 1_hsa.miR.3605.3p, 1_hsa.miR.361.3p, 1_hsa.miR.3615, 1_hsa.miR.361.5p, 1_hsa.miR.3648, 1_hsa.miR.3677.3p, 1_hsa.miR.3687, 1_hsa.miR.374a.3p, 1_hsa.miR.421, 1_hsa.miR.423.3p, 1_hsa.miR.424.3p, 1_hsa.miR.424.5p, 1_hsa.miR.4326, 1_hsa.miR.454.3p, 1_hsa.miR.455.3p, 1_hsa.miR.455.5p, 1_hsa.miR.4661.5p, 1_hsa.miR.4668.3p, 1_hsa.miR.4787.3p, 1_hsa.miR.484, 1_hsa.miR.500a.5p, 1_hsa.miR.503.3p, 1_hsa.miR.505.3p, 1_hsa.miR.508.3p, 1_hsa.miR.509.3p, 1_hsa.miR.514a.3p, 1_hsa.miR.551a, 1_hsa.miR.589.3p, 1_hsa.miR.590.5p, 1_hsa.miR.629.5p, 1_hsa.miR.652.3p, 1_hsa.miR.671.5p, 1_hsa.miR.6808.3p, 1_hsa.miR.744.3p, 1_hsa.miR.767.3p, 1_hsa.miR.767.5p, 1_hsa.miR.7706, 1_hsa.miR.92a.3p, 1_hsa.miR.93.3p, 1_hsa.miR.93.5p, 1_hsa.miR.937.3p, 1_hsa.miR.940]
Optimization on fold finished in 00-00:34:51

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 21
Features in hall of fame by prevalence:
41 features: [1_hsa.miR.301a.3p, 0_age_at_initial_pathologic_diagnosis, 1_hsa.miR.29c.3p, 1_hsa.miR.1307.3p, 1_hsa.miR.1468.5p, 1_hsa.miR.873.5p, 1_hsa.miR.3648, 1_hsa.miR.3677.3p, 1_hsa.miR.374a.5p, 1_hsa.miR.454.3p, 1_hsa.miR.4668.3p, 1_hsa.miR.1229.3p, 1_hsa.miR.323b.3p, 1_hsa.miR.508.3p, 1_hsa.miR.3605.3p, 0_race_WHITE, 1_hsa.miR.21.3p, 1_hsa.miR.301a.5p, 1_hsa.miR.30b.3p, 1_hsa.miR.3609, 1_hsa.miR.484, 1_hsa.miR.505.3p, 1_hsa.miR.7.1.3p, 1_hsa.let.7a.3p, 1_hsa.miR.32.5p, 1_hsa.miR.369.3p, 1_hsa.miR.541.3p, 1_hsa.miR.6510.3p, 1_hsa.let.7g.5p, 1_hsa.miR.126.3p, 1_hsa.miR.188.5p, 1_hsa.miR.20a.3p, 1_hsa.miR.24.2.5p, 1_hsa.miR.3127.5p, 1_hsa.miR.455.3p, 1_hsa.miR.4662a.5p, 1_hsa.miR.514a.3p, 1_hsa.miR.625.5p, 1_hsa.miR.6511b.3p, 1_hsa.miR.744.3p, 1_hsa.miR.7706]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
143 features: [1_hsa.miR.301a.3p, 0_age_at_initial_pathologic_diagnosis, 1_hsa.miR.29c.3p, 1_hsa.miR.1307.3p, 1_hsa.miR.1468.5p, 1_hsa.miR.3648, 1_hsa.miR.873.5p, 1_hsa.miR.374a.5p, 1_hsa.miR.3677.3p, 1_hsa.miR.4668.3p, 1_hsa.miR.454.3p, 1_hsa.miR.3605.3p, 1_hsa.miR.1229.3p, 1_hsa.miR.323b.3p, 0_race_WHITE, 1_hsa.miR.505.3p, 1_hsa.miR.6510.3p, 1_hsa.miR.508.3p, 1_hsa.miR.301a.5p, 1_hsa.let.7a.3p, 1_hsa.miR.3609, 1_hsa.miR.4662a.5p, 1_hsa.miR.30b.3p, 1_hsa.miR.369.3p, 1_hsa.miR.32.5p, 1_hsa.miR.484, 1_hsa.miR.3170, 1_hsa.miR.7.1.3p, 1_hsa.let.7g.5p, 1_hsa.miR.21.3p, 1_hsa.miR.7706, 1_hsa.miR.20a.3p, 1_hsa.miR.26a.1.3p, 1_hsa.miR.616.5p, 1_hsa.miR.24.2.5p, 1_hsa.miR.3681.5p, 1_hsa.miR.455.3p, 1_hsa.miR.514a.3p, 1_hsa.miR.548v, 1_hsa.miR.126.3p, 1_hsa.miR.625.5p, 1_hsa.miR.6511b.3p, 1_hsa.miR.18a.3p, 1_hsa.miR.3065.5p, 1_hsa.miR.3074.5p, 1_hsa.miR.4449, 1_hsa.miR.190b, 1_hsa.miR.491.3p, 1_hsa.miR.493.3p, 1_hsa.miR.887.3p, 1_hsa.miR.33a.5p, 1_hsa.miR.374b.3p, 1_hsa.miR.541.3p, 1_hsa.miR.371a.3p, 1_hsa.miR.130b.3p, 1_hsa.miR.98.3p, 1_hsa.let.7c.3p, 1_hsa.let.7g.3p, 1_hsa.miR.105.3p, 1_hsa.miR.30d.3p, 1_hsa.miR.500b.5p, 1_hsa.miR.625.3p, 1_hsa.miR.3131, 1_hsa.miR.324.5p, 1_hsa.miR.340.3p, 1_hsa.miR.340.5p, 1_hsa.miR.6808.3p, 1_hsa.miR.744.3p, 1_hsa.miR.15b.3p, 1_hsa.miR.3127.5p, 1_hsa.miR.3154, 1_hsa.miR.32.3p, 1_hsa.miR.487a.3p, 1_hsa.miR.500a.5p, 1_hsa.miR.1251.3p, 1_hsa.miR.1250.5p, 1_hsa.miR.1262, 1_hsa.miR.1269a, 1_hsa.miR.3200.3p, 1_hsa.miR.335.3p, 1_hsa.miR.374b.5p, 1_hsa.miR.376a.3p, 1_hsa.miR.494.3p, 1_hsa.miR.502.3p, 1_hsa.miR.532.5p, 1_hsa.miR.1226.3p, 1_hsa.miR.128.3p, 1_hsa.miR.146b.3p, 1_hsa.miR.148b.5p, 1_hsa.miR.181c.3p, 1_hsa.miR.188.5p, 1_hsa.miR.196b.5p, 1_hsa.miR.28.5p, 1_hsa.miR.301b, 1_hsa.miR.3607.5p, 1_hsa.miR.370.3p, 1_hsa.miR.380.3p, 1_hsa.miR.433.5p, 1_hsa.miR.4677.3p, 1_hsa.miR.509.3p, 1_hsa.miR.671.5p, 1_hsa.miR.940, 1_hsa.miR.512.3p, 1_hsa.miR.106b.5p, 1_hsa.miR.1185.1.3p, 1_hsa.miR.1271.5p, 1_hsa.miR.1306.3p, 1_hsa.miR.130b.5p, 1_hsa.miR.135a.3p, 1_hsa.miR.136.5p, 1_hsa.miR.146b.5p, 1_hsa.miR.16.2.3p, 1_hsa.miR.16.5p, 1_hsa.miR.18a.5p, 1_hsa.miR.19b.3p, 1_hsa.miR.30c.5p, 1_hsa.miR.3187.3p, 1_hsa.miR.338.3p, 1_hsa.miR.339.3p, 1_hsa.miR.345.5p, 1_hsa.miR.3615, 1_hsa.miR.361.5p, 1_hsa.miR.362.3p, 1_hsa.miR.3687, 1_hsa.miR.374a.3p, 1_hsa.miR.3923, 1_hsa.miR.431.3p, 1_hsa.miR.452.3p, 1_hsa.miR.455.5p, 1_hsa.miR.500b.3p, 1_hsa.miR.501.3p, 1_hsa.miR.551b.3p, 1_hsa.miR.585.3p, 1_hsa.miR.590.3p, 1_hsa.miR.590.5p, 1_hsa.miR.652.3p, 1_hsa.miR.655.3p, 1_hsa.miR.766.3p, 1_hsa.miR.767.3p, 1_hsa.miR.889.3p, 1_hsa.miR.93.3p, 1_hsa.miR.99b.3p, 1_hsa.miR.520c.3p]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [1_hsa.miR.103a.2.5p, 1_hsa.miR.106b.3p, 1_hsa.miR.106b.5p, 1_hsa.miR.1226.3p, 1_hsa.miR.1306.3p, 1_hsa.miR.1306.5p, 1_hsa.miR.130b.3p, 1_hsa.miR.148b.5p, 1_hsa.miR.151a.5p, 1_hsa.miR.15b.3p, 1_hsa.miR.16.2.3p, 1_hsa.miR.17.5p, 1_hsa.miR.186.5p, 1_hsa.miR.197.3p, 1_hsa.miR.19a.3p, 1_hsa.miR.19b.3p, 1_hsa.miR.20a.3p, 1_hsa.miR.210.3p, 1_hsa.miR.301a.3p, 1_hsa.miR.301a.5p, 1_hsa.miR.301b, 1_hsa.miR.3074.5p, 1_hsa.miR.30b.3p, 1_hsa.miR.3170, 1_hsa.miR.320a, 1_hsa.miR.324.3p, 1_hsa.miR.324.5p, 1_hsa.miR.33a.5p, 1_hsa.miR.340.3p, 1_hsa.miR.3605.3p, 1_hsa.miR.361.3p, 1_hsa.miR.3648, 1_hsa.miR.3677.3p, 1_hsa.miR.3687, 1_hsa.miR.454.3p, 1_hsa.miR.455.3p, 1_hsa.miR.455.5p, 1_hsa.miR.4668.3p, 1_hsa.miR.484, 1_hsa.miR.509.3p, 1_hsa.miR.590.5p, 1_hsa.miR.629.5p, 1_hsa.miR.744.3p, 1_hsa.miR.7706, 1_hsa.miR.887.3p, 1_hsa.miR.92a.3p, 1_hsa.miR.93.3p, 1_hsa.miR.93.5p, 1_hsa.miR.940]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
97 features: [0_age_at_initial_pathologic_diagnosis, 1_hsa.miR.301a.3p, 1_hsa.miR.887.3p, 1_hsa.let.7a.3p, 1_hsa.miR.103a.2.5p, 1_hsa.miR.106b.3p, 1_hsa.miR.106b.5p, 1_hsa.miR.1226.3p, 1_hsa.miR.1229.3p, 1_hsa.miR.1269a, 1_hsa.miR.1271.5p, 1_hsa.miR.1306.3p, 1_hsa.miR.1306.5p, 1_hsa.miR.1307.3p, 1_hsa.miR.130a.3p, 1_hsa.miR.130b.3p, 1_hsa.miR.130b.5p, 1_hsa.miR.1468.5p, 1_hsa.miR.148b.5p, 1_hsa.miR.151a.3p, 1_hsa.miR.151a.5p, 1_hsa.miR.15b.3p, 1_hsa.miR.16.2.3p, 1_hsa.miR.17.3p, 1_hsa.miR.17.5p, 1_hsa.miR.186.5p, 1_hsa.miR.18a.3p, 1_hsa.miR.196b.5p, 1_hsa.miR.197.3p, 1_hsa.miR.19a.3p, 1_hsa.miR.19b.3p, 1_hsa.miR.20a.3p, 1_hsa.miR.20a.5p, 1_hsa.miR.210.3p, 1_hsa.miR.25.3p, 1_hsa.miR.29c.3p, 1_hsa.miR.301a.5p, 1_hsa.miR.301b, 1_hsa.miR.3074.5p, 1_hsa.miR.30b.3p, 1_hsa.miR.30b.5p, 1_hsa.miR.30d.3p, 1_hsa.miR.30d.5p, 1_hsa.miR.30e.5p, 1_hsa.miR.3170, 1_hsa.miR.3187.3p, 1_hsa.miR.320a, 1_hsa.miR.324.3p, 1_hsa.miR.324.5p, 1_hsa.miR.339.3p, 1_hsa.miR.33a.3p, 1_hsa.miR.33a.5p, 1_hsa.miR.340.3p, 1_hsa.miR.342.3p, 1_hsa.miR.345.5p, 1_hsa.miR.3605.3p, 1_hsa.miR.361.3p, 1_hsa.miR.3615, 1_hsa.miR.361.5p, 1_hsa.miR.3648, 1_hsa.miR.3677.3p, 1_hsa.miR.3687, 1_hsa.miR.374a.3p, 1_hsa.miR.421, 1_hsa.miR.423.3p, 1_hsa.miR.424.3p, 1_hsa.miR.424.5p, 1_hsa.miR.4326, 1_hsa.miR.454.3p, 1_hsa.miR.455.3p, 1_hsa.miR.455.5p, 1_hsa.miR.4661.5p, 1_hsa.miR.4668.3p, 1_hsa.miR.4787.3p, 1_hsa.miR.484, 1_hsa.miR.500a.5p, 1_hsa.miR.503.3p, 1_hsa.miR.505.3p, 1_hsa.miR.508.3p, 1_hsa.miR.509.3p, 1_hsa.miR.514a.3p, 1_hsa.miR.551a, 1_hsa.miR.589.3p, 1_hsa.miR.590.5p, 1_hsa.miR.629.5p, 1_hsa.miR.652.3p, 1_hsa.miR.671.5p, 1_hsa.miR.6808.3p, 1_hsa.miR.744.3p, 1_hsa.miR.767.3p, 1_hsa.miR.767.5p, 1_hsa.miR.7706, 1_hsa.miR.92a.3p, 1_hsa.miR.93.3p, 1_hsa.miR.93.5p, 1_hsa.miR.937.3p, 1_hsa.miR.940]
