
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5882
Features active in total: 5882
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 56
Generations completed = 115
Generations completed = 172
Generations completed = 231
Generations completed = 290
Generations completed = 350
Generations completed = 409
Generations completed = 468
   	     	         	        	            type svm balanced accuracy           	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
307 features: [0_SEC31A, 0_MEP1A, 0_SPOCK2, 0_HUNK, 0_SQSTM1, 0_KCNE4, 0_SIRPA, 0_DYNC2LI1, 0_HPCAL1, 0_HSPB8, 0_PIR, 0_S100A10, 0_HOXD4, 0_PLCE1, 0_MRPL33, 0_PLCG2, 0_MYOM2, 0_LRIT3, 0_PALM3, 0_TRIM35, 0_FXN, 0_PTHLH, 0_CAND2, 0_CECR2, 0_IDI1, 0_PABPC5, 0_PRTN3, 0_PSPH, 0_SPTBN4, 0_TRIM69, 0_ZKSCAN4, 0_CTSZ, 0_NOTCH1, 0_UBA5, 0_ZNF436, 0_XAF1, 0_CHST11, 0_E2F1, 0_KCNQ5, 0_DAAM2, 0_FAM114A2, 0_EFCAB2, 0_DDX19B, 0_FAM53C, 0_CDK18, 0_PRODH, 0_LRP2, 0_PGRMC2, 0_AKR1C3, 0_SF3A3, 0_RANBP3L, 0_GK5, 0_LAMB1, 0_NRP1, 0_LGALS9, 0_FH, 0_CHCHD2, 0_GABARAPL1, 0_FLT4, 0_EZH2, 0_LDB2, 0_CLDN8, 0_CSPG4, 0_FGF9, 0_GBP4, 0_LPAR5, 0_SH3GLB1, 0_ATP6V1C2, 0_ACTR3B, 0_BAX, 0_SRD5A1, 0_CCDC88B, 0_KMO, 0_SLC22A11, 0_EDN1, 0_LIMS3, 0_RBM19, 0_CASP4, 0_CTSO, 0_OLFML1, 0_PTPRM, 0_NPTN, 0_SPRY4, 0_STK35, 0_CA9, 0_FGFR4, 0_IGF2BP2, 0_LMAN1, 0_NIT2, 0_NR3C2, 0_SLC29A2, 0_USP48, 0_VEGFA, 0_ANO9, 0_CAV1, 0_CDC73, 0_FXYD2, 0_GPX3, 0_MUS81, 0_MYEF2, 0_PRDM5, 0_ADCK5, 0_ADK, 0_ARHGAP30, 0_CDC23, 0_CLK3, 0_CNOT4, 0_CTSH, 0_DCPS, 0_DPY19L4, 0_ERGIC2, 0_FBXO33, 0_HAT1, 0_HLA-DQA1, 0_HSD17B14, 0_ISL1, 0_KCNJ1, 0_PDE1A, 0_PSMB8, 0_PUS1, 0_RANBP6, 0_S1PR1, 0_SPRY1, 0_XRN2, 0_ZBTB33, 0_ABCB8, 0_AFM, 0_ATP6V1B1, 0_DLX5, 0_DRD2, 0_FABP7, 0_FTH1, 0_GMDS, 0_HTATIP2, 0_KIAA1217, 0_NOL3, 0_PATL1, 0_PELI1, 0_SYNGR3, 0_TBC1D20, 0_TEK, 0_ANKZF1, 0_BCO2, 0_CD9, 0_CHMP2A, 0_CHMP6, 0_CIR1, 0_CLIC4, 0_CNKSR3, 0_COX6A1, 0_DDX55, 0_GBA2, 0_IRF1, 0_IRF2BP2, 0_ITGB8, 0_IVD, 0_IVNS1ABP, 0_KCNG1, 0_KLK5, 0_LGI4, 0_MEGF9, 0_MTMR1, 0_NELL1, 0_PEPD, 0_PLEKHA2, 0_PSME1, 0_PTGER4, 0_PTPRE, 0_RAB11FIP4, 0_RABIF, 0_SDHA, 0_SLC2A5, 0_SMAD9, 0_TACC3, 0_TBC1D7, 0_TBKBP1, 0_TF, 0_ZNF304, 0_ZNF700, 0_ABCA1, 0_ABCA4, 0_ABCG1, 0_ABHD3, 0_ANKRD22, 0_ANPEP, 0_APOO, 0_ARHGAP21, 0_ASH1L, 0_ASRGL1, 0_ATP6AP2, 0_ATP6V1A, 0_ATP6V1H, 0_ATRIP, 0_BCL7A, 0_BHMT, 0_BRD7, 0_C5orf46, 0_CA12, 0_CACNA1C, 0_CAPZA1, 0_CAST, 0_CCRL2, 0_CDK19, 0_CEP68, 0_CHD1, 0_CLVS1, 0_COX17, 0_CYB5D2, 0_DACT1, 0_DHRS7, 0_DNAJB2, 0_DOK4, 0_EIF2B5, 0_EPDR1, 0_EPN1, 0_FANCI, 0_FKBP8, 0_FLCN, 0_GART, 0_GHR, 0_GIT1, 0_GIT2, 0_GLB1, 0_GLT8D1, 0_GREM2, 0_GTF2H1, 0_HBP1, 0_HKDC1, 0_HNF1B, 0_HPS4, 0_HSPA12A, 0_ING2, 0_INPP5B, 0_KANK2, 0_KIAA1958, 0_KIF9, 0_KLF7, 0_KNTC1, 0_LGMN, 0_LIPH, 0_LNX1, 0_LYSMD3, 0_MAVS, 0_MBD1, 0_MECR, 0_MRPL16, 0_MSH2, 0_MTMR11, 0_MTSS1, 0_MYO10, 0_NDOR1, 0_NIPBL, 0_NLGN1, 0_NME3, 0_NUB1, 0_P4HA1, 0_PARD6A, 0_PCDH11X, 0_PDK1, 0_PDZK1, 0_PDZK1IP1, 0_PEA15, 0_PELP1, 0_PFN2, 0_PI4KB, 0_PIGN, 0_PIGR, 0_PLD2, 0_PRPF38B, 0_QPRT, 0_RAVER1, 0_RCC1, 0_RELA, 0_REXO1, 0_RGPD5, 0_RPL27, 0_RPL36, 0_RPS6KA3, 0_RPSA, 0_SARDH, 0_SARNP, 0_SBK2, 0_SGK3, 0_SH2D4A, 0_SLC22A3, 0_SLC7A5, 0_SMC2, 0_SMU1, 0_ST8SIA5, 0_STX4, 0_TCF7L2, 0_TFG, 0_TGFA, 0_TMED9, 0_TMEM165, 0_TMEM184C, 0_TMEM70, 0_TMTC1, 0_TNFRSF14, 0_TXNRD2, 0_UBA3, 0_VCL, 0_VPS11, 0_WDFY3, 0_ZMAT5, 0_ZNF24, 0_ZNF800]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
36 features: [0_PLCG2, 0_DYNC2LI1, 0_AKR1C3, 0_CDK18, 0_SIRPA, 0_CA9, 0_EDN1, 0_FLT4, 0_LDB2, 0_NRP1, 0_SPRY4, 0_VEGFA, 0_CLDN8, 0_FABP7, 0_HPCAL1, 0_PTPRE, 0_S1PR1, 0_TEK, 0_CAV1, 0_GBP4, 0_GLB1, 0_ITGB8, 0_KIF9, 0_NOL3, 0_NPTN, 0_NR3C2, 0_PDK1, 0_PGRMC2, 0_QPRT, 0_RAB11FIP4, 0_SPOCK2, 0_SPRY1, 0_SQSTM1, 0_SYNGR3, 0_TMTC1, 0_UBA5]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
53 features: [0_PLCG2, 0_DYNC2LI1, 0_AKR1C3, 0_CDK18, 0_SIRPA, 0_SPRY4, 0_CA9, 0_FLT4, 0_LDB2, 0_NRP1, 0_TEK, 0_EDN1, 0_FABP7, 0_S1PR1, 0_SPOCK2, 0_VEGFA, 0_ATP6V1A, 0_CLDN8, 0_GBP4, 0_HPCAL1, 0_ITGB8, 0_C5orf46, 0_KIF9, 0_NOL3, 0_NR3C2, 0_PGRMC2, 0_PTPRE, 0_SQSTM1, 0_ATP6V1H, 0_CAV1, 0_GLB1, 0_HDAC1, 0_ITM2B, 0_KCNE4, 0_KCNJ2, 0_KRBA1, 0_MRPS16, 0_NDUFA4L2, 0_NPTN, 0_PDK1, 0_PELI1, 0_PTPN3, 0_QPRT, 0_RAB11FIP4, 0_RTN4IP1, 0_SEC31A, 0_SLC25A5, 0_SPRY1, 0_SYNGR3, 0_TMEM159, 0_TMTC1, 0_UBA5, 0_UPB1]
