
OPTIMIZING ON FOLD NUMBER 5
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5900
Features active in total: 5900
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 57
Generations completed = 117
Generations completed = 176
Generations completed = 236
Generations completed = 297
Generations completed = 359
Generations completed = 420
Generations completed = 481
   	     	         	        	            type svm balanced accuracy           	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
32 features: [0_STC2, 0_SQSTM1, 0_VIPR2, 0_CECR2, 0_HAL, 0_TSHR, 0_AFTPH, 0_CTNNA2, 0_FAM13C, 0_ST8SIA5, 0_CFI, 0_TXNDC5, 0_ARL2, 0_RAB11FIP4, 0_ATP6V1B1, 0_C9orf116, 0_CDH6, 0_COBLL1, 0_CYFIP2, 0_ESRP1, 0_GPX1, 0_IDUA, 0_NGEF, 0_NR2C2AP, 0_NTN1, 0_PCYOX1, 0_PLCG2, 0_PLXNA2, 0_RUVBL2, 0_SHPRH, 0_TMEM176B, 0_UGT1A6]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
275 features: [0_STC2, 0_SQSTM1, 0_VIPR2, 0_FAM13C, 0_CECR2, 0_HAL, 0_AFTPH, 0_CTNNA2, 0_TSHR, 0_CFI, 0_ST8SIA5, 0_TXNDC5, 0_ARL2, 0_RAB11FIP4, 0_PLXNA2, 0_NTN1, 0_CYFIP2, 0_GLB1L, 0_PCYOX1, 0_SCARB1, 0_ATP6V1B1, 0_NR2C2AP, 0_UGT1A6, 0_NGEF, 0_NR3C2, 0_PLCG2, 0_SHPRH, 0_ACBD4, 0_CARHSP1, 0_DOK4, 0_GAPDH, 0_HNF1B, 0_MGST1, 0_RIT1, 0_TXNDC17, 0_BAALC, 0_C9orf116, 0_COBLL1, 0_ATP6V1E1, 0_CFB, 0_CLRN3, 0_HOXD4, 0_LPIN2, 0_PTMA, 0_ARCN1, 0_CDH6, 0_FIGN, 0_GIT1, 0_LPCAT1, 0_PDLIM1, 0_PEG3, 0_SP3, 0_ABLIM3, 0_BCL2L10, 0_CDC42EP2, 0_GGTLC2, 0_GPD2, 0_HNF4A, 0_MS4A7, 0_PIP5K1A, 0_RUVBL2, 0_SYNGR3, 0_TBC1D14, 0_TEK, 0_TMEM176B, 0_ADCY4, 0_B3GNT3, 0_BBOX1, 0_DDX58, 0_ESRP1, 0_ETV3, 0_FGF9, 0_GFER, 0_HSPBP1, 0_KCNJ1, 0_MSTN, 0_NEDD4L, 0_NME5, 0_PUS7, 0_RAB5A, 0_REM1, 0_SACM1L, 0_ZNF689, 0_AKAP7, 0_ALDH4A1, 0_ASMTL, 0_BHMT2, 0_BSCL2, 0_C6orf226, 0_CASP1, 0_CES3, 0_CRHBP, 0_CUL5, 0_DVL2, 0_EHF, 0_FGB, 0_FZD1, 0_GABPB1, 0_GLRX5, 0_GOLM1, 0_HIF1A, 0_IDUA, 0_IFIH1, 0_INO80E, 0_LHX6, 0_METTL7B, 0_MFGE8, 0_MSRB3, 0_MTHFD1L, 0_NGB, 0_NRBP1, 0_NT5E, 0_OXNAD1, 0_P2RY1, 0_P4HA2, 0_PGAM1, 0_PM20D2, 0_PNKD, 0_PYGL, 0_RBP5, 0_RFC4, 0_RFFL, 0_RGPD4, 0_SERPINA4, 0_SIM2, 0_SLC22A3, 0_SLC25A38, 0_SMAD2, 0_STX12, 0_TIMM44, 0_TM4SF18, 0_TMEM45B, 0_TPCN2, 0_TPM4, 0_TUBG1, 0_VSIG2, 0_ZNF234, 0_ACAA1, 0_AHNAK2, 0_ANKS6, 0_APC, 0_APOO, 0_ARHGEF11, 0_B4GALT7, 0_BACE1, 0_BIRC5, 0_CA12, 0_CDC6, 0_CDKN2C, 0_CEP55, 0_CGGBP1, 0_CHD3, 0_CHP2, 0_CHST10, 0_CNTROB, 0_COPS2, 0_CORO1C, 0_CP, 0_CSDE1, 0_DRG2, 0_DYNC2LI1, 0_ECSIT, 0_EDN1, 0_EIF2S2, 0_ELF1, 0_ENPEP, 0_ENPP3, 0_ENTPD2, 0_EPB41L2, 0_EPS8L2, 0_EXOC7, 0_FAM83H, 0_FAM89B, 0_FBXO21, 0_FBXO33, 0_FBXO5, 0_FLRT3, 0_G3BP1, 0_G6PD, 0_GGH, 0_GLOD4, 0_GPX1, 0_GSTA2, 0_GUK1, 0_HCK, 0_HDAC10, 0_HERPUD2, 0_HIP1, 0_HMG20B, 0_HSF1, 0_ICA1, 0_IGF2BP2, 0_ISYNA1, 0_KLHL32, 0_KNTC1, 0_LASP1, 0_LBP, 0_LDB2, 0_LIME1, 0_LZTS1, 0_MAEA, 0_MAPK12, 0_MIPOL1, 0_MKKS, 0_MKS1, 0_MPG, 0_MRPS9, 0_MYEF2, 0_MYO3A, 0_NCBP2, 0_NCOA3, 0_NDUFA4L2, 0_NEK1, 0_NELL1, 0_NPHP1, 0_NPTN, 0_OGDHL, 0_PAIP2, 0_PCDHGC3, 0_PDE12, 0_PDHA1, 0_PDZK1IP1, 0_PELI1, 0_PER2, 0_PI16, 0_PIWIL4, 0_PKD1, 0_PLEC, 0_PLEKHA2, 0_PRKG1, 0_PSMB2, 0_PTPRM, 0_RAB34, 0_RAPGEF4, 0_RBBP8, 0_RIOK1, 0_ROCK1, 0_S1PR1, 0_SCAP, 0_SCRN3, 0_SDHD, 0_SENP2, 0_SH3BGRL2, 0_SH3GLB1, 0_SIRT7, 0_SLC16A4, 0_SLC17A4, 0_SLC25A46, 0_SLC26A2, 0_SLC43A2, 0_SLC9A2, 0_SLTM, 0_SMC3, 0_SYTL2, 0_TARDBP, 0_TBC1D1, 0_TCFL5, 0_TFAM, 0_TFEC, 0_TIMM8A, 0_TIMP2, 0_TMEM116, 0_TMEM201, 0_TMEM72, 0_TOPORS, 0_TP53I3, 0_TRPC1, 0_UPK3B, 0_UQCRFS1, 0_VDAC1, 0_VIM, 0_WDR90, 0_WSCD2, 0_ZBTB37, 0_ZMIZ2]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
42 features: [0_STC2, 0_FAM13C, 0_ATP6V1B1, 0_SQSTM1, 0_ST8SIA5, 0_NTN1, 0_PLCG2, 0_GGTLC2, 0_TBC1D14, 0_ACBD4, 0_ADCY4, 0_BAALC, 0_C9orf116, 0_CDH6, 0_CFB, 0_CFI, 0_DNASE1L3, 0_DOK4, 0_FIGN, 0_GLB1L, 0_HNF1B, 0_LDB2, 0_MYO3A, 0_NEDD4L, 0_NR3C2, 0_NRBP1, 0_NT5E, 0_PCDHGC3, 0_PDHA1, 0_PDZK1IP1, 0_RAB11FIP4, 0_RIT1, 0_S1PR1, 0_SACM1L, 0_SDHD, 0_SH3BGRL2, 0_TEK, 0_TMEM72, 0_TPM4, 0_UGT1A6, 0_UQCRFS1, 0_WSCD2]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
75 features: [0_STC2, 0_FAM13C, 0_SQSTM1, 0_ATP6V1B1, 0_NTN1, 0_PLCG2, 0_ST8SIA5, 0_CFB, 0_GGTLC2, 0_TBC1D14, 0_TEK, 0_BAALC, 0_CDH6, 0_CFI, 0_CYFIP2, 0_DOK4, 0_GLB1L, 0_HNF1B, 0_NEDD4L, 0_NRBP1, 0_RIT1, 0_UGT1A6, 0_ACBD4, 0_ACMSD, 0_ADCY4, 0_BCKDHA, 0_BHMT2, 0_C9orf116, 0_CDKN2AIP, 0_CRYAB, 0_DNASE1L3, 0_EPB41L2, 0_FAM47E, 0_FIGN, 0_GLRX5, 0_HAAO, 0_KCNJ1, 0_KLHL32, 0_LASP1, 0_LDB2, 0_LRRC28, 0_METTL7B, 0_MICAL2, 0_MYO3A, 0_NDUFC1, 0_NELL1, 0_NR2C2AP, 0_NR3C2, 0_NT5E, 0_OGDHL, 0_OXER1, 0_OXNAD1, 0_PCDHGC3, 0_PDHA1, 0_PDLIM1, 0_PDZK1IP1, 0_RAB11FIP4, 0_RECQL4, 0_S1PR1, 0_SACM1L, 0_SCARB1, 0_SDHD, 0_SH3BGRL2, 0_SIM2, 0_SRPX2, 0_STX4, 0_SYNGR3, 0_TADA2B, 0_TMEM176B, 0_TMEM45B, 0_TMEM72, 0_TPM4, 0_TRIB2, 0_UQCRFS1, 0_WSCD2]
