
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5893
Features active in total: 5893
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 55
Generations completed = 115
Generations completed = 174
Generations completed = 233
Generations completed = 292
Generations completed = 350
Generations completed = 407
Generations completed = 464
   	     	         	        	            type svm balanced accuracy           	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
312 features: [0_SQSTM1, 0_NLGN1, 0_EPHA3, 0_POU2F1, 0_CPNE5, 0_PPP2R2A, 0_PCTP, 0_HSPBAP1, 0_VIPR2, 0_AKR1E2, 0_HUNK, 0_FAM20A, 0_LIMA1, 0_SLC16A1, 0_AAGAB, 0_MXI1, 0_EZH2, 0_YAF2, 0_CLTCL1, 0_DOLPP1, 0_RNASET2, 0_CHI3L2, 0_DERL3, 0_SLBP, 0_TRIOBP, 0_NDUFA4L2, 0_CDK18, 0_IL18R1, 0_PLCG2, 0_PLTP, 0_ATP1B3, 0_UAP1, 0_CTSD, 0_TBC1D1, 0_ZNF521, 0_DNAJA1, 0_TMEM9B, 0_CNTN1, 0_PNPLA8, 0_APOBEC3D, 0_DIAPH1, 0_ALKBH8, 0_HPS3, 0_MRPS25, 0_DIAPH2, 0_MKNK1, 0_SCAP, 0_STC2, 0_GNL3, 0_VKORC1, 0_CSPG4, 0_LATS2, 0_NUDCD3, 0_ZNF514, 0_TUBB, 0_VPREB3, 0_BAP1, 0_CLEC4C, 0_IL17RD, 0_PDE3A, 0_SLC30A9, 0_ATP6V1A, 0_GBP5, 0_GPIHBP1, 0_LBP, 0_SMU1, 0_TMEM222, 0_WSCD2, 0_B3GNT3, 0_CLDN12, 0_RB1CC1, 0_SP3, 0_TMED10, 0_TPD52, 0_ASNSD1, 0_BEX1, 0_DCTD, 0_FAM89A, 0_FOXJ2, 0_GM2A, 0_GPX3, 0_JMJD6, 0_MAPK11, 0_MICAL3, 0_PPP5C, 0_SGPL1, 0_SH2B3, 0_SMC1A, 0_SNX15, 0_TAOK3, 0_TSNAX, 0_TSPYL2, 0_UTP3, 0_WDR48, 0_ABCA4, 0_ANXA4, 0_ARPC1A, 0_CAMSAP1, 0_CDK5RAP2, 0_CLPB, 0_EDN1, 0_FLRT3, 0_ISLR, 0_LAMP2, 0_LATS1, 0_LAYN, 0_MAPK3, 0_MKS1, 0_MRPL12, 0_MRPS35, 0_MYO10, 0_P4HTM, 0_PARK7, 0_PPP2CB, 0_PRRC1, 0_RNF114, 0_SIRT1, 0_SMC4, 0_ST3GAL1, 0_THAP8, 0_TIPRL, 0_VIM, 0_AKR1C3, 0_ASAP2, 0_ATP6V1B1, 0_ATRIP, 0_C17orf49, 0_CDC14A, 0_CHEK2, 0_CISD2, 0_COQ4, 0_CYP4X1, 0_DBR1, 0_DTNBP1, 0_DYM, 0_DYNC2LI1, 0_EFNB2, 0_FOXO3, 0_ITIH3, 0_KLHDC1, 0_LIMS3, 0_NDUFA10, 0_NLK, 0_NTN1, 0_PACS1, 0_PARN, 0_PDS5A, 0_PPP2R1B, 0_PPP2R5E, 0_PTPRM, 0_PYGL, 0_RNF20, 0_SCFD2, 0_SPRY1, 0_STAG2, 0_SYTL2, 0_TCOF1, 0_TMPRSS2, 0_TNIP2, 0_ZFP91, 0_ZNF672, 0_ABHD14A, 0_ABHD3, 0_ACAD9, 0_ADAM17, 0_ALDH1L1, 0_ANKRD12, 0_ANP32E, 0_APBB2, 0_APCS, 0_APOLD1, 0_ARCN1, 0_ARHGEF7, 0_ARRDC4, 0_ATAD3B, 0_ATG16L1, 0_ATP2B2, 0_ATXN1, 0_B4GALNT1, 0_BBC3, 0_BCL2L1, 0_BIK, 0_BIRC2, 0_BIRC5, 0_BMPR2, 0_BUD31, 0_C19orf12, 0_CACNA1C, 0_CADM4, 0_CAND2, 0_CANT1, 0_CARD8, 0_CAV1, 0_CCDC122, 0_CCDC125, 0_CCDC88B, 0_CCNB2, 0_CCNL2, 0_CCNYL1, 0_CDC26, 0_CDK5, 0_CNST, 0_CNTROB, 0_COX7C, 0_CP, 0_CPSF2, 0_CTNND1, 0_CTSO, 0_DDR1, 0_DDX55, 0_DNAJB9, 0_DNMT3A, 0_DOK1, 0_DYNC2H1, 0_EBAG9, 0_EEF1A1, 0_EHF, 0_EIF3J, 0_EVPL, 0_F11R, 0_FLOT2, 0_FMN1, 0_FRK, 0_FZD1, 0_GANAB, 0_GFM1, 0_GGTLC2, 0_GIMAP8, 0_GLRX5, 0_GNB4, 0_GPATCH1, 0_GPC4, 0_GRPEL2, 0_HCCS, 0_HDAC3, 0_HMGCR, 0_HNF1B, 0_HNRNPAB, 0_HPS4, 0_HSD17B12, 0_ICA1, 0_INPPL1, 0_IRAK3, 0_ITGAV, 0_KCNE4, 0_KIAA0753, 0_KIF7, 0_LRIT3, 0_MAOA, 0_MCC, 0_MDM2, 0_MFN1, 0_MKKS, 0_MKNK2, 0_MTUS2, 0_NAP1L5, 0_NDUFA4, 0_NDUFAB1, 0_NOP10, 0_NUDT1, 0_OCIAD1, 0_OXNAD1, 0_PAQR7, 0_PEX14, 0_PGLYRP2, 0_PGS1, 0_PHF14, 0_PIK3C2B, 0_PML, 0_PMM2, 0_PPM1E, 0_PREX1, 0_PSKH1, 0_PTK2B, 0_RAB11FIP5, 0_RAPGEF3, 0_RBKS, 0_RBM4B, 0_RIN3, 0_RIT1, 0_RNF130, 0_S100A11, 0_SAA4, 0_SCIN, 0_SEMA4D, 0_SERPINA4, 0_SERPINA6, 0_SH3GLB1, 0_SLC35F2, 0_SLC39A9, 0_SOCS2, 0_SOCS4, 0_SPTBN4, 0_SYT15, 0_TBX2, 0_TFDP1, 0_TGFB1, 0_TIFA, 0_TMEM104, 0_TNPO2, 0_TRAFD1, 0_TUBB8, 0_UBA5, 0_UCN, 0_UGDH, 0_WBP4, 0_WDFY1, 0_ZBTB3, 0_ZC3H14, 0_ZNF41, 0_ZNF608, 0_ZNF787]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
40 features: [0_PLCG2, 0_TBC1D1, 0_NDUFA4L2, 0_CDK18, 0_STC2, 0_UAP1, 0_ATP6V1A, 0_GIMAP8, 0_ZNF521, 0_DYNC2LI1, 0_NLGN1, 0_AKR1C3, 0_ALDH1L1, 0_APBB2, 0_APOLD1, 0_ATP6V1B1, 0_BARX2, 0_BTN3A3, 0_CACNA1C, 0_CNTROB, 0_CSPG4, 0_CTNND1, 0_EDN1, 0_HPS4, 0_HTATIP2, 0_ITGA9, 0_KCNE4, 0_MRPS25, 0_MXI1, 0_NDUFA4, 0_NTN1, 0_PRR16, 0_RBM4B, 0_REEP6, 0_SOX6, 0_SPOCK2, 0_SPRY1, 0_SQSTM1, 0_UBA5, 0_VIM]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
71 features: [0_PLCG2, 0_TBC1D1, 0_NDUFA4L2, 0_STC2, 0_CDK18, 0_UAP1, 0_CSPG4, 0_SQSTM1, 0_ZNF521, 0_ATP6V1A, 0_GIMAP8, 0_AKR1C3, 0_EPHA3, 0_NLGN1, 0_APBB2, 0_ARRDC4, 0_CTNND1, 0_DYNC2LI1, 0_MXI1, 0_SLC25A5, 0_TRIOBP, 0_ABCA4, 0_ABLIM3, 0_ALDH1L1, 0_APOLD1, 0_ATP6V1B1, 0_BAALC, 0_BARX2, 0_BTN3A3, 0_CACNA1C, 0_CADM4, 0_CNTROB, 0_CPNE5, 0_EDN1, 0_EFNB2, 0_EGFL7, 0_FAM118B, 0_FLRT3, 0_HNF1B, 0_HPS4, 0_HTATIP2, 0_HUNK, 0_ITGA9, 0_KCNE4, 0_MRPL15, 0_MRPS25, 0_MST1R, 0_NDUFA4, 0_NPTN, 0_NTN1, 0_P2RY1, 0_PNPLA8, 0_POC1A, 0_PRR16, 0_RAPH1, 0_RBKS, 0_RBM4B, 0_REEP6, 0_SERPINA6, 0_SLC35C2, 0_SMC4, 0_SOX6, 0_SPOCK2, 0_SPRY1, 0_SPTBN2, 0_TBX2, 0_TRAP1, 0_UBA5, 0_UFC1, 0_UQCRC1, 0_VIM]
