
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5896
Features active in total: 5896
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 65
Generations completed = 135
Generations completed = 199
Generations completed = 269
Generations completed = 338
Generations completed = 406
Generations completed = 475
   	     	         	        	            type naive Bayes balanced accuracy           	                 root leanness                  
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min     	avg     	max	std     
(0.9692808953532707, 0.23570226039551584) 17 features: [0_ANXA3, 0_BCHE, 0_CFL2, 0_CPNE5, 0_CUBN, 0_DHCR7, 0_FLT4, 0_GSTA4, 0_HCRTR1, 0_HPCAL1, 0_HSPB7, 0_IFRD1, 0_PGAM2, 0_S100A1, 0_SLC13A3, 0_SLC26A11, 0_TBC1D9B]
(0.9672489639451705, 0.25) 15 features: [0_ABHD3, 0_ANXA3, 0_BCHE, 0_CFL2, 0_COX19, 0_CPNE5, 0_DHCR7, 0_FLT4, 0_GSTA4, 0_HCRTR1, 0_HSPB7, 0_LPCAT4, 0_PGAM2, 0_SLC26A11, 0_TBC1D9B]
(0.9667925414283264, 0.2581988897471611) 14 features: [0_ABHD3, 0_ANXA3, 0_BCHE, 0_COX19, 0_CPNE5, 0_DCAF4, 0_DHCR7, 0_EBAG9, 0_EFNB2, 0_FLT4, 0_GSTA4, 0_HPCAL1, 0_HSPB7, 0_PGAM2]
(0.9660086868295978, 0.2672612419124244) 13 features: [0_ABHD3, 0_ANXA3, 0_BCHE, 0_CFL2, 0_COX19, 0_FLT4, 0_GSTA4, 0_HSPB7, 0_PGAM2, 0_SLC13A3, 0_SLC15A4, 0_SLC26A11, 0_UAP1]
(0.9647702967367187, 0.2773500981126146) 12 features: [0_ABHD3, 0_ANXA3, 0_BCHE, 0_CFL2, 0_COX19, 0_FLT4, 0_GSTA4, 0_HSPB7, 0_PGAM2, 0_SLC13A3, 0_SLC15A4, 0_UAP1]
(0.9599582484391188, 0.28867513459481287) 11 features: [0_ABHD3, 0_ANXA3, 0_BCHE, 0_CFL2, 0_COX19, 0_FLT4, 0_GSTA4, 0_HPCAL1, 0_HSPB7, 0_SLC13A3, 0_TBC1D9B]
(0.9500509133675813, 0.30151134457776363) 10 features: [0_AKR1C3, 0_AP2A2, 0_CPNE5, 0_FLT4, 0_GSTA4, 0_HPCAL1, 0_HSPB7, 0_MDH1B, 0_UPK1B, 0_ZNF3]
(0.9438302615209851, 0.31622776601683794) 9 features: [0_AKR1C3, 0_AP2A2, 0_CPNE5, 0_FLT4, 0_GSTA4, 0_HPCAL1, 0_HSPB7, 0_UPK1B, 0_ZNF3]
(0.9407323992660936, 0.3333333333333333) 8 features: [0_AKR1C3, 0_ANO10, 0_AP2A2, 0_CPNE5, 0_FLT4, 0_HSPB7, 0_MDH1B, 0_UPK1B]
(0.9289522384349166, 0.3535533905932738) 7 features: [0_AKR1C3, 0_AP2A2, 0_CPNE5, 0_FLT4, 0_HSPB7, 0_MDH1B, 0_UPK1B]
(0.9160272319338445, 0.3779644730092272) 6 features: [0_EFNB2, 0_GGA1, 0_LGI4, 0_SLC15A4, 0_TEK, 0_UNC5CL]
(0.9070415966538177, 0.408248290463863) 5 features: [0_EFNB2, 0_GGA1, 0_LGI4, 0_SLC15A4, 0_UNC5CL]
(0.8952420623896555, 0.4472135954999579) 4 features: [0_EFNB2, 0_HPCAL1, 0_ICA1, 0_TMEM43]
(0.8509837209667486, 0.5) [0_EFNB2, 0_SYNJ2BP, 0_TEK]
(0.8024040178259639, 0.5773502691896257) [0_EFNB2, 0_PLCG2]
(0.6788275164203671, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
47 features: [0_FLT4, 0_HSPB7, 0_GSTA4, 0_CPNE5, 0_ANXA3, 0_BCHE, 0_CFL2, 0_PGAM2, 0_COX19, 0_EFNB2, 0_HPCAL1, 0_SLC13A3, 0_DHCR7, 0_SLC26A11, 0_TBC1D9B, 0_ABHD3, 0_HCRTR1, 0_AKR1C3, 0_AP2A2, 0_LGI4, 0_S100A1, 0_SLC15A4, 0_UPK1B, 0_MDH1B, 0_CUBN, 0_GGA1, 0_IFRD1, 0_NOL3, 0_PLCG2, 0_TEK, 0_UAP1, 0_UNC5CL, 0_ZNF3, 0_ANO10, 0_DCAF4, 0_DPH1, 0_EBAG9, 0_ICA1, 0_LPCAT4, 0_NF2, 0_RBM19, 0_SGSM3, 0_STK35, 0_SYNJ2BP, 0_TMEM43, 0_TRMT1, 0_ZNF787]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
311 features: [0_GSTA4, 0_HSPB7, 0_FLT4, 0_BCHE, 0_ANXA3, 0_CFL2, 0_COX19, 0_SLC13A3, 0_TBC1D9B, 0_HPCAL1, 0_EFNB2, 0_ABHD3, 0_CPNE5, 0_UPK1B, 0_LGI4, 0_SLC15A4, 0_UNC5CL, 0_PGAM2, 0_S100A1, 0_DHCR7, 0_UAP1, 0_NOL3, 0_AKR1C3, 0_TCTN1, 0_HCRTR1, 0_TEK, 0_SLC26A11, 0_MDH1B, 0_AP2A2, 0_RBM19, 0_SGSM3, 0_DPH1, 0_STK35, 0_NF2, 0_EPHA3, 0_ZNF3, 0_PLCG2, 0_ZNF787, 0_CDK18, 0_CPD, 0_LDB2, 0_IFRD1, 0_PATZ1, 0_ANO10, 0_BMP6, 0_CORO1B, 0_NFX1, 0_CCRL2, 0_SPPL2A, 0_ICA1, 0_MRPS36, 0_MYO1E, 0_ATP6V1A, 0_CUBN, 0_GGA1, 0_PEA15, 0_RPL10A, 0_TMEM43, 0_KLHDC8B, 0_PPP1R14B, 0_PPP1R3B, 0_TTC27, 0_ACAD8, 0_DNAJA2, 0_EID1, 0_LGALS9, 0_NTN1, 0_PCNP, 0_PCYT2, 0_RPA4, 0_SH3RF1, 0_SNAI2, 0_SRPX2, 0_STAM, 0_SYNJ2BP, 0_TBC1D14, 0_TYW1B, 0_XRCC4, 0_ZNF268, 0_ZNF343, 0_ABCD1, 0_ADAMTSL2, 0_ADRM1, 0_AMT, 0_ATP6V1C2, 0_CHRDL1, 0_CIR1, 0_CREB3L1, 0_CYC1, 0_DDX3X, 0_FGD1, 0_FGF9, 0_HMGB1, 0_IMPACT, 0_SCARB1, 0_SDR39U1, 0_SEMA3A, 0_SIRPA, 0_SIRT7, 0_SPG11, 0_TUBA8, 0_VPS13A, 0_ADAM17, 0_ANXA5, 0_APEH, 0_ARHGEF2, 0_BBC3, 0_CA9, 0_CD86, 0_CHMP6, 0_CRIP2, 0_CRTC3, 0_CUL5, 0_DLGAP4, 0_DSC2, 0_ELOVL7, 0_ESRP1, 0_EXOC7, 0_GCDH, 0_HMGN2, 0_HS3ST5, 0_INTS1, 0_ISOC2, 0_LAMP2, 0_LETM2, 0_LPCAT1, 0_MRPL12, 0_NDUFA4L2, 0_NUDT9, 0_PABPC1, 0_PHGDH, 0_PIGQ, 0_PINX1, 0_PLEKHG1, 0_PPAT, 0_RAP1GAP, 0_RDX, 0_REC8, 0_RILPL1, 0_RNF114, 0_S100A11, 0_SLC2A13, 0_SLC38A10, 0_SLC4A10, 0_SNX2, 0_SPATA5, 0_TACO1, 0_TBP, 0_TECPR1, 0_TECPR2, 0_TMPRSS2, 0_TNFAIP3, 0_TNPO2, 0_TRAFD1, 0_UBA1, 0_UBAC2, 0_VPS26A, 0_ZDHHC5, 0_ZNF211, 0_ZNHIT3, 0_ABHD14B, 0_ABTB2, 0_ADAM10, 0_ADD3, 0_ALDH1A1, 0_ALDH9A1, 0_AMZ2, 0_ANXA9, 0_APOL2, 0_APOO, 0_APOOL, 0_ARHGAP23, 0_ASB13, 0_ASRGL1, 0_ATP11A, 0_ATP6V1B1, 0_ATP6V1H, 0_B4GALT3, 0_C7, 0_C8orf37, 0_CAV1, 0_CCDC152, 0_CCNB2, 0_CHM, 0_CHPF2, 0_CHST12, 0_CLINT1, 0_CLN5, 0_CNKSR3, 0_CSPG4, 0_CTBP2, 0_DACT2, 0_DHX29, 0_DKK3, 0_DLAT, 0_DPP4, 0_DPP7, 0_DTNA, 0_DYNC1I2, 0_DZIP3, 0_EMCN, 0_ENHO, 0_ERAP1, 0_FADS1, 0_FAM120AOS, 0_FAM122C, 0_FBXO16, 0_FEN1, 0_FIG4, 0_FNIP1, 0_FNIP2, 0_FOSB, 0_FRRS1, 0_FZD1, 0_GABARAPL1, 0_GATAD2A, 0_GLRX5, 0_GLT8D1, 0_GMCL1, 0_HAUS2, 0_HECTD1, 0_HEXA, 0_HNF1B, 0_HYLS1, 0_IDH3A, 0_IGF1R, 0_IL18R1, 0_ISCU, 0_ITGB3BP, 0_ITPR3, 0_KCNE3, 0_KIF13B, 0_LILRB5, 0_LIMK2, 0_LRRC24, 0_MAML2, 0_MAP4, 0_MAPK1, 0_MAPK12, 0_MECOM, 0_METAP1, 0_MSN, 0_MTG1, 0_NAAA, 0_NCK1, 0_NDUFA4, 0_NEDD4L, 0_NFIX, 0_NME4, 0_NPR3, 0_OSBPL1A, 0_OXSM, 0_PCDHGA1, 0_PCYOX1, 0_PDHA1, 0_PDIA5, 0_PDS5A, 0_PFDN2, 0_PFN2, 0_PGAP2, 0_PHAX, 0_PLCD3, 0_PLXDC1, 0_PSMA1, 0_QPRT, 0_RANBP3, 0_RBMX, 0_RICTOR, 0_RIT1, 0_RNF149, 0_RNF40, 0_RSPRY1, 0_RTN4IP1, 0_SACM1L, 0_SAP30, 0_SAR1A, 0_SERBP1, 0_SF3B2, 0_SH3GL1, 0_SIGMAR1, 0_SLC25A22, 0_SLTM, 0_SNX15, 0_SUN2, 0_SURF2, 0_SVIL, 0_TACC3, 0_TCEA2, 0_TCP11L1, 0_TDRKH, 0_THAP2, 0_TMEM104, 0_TMTC1, 0_TOMM20, 0_TOMM5, 0_TPP1, 0_TRA2B, 0_TRIM5, 0_TSTD1, 0_TTC30B, 0_TTK, 0_TWF1, 0_UBXN7, 0_VIM, 0_WDR54, 0_WDR77, 0_ZHX2, 0_ZMYM4, 0_ZNF134, 0_ZNF19, 0_ZNF317]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
37 features: [0_EFNB2, 0_TEK, 0_PLCG2, 0_FLT4, 0_HPCAL1, 0_CDK18, 0_LDB2, 0_UPK1B, 0_ICA1, 0_LGI4, 0_SLC15A4, 0_TMEM43, 0_AKR1C3, 0_ATP6V1A, 0_CA9, 0_DHCR7, 0_RAP1GAP, 0_SYNJ2BP, 0_TCTN1, 0_ABHD3, 0_ANO10, 0_ASRGL1, 0_ESRP1, 0_FGF9, 0_IDH3A, 0_NTN1, 0_PCYOX1, 0_PLCD3, 0_S100A1, 0_SIRPA, 0_SLC13A3, 0_TBC1D14, 0_TMPRSS2, 0_TMTC1, 0_UAP1, 0_UNC5CL, 0_WDR54]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
57 features: [0_EFNB2, 0_TEK, 0_FLT4, 0_HPCAL1, 0_PLCG2, 0_UPK1B, 0_CDK18, 0_LGI4, 0_LDB2, 0_SLC15A4, 0_UNC5CL, 0_ICA1, 0_TCTN1, 0_DHCR7, 0_AKR1C3, 0_ATP6V1A, 0_NDUFA4L2, 0_RAP1GAP, 0_TBC1D14, 0_TMEM43, 0_UAP1, 0_ABHD3, 0_CA9, 0_HNF1B, 0_IDH3A, 0_PLCD3, 0_S100A1, 0_SIRPA, 0_SLC13A3, 0_SYNJ2BP, 0_TMPRSS2, 0_ANO10, 0_ANXA9, 0_APOL2, 0_ASRGL1, 0_ATP6V1C2, 0_DAPK1, 0_EMCN, 0_ESRP1, 0_FGF9, 0_GLRX5, 0_HSPB7, 0_LPCAT1, 0_NDRG1, 0_NTN1, 0_NUDT9, 0_P4HB, 0_PCYOX1, 0_PLIN2, 0_PLXDC1, 0_PPP2R2B, 0_RAP1GDS1, 0_RIMS2, 0_SCARB1, 0_TMTC1, 0_WDR54, 0_ZNF19]
