
OPTIMIZING ON FOLD NUMBER 1
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5888
Features active in total: 5888
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 64
Generations completed = 132
Generations completed = 197
Generations completed = 266
Generations completed = 334
Generations completed = 404
Generations completed = 474
   	     	         	        	            type naive Bayes balanced accuracy           	                 root leanness                  
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min     	avg     	max	std     
Features in hall of fame by prevalence:
327 features: [0_RBM17, 0_SQSTM1, 0_CFB, 0_PPP2R2B, 0_LGI4, 0_ZSCAN12, 0_HPCAL1, 0_RIMS2, 0_NDUFA4L2, 0_AKR1C3, 0_WBP2, 0_SPTBN4, 0_ACMSD, 0_DDB2, 0_PGRMC1, 0_MID1, 0_SLC26A11, 0_ZKSCAN4, 0_ACTN3, 0_DCAF12L2, 0_SLC35E1, 0_KCNE4, 0_RASAL1, 0_MN1, 0_MSTO1, 0_SOX6, 0_ANAPC2, 0_OMA1, 0_PLCG2, 0_JUN, 0_TRAF3IP2, 0_USP13, 0_REPIN1, 0_PCDHGA3, 0_NMT1, 0_REEP6, 0_SPRED2, 0_TOLLIP, 0_MIF4GD, 0_PDCD4, 0_PARVA, 0_ADCY8, 0_BRF1, 0_GOLM1, 0_NUDT14, 0_STX18, 0_THOC3, 0_DNAJC10, 0_NCSTN, 0_ABHD3, 0_STC2, 0_WRNIP1, 0_ANO9, 0_KAT5, 0_TM2D1, 0_MSH6, 0_PRKCI, 0_AAAS, 0_LNX1, 0_SF3A3, 0_C15orf40, 0_CFDP1, 0_FAM161B, 0_GLB1L, 0_NUDT4, 0_TUBG2, 0_VEGFA, 0_CGGBP1, 0_DAGLA, 0_PRKAR1B, 0_TBL1XR1, 0_TMTC1, 0_WDR53, 0_AMFR, 0_ATN1, 0_EFS, 0_HYLS1, 0_SLC43A1, 0_TARDBP, 0_TBC1D1, 0_TERF2, 0_CCDC134, 0_CHRDL1, 0_FAM53C, 0_PRKACA, 0_PSAP, 0_SPATA18, 0_ATP6V1A, 0_BBC3, 0_COX18, 0_GPR160, 0_PFN1, 0_RNF187, 0_SAP30, 0_TIFA, 0_ANK2, 0_BBS4, 0_CBWD3, 0_CHMP6, 0_COX11, 0_CPNE5, 0_GLMN, 0_L2HGDH, 0_PTGFRN, 0_REN, 0_WFS1, 0_ALG3, 0_APEH, 0_ATF1, 0_B4GALT1, 0_BDKRB1, 0_CAPZA1, 0_CDK18, 0_CDK5RAP3, 0_CLMN, 0_FLRT3, 0_FOXO1, 0_GNB1L, 0_KIF4B, 0_KRT7, 0_LRSAM1, 0_MAP2, 0_MAT2A, 0_PLEKHA6, 0_RCOR3, 0_TBC1D14, 0_TSPYL1, 0_ZC3HC1, 0_ACE2, 0_ACSL1, 0_B4GALNT3, 0_CA13, 0_CBX4, 0_CD86, 0_CIDEB, 0_CRTAP, 0_CRYZL1, 0_DCLK3, 0_DDX18, 0_DDX41, 0_DLD, 0_FLNB, 0_HMBS, 0_HOXA6, 0_HTRA4, 0_IDI1, 0_INF2, 0_ITGA2, 0_MED8, 0_MEGF9, 0_MIPOL1, 0_NAT10, 0_NCALD, 0_NLRP12, 0_PCDHGA12, 0_PIGH, 0_RAD1, 0_RBM22, 0_SFRP1, 0_SLC1A1, 0_SLC4A1AP, 0_SYNGR3, 0_TAX1BP3, 0_TMX1, 0_TPPP, 0_UBXN4, 0_UPK1B, 0_ZNF304, 0_ZXDA, 0_ACAD8, 0_ACBD4, 0_AMN, 0_ANAPC11, 0_ANKRD11, 0_AP1AR, 0_APLP2, 0_APOO, 0_ARMCX2, 0_ASH1L, 0_ATF3, 0_ATG5, 0_ATP6V1F, 0_ATP6V1H, 0_AUH, 0_AXIN2, 0_BAALC, 0_BCL2L1, 0_BET1L, 0_BHMT, 0_BHMT2, 0_BIK, 0_BTF3, 0_BUB3, 0_C21orf91, 0_C9orf85, 0_CA9, 0_CAMK4, 0_CCDC159, 0_CCL27, 0_CDV3, 0_CHD1, 0_CLDN2, 0_CLEC3B, 0_CMTM4, 0_CNNM1, 0_CP, 0_CRHBP, 0_CTBP2, 0_CYP1B1, 0_DCAF4, 0_DDX3Y, 0_DHX9, 0_DPP9, 0_DRG1, 0_EIF2B2, 0_EIF4E, 0_ESRP1, 0_EVI5L, 0_EXOC7, 0_F8, 0_FAM13C, 0_FAM174A, 0_FAM174B, 0_FAM91A1, 0_FBXO28, 0_FGF9, 0_FGR, 0_FMR1, 0_GABARAPL1, 0_GAR1, 0_GGH, 0_GGTLC2, 0_GLRX5, 0_GMCL1, 0_GNAI3, 0_GPR176, 0_GRINA, 0_GRSF1, 0_HEXA, 0_HEY2, 0_HGSNAT, 0_IKBKB, 0_IL15, 0_KDELR2, 0_LARS2, 0_LDHC, 0_LIG4, 0_LIMS3, 0_LZTS1, 0_MIOS, 0_MKKS, 0_MRPL15, 0_MRPL3, 0_MRPS17, 0_MRPS25, 0_MRRF, 0_MTOR, 0_MTSS1, 0_NAGA, 0_NDUFV2, 0_NFE2L1, 0_NGLY1, 0_NME7, 0_OXER1, 0_PCYT1A, 0_PDCD2L, 0_PDIA6, 0_PHC3, 0_PHPT1, 0_PNPO, 0_POC5, 0_POLR2B, 0_POLR2H, 0_POMP, 0_POU2F2, 0_PPM1K, 0_PPP2R2C, 0_PRKAB2, 0_PSMC5, 0_PSMG4, 0_PTPRJ, 0_PVR, 0_QPRT, 0_RAB11FIP2, 0_RAB9B, 0_RAD21, 0_RAPGEF4, 0_RASSF5, 0_RFXANK, 0_RIT1, 0_RNF19A, 0_RNF20, 0_RNF214, 0_RRP8, 0_S100A10, 0_SACM1L, 0_SCARB1, 0_SLC25A5, 0_SLC29A2, 0_SLC9A2, 0_SMC2, 0_SMC3, 0_SNX2, 0_SPOCK2, 0_SSX2IP, 0_STRBP, 0_STUB1, 0_STX11, 0_STXBP5, 0_TACO1, 0_TARBP2, 0_TCF7L2, 0_TGFA, 0_TMEM184C, 0_TMEM201, 0_TMEM87A, 0_TNFRSF12A, 0_TNFRSF14, 0_TP53BP2, 0_VIL1, 0_VPS36, 0_WDR13, 0_WDR35, 0_WLS, 0_YWHAZ, 0_ZFAND2A, 0_ZSCAN2]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
32 features: [0_PLCG2, 0_NDUFA4L2, 0_SQSTM1, 0_CFB, 0_STC2, 0_VEGFA, 0_AKR1C3, 0_APEH, 0_ATP6V1A, 0_LGI4, 0_PPP2R2B, 0_RIMS2, 0_SAP30, 0_SPTBN4, 0_TBC1D1, 0_TBC1D14, 0_TMTC1, 0_B4GALNT3, 0_BHMT2, 0_CDK18, 0_CTBP2, 0_DDB2, 0_EIF4E, 0_F8, 0_FAM13C, 0_GLB1L, 0_GRINA, 0_KCNE4, 0_LZTS1, 0_PPP2R2C, 0_SLC25A5, 0_WBP2]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
58 features: [0_PLCG2, 0_NDUFA4L2, 0_SQSTM1, 0_STC2, 0_CFB, 0_AKR1C3, 0_PPP2R2B, 0_SPTBN4, 0_VEGFA, 0_LGI4, 0_TBC1D1, 0_ATP6V1A, 0_TMTC1, 0_APEH, 0_GLB1L, 0_RBM17, 0_RIMS2, 0_SAP30, 0_SLC25A5, 0_CDK18, 0_DDB2, 0_FAM13C, 0_KRT7, 0_QPRT, 0_TBC1D14, 0_UPK1B, 0_ABHD3, 0_ACMSD, 0_ALDH4A1, 0_B4GALNT3, 0_BGN, 0_BHMT2, 0_CRIM1, 0_CSPG4, 0_CTBP2, 0_DCLK3, 0_EIF4E, 0_EXOC7, 0_F8, 0_FLRT3, 0_GAB2, 0_GNAI1, 0_GOLM1, 0_GRINA, 0_HSD17B11, 0_IDI1, 0_KCNE4, 0_KCNK6, 0_LNX1, 0_LZTS1, 0_PARVA, 0_PGLS, 0_PHKA2, 0_PPP2R2C, 0_RALA, 0_RAPGEF4, 0_WBP2, 0_ZC3HC1]
