
OPTIMIZING ON FOLD NUMBER 5
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5900
Features active in total: 5900
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 64
Generations completed = 132
Generations completed = 197
Generations completed = 266
Generations completed = 335
Generations completed = 402
Generations completed = 470
   	     	         	        	        type naive Bayes balanced accuracy       	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min     	avg     	max	std     
(0.9619588004739767, 0.30151134457776363) 10 features: [0_ANK3, 0_GSTA4, 0_HNF1B, 0_LRRC28, 0_RANBP3L, 0_SQSTM1, 0_STC2, 0_TAF15, 0_TBC1D1, 0_TUBB1]
(0.9602854436302236, 0.31622776601683794) 9 features: [0_ANK3, 0_FXR1, 0_GSTA4, 0_HNF1B, 0_NTN1, 0_RALA, 0_SQSTM1, 0_STC2, 0_TACC1]
(0.9531221022677357, 0.3333333333333333) 8 features: [0_ANK3, 0_CPNE5, 0_GSTA4, 0_HNF1B, 0_LRRC28, 0_MTMR11, 0_SQSTM1, 0_STC2]
(0.9429640204843542, 0.3535533905932738) 7 features: [0_CYFIP2, 0_LHX6, 0_MFGE8, 0_NTN1, 0_SLC16A4, 0_SQSTM1, 0_STC2]
(0.9371600887187433, 0.3779644730092272) 6 features: [0_EFHC1, 0_RALA, 0_SQSTM1, 0_STBD1, 0_STC2, 0_TCF4]
(0.9293688293096881, 0.408248290463863) 5 features: [0_DAAM2, 0_HNF1B, 0_SQSTM1, 0_STC2, 0_TBC1D1]
(0.9138050703086856, 0.4472135954999579) 4 features: [0_HPCA, 0_SLC16A4, 0_SQSTM1, 0_STC2]
(0.8804892013876376, 0.5) [0_SQSTM1, 0_STC2, 0_TBC1D1]
(0.8001630443614914, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.5977695130950118, 0.7071067811865476) [0_NTN1]
(0.2, 1.0) []
Features in hall of fame by prevalence:
47 features: [0_STC2, 0_SQSTM1, 0_HNF1B, 0_ANK3, 0_GSTA4, 0_LRRC28, 0_TBC1D1, 0_TUBB1, 0_CPNE5, 0_NTN1, 0_VIPR2, 0_SLC16A4, 0_STBD1, 0_BDKRB1, 0_CECR2, 0_CLEC4D, 0_GTF2IRD1, 0_HDAC4, 0_SH3PXD2B, 0_SLC13A3, 0_SNX10, 0_XRN2, 0_CTDSPL2, 0_DAAM2, 0_GGA3, 0_LRRC56, 0_MYO19, 0_OXR1, 0_RALA, 0_RANBP3L, 0_TACC1, 0_TAX1BP3, 0_ACAT2, 0_CYFIP2, 0_EFHC1, 0_FXR1, 0_HPCA, 0_KLHL32, 0_LHX6, 0_MFGE8, 0_MTMR11, 0_NME4, 0_SAMHD1, 0_SLC47A1, 0_SLK, 0_TAF15, 0_TCF4]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
275 features: [0_STC2, 0_SQSTM1, 0_HNF1B, 0_GSTA4, 0_LRRC28, 0_ANK3, 0_TBC1D1, 0_TUBB1, 0_NTN1, 0_RANBP3L, 0_VIPR2, 0_TAX1BP3, 0_CPNE5, 0_RALA, 0_CECR2, 0_CYFIP2, 0_SLC16A4, 0_TACC1, 0_ACAT2, 0_BIK, 0_EFHC1, 0_TAF15, 0_RAP1GAP, 0_BDKRB1, 0_MFGE8, 0_HDAC10, 0_SMAP1, 0_VEGFA, 0_LHX6, 0_RHPN1, 0_STBD1, 0_TCF4, 0_VANGL1, 0_CPVL, 0_DAAM2, 0_GPR176, 0_INPPL1, 0_EEF2, 0_KLHL32, 0_PLEK2, 0_NDUFA4L2, 0_SLC13A3, 0_SLC47A1, 0_SNX10, 0_UNC5CL, 0_CLEC4D, 0_CTDSPL2, 0_FAM20B, 0_GGA3, 0_GLB1L, 0_GTF2IRD1, 0_HDAC4, 0_OXR1, 0_SH3PXD2B, 0_TPK1, 0_ELK3, 0_ENPP3, 0_LRRC56, 0_PDIA5, 0_RAVER2, 0_XRN2, 0_ZNF280C, 0_CEP68, 0_FBXO33, 0_GNPTAB, 0_HPCA, 0_MTMR11, 0_NOL3, 0_PCDHGC4, 0_RPAIN, 0_ARMC8, 0_ATP6V1B1, 0_COG1, 0_PPFIBP2, 0_RAPGEF4, 0_REN, 0_TCF20, 0_TMEM45B, 0_ARSK, 0_BCL9, 0_C2orf69, 0_COQ4, 0_DOK4, 0_FLRT3, 0_GSPT2, 0_KCNE4, 0_MAN2A1, 0_NFKBIE, 0_OSMR, 0_OTUD6B, 0_PHKA2, 0_PITPNM2, 0_POM121C, 0_RASEF, 0_RBM7, 0_RBP4, 0_RNASEL, 0_RPL31, 0_SERPINA3, 0_SESTD1, 0_SLC43A2, 0_TBC1D14, 0_UBA52, 0_UBXN6, 0_AARSD1, 0_APOL2, 0_ARL6IP4, 0_ARMCX1, 0_ATP6V1C2, 0_B3GAT3, 0_BAALC, 0_CAST, 0_CLPX, 0_CNTN2, 0_CP, 0_DGKD, 0_DGKG, 0_EFNB2, 0_FAM171B, 0_FAM32A, 0_FBXO21, 0_GAB3, 0_GABARAPL1, 0_GBP4, 0_GLRX5, 0_HAUS5, 0_HNF4A, 0_HOXD4, 0_HTATIP2, 0_KIF13B, 0_KLC2, 0_LACTB2, 0_LASP1, 0_MAPK1, 0_NDUFA4, 0_PCDHGA9, 0_PPP1R14B, 0_SHMT1, 0_SLBP, 0_SLC35F2, 0_SMC4, 0_TARS2, 0_TBC1D19, 0_UBAC1, 0_ZDHHC3, 0_ZFAND1, 0_ZNF593, 0_ACACA, 0_ADAM33, 0_AKAP7, 0_ALG9, 0_ALS2, 0_ANGPTL1, 0_ANKHD1, 0_APBA3, 0_APOO, 0_ARNT2, 0_ATF3, 0_ATG4B, 0_ATP13A3, 0_ATP6V1D, 0_ATP6V1H, 0_BAK1, 0_BAMBI, 0_BBC3, 0_BCAS2, 0_BIN1, 0_BNIP3L, 0_BUD13, 0_C1orf174, 0_C8orf37, 0_CAP1, 0_CC2D1A, 0_CCDC89, 0_CCT3, 0_CENPV, 0_CHN2, 0_CLTB, 0_CMTM8, 0_CNST, 0_COPS4, 0_CRHBP, 0_CSDE1, 0_CSPG4, 0_CYFIP1, 0_DCAF7, 0_DCP2, 0_DDB2, 0_DDT, 0_DDX11, 0_DHRS1, 0_DIAPH2, 0_EDAR, 0_EIF2AK2, 0_EIF3L, 0_EMCN, 0_EPN1, 0_ETNK2, 0_EXD3, 0_FAM172A, 0_FCN3, 0_FCRL1, 0_FER, 0_FNDC3A, 0_FXR1, 0_FXYD2, 0_G3BP1, 0_GPIHBP1, 0_GPT, 0_GRHL1, 0_HIRA, 0_HNRNPUL2, 0_HPCAL1, 0_HSPB7, 0_HSPBP1, 0_IFI30, 0_IGFBP7, 0_ISCU, 0_KCTD11, 0_LRBA, 0_LRIT3, 0_LRRC3B, 0_LY86, 0_MICALL1, 0_MINPP1, 0_MPZL1, 0_MSN, 0_MXD1, 0_NEDD4L, 0_NELL1, 0_NNT, 0_NSFL1C, 0_OXER1, 0_PAQR7, 0_PCYOX1, 0_PCYT2, 0_PDE3A, 0_PLS1, 0_POLD2, 0_PPP1R10, 0_PPP1R3B, 0_PRMT7, 0_PROS1, 0_RAB6A, 0_RIT1, 0_RNF19B, 0_RNH1, 0_ROCK2, 0_SACM1L, 0_SCARB1, 0_SCARB2, 0_SERAC1, 0_SFXN5, 0_SLC25A38, 0_SLC2A9, 0_SNAP47, 0_SOCS3, 0_SOX4, 0_SREBF2, 0_STARD3NL, 0_STK38, 0_SYNGR3, 0_TFAM, 0_TMEM116, 0_TSHZ3, 0_TUBA1B, 0_UCP3, 0_UQCRC1, 0_USP47, 0_VIM, 0_WSCD2, 0_YTHDC2, 0_ZNF358, 0_ZNF512, 0_ZSCAN16]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
36 features: [0_STC2, 0_SQSTM1, 0_NTN1, 0_TBC1D1, 0_VEGFA, 0_EFHC1, 0_HNF1B, 0_TPK1, 0_NDUFA4L2, 0_RAPGEF4, 0_ATP6V1B1, 0_CYFIP2, 0_EFNB2, 0_FBXO33, 0_HTATIP2, 0_KLHL32, 0_SLC16A4, 0_ANK3, 0_BAALC, 0_CCT3, 0_GLB1L, 0_GLRX5, 0_HPCA, 0_LRRC28, 0_MTMR11, 0_NOL3, 0_PCYOX1, 0_PDIA5, 0_PHKA2, 0_RALA, 0_RHPN1, 0_SLBP, 0_TAX1BP3, 0_TCF4, 0_TUBB1, 0_UNC5CL]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
64 features: [0_STC2, 0_SQSTM1, 0_NTN1, 0_TBC1D1, 0_EFHC1, 0_VEGFA, 0_HNF1B, 0_KLHL32, 0_LRRC28, 0_SLC16A4, 0_CYFIP2, 0_NDUFA4L2, 0_TCF4, 0_TPK1, 0_ATP6V1B1, 0_FBXO33, 0_HTATIP2, 0_PHKA2, 0_RAPGEF4, 0_ANK3, 0_ATP6V1C2, 0_EFNB2, 0_FLRT3, 0_GLB1L, 0_MFGE8, 0_NOL3, 0_RALA, 0_RANBP3L, 0_SLBP, 0_APOL2, 0_BAALC, 0_BBC3, 0_CCT3, 0_CRHBP, 0_CSDE1, 0_DOK4, 0_EIF2AK2, 0_EMCN, 0_ENPP3, 0_ETNK2, 0_FAM171B, 0_FAM8A1, 0_G3BP1, 0_GBP4, 0_GLRX5, 0_GPR176, 0_HPCA, 0_HSBP1L1, 0_KCTD11, 0_MTMR11, 0_NDUFA4, 0_PCYOX1, 0_PDE3A, 0_PDIA5, 0_PPP1R14B, 0_RAP1GAP, 0_RHPN1, 0_SFXN5, 0_STK38, 0_SYNGR3, 0_TAX1BP3, 0_TUBB1, 0_UNC5CL, 0_ZSCAN16]
