
OPTIMIZING ON FOLD NUMBER 7
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5895
Features active in total: 5895
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 64
Generations completed = 131
Generations completed = 193
Generations completed = 260
Generations completed = 327
Generations completed = 393
Generations completed = 459
   	     	         	        	            type naive Bayes balanced accuracy           	                 root leanness                  
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min     	avg     	max	std     
(0.9597704414084584, 0.2581988897471611) 14 features: [0_AKR1C3, 0_CAND2, 0_CECR2, 0_DAAM2, 0_DEXI, 0_ERAL1, 0_HUNK, 0_IL15, 0_MOCS2, 0_NOL3, 0_OTP, 0_POLR3H, 0_PRTFDC1, 0_SV2C]
(0.9548265677534339, 0.2672612419124244) 13 features: [0_AKR1C3, 0_CAND2, 0_CECR2, 0_DAAM2, 0_DEXI, 0_HUNK, 0_IL15, 0_MOCS2, 0_NOL3, 0_ODC1, 0_PRTFDC1, 0_SV2C, 0_TRIOBP]
(0.9535747168986755, 0.2773500981126146) 12 features: [0_BARX2, 0_FSD1L, 0_HNF1B, 0_HPS1, 0_MFGE8, 0_NDUFA4L2, 0_OXSM, 0_PJA1, 0_RBM15, 0_SDR39U1, 0_SPTBN4, 0_SQSTM1]
(0.9531086076653388, 0.28867513459481287) 11 features: [0_BARX2, 0_CAND2, 0_EPS15, 0_HNF1B, 0_MFGE8, 0_NDUFA4L2, 0_PRTFDC1, 0_RBM15, 0_SLC26A11, 0_SPTBN4, 0_SQSTM1]
(0.9487510948618899, 0.30151134457776363) 10 features: [0_BARX2, 0_EPS15, 0_HNF1B, 0_JARID2, 0_MFGE8, 0_MOCS2, 0_NDUFA4L2, 0_PRTFDC1, 0_SPTBN4, 0_SQSTM1]
(0.9470543952294731, 0.31622776601683794) 9 features: [0_BARX2, 0_ENO3, 0_HNF1B, 0_HPS1, 0_LGALS1, 0_NDUFA4L2, 0_RBM15, 0_SPTBN4, 0_SQSTM1]
(0.9439255858024109, 0.3333333333333333) 8 features: [0_EPS15, 0_HNF1B, 0_MOCS2, 0_NDUFA4L2, 0_PRTFDC1, 0_PTGES3, 0_SPTBN4, 0_SQSTM1]
(0.940043868948791, 0.3535533905932738) 7 features: [0_EPS15, 0_HNF1B, 0_NCOA7, 0_NDUFA4L2, 0_SPTBN4, 0_SQSTM1, 0_STEAP3]
(0.9339799697964329, 0.3779644730092272) 6 features: [0_EPS15, 0_HNF1B, 0_NDUFA4L2, 0_SH3BP2, 0_SPTBN4, 0_SQSTM1]
(0.9278225262210904, 0.408248290463863) 5 features: [0_EPS15, 0_HNF1B, 0_NDUFA4L2, 0_SPTBN4, 0_SQSTM1]
(0.9069249047524618, 0.4472135954999579) 4 features: [0_ANKRD46, 0_NDUFA4L2, 0_SPTBN4, 0_SQSTM1]
(0.8719006087041106, 0.5) [0_HNF1B, 0_NDUFA4L2, 0_SQSTM1]
(0.8060655812735348, 0.5773502691896257) [0_NDUFA4L2, 0_PLCG2]
(0.6827401804461577, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
42 features: [0_SQSTM1, 0_NDUFA4L2, 0_HNF1B, 0_PRTFDC1, 0_SPTBN4, 0_CAND2, 0_MOCS2, 0_AKR1C3, 0_DAAM2, 0_DEXI, 0_EPS15, 0_HUNK, 0_IL15, 0_NOL3, 0_SV2C, 0_ERAL1, 0_OTP, 0_TRIOBP, 0_BARX2, 0_CECR2, 0_POLR3H, 0_EFCAB2, 0_MFGE8, 0_RBM15, 0_HPS1, 0_ODC1, 0_PLCG2, 0_SIK1, 0_ANKRD46, 0_EFTUD2, 0_ENO3, 0_FSD1L, 0_JARID2, 0_LGALS1, 0_NCOA7, 0_OXSM, 0_PJA1, 0_PTGES3, 0_SDR39U1, 0_SH3BP2, 0_SLC26A11, 0_STEAP3]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
291 features: [0_SQSTM1, 0_NDUFA4L2, 0_HNF1B, 0_SPTBN4, 0_PRTFDC1, 0_MOCS2, 0_AKR1C3, 0_DAAM2, 0_NOL3, 0_SV2C, 0_CAND2, 0_HUNK, 0_IL15, 0_DEXI, 0_TRIOBP, 0_ERAL1, 0_POLR3H, 0_RBM15, 0_BARX2, 0_MFGE8, 0_OTP, 0_EPS15, 0_HPS1, 0_CECR2, 0_EFCAB2, 0_ODC1, 0_PLCG2, 0_PPID, 0_JARID2, 0_ARL2, 0_PJA1, 0_STEAP3, 0_ATP6V1E1, 0_NFE2L1, 0_SIK1, 0_HPCA, 0_KCTD13, 0_OXSM, 0_PTHLH, 0_RAP1GAP2, 0_VEGFA, 0_ANKRD46, 0_API5, 0_ATP6V1A, 0_EFTUD2, 0_ISG20L2, 0_SDR39U1, 0_SH3BP2, 0_CUL5, 0_FAM174B, 0_FSD1L, 0_PTGIS, 0_ABCB6, 0_ATPAF1, 0_CCS, 0_CRTC3, 0_PPP2R2A, 0_RIMS2, 0_RNF216, 0_SFRP1, 0_TPK1, 0_WDR31, 0_AP3M2, 0_CA9, 0_EXOSC9, 0_FAM3C, 0_KIAA1755, 0_NFKB2, 0_SLC1A5, 0_TPM4, 0_ANGPTL1, 0_ARHGAP12, 0_CP, 0_ISG15, 0_MAPK12, 0_MRPL18, 0_SMAP1, 0_SP2, 0_TPP1, 0_TRAPPC10, 0_ARMCX1, 0_ATF4, 0_EEA1, 0_FKBP15, 0_GOLGA5, 0_HSD17B12, 0_ICA1, 0_KIAA1841, 0_LGALS1, 0_LGI4, 0_MKS1, 0_NCOA7, 0_NNMT, 0_OTUD5, 0_PCGF1, 0_SPRY1, 0_ST6GALNAC6, 0_TBC1D14, 0_TMPRSS2, 0_UCN, 0_YTHDF2, 0_ABAT, 0_ABCF2, 0_AKR1E2, 0_ALB, 0_AMFR, 0_AZIN1, 0_CHD4, 0_CHST6, 0_COX6A1, 0_CUTC, 0_EIF2S3, 0_ENO3, 0_FEM1B, 0_FGF9, 0_GGPS1, 0_HCCS, 0_HMBS, 0_HPCAL1, 0_HSD17B7, 0_HSD3B7, 0_KCMF1, 0_KIF13B, 0_KNTC1, 0_KPNA5, 0_MFSD8, 0_MORC3, 0_MTOR, 0_NAA15, 0_NOSIP, 0_OGFR, 0_OPTN, 0_PCDHGC3, 0_PDSS2, 0_PHPT1, 0_PI4KB, 0_PLD2, 0_PMPCB, 0_SCARA5, 0_SCYL2, 0_SHISA5, 0_SLC12A9, 0_SMAD2, 0_SNAI2, 0_SRD5A1, 0_ST3GAL2, 0_SULT1B1, 0_TBC1D22A, 0_WRAP53, 0_ZDHHC6, 0_ABCC3, 0_ABHD3, 0_ACAD11, 0_ACLY, 0_ACTR3, 0_AKAP8, 0_ALG6, 0_ALOX5, 0_AMDHD2, 0_ANP32E, 0_ANXA5, 0_ARHGAP24, 0_ARMC1, 0_ATP6V1B1, 0_ATP6V1D, 0_ATP6V1H, 0_B3GNT2, 0_B4GALNT2, 0_B4GALNT3, 0_BDH1, 0_BDKRB1, 0_BEX1, 0_BLVRA, 0_CA13, 0_CBWD6, 0_CDK18, 0_CEP55, 0_CHI3L2, 0_CLIP2, 0_CNST, 0_COX5A, 0_CPSF7, 0_CREBBP, 0_DDB2, 0_DNAJA1, 0_DPP4, 0_DUSP16, 0_DYNC2LI1, 0_DYNLT3, 0_EDIL3, 0_ENPP3, 0_FAM89B, 0_FBXL4, 0_FBXO6, 0_FCRL1, 0_FIS1, 0_FLCN, 0_FUS, 0_GABARAPL1, 0_GCH1, 0_GGA2, 0_GK5, 0_GLE1, 0_GLS, 0_GRK5, 0_HBA1, 0_HDDC2, 0_HMGB2, 0_HMOX2, 0_HOXB3, 0_HTATIP2, 0_IER3, 0_IER5, 0_IRF2, 0_IRF7, 0_ITIH5, 0_LAMB1, 0_LARS2, 0_LCA5, 0_LSM2, 0_MANSC1, 0_MATR3, 0_MED27, 0_MRPL38, 0_MRPS16, 0_MRPS36, 0_MTMR11, 0_MYO1E, 0_MYOF, 0_NDUFC2, 0_NECAB3, 0_NEK1, 0_NLK, 0_NNT, 0_NOP2, 0_NRP1, 0_NXF3, 0_P4HB, 0_PABPC1, 0_PDE1A, 0_PDGFB, 0_PFKM, 0_PHF1, 0_PLOD2, 0_POTEE, 0_PSIP1, 0_PSMA4, 0_PTGES3, 0_PTPN21, 0_PTPRE, 0_PYGL, 0_QRICH1, 0_RAPGEF4, 0_RBM22, 0_RBMS2, 0_RER1, 0_RNPEP, 0_RPAIN, 0_RPAP1, 0_RPL13, 0_RPL13A, 0_RPL14, 0_RPRD1A, 0_SAFB, 0_SECISBP2L, 0_SH3GL1, 0_SHC1, 0_SMO, 0_SOCS4, 0_SREBF2, 0_SRFBP1, 0_SRP72, 0_STARD4, 0_SUMO1, 0_TMCO1, 0_TRIM26, 0_TRIM7, 0_TSC22D2, 0_TSNAX, 0_TUBG2, 0_UFM1, 0_UQCRFS1, 0_VIM, 0_VTI1A, 0_WSB1, 0_ZDHHC17, 0_ZFPL1, 0_ZFPM1, 0_ZNF154, 0_ZNF608, 0_ZW10]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
35 features: [0_NDUFA4L2, 0_PLCG2, 0_SQSTM1, 0_AKR1C3, 0_HNF1B, 0_ANKRD46, 0_VEGFA, 0_ATP6V1A, 0_SPTBN4, 0_TPK1, 0_ABCB6, 0_CA9, 0_HPCA, 0_TBC1D14, 0_TPP1, 0_ABHD3, 0_AMDHD2, 0_B4GALNT2, 0_COX5A, 0_CP, 0_DAAM2, 0_DYNC2LI1, 0_FGF9, 0_GJA4, 0_GK5, 0_HPS1, 0_HTATIP2, 0_JARID2, 0_LGI4, 0_NOL3, 0_RAPGEF4, 0_RBMS2, 0_SLC15A4, 0_SPRY1, 0_TRIOBP]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
59 features: [0_NDUFA4L2, 0_SQSTM1, 0_HNF1B, 0_PLCG2, 0_SPTBN4, 0_AKR1C3, 0_ANKRD46, 0_VEGFA, 0_ATP6V1A, 0_TPK1, 0_ABCB6, 0_TPP1, 0_CA9, 0_TMPRSS2, 0_B4GALNT2, 0_CFL2, 0_CP, 0_FGF9, 0_HCCS, 0_HPCA, 0_HPS1, 0_LGI4, 0_NOL3, 0_SLC15A4, 0_SPRY1, 0_TBC1D14, 0_TRIOBP, 0_UCN, 0_ABHD3, 0_AKR1E2, 0_AMDHD2, 0_ANGPTL1, 0_API5, 0_ATP6V1H, 0_ATP7A, 0_AZIN1, 0_CNNM1, 0_COX5A, 0_DAAM2, 0_DDB2, 0_DYNC2LI1, 0_EPS15, 0_EYA4, 0_GJA4, 0_GK5, 0_HTATIP2, 0_ICA1, 0_JARID2, 0_MKS1, 0_MOCS2, 0_PLCE1, 0_PLD2, 0_RAPGEF4, 0_RBMS2, 0_SFRP1, 0_SMAD2, 0_TFB2M, 0_WRAP53, 0_ZFYVE1]
