
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5908
Features active in total: 5908
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 81
PRCC T1: 160
PRCC T2: 69
ccRCC: 485
normal: 129

RUNNING GENETIC ALGORITHM
Generations completed = 135
Generations completed = 272
Generations completed = 403
   	     	         	        	        type naive Bayes balanced accuracy       	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min     	avg     	max	std     
296 features: [0_SQSTM1, 0_NOL3, 0_LGI4, 0_RBM17, 0_TTC30A, 0_PDZK1IP1, 0_PRTFDC1, 0_AXIN2, 0_CPNE5, 0_REN, 0_UPK1B, 0_SLC6A2, 0_KLC4, 0_S100A1, 0_PGRMC2, 0_UAP1, 0_NDUFA4L2, 0_TIGD1, 0_IQCE, 0_LRIT3, 0_SLC26A11, 0_GMDS, 0_AKR1C3, 0_SERPINA4, 0_SLC35E1, 0_ACLY, 0_APOBEC3A, 0_GABARAPL1, 0_TSPYL2, 0_HDAC5, 0_RNF220, 0_ITGB8, 0_MEF2D, 0_MLPH, 0_STK39, 0_HPS5, 0_HSD17B10, 0_RREB1, 0_NECAB3, 0_COX5A, 0_TEK, 0_TTC27, 0_MCFD2, 0_EFNB2, 0_ARHGAP6, 0_SAMD4B, 0_ANK3, 0_BIK, 0_TTC17, 0_UBAC2, 0_STC2, 0_FZR1, 0_CFB, 0_MAPT, 0_LIMS1, 0_EFHC1, 0_ILVBL, 0_MPST, 0_PTPN22, 0_RAB5B, 0_ATP6V1A, 0_HTRA4, 0_NTN1, 0_VEGFA, 0_HSP90B1, 0_SHISA5, 0_VIPR2, 0_ALOX5, 0_SLC27A2, 0_TMEM184B, 0_UNC5CL, 0_MECOM, 0_CNN3, 0_IGSF8, 0_KIF21A, 0_RBBP4, 0_RNF115, 0_WBP11, 0_CNTN2, 0_CREB1, 0_HEXIM1, 0_PDK1, 0_PRODH, 0_SYNGR3, 0_TAB1, 0_TRIM44, 0_CDK18, 0_DCTD, 0_NAV2, 0_PCDHGB6, 0_PFN2, 0_PPP1R12A, 0_RBP7, 0_SCFD2, 0_TIMM44, 0_BAALC, 0_BEX2, 0_CACNB4, 0_CCT6B, 0_ENPEP, 0_ETFA, 0_HAT1, 0_HPCAL1, 0_HS1BP3, 0_LRRC28, 0_MYO1B, 0_NEDD4L, 0_PCDHGA7, 0_RDX, 0_RPL8, 0_STX10, 0_TBC1D14, 0_TST, 0_WARS2, 0_WLS, 0_XK, 0_ZBTB3, 0_ABCC3, 0_ANP32E, 0_ANXA9, 0_APBA3, 0_ARSD, 0_ASPA, 0_ATG4D, 0_CARHSP1, 0_CC2D1A, 0_CMTM1, 0_CREBBP, 0_DGKA, 0_EEF1E1, 0_ENPP3, 0_FKBP8, 0_HELQ, 0_HNRNPH2, 0_HNRNPR, 0_HUNK, 0_LPCAT4, 0_MAP2K7, 0_MED4, 0_MIER1, 0_MKRN2, 0_MTHFD1, 0_NFE2, 0_PDLIM2, 0_POLD3, 0_PPP2R5E, 0_PRR16, 0_PSME1, 0_RAB28, 0_RANBP3L, 0_RBM6, 0_RPLP0, 0_SEMA4B, 0_SENP2, 0_SSR1, 0_STARD4, 0_TBC1D1, 0_TFPT, 0_TIFA, 0_TMEM184C, 0_UQCRFS1, 0_USP2, 0_VRK2, 0_VSIG2, 0_YIPF4, 0_ZNF131, 0_ZSCAN29, 0_ABR, 0_ACAT2, 0_ACYP1, 0_AHNAK2, 0_AMDHD2, 0_APIP, 0_ARF6, 0_ARNT, 0_ASB13, 0_ATP6V1H, 0_CAMK2D, 0_CAMLG, 0_CCNG1, 0_CCNT1, 0_CDK19, 0_CENPV, 0_CHMP4C, 0_COX10, 0_COX19, 0_DDO, 0_DNAJB6, 0_DNAJC5, 0_DRG2, 0_ENDOD1, 0_ENHO, 0_ERAP2, 0_F2RL1, 0_FAM114A2, 0_FAM53C, 0_FBXO16, 0_FBXO33, 0_FGFR1, 0_FGR, 0_FRAS1, 0_FZD1, 0_GAS2L1, 0_GBP2, 0_GLB1L, 0_GLRX5, 0_GNAI3, 0_GTF2B, 0_HAL, 0_HEBP2, 0_IFRD1, 0_ISY1, 0_KCNQ5, 0_KIF13B, 0_KIF4B, 0_LACTB, 0_LARS2, 0_LDLRAD2, 0_LETM1, 0_LGALS1, 0_LPCAT1, 0_LY75, 0_MAPK1, 0_MAPKAPK5, 0_MAT2A, 0_MED12L, 0_MEPCE, 0_MGST2, 0_MIB1, 0_MKKS, 0_MMP14, 0_MORC3, 0_MRPL37, 0_MRPL39, 0_MTSS1, 0_MXI1, 0_MYO1E, 0_NDRG3, 0_NME4, 0_NSD1, 0_OXNAD1, 0_PCDHGA12, 0_PCYT2, 0_PDCD2L, 0_PDZD11, 0_PGAP3, 0_PIAS1, 0_PKD1, 0_PPCDC, 0_PRKACA, 0_PRKCSH, 0_PYCARD, 0_PYGL, 0_RAB3GAP2, 0_RAI1, 0_RBMS2, 0_RIT1, 0_RNF14, 0_ROCK2, 0_RPS6KA2, 0_RPS6KB1, 0_SAAL1, 0_SACM1L, 0_SCGB1D2, 0_SCOC, 0_SERPINA5, 0_SFRP1, 0_SFXN3, 0_SLC25A10, 0_SLC25A38, 0_SLC35D2, 0_SLC39A6, 0_SLC46A2, 0_SNIP1, 0_SPAG9, 0_SRM, 0_STAT3, 0_STAU1, 0_TACC1, 0_TADA2B, 0_TCF7L2, 0_TFDP1, 0_THRSP, 0_TMCC3, 0_TMEM45B, 0_TMEM88, 0_TOLLIP, 0_TPK1, 0_TRIM41, 0_TSG101, 0_UBC, 0_UBR4, 0_VPS26A, 0_WDR47, 0_WDR61, 0_XRCC1]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
26 features: [0_NDUFA4L2, 0_SQSTM1, 0_AKR1C3, 0_TEK, 0_VEGFA, 0_STC2, 0_NTN1, 0_UPK1B, 0_ATP6V1A, 0_UAP1, 0_SYNGR3, 0_UNC5CL, 0_CDK18, 0_MECOM, 0_S100A1, 0_ANXA9, 0_EFNB2, 0_LGI4, 0_WLS, 0_CARHSP1, 0_CFB, 0_ENPP3, 0_PDZK1IP1, 0_PFN2, 0_RANBP3L, 0_TBC1D1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
45 features: [0_NDUFA4L2, 0_AKR1C3, 0_SQSTM1, 0_TEK, 0_VEGFA, 0_NTN1, 0_EFNB2, 0_UPK1B, 0_STC2, 0_ATP6V1A, 0_UAP1, 0_LGI4, 0_SYNGR3, 0_CDK18, 0_MECOM, 0_S100A1, 0_UNC5CL, 0_TBC1D1, 0_ANXA9, 0_B4GALNT2, 0_CARHSP1, 0_CFB, 0_EFHC1, 0_LRRC28, 0_NOL3, 0_WLS, 0_YIPF4, 0_CPNE5, 0_ENPP3, 0_KCTD16, 0_KRT19, 0_NEDD4L, 0_PCDHGA12, 0_PDZK1IP1, 0_PFN2, 0_PLCD3, 0_PLCL1, 0_PLEKHJ1, 0_PRKCD, 0_PROS1, 0_RANBP3L, 0_RAPGEF4, 0_RIT1, 0_SERPINA5, 0_TBC1D14]

SAVING FEATURES AND FITNESSES FOR EACH SELECTED INDIVIDUAL TO FILES.
