
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 34
Generations completed = 70
Generations completed = 106
Generations completed = 143
Generations completed = 181
Generations completed = 220
Generations completed = 260
Generations completed = 300
Generations completed = 339
Generations completed = 378
Generations completed = 417
Generations completed = 456
   	     	         	        	        type naive Bayes balanced accuracy       	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min     	avg     	max	std     
266 features: [0_LDB2, 0_UPK1B, 0_TBC1D9B, 0_NDUFA4L2, 0_LGI4, 0_AKR1C3, 0_HAX1, 0_NLGN1, 0_NECAB3, 0_MTMR11, 0_RBM17, 0_MID1, 0_NELL1, 0_SNX9, 0_ANXA4, 0_SLC26A11, 0_PGRMC1, 0_DCLK3, 0_CYB5R1, 0_TMEM59L, 0_POLR3D, 0_STC2, 0_ADAM33, 0_MOCS2, 0_P2RY11, 0_NDRG1, 0_PTHLH, 0_HPS5, 0_CCDC43, 0_HUNK, 0_LZTS2, 0_EFNB2, 0_TOB1, 0_TRIM35, 0_EPS15L1, 0_TPK1, 0_TCEA1, 0_SLC12A2, 0_SEZ6L2, 0_CDK18, 0_PAG1, 0_TTF1, 0_ZNF572, 0_ANAPC7, 0_DDX27, 0_LPIN1, 0_SQSTM1, 0_ANKRD46, 0_TFRC, 0_VEGFA, 0_HHAT, 0_PARP6, 0_TRIM38, 0_UBA7, 0_UNC5CL, 0_ATG4C, 0_HP1BP3, 0_TUBGCP5, 0_MTA1, 0_SPOCK2, 0_UBE2N, 0_VRK1, 0_WT1, 0_NGLY1, 0_SH3GLB1, 0_SYNGR3, 0_CASP1, 0_CWC27, 0_ETNK2, 0_F8, 0_FAM120AOS, 0_GLRX5, 0_ISOC2, 0_RBM15, 0_RUFY2, 0_ARHGDIA, 0_C6orf62, 0_CA9, 0_CCDC88C, 0_CDC37L1, 0_CFB, 0_CLCN2, 0_CPD, 0_DBI, 0_DDB2, 0_DOK1, 0_GAS1, 0_HAUS1, 0_HPCAL1, 0_LPCAT1, 0_LYSMD2, 0_MAGI2, 0_MDH1B, 0_MRPL10, 0_MRPL33, 0_NMI, 0_NUDT9, 0_PEX11B, 0_SIRPA, 0_SLC25A5, 0_SREBF2, 0_TMEM33, 0_TRIM5, 0_USP48, 0_VPS37C, 0_ZNF134, 0_ACVR2B, 0_ALOX5, 0_ANGPTL4, 0_ATP6V1B1, 0_CDC16, 0_CDC42EP4, 0_CLIP2, 0_CRYL1, 0_CTTNBP2NL, 0_CYB5A, 0_EDIL3, 0_ENO2, 0_G3BP2, 0_GABARAPL1, 0_GRAMD1C, 0_HLA-DQA1, 0_HNRNPH1, 0_JAKMIP2, 0_KLHL25, 0_LYPD6, 0_MRPS30, 0_NEU1, 0_NFX1, 0_NSUN6, 0_NUP62, 0_OS9, 0_PDK2, 0_PEPD, 0_PIGS, 0_PPP5C, 0_PSTK, 0_RCOR3, 0_REPIN1, 0_RIT1, 0_SLC35D2, 0_SMARCA2, 0_SNAPIN, 0_ST8SIA5, 0_TCTN1, 0_TOP1MT, 0_UBA5, 0_WDR19, 0_WDR7, 0_ZBED4, 0_ZBTB44, 0_ZNF830, 0_ACADVL, 0_ACLY, 0_ADAM23, 0_AGRN, 0_AKAP7, 0_AKAP9, 0_AKR1A1, 0_AMDHD2, 0_ANKRD13A, 0_ANKRD26, 0_ANLN, 0_APOO, 0_ATG7, 0_AZI2, 0_BCKDHA, 0_BDH1, 0_BLMH, 0_BMPR2, 0_CAMLG, 0_CBFA2T3, 0_CHKB, 0_CHMP4C, 0_CLPB, 0_CLPTM1L, 0_CP, 0_CWC15, 0_CYB5R4, 0_CYHR1, 0_DBNL, 0_DNAL1, 0_DOCK1, 0_DOK4, 0_DSN1, 0_FAM20A, 0_FKBP8, 0_FSD1L, 0_GIT2, 0_GNPTAB, 0_GOLGA4, 0_GSK3B, 0_HAUS2, 0_HDAC1, 0_HLA-DRB5, 0_HSD17B3, 0_HTRA4, 0_JARID2, 0_LBH, 0_LIMA1, 0_LMNB2, 0_LSM6, 0_MAGED2, 0_MCM6, 0_MXI1, 0_NCOA7, 0_NDUFA12, 0_NIPSNAP3A, 0_NNT, 0_NOSTRIN, 0_NPHP1, 0_NTN1, 0_NUMA1, 0_OTUD6B, 0_PIGH, 0_PLD1, 0_PLEK2, 0_PRMT1, 0_PRPF4, 0_PSMD4, 0_PTPN21, 0_PYGL, 0_PYROXD2, 0_RAB11FIP4, 0_RARB, 0_RCOR1, 0_RECQL4, 0_RGPD4, 0_RPL31, 0_SACM1L, 0_SCARB1, 0_SH3D19, 0_SLC15A4, 0_SLC16A10, 0_SLC1A4, 0_SLC25A22, 0_SLC48A1, 0_SMARCB1, 0_SNAI1, 0_SNPH, 0_SNRPA, 0_SPRY4, 0_STRBP, 0_SUMO1, 0_SURF6, 0_TACO1, 0_TBC1D7, 0_TBL1X, 0_TBL3, 0_THRA, 0_TMEM115, 0_TMEM88, 0_TPP2, 0_TREM2, 0_TXLNG, 0_TXNDC17, 0_UBE4A, 0_WARS2, 0_WNK4, 0_YKT6, 0_ZBTB5, 0_ZFR, 0_ZHX2, 0_ZNF317, 0_ZNF638, 0_ZNF763]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
36 features: [0_LDB2, 0_UPK1B, 0_NDUFA4L2, 0_AKR1C3, 0_CDK18, 0_STC2, 0_TPK1, 0_VEGFA, 0_DDB2, 0_EFNB2, 0_MDH1B, 0_NLGN1, 0_SYNGR3, 0_GLRX5, 0_SLC15A4, 0_ALOX5, 0_APOO, 0_ATP6V1B1, 0_CA9, 0_EFHC1, 0_GIT2, 0_HPCAL1, 0_LGI4, 0_LPCAT1, 0_MAD1L1, 0_NMI, 0_NUDT9, 0_PIGS, 0_PLEK2, 0_RAB11FIP4, 0_SCARB1, 0_SIRPA, 0_SLC25A5, 0_SREBF2, 0_TCTN1, 0_UNC5CL]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
63 features: [0_LDB2, 0_UPK1B, 0_NDUFA4L2, 0_CDK18, 0_TPK1, 0_VEGFA, 0_AKR1C3, 0_STC2, 0_NLGN1, 0_SYNGR3, 0_EFNB2, 0_HUNK, 0_DDB2, 0_MDH1B, 0_MTMR11, 0_UNC5CL, 0_EPS15L1, 0_GLRX5, 0_HPCAL1, 0_LGI4, 0_NECAB3, 0_NELL1, 0_SLC15A4, 0_SLC25A5, 0_ALOX5, 0_ANXA4, 0_APEH, 0_APOO, 0_ATP6V1B1, 0_CA9, 0_CASP1, 0_CASP10, 0_CFB, 0_COL18A1, 0_CRYL1, 0_EDAR, 0_EFHC1, 0_GABARAPL1, 0_GIT2, 0_GRAMD1C, 0_LPCAT1, 0_MAD1L1, 0_MET, 0_MRPL10, 0_MRPS30, 0_NMI, 0_NOSTRIN, 0_NUDT9, 0_PFN2, 0_PIGS, 0_PLEK2, 0_RAB11FIP4, 0_SCARB1, 0_SEZ6L2, 0_SIRPA, 0_SPOCK2, 0_SREBF2, 0_ST8SIA5, 0_TCTN1, 0_TEK, 0_TFRC, 0_WDR19, 0_ZNF763]
