
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5902
Features active in total: 5902
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 34
Generations completed = 70
Generations completed = 109
Generations completed = 148
Generations completed = 187
Generations completed = 226
Generations completed = 266
Generations completed = 306
Generations completed = 346
Generations completed = 386
Generations completed = 426
Generations completed = 466
   	     	         	        	            type naive Bayes balanced accuracy           	                 root leanness                  
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min     	avg     	max	std     
(0.9641492146675856, 0.25) 15 features: [0_ANGPTL4, 0_CECR2, 0_FZD7, 0_GRPEL2, 0_HDAC5, 0_HSPBAP1, 0_HTT, 0_MED15, 0_MKKS, 0_PLIN2, 0_RMND1, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_TPK1]
(0.9629108245747064, 0.2672612419124244) 13 features: [0_ANGPTL4, 0_CECR2, 0_EFNB2, 0_FZD7, 0_GRPEL2, 0_HARS2, 0_HDAC5, 0_MED15, 0_PDSS2, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_TPK1]
(0.9629108245747064, 0.2672612419124244) 13 features: [0_ANGPTL4, 0_CECR2, 0_EFNB2, 0_FZD7, 0_GRPEL2, 0_HDAC5, 0_HSPBAP1, 0_LRRC28, 0_NFYB, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_TPK1]
(0.9629108245747064, 0.2672612419124244) 13 features: [0_ANGPTL4, 0_CECR2, 0_EFNB2, 0_FZD7, 0_GRPEL2, 0_HDAC5, 0_HSPBAP1, 0_LRRC28, 0_PARP6, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_TPK1]
(0.9622916295282667, 0.2773500981126146) 12 features: [0_ANGPTL4, 0_CECR2, 0_EFNB2, 0_FZD7, 0_GRPEL2, 0_HDAC5, 0_HSPBAP1, 0_LRRC28, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_TPK1]
(0.9616608607426415, 0.28867513459481287) 11 features: [0_ANGPTL4, 0_FZD7, 0_GRPEL2, 0_HDAC5, 0_HSPBAP1, 0_MED15, 0_RSC1A1, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_TPK1]
(0.9574661204687878, 0.30151134457776363) 10 features: [0_EFNB2, 0_FZD7, 0_GRPEL2, 0_HDAC5, 0_MED15, 0_NDUFA4L2, 0_SQSTM1, 0_SYNGR3, 0_TCTN1, 0_TPK1]
(0.9543585714974039, 0.31622776601683794) 9 features: [0_ANGPTL4, 0_EFNB2, 0_GRPEL2, 0_LRP4, 0_SNN, 0_SQSTM1, 0_STC2, 0_TCTN1, 0_TPK1]
(0.9510863629737312, 0.3333333333333333) 8 features: [0_FZD7, 0_GRPEL2, 0_NDUFA4L2, 0_SQSTM1, 0_SYNGR3, 0_TCTN1, 0_TPK1, 0_UGT1A6]
(0.9510863629737312, 0.3333333333333333) 8 features: [0_FZD7, 0_GRPEL2, 0_LIMS3, 0_NDUFA4L2, 0_SQSTM1, 0_SYNGR3, 0_TCTN1, 0_UGT1A6]
(0.9479788140023473, 0.3535533905932738) 7 features: [0_DDB2, 0_FZD7, 0_NDUFA4L2, 0_SQSTM1, 0_SYNGR3, 0_TCTN1, 0_UGT1A6]
(0.9413054065200418, 0.3779644730092272) 6 features: [0_CYSLTR2, 0_NDUFA4L2, 0_SQSTM1, 0_SYNGR3, 0_TCTN1, 0_UGT1A6]
(0.9413054065200418, 0.3779644730092272) 6 features: [0_CDT1, 0_NDUFA4L2, 0_SQSTM1, 0_SYNGR3, 0_TCTN1, 0_UGT1A6]
(0.9282984293351714, 0.408248290463863) 5 features: [0_ANGPTL4, 0_LDB2, 0_NLGN1, 0_SYNGR3, 0_UGT1A6]
(0.9089010688158299, 0.4472135954999579) 4 features: [0_NDUFA4L2, 0_SQSTM1, 0_TCTN1, 0_UBE2L3]
(0.8918513821061854, 0.5) [0_EFNB2, 0_NDUFA4L2, 0_PLCG2]
(0.8242148649835046, 0.5773502691896257) [0_NDUFA4L2, 0_PLCG2]
(0.6774493941120122, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
47 features: [0_SQSTM1, 0_TCTN1, 0_GRPEL2, 0_FZD7, 0_ANGPTL4, 0_NDUFA4L2, 0_TPK1, 0_EFNB2, 0_STC2, 0_HDAC5, 0_SYNGR3, 0_CECR2, 0_HSPBAP1, 0_UGT1A6, 0_MED15, 0_LRRC28, 0_PLCG2, 0_ASH2L, 0_CBX4, 0_CDT1, 0_CYSLTR2, 0_DDB2, 0_FGD6, 0_HARS2, 0_HDAC3, 0_HIVEP3, 0_HTT, 0_LDB2, 0_LIMS3, 0_LRP4, 0_MKKS, 0_NFYB, 0_NLGN1, 0_NTN1, 0_PAM, 0_PARP6, 0_PDSS2, 0_PLIN2, 0_RMND1, 0_RSC1A1, 0_S100A1, 0_SALL1, 0_SLC6A2, 0_SNN, 0_SRPX2, 0_UBE2L3, 0_VTI1B]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
294 features: [0_TCTN1, 0_SQSTM1, 0_ANGPTL4, 0_STC2, 0_GRPEL2, 0_TPK1, 0_NDUFA4L2, 0_EFNB2, 0_FZD7, 0_HSPBAP1, 0_SYNGR3, 0_HDAC5, 0_MED15, 0_CECR2, 0_UGT1A6, 0_LDB2, 0_UAP1, 0_LRP4, 0_NTN1, 0_ASH2L, 0_PLCG2, 0_FGD6, 0_LRRC28, 0_SALL1, 0_SLC6A2, 0_VTI1B, 0_CBX4, 0_HDAC3, 0_S100A1, 0_SRPX2, 0_HIVEP3, 0_PAM, 0_PIR, 0_ARRDC4, 0_PLXNB1, 0_USP22, 0_SNN, 0_FOXP2, 0_VPREB3, 0_CCS, 0_MID1, 0_RMND1, 0_CYSLTR2, 0_NMI, 0_GNRH1, 0_KANK1, 0_PRKCD, 0_SMU1, 0_ACAD11, 0_MRPL11, 0_AK2, 0_ALAS1, 0_DDB2, 0_PNKD, 0_PSMC4, 0_ATP6AP2, 0_G3BP2, 0_LIMK2, 0_P4HA2, 0_OPHN1, 0_DNAJC25, 0_DNAJC28, 0_HSPB7, 0_MRRF, 0_TBC1D14, 0_AIMP2, 0_CD276, 0_CPT2, 0_HLA-DPB1, 0_HTT, 0_IPP, 0_NIF3L1, 0_NLGN1, 0_SRCAP, 0_ANO9, 0_ARNTL, 0_B4GALNT3, 0_CHRDL1, 0_DDX47, 0_ERC1, 0_FBXL5, 0_GPR107, 0_GTF2E2, 0_HIBCH, 0_HLA-DRB1, 0_KRT7, 0_MKKS, 0_MSI2, 0_NUDT9, 0_PLIN2, 0_PSMF1, 0_PTPN7, 0_RBM4, 0_SFPQ, 0_SFXN5, 0_SHMT1, 0_TOP1, 0_TRABD, 0_ADCK2, 0_ALDH18A1, 0_APOL2, 0_ARHGAP30, 0_ARID5A, 0_ATF1, 0_ATXN2L, 0_CA9, 0_CCNL2, 0_CDK18, 0_CDT1, 0_CHMP6, 0_CSPG4, 0_DHX32, 0_DMTF1, 0_EIF4G2, 0_EMCN, 0_ERCC3, 0_FECH, 0_GDI1, 0_JMJD6, 0_KAT2B, 0_KIF13B, 0_MARK4, 0_MED6, 0_MKLN1, 0_NAA35, 0_NAP1L5, 0_OXA1L, 0_P2RY11, 0_PEX12, 0_PYGL, 0_RAB7A, 0_REN, 0_RPS6, 0_SHARPIN, 0_SPTBN4, 0_TBC1D1, 0_TBC1D2, 0_TCOF1, 0_TPM4, 0_TSC1, 0_UQCRFS1, 0_VDAC1, 0_ZNF777, 0_ABCA2, 0_ABCA5, 0_ABCG1, 0_ACLY, 0_ACVR2A, 0_ANK3, 0_AP1G1, 0_ARHGEF7, 0_ARL2BP, 0_ARPC1A, 0_ASCC2, 0_ATP6V1A, 0_ATP6V1D, 0_ATP6V1H, 0_BDH1, 0_BICD1, 0_BIN1, 0_BLOC1S3, 0_BTN3A1, 0_C9orf116, 0_CDHR2, 0_CEP350, 0_CHRNA7, 0_CLCN7, 0_CLIC1, 0_CLK2, 0_CNOT4, 0_COG3, 0_COX6B1, 0_COX6C, 0_CREB3L4, 0_CRTC3, 0_CTDP1, 0_DACT2, 0_DCAF12L1, 0_DLX5, 0_DNAJC19, 0_DPP3, 0_DYRK1A, 0_EFR3A, 0_EML4, 0_ENHO, 0_ESRP1, 0_F11R, 0_FAM104B, 0_FAM122B, 0_FAM167A, 0_FAR1, 0_FAR2, 0_FCN3, 0_FSD1L, 0_GABARAPL1, 0_GBE1, 0_GBP4, 0_GGPS1, 0_GIT1, 0_GLRX5, 0_GOLGB1, 0_GSTM1, 0_GUSB, 0_GYS1, 0_HAUS5, 0_HEXIM1, 0_HMGN3, 0_HSP90B1, 0_HTATIP2, 0_IRF2, 0_ITGA3, 0_ITGB8, 0_ITIH1, 0_KIF2A, 0_KIFAP3, 0_LIMS1, 0_LPCAT1, 0_LRP2, 0_LRTOMT, 0_MAP3K12, 0_MCM4, 0_MPHOSPH8, 0_MPI, 0_MRPL19, 0_MRPL4, 0_MSH6, 0_MTSS1, 0_MYO10, 0_NAIP, 0_NDUFS2, 0_NEDD4L, 0_NIPSNAP3B, 0_NOP2, 0_NRG2, 0_NUDT10, 0_NUDT11, 0_PCDHGA11, 0_PCTP, 0_PDCD2L, 0_PDIA5, 0_PFKM, 0_PHF1, 0_PIK3C2B, 0_PIK3CG, 0_PKD2, 0_PLCB4, 0_PLEKHG1, 0_PLK2, 0_PMPCB, 0_PPIE, 0_PTMS, 0_PTPN21, 0_PXK, 0_RAB30, 0_RAB3GAP2, 0_RAC2, 0_RAPGEF4, 0_RBM28, 0_RBM8A, 0_RCOR3, 0_RNF141, 0_RPAIN, 0_RPL27A, 0_RPL28, 0_RPS29, 0_SCAMP4, 0_SCAP, 0_SLC15A4, 0_SLC25A5, 0_SLC29A2, 0_SLC35E1, 0_SLC46A2, 0_STAG2, 0_STRBP, 0_SULT1C2, 0_SUSD2, 0_SV2C, 0_SYTL2, 0_TAP2, 0_TCEA3, 0_TCF4, 0_TGFA, 0_TMEM116, 0_TOE1, 0_TSHZ3, 0_TUSC3, 0_UBE2L3, 0_UNC5CL, 0_USP10, 0_VAPB, 0_WDR54, 0_XKR9, 0_YIF1A, 0_ZSCAN12]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
27 features: [0_NDUFA4L2, 0_PLCG2, 0_LDB2, 0_SQSTM1, 0_EFNB2, 0_STC2, 0_SYNGR3, 0_NTN1, 0_TCTN1, 0_ANGPTL4, 0_TPK1, 0_TBC1D14, 0_NUDT9, 0_ATP6V1A, 0_B4GALNT3, 0_CDK18, 0_GRPEL2, 0_HSPB7, 0_KRT7, 0_MSH6, 0_PLIN2, 0_PLXNB1, 0_PYGL, 0_SPTBN4, 0_TBC1D1, 0_VDAC1, 0_WDR54]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
52 features: [0_NDUFA4L2, 0_PLCG2, 0_LDB2, 0_SQSTM1, 0_SYNGR3, 0_TCTN1, 0_STC2, 0_EFNB2, 0_ANGPTL4, 0_NTN1, 0_TPK1, 0_TBC1D14, 0_UGT1A6, 0_B4GALNT3, 0_CDK18, 0_EMCN, 0_GRPEL2, 0_KRT7, 0_NUDT9, 0_ATP6V1A, 0_BHMT2, 0_CA9, 0_CLCN7, 0_CSDE1, 0_CSPG4, 0_FZD7, 0_GPRIN2, 0_HSD17B14, 0_HSPB7, 0_KIF13B, 0_LGR5, 0_LPCAT1, 0_LRP4, 0_MID1, 0_MSH6, 0_NLGN1, 0_NRG2, 0_PCTP, 0_PDZK1IP1, 0_PLIN2, 0_PLXNB1, 0_PYGL, 0_S100A1, 0_SPTBN4, 0_TBC1D1, 0_TCF4, 0_TMEM33, 0_UAP1, 0_UBE2L3, 0_VDAC1, 0_WDR19, 0_WDR54]
