
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5886
Features active in total: 5886
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 35
Generations completed = 72
Generations completed = 110
Generations completed = 148
Generations completed = 187
Generations completed = 225
Generations completed = 264
Generations completed = 303
Generations completed = 342
Generations completed = 382
Generations completed = 421
Generations completed = 461
   	     	         	        	        type naive Bayes balanced accuracy       	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min     	avg     	max	std     
306 features: [0_LAYN, 0_GRPEL2, 0_STK38, 0_EFNB2, 0_ANGPTL4, 0_PIWIL4, 0_TBC1D1, 0_HEYL, 0_GSTA4, 0_PDZK1IP1, 0_FAM53C, 0_GGTLC2, 0_CNTN5, 0_LRRC61, 0_KCNE3, 0_TSPAN6, 0_HSPB7, 0_VEGFA, 0_OPTN, 0_CECR2, 0_BBS4, 0_CNTN2, 0_STC2, 0_SFRP1, 0_SUMO4, 0_DHX8, 0_TOE1, 0_INPPL1, 0_TRIM69, 0_SLC26A11, 0_TBC1D9B, 0_SRI, 0_ANXA9, 0_PEX12, 0_TNIP1, 0_WDR24, 0_GRB2, 0_PGRMC2, 0_PLXNB1, 0_TCF7L2, 0_LRRN4CL, 0_PSMB6, 0_ALDH16A1, 0_DSTYK, 0_NDUFA4L2, 0_TCP11L1, 0_DYNC2LI1, 0_TMED4, 0_MTMR12, 0_INPP5A, 0_NTN1, 0_REPIN1, 0_HGD, 0_RPL13A, 0_SOX30, 0_ADCK5, 0_CORO1B, 0_FAM13C, 0_GAS2L1, 0_NMT2, 0_UNC5CL, 0_ZNF174, 0_CAD, 0_CDC16, 0_CROT, 0_GAB2, 0_GBGT1, 0_PHKA2, 0_SLC12A2, 0_SNAP29, 0_SRRM1, 0_SYNGR3, 0_WBP11, 0_BZW2, 0_CARM1, 0_CDK18, 0_ELAC1, 0_GBP1, 0_HSP90B1, 0_ITIH5, 0_KLHL25, 0_MEF2A, 0_MGAM, 0_MRPL38, 0_NLGN1, 0_OPHN1, 0_PLXDC1, 0_PPP1R7, 0_RPUSD2, 0_S1PR1, 0_TMEM87A, 0_ABHD3, 0_ADAMTS9, 0_AKR1C3, 0_ATP1B3, 0_B4GALNT3, 0_BDKRB1, 0_CAPZB, 0_CBX7, 0_CCDC86, 0_CDKN1C, 0_CLVS1, 0_DRG2, 0_EDIL3, 0_FCHO2, 0_HAUS3, 0_KLF12, 0_MYO3A, 0_NUDT16L1, 0_PTK2B, 0_PUS1, 0_REM1, 0_SLC43A1, 0_SYNGR1, 0_TACC2, 0_THAP2, 0_TMEM53, 0_TRMT1, 0_TTC27, 0_UBE2E1, 0_ULK2, 0_VWF, 0_XRCC6, 0_ZNF146, 0_ZNF44, 0_ZNF7, 0_ZNF707, 0_ABCA1, 0_ABCF3, 0_ACLY, 0_ADAL, 0_ALAD, 0_ALK, 0_AMZ2, 0_ANKRD46, 0_ANXA3, 0_ARHGAP18, 0_ARL2BP, 0_ARSK, 0_ATP6V1B1, 0_ATP6V1H, 0_BAP1, 0_BCL2L14, 0_BDH1, 0_C5orf34, 0_CACNA1C, 0_CAPN2, 0_CAPZA1, 0_CASP10, 0_CCDC134, 0_CCR4, 0_CD2BP2, 0_CDH16, 0_CDKN2A, 0_CHRNA7, 0_CIDEB, 0_CLDN12, 0_CLP1, 0_CMTM6, 0_COL4A1, 0_COX17, 0_DACT2, 0_DDB2, 0_DDX55, 0_DOK4, 0_DSC2, 0_DYNLT3, 0_EIF2B1, 0_ELF3, 0_ENDOD1, 0_ERBB3, 0_ERP44, 0_FAAH, 0_FAM107B, 0_FEM1B, 0_FGD6, 0_FOXS1, 0_FUZ, 0_FZD3, 0_GABARAPL1, 0_GCK, 0_GGCT, 0_GPATCH1, 0_GPR183, 0_GRK6, 0_GTF2E2, 0_GTSF1, 0_HCCS, 0_HDHD3, 0_HKDC1, 0_HLCS, 0_HMGCR, 0_HNMT, 0_HOXD4, 0_HPCAL1, 0_HSPBAP1, 0_HTR2B, 0_IKBKE, 0_IL10, 0_IL20RA, 0_ING2, 0_ITGA2, 0_JUN, 0_KHDRBS2, 0_LARS2, 0_LGALS8, 0_LRP5, 0_LY75, 0_MAP2K7, 0_MCM7, 0_MECOM, 0_MEF2D, 0_MET, 0_MIPEP, 0_MRPL24, 0_MRPS25, 0_MXI1, 0_N4BP2L2, 0_NAP1L5, 0_NDRG3, 0_NDUFA9, 0_NEK3, 0_NKIRAS1, 0_NOMO2, 0_OLFML1, 0_OXNAD1, 0_PA2G4, 0_PALM3, 0_PCBP3, 0_PDCD6IP, 0_PDE9A, 0_PDGFC, 0_PEX13, 0_PGPEP1, 0_PICK1, 0_PLAU, 0_PNPT1, 0_PPP1CB, 0_PPP1R3B, 0_PPP3R2, 0_PRCP, 0_PRPF6, 0_PSMC3, 0_PSMG3, 0_PTAFR, 0_PTPN9, 0_PYGL, 0_RAB27B, 0_RANBP6, 0_RBM42, 0_RBPMS, 0_RCN1, 0_RCOR3, 0_RGL2, 0_RGMA, 0_RHOT2, 0_RNF141, 0_RNF220, 0_RPRD1B, 0_RPS6KA1, 0_S100A1, 0_SALL1, 0_SCARB1, 0_SCML4, 0_SDR16C5, 0_SEMA4D, 0_SERPINA3, 0_SETDB2, 0_SLC12A7, 0_SLC15A4, 0_SLC25A11, 0_SLC25A4, 0_SLC39A6, 0_SNX10, 0_SOX6, 0_SPPL2B, 0_STIM1, 0_STRADA, 0_SYNJ2BP, 0_TACC3, 0_TAF15, 0_TAF4, 0_TAOK3, 0_TAX1BP3, 0_TBC1D14, 0_TBC1D25, 0_TCTN1, 0_TFB1M, 0_TFRC, 0_TGFA, 0_TMBIM1, 0_TMEM116, 0_TNFAIP8L3, 0_TNFRSF18, 0_TOP3A, 0_TPM2, 0_TRIM21, 0_TRIM4, 0_TRIM52, 0_TUBG2, 0_TWF1, 0_UAP1, 0_UQCRC1, 0_VPREB3, 0_ZBTB44, 0_ZC3H14]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
36 features: [0_TBC1D1, 0_EFNB2, 0_STC2, 0_VEGFA, 0_NDUFA4L2, 0_NTN1, 0_FAM13C, 0_PLXNB1, 0_AKR1C3, 0_DYNC2LI1, 0_GGTLC2, 0_NLGN1, 0_S1PR1, 0_SYNGR3, 0_CDK18, 0_DACT2, 0_ERBB3, 0_FAM53C, 0_GAB2, 0_GRPEL2, 0_HGD, 0_KCNE3, 0_MET, 0_NAP1L5, 0_PDZK1IP1, 0_PHKA2, 0_PLXDC1, 0_PPP1CB, 0_REPIN1, 0_S100A1, 0_SLC12A7, 0_SMO, 0_STK38, 0_TBC1D25, 0_UNC5CL, 0_VWF]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
68 features: [0_TBC1D1, 0_EFNB2, 0_STC2, 0_VEGFA, 0_NDUFA4L2, 0_NTN1, 0_STK38, 0_FAM13C, 0_PLXNB1, 0_PHKA2, 0_S1PR1, 0_ANGPTL4, 0_GRPEL2, 0_AKR1C3, 0_DACT2, 0_DYNC2LI1, 0_ELF3, 0_FAM53C, 0_GGTLC2, 0_NLGN1, 0_SYNGR3, 0_UNC5CL, 0_ANKRD46, 0_ANXA6, 0_ATP1B3, 0_CDC14A, 0_CDK18, 0_CDKN2A, 0_CIDEB, 0_DDB2, 0_DOK1, 0_DOK4, 0_ERBB3, 0_FAM107B, 0_GAB2, 0_GBP5, 0_GCK, 0_GGCT, 0_HCCS, 0_HGD, 0_HKDC1, 0_INPP4B, 0_KCNE3, 0_KIAA0753, 0_LRP5, 0_MAP3K11, 0_MET, 0_N4BP2L2, 0_NAP1L5, 0_PDZK1IP1, 0_PGPEP1, 0_PLCD3, 0_PLXDC1, 0_PPP1CB, 0_PRCP, 0_PYCARD, 0_REPIN1, 0_S100A1, 0_SALL1, 0_SERPINA3, 0_SETDB2, 0_SLC12A7, 0_SMO, 0_SNX10, 0_TAX1BP3, 0_TBC1D25, 0_VWF, 0_WIZ]
