
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2961
Features active in total: 2961
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 140
censored 1: 252
deceased 0: 68
deceased 1: 68

RUNNING GENETIC ALGORITHM
Generations completed = 81
Generations completed = 163
Generations completed = 242
Generations completed = 319
Generations completed = 391
Generations completed = 461
   	     	         	        	                 root leanness                  	   survival SKSurv Cox model concordance index   
   	     	         	        	------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min    	avg     	max     	std              
84 features: [0_SUDS3, 0_LRCH2, 0_NBEA, 0_CENPV, 0_UPK3B, 0_GCNT2, 0_HTR2B, 0_RASGRF1, 0_MAP3K1, 0_GSTP1, 0_MAGEA4, 0_FBXO5, 0_PGLYRP2, 0_FAM171A1, 0_KIF9, 0_LGI4, 0_CDKN1A, 0_ADCY2, 0_ARHGAP33, 0_USP30, 0_ZNF207, 0_RAB21, 0_LTV1, 0_TUFT1, 0_VCAN, 0_GAB3, 0_PYCARD, 0_KIF18A, 0_ASB8, 0_HDAC5, 0_SLC39A6, 0_ACSL1, 0_ZNF580, 0_ACE2, 0_CPT1A, 0_EDEM2, 0_GDA, 0_GLI2, 0_KIF7, 0_NDUFV1, 0_SLC13A1, 0_CCT3, 0_SOX6, 0_EIF4EBP1, 0_IFT20, 0_TMEM132E, 0_BAG1, 0_DNAJC12, 0_FBXO21, 0_NR3C1, 0_PARD6A, 0_PPIL3, 0_ROBO2, 0_EEFSEC, 0_GALNT2, 0_GSR, 0_ZNF304, 0_ADCK2, 0_ANK3, 0_AP2B1, 0_APCS, 0_CAP1, 0_CDH23, 0_CLDN4, 0_CORO1C, 0_CYB5A, 0_EIF4ENIF1, 0_MAPT, 0_MEPCE, 0_MRPL49, 0_NAA16, 0_NUMA1, 0_P2RX6, 0_REC8, 0_RPL27, 0_RSAD2, 0_SERPINA3, 0_SLC2A9, 0_SNAP29, 0_STX6, 0_TCIRG1, 0_TIFA, 0_TTLL11, 0_WTAP]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
269 features: [0_SUDS3, 0_NBEA, 0_LRCH2, 0_UPK3B, 0_CENPV, 0_RASGRF1, 0_GCNT2, 0_MAP3K1, 0_HTR2B, 0_MAGEA4, 0_GSTP1, 0_PGLYRP2, 0_FBXO5, 0_KIF9, 0_LGI4, 0_FAM171A1, 0_CDKN1A, 0_USP30, 0_ZNF207, 0_LTV1, 0_ARHGAP33, 0_RAB21, 0_ADCY2, 0_VCAN, 0_KIF18A, 0_TUFT1, 0_SLC39A6, 0_PYCARD, 0_GAB3, 0_HDAC5, 0_GLI2, 0_ACSL1, 0_ASB8, 0_GDA, 0_KIF7, 0_NDUFV1, 0_SLC13A1, 0_ACE2, 0_CPT1A, 0_FBXO21, 0_EDEM2, 0_ZNF580, 0_EIF4EBP1, 0_SOX6, 0_TMEM132E, 0_CCT3, 0_GSR, 0_BAG1, 0_MEPCE, 0_IFT20, 0_NR3C1, 0_EIF4ENIF1, 0_PARD6A, 0_DNAJC12, 0_ZNF304, 0_NPLOC4, 0_STX6, 0_PPIL3, 0_GALNT2, 0_SLC41A3, 0_SLC2A9, 0_NUMA1, 0_SPAG5, 0_EEFSEC, 0_NPEPL1, 0_ROBO2, 0_TTC7A, 0_SERPINA3, 0_CAP1, 0_DNAJB6, 0_ANK3, 0_FUCA1, 0_MSRB3, 0_RPL27, 0_SDCCAG8, 0_ATP7B, 0_C11orf45, 0_C6orf62, 0_CORO1C, 0_FAM104A, 0_MKI67, 0_PHLDB2, 0_SEC24D, 0_AUH, 0_GTPBP2, 0_USP45, 0_VAMP1, 0_ACIN1, 0_APCS, 0_DEXI, 0_KCND1, 0_LEMD2, 0_LNX2, 0_P2RX6, 0_PRAF2, 0_REC8, 0_RPS15A, 0_SMC4, 0_SNRPG, 0_TMEM141, 0_CDH23, 0_CYB5A, 0_EIF5A2, 0_FLRT3, 0_LRP5, 0_MAPT, 0_MICAL2, 0_OTP, 0_PCYT2, 0_PMPCB, 0_PPM1G, 0_PSMB1, 0_SNAP29, 0_SNRPB2, 0_SV2C, 0_TAF1, 0_TCIRG1, 0_UROC1, 0_ZIC1, 0_ABCF3, 0_ACAD9, 0_ACTN3, 0_ADSL, 0_ALDH6A1, 0_AMPD2, 0_AMZ2, 0_BCL7A, 0_BIN3, 0_BIRC5, 0_C5orf46, 0_CASP8, 0_CCDC127, 0_CCNB2, 0_CDK12, 0_CDK2AP1, 0_CHAC1, 0_CIB2, 0_CLDN7, 0_COQ9, 0_DDX55, 0_DPH5, 0_ERCC6L, 0_GBE1, 0_GLB1, 0_HPR, 0_HTT, 0_IRF2BP1, 0_MRPL18, 0_NEK3, 0_NME4, 0_OGDH, 0_PACSIN2, 0_PDCD2L, 0_PFDN4, 0_PRDM4, 0_SARDH, 0_SHROOM2, 0_SIPA1L1, 0_SLC6A12, 0_TAF9B, 0_VKORC1, 0_WDR61, 0_ZBTB12, 0_ABHD13, 0_ACAT1, 0_ACO2, 0_ACTN4, 0_ACTR2, 0_ADAM17, 0_AFAP1, 0_ALDH5A1, 0_ANXA11, 0_ANXA2, 0_AP2B1, 0_ATP6V1B2, 0_ATP6V1E1, 0_B3GNTL1, 0_C15orf40, 0_C18orf32, 0_C4BPA, 0_CCDC124, 0_CCS, 0_CD101, 0_CD24, 0_CDK19, 0_CFHR1, 0_CHCHD6, 0_CHI3L2, 0_CKAP5, 0_CLDN4, 0_CLIC1, 0_CLN5, 0_CMTM1, 0_CNST, 0_COPA, 0_COQ7, 0_CREB3L1, 0_CSF1R, 0_DDHD2, 0_DNAJC2, 0_DNAJC24, 0_DR1, 0_EFS, 0_ELF3, 0_EXOSC1, 0_FAM53B, 0_FANCL, 0_FARSA, 0_GCDH, 0_GRIN2D, 0_GRTP1, 0_GTF2E2, 0_HINT3, 0_HMGXB4, 0_HNRNPA2B1, 0_ISG15, 0_JAK2, 0_KCNK6, 0_KIF11, 0_KIF13B, 0_KLHDC2, 0_LARS2, 0_LRRN4CL, 0_LRSAM1, 0_MED6, 0_MEGF8, 0_MFNG, 0_MLLT3, 0_MORC3, 0_MRPL49, 0_NAA16, 0_NCAPH, 0_NFE2L1, 0_NME5, 0_NNMT, 0_NOP56, 0_ORM2, 0_OSBPL1A, 0_OXSM, 0_PATZ1, 0_PGAM5, 0_PGAP3, 0_PLXDC1, 0_PRDX5, 0_PTPN3, 0_RBBP4, 0_RHOT1, 0_RIOK1, 0_RPS25, 0_RSAD2, 0_SGTA, 0_SLC20A1, 0_SLC25A4, 0_SNX16, 0_SRP19, 0_SYNGR3, 0_SYTL1, 0_TCF12, 0_TDG, 0_TMEM25, 0_TNPO2, 0_TRIM27, 0_TSHZ3, 0_TTLL11, 0_UBE2G2, 0_USP10, 0_VCL, 0_WTAP, 0_ZC3HAV1]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_ACAT1, 0_ADA, 0_ALDH6A1, 0_ANLN, 0_BIRC5, 0_CAPZA1, 0_CCNB2, 0_CDC25C, 0_CDC6, 0_CDCA5, 0_CNTNAP1, 0_COL6A2, 0_ERCC6L, 0_FADS1, 0_FAM104A, 0_FBXO5, 0_FKBP10, 0_GTPBP2, 0_HNRNPA3, 0_KIF11, 0_KIF13B, 0_KIF18A, 0_KLHL36, 0_LDHD, 0_LRBA, 0_LRP5, 0_LTV1, 0_NCAPH, 0_NOP56, 0_NOP58, 0_PGLYRP2, 0_PINK1, 0_PLEKHA7, 0_PLK1, 0_PSMA4, 0_RBM34, 0_RFC4, 0_RUNX1, 0_SHC1, 0_SLC2A9, 0_SRP19, 0_TCERG1, 0_TCIRG1, 0_TMEM25, 0_TMEM87B, 0_TOP2A, 0_TPM4, 0_UBE2C, 0_ZNF207]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
99 features: [0_ACADM, 0_ACAT1, 0_ACO2, 0_ADA, 0_ADCY9, 0_ALDH1L1, 0_ALDH1L2, 0_ALDH6A1, 0_ANK3, 0_ANLN, 0_ARHGEF16, 0_B4GALNT1, 0_BIRC5, 0_CAPZA1, 0_CCNB2, 0_CCNH, 0_CDC25C, 0_CDC6, 0_CDCA5, 0_CDKN2C, 0_CHD1L, 0_CHDH, 0_CNTNAP1, 0_COBL, 0_COL1A2, 0_COL6A2, 0_CPNE1, 0_DCAF11, 0_DDX55, 0_DERL3, 0_DNAJB11, 0_DNAJC2, 0_DPYSL3, 0_EPHX2, 0_ERCC6L, 0_FADS1, 0_FAM104A, 0_FBXO5, 0_FECH, 0_FKBP10, 0_GLI2, 0_GTPBP2, 0_HNRNPA2B1, 0_HNRNPA3, 0_KCND1, 0_KIF11, 0_KIF13B, 0_KIF18A, 0_KIF4B, 0_KIF7, 0_KLHL36, 0_LDHD, 0_LNX2, 0_LRBA, 0_LRP5, 0_LTV1, 0_NAA25, 0_NAP1L1, 0_NASP, 0_NCAPH, 0_NNT, 0_NOP56, 0_NOP58, 0_OCLN, 0_OTP, 0_PAK1IP1, 0_PGLYRP2, 0_PHLDB2, 0_PINK1, 0_PLEKHA7, 0_PLK1, 0_POU2F2, 0_PPP2R2C, 0_PRR16, 0_PSMA4, 0_RBM34, 0_RFC4, 0_RRP1B, 0_RUNX1, 0_SHC1, 0_SLC25A4, 0_SLC2A9, 0_SRP19, 0_SRPX2, 0_SUMO4, 0_TACC3, 0_TBCE, 0_TCERG1, 0_TCIRG1, 0_TF, 0_TMEM25, 0_TMEM87B, 0_TOP2A, 0_TPM4, 0_TRIB3, 0_TSPAN1, 0_UBE2C, 0_WDR26, 0_ZNF207]
