
OPTIMIZING ON FOLD NUMBER 5
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5900
Features active in total: 5900
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 19
Generations completed = 41
Generations completed = 65
Generations completed = 89
Generations completed = 114
Generations completed = 139
Generations completed = 163
Generations completed = 187
Generations completed = 212
Generations completed = 238
Generations completed = 263
Generations completed = 289
Generations completed = 315
Generations completed = 341
Generations completed = 367
Generations completed = 393
Generations completed = 418
Generations completed = 444
Generations completed = 469
Generations completed = 494
   	     	         	        	            type svm balanced accuracy           	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
(0.9869752580034232, 0.2672612419124244) 13 features: [0_AKAP7, 0_CECR2, 0_CTNNA2, 0_FMO2, 0_HAL, 0_HDAC5, 0_PTMA, 0_SQLE, 0_SQSTM1, 0_STC2, 0_TSHR, 0_TXNDC11, 0_VIPR2]
(0.9844711815999757, 0.2773500981126146) 12 features: [0_AKAP7, 0_APEH, 0_CECR2, 0_CTNNA2, 0_FMO2, 0_HAL, 0_PTMA, 0_SQLE, 0_SQSTM1, 0_STC2, 0_TSHR, 0_VIPR2]
(0.9844711815999757, 0.2773500981126146) 12 features: [0_ADCY4, 0_CECR2, 0_CSTF3, 0_CTNNA2, 0_HAL, 0_NTN1, 0_PTMA, 0_SQSTM1, 0_STC2, 0_TSHR, 0_UNC5CL, 0_VIPR2]
(0.9819590030281855, 0.28867513459481287) 11 features: [0_CECR2, 0_CTNNA2, 0_F8, 0_HAL, 0_PTMA, 0_SACM1L, 0_SQSTM1, 0_STC2, 0_TSHR, 0_UNC5CL, 0_VIPR2]
(0.9762717872370594, 0.30151134457776363) 10 features: [0_CDK9, 0_CECR2, 0_CES3, 0_HUNK, 0_NQO2, 0_NTN1, 0_PTMA, 0_SQSTM1, 0_STC2, 0_VIPR2]
(0.968759558026717, 0.31622776601683794) 9 features: [0_CECR2, 0_CES3, 0_HUNK, 0_NQO2, 0_NTN1, 0_PTMA, 0_SQSTM1, 0_STC2, 0_VIPR2]
(0.9601687276557389, 0.3333333333333333) 8 features: [0_BAIAP2L2, 0_CECR2, 0_CES3, 0_FECH, 0_SLC26A11, 0_SQSTM1, 0_STC2, 0_VIPR2]
(0.9538642279139955, 0.3535533905932738) 7 features: [0_CES3, 0_LPIN2, 0_NTN1, 0_SERPINA5, 0_SQSTM1, 0_STC2, 0_TMEM176B]
(0.9477263290088009, 0.3779644730092272) 6 features: [0_BBC3, 0_CES3, 0_LPIN2, 0_SLC16A4, 0_SQSTM1, 0_STC2]
(0.9358125968462311, 0.408248290463863) 5 features: [0_BAIAP2L2, 0_NTN1, 0_SCARB1, 0_SQSTM1, 0_STC2]
(0.9249804923810176, 0.4472135954999579) 4 features: [0_BBC3, 0_SLC16A4, 0_SQSTM1, 0_STC2]
(0.9005587905346889, 0.5) [0_SQSTM1, 0_ST8SIA5, 0_STC2]
(0.8660308819799061, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.6334616372927735, 0.7071067811865476) [0_TPK1]
(0.2, 1.0) []
Features in hall of fame by prevalence:
47 features: [0_STC2, 0_SQSTM1, 0_CECR2, 0_VIPR2, 0_PTMA, 0_CES3, 0_CTNNA2, 0_HAL, 0_TSHR, 0_AKAP7, 0_SQLE, 0_HDAC5, 0_NTN1, 0_BAX, 0_FMO2, 0_BAIAP2L2, 0_BBC3, 0_HUNK, 0_LPIN2, 0_NQO2, 0_SLC16A4, 0_UNC5CL, 0_ADCY4, 0_APEH, 0_CCDC12, 0_CDK9, 0_CLCN2, 0_CSTF3, 0_DNMT3A, 0_F8, 0_FECH, 0_GABPB1, 0_GCDH, 0_GMEB1, 0_GNB1L, 0_NGEF, 0_SACM1L, 0_SCARB1, 0_SERPINA5, 0_SLC26A11, 0_ST8SIA5, 0_TBC1D1, 0_TMEM176B, 0_TPK1, 0_TXNDC11, 0_USE1, 0_ZNF503]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
297 features: [0_STC2, 0_SQSTM1, 0_VIPR2, 0_CECR2, 0_HAL, 0_TSHR, 0_CTNNA2, 0_PTMA, 0_AKAP7, 0_CES3, 0_NTN1, 0_UNC5CL, 0_SQLE, 0_HDAC5, 0_BBC3, 0_LPIN2, 0_SLC16A4, 0_FMO2, 0_BAX, 0_ADCY4, 0_NQO2, 0_FECH, 0_HUNK, 0_TMEM176B, 0_HMGCR, 0_SLC26A11, 0_APEH, 0_AZIN1, 0_LGI4, 0_SCARB1, 0_TBC1D1, 0_TRAF3IP1, 0_GLO1, 0_NGB, 0_EPPK1, 0_GMEB1, 0_NGEF, 0_PIP5K1A, 0_SLC16A1, 0_ANXA13, 0_BAALC, 0_BAIAP2L2, 0_HAGH, 0_CCDC12, 0_E2F1, 0_CARHSP1, 0_C9orf116, 0_NXPH2, 0_ATE1, 0_BAD, 0_CLCN2, 0_SDCBP, 0_TXNDC11, 0_DNMT3A, 0_HNF1B, 0_ST8SIA5, 0_MGST1, 0_SFXN5, 0_CASK, 0_FKBP9, 0_RC3H1, 0_SERPINA5, 0_SLBP, 0_TBC1D14, 0_VPS4A, 0_F8, 0_GGTLC2, 0_VIL1, 0_ACAD8, 0_ACVR2A, 0_CDC73, 0_GLOD4, 0_HSPB8, 0_TAF1A, 0_TMPRSS2, 0_USE1, 0_ABCA4, 0_ACMSD, 0_CDKN1C, 0_CDKN2AIP, 0_EEF1D, 0_METAP2, 0_METTL7B, 0_NR3C2, 0_PER3, 0_PODNL1, 0_TEK, 0_TRIB2, 0_TSEN34, 0_TXNDC5, 0_AMFR, 0_ASH1L, 0_C1orf35, 0_CHMP6, 0_CYFIP2, 0_DNAJA2, 0_DYNLT3, 0_GLB1L, 0_HHLA2, 0_HPRT1, 0_LDB2, 0_LMNB1, 0_NDUFAB1, 0_OTUB1, 0_PDLIM2, 0_PXK, 0_SACM1L, 0_SCIN, 0_SLC13A5, 0_SLC4A10, 0_SLK, 0_SPOCK2, 0_TOPORS, 0_A1CF, 0_ACOX1, 0_AMACR, 0_AP2A2, 0_ARHGAP18, 0_CCDC89, 0_CDK19, 0_CDK9, 0_CHI3L2, 0_COMT, 0_CRHBP, 0_CYB5A, 0_DALRD3, 0_DEAF1, 0_EIF4E3, 0_EMX1, 0_ENPP3, 0_ETV4, 0_EXOC7, 0_FBXO33, 0_FGF9, 0_FKBP4, 0_FLOT2, 0_FOXO3, 0_FZD1, 0_GSPT1, 0_GSPT2, 0_HSPB7, 0_LRP2, 0_MDFIC, 0_MICALL1, 0_MKS1, 0_NDUFA4L2, 0_NLK, 0_NPTN, 0_PARD6A, 0_PYGL, 0_RPL27A, 0_SIM2, 0_SIRT3, 0_SLC17A4, 0_SMG6, 0_SMTN, 0_SPATA13, 0_STRN, 0_TAF5, 0_TAF8, 0_TMEM87A, 0_TPK1, 0_TST, 0_AASDH, 0_ADD3, 0_ADRB1, 0_ANP32B, 0_AP1B1, 0_APBB2, 0_ARHGAP6, 0_ARL6, 0_ASRGL1, 0_ATP6V0A2, 0_ATP6V1A, 0_ATP6V1E1, 0_C11orf80, 0_C17orf97, 0_CCNG2, 0_CCT6B, 0_CHP2, 0_CITED1, 0_CLDN2, 0_CLDN8, 0_CNTROB, 0_CP, 0_CXCR5, 0_DLX5, 0_DSTYK, 0_DVL1, 0_DZIP3, 0_EFHC2, 0_EGR4, 0_EIF2AK3, 0_EME1, 0_ENGASE, 0_ENOSF1, 0_ENPP2, 0_EPN1, 0_ERBB4, 0_ERLEC1, 0_FAM135A, 0_FASTKD1, 0_FLRT3, 0_FTO, 0_GIPC2, 0_GLRX5, 0_GNB1L, 0_GNPTG, 0_GOLT1B, 0_HDAC6, 0_HINT1, 0_HIPK3, 0_HOXA4, 0_HPCAL1, 0_HSPA12A, 0_HSPA1B, 0_HSPBP1, 0_IFIH1, 0_IKBIP, 0_KCNJ1, 0_KIF26B, 0_KIF5B, 0_KRT7, 0_LCA5, 0_LIMA1, 0_LUC7L, 0_LZTS1, 0_MACC1, 0_MANEA, 0_MAZ, 0_MRPL10, 0_MRPL13, 0_MSH6, 0_MTMR11, 0_MTSS1, 0_MVP, 0_NDUFB11, 0_NOLC1, 0_NOP56, 0_NPC1, 0_NT5C, 0_NUP62, 0_ODC1, 0_PALMD, 0_PARN, 0_PARP12, 0_PCDHGA2, 0_PDK1, 0_PEX16, 0_PI4K2B, 0_PIR, 0_PLD1, 0_PLEKHG1, 0_PLSCR3, 0_PREX2, 0_RAB11FIP4, 0_RAPGEF4, 0_RBM47, 0_REN, 0_RIT1, 0_RNF13, 0_RNF216, 0_RPA4, 0_RPS6KB1, 0_SCN7A, 0_SCOC, 0_SDHAF2, 0_SEMA6A, 0_SERGEF, 0_SERPINH1, 0_SLC22A11, 0_SLC36A4, 0_SLC37A4, 0_SPTBN2, 0_STAM2, 0_STARD4, 0_STRAP, 0_SYNGR3, 0_SYTL1, 0_TBKBP1, 0_TCF4, 0_TMEM116, 0_TRAF6, 0_TRPT1, 0_TXNRD1, 0_UBE3A, 0_UEVLD, 0_UPK1B, 0_USP13, 0_USP14, 0_UTP3, 0_VIM, 0_WDR54, 0_YAP1, 0_ZBTB3, 0_ZBTB42, 0_ZXDB]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
37 features: [0_STC2, 0_TBC1D1, 0_SQSTM1, 0_ST8SIA5, 0_BBC3, 0_NTN1, 0_UNC5CL, 0_TBC1D14, 0_ARHGAP18, 0_BAALC, 0_CRHBP, 0_ENPP3, 0_GGTLC2, 0_GLB1L, 0_LDB2, 0_TEK, 0_TMPRSS2, 0_AMACR, 0_ARHGEF12, 0_ATP6V1A, 0_BAIAP2L2, 0_BAX, 0_CHP2, 0_CYFIP2, 0_EXOC7, 0_FBXO33, 0_HPRT1, 0_METTL7B, 0_NPTN, 0_NR3C2, 0_PREX2, 0_RPS6KB1, 0_SIM2, 0_SLC16A4, 0_TCF4, 0_TMEM176B, 0_USP13]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
73 features: [0_STC2, 0_TBC1D1, 0_SQSTM1, 0_NTN1, 0_BBC3, 0_ST8SIA5, 0_UNC5CL, 0_TMPRSS2, 0_GGTLC2, 0_GLB1L, 0_ACMSD, 0_ARHGAP18, 0_BAALC, 0_CRHBP, 0_TBC1D14, 0_TEK, 0_TMEM176B, 0_ABCA4, 0_BAIAP2L2, 0_ENPP3, 0_HUNK, 0_LDB2, 0_METTL7B, 0_NR3C2, 0_PREX2, 0_PYGL, 0_RAPGEF4, 0_ADRB1, 0_AMACR, 0_ARHGAP6, 0_ARHGEF12, 0_ATP6V1A, 0_B3GNTL1, 0_BAX, 0_C17orf97, 0_CDK19, 0_CHP2, 0_CYFIP2, 0_DDB2, 0_EFNB2, 0_EXOC7, 0_FBXO33, 0_FGF9, 0_FZD1, 0_GATM, 0_HNF1B, 0_HPRT1, 0_HSD3B7, 0_HSPB8, 0_MKS1, 0_MTMR11, 0_MYO10, 0_NPTN, 0_OAS2, 0_OTUD1, 0_PARP16, 0_PTMA, 0_RCC2, 0_RIN3, 0_RPS6KB1, 0_S1PR1, 0_SIM2, 0_SLC16A4, 0_SLC17A4, 0_SLC4A1AP, 0_SPTBN2, 0_TCF4, 0_TPK1, 0_TUBA1C, 0_USP13, 0_VBP1, 0_VIM, 0_VIPR2]
