
OPTIMIZING ON FOLD NUMBER 8
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5898
Features active in total: 5898
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 18
Generations completed = 39
Generations completed = 62
Generations completed = 87
Generations completed = 112
Generations completed = 137
Generations completed = 162
Generations completed = 188
Generations completed = 214
Generations completed = 240
Generations completed = 266
Generations completed = 292
Generations completed = 317
Generations completed = 342
Generations completed = 367
Generations completed = 392
Generations completed = 417
Generations completed = 442
Generations completed = 467
Generations completed = 492
   	     	         	        	            type svm balanced accuracy           	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
296 features: [0_SQSTM1, 0_LRRC28, 0_CDK18, 0_HPCAL1, 0_WBP2, 0_MEP1A, 0_KCNK10, 0_EGR4, 0_NLGN1, 0_PDZK1IP1, 0_HTRA4, 0_DHCR7, 0_UAP1, 0_PDAP1, 0_CEACAM7, 0_UBA1, 0_UROC1, 0_ANKRD6, 0_TADA2B, 0_TACC1, 0_DKK3, 0_ANGPTL4, 0_RPA2, 0_PTEN, 0_MPI, 0_TMEM107, 0_RBM14, 0_FLCN, 0_SRD5A1, 0_BAX, 0_DYNLT3, 0_BTG3, 0_LYRM7, 0_RANBP3L, 0_RASAL1, 0_ECM2, 0_BMF, 0_FAM53C, 0_GPR155, 0_HM13, 0_STX11, 0_PANK2, 0_TMEM176A, 0_CCL4, 0_ENPP3, 0_AKR1C3, 0_LDB2, 0_SCN7A, 0_TEK, 0_PDHX, 0_PLCD3, 0_RIT1, 0_SIRPA, 0_STC1, 0_DCLK3, 0_TM9SF4, 0_APBB2, 0_BAIAP2, 0_C9orf116, 0_DEPDC1B, 0_DIDO1, 0_GBP5, 0_NAPSA, 0_NPM3, 0_PEG3, 0_PSMD13, 0_SERPINA6, 0_SLC22A23, 0_SPOCK2, 0_MVK, 0_PLD2, 0_REC8, 0_RPL10A, 0_TMEM181, 0_ABCA4, 0_CRYAB, 0_DDB2, 0_FGF9, 0_GGT6, 0_GPC6, 0_MAEA, 0_PRKAB2, 0_SLC22A3, 0_A1CF, 0_ACADVL, 0_ADCY4, 0_CCL27, 0_EIF5A, 0_EPB41L2, 0_IDO1, 0_IL17RD, 0_LIMS1, 0_LPAR5, 0_LY86, 0_MAP7, 0_MBTD1, 0_MRPL42, 0_MS4A7, 0_NOL3, 0_P4HB, 0_PHKA2, 0_RACGAP1, 0_RALY, 0_SHISA5, 0_SLC22A11, 0_SMARCE1, 0_TMPRSS2, 0_TOE1, 0_TOMM5, 0_XRN1, 0_ZNF687, 0_ABTB2, 0_AEBP1, 0_ARL3, 0_ATP6V1B1, 0_CCDC93, 0_CNST, 0_CTNND1, 0_CYB5B, 0_DDX19A, 0_EDEM2, 0_EFNB2, 0_FCN3, 0_FLT4, 0_FOXP2, 0_GHR, 0_GNRH1, 0_HIPK3, 0_HSPB7, 0_IPO11, 0_LARS2, 0_MCM6, 0_MECOM, 0_MKS1, 0_MLF2, 0_MMS19, 0_NAP1L5, 0_NOXO1, 0_NR3C2, 0_PDIA4, 0_PLSCR3, 0_PSAP, 0_PTMA, 0_PXK, 0_RBMS2, 0_RPS4X, 0_SAP30, 0_SH3BGRL2, 0_SLBP, 0_SLC6A2, 0_SPPL2B, 0_STOML1, 0_TSPAN17, 0_TUBD1, 0_XYLT1, 0_ACSM2A, 0_ACTR3, 0_ANXA9, 0_APOO, 0_ATG3, 0_ATP13A3, 0_ATP6V1C2, 0_B4GALNT3, 0_BCO2, 0_BHMT2, 0_BIK, 0_BTBD1, 0_C17orf97, 0_CA9, 0_CCDC114, 0_CCNYL1, 0_CDCP1, 0_CHP2, 0_CHRNB1, 0_CLCN6, 0_COQ2, 0_CRHBP, 0_CYB561D2, 0_CYTIP, 0_DAPK1, 0_DARS2, 0_DDAH1, 0_DNAJC16, 0_DNAL4, 0_DPYSL2, 0_DTYMK, 0_DZIP3, 0_EIF2B4, 0_EIF5A2, 0_EPHA7, 0_EYA4, 0_FAIM, 0_FAM81A, 0_FCF1, 0_FGG, 0_FZD1, 0_GBA2, 0_GCH1, 0_GRPEL2, 0_GSTA4, 0_HCFC2, 0_HMGB1, 0_HNRNPAB, 0_HPCA, 0_HSPE1, 0_INTU, 0_IRF1, 0_ITGA3, 0_KBTBD8, 0_KIAA0753, 0_KIF13B, 0_KLF12, 0_LACTB, 0_LMBRD2, 0_LPCAT1, 0_MAD2L2, 0_MANEA, 0_METAP2, 0_METTL7B, 0_MFNG, 0_MGAM, 0_MPG, 0_MRPL12, 0_MRPS28, 0_MRRF, 0_MS4A6A, 0_MTA1, 0_NDRG2, 0_NLE1, 0_NME1, 0_NOP56, 0_NR1D2, 0_NRP1, 0_NTN1, 0_PACSIN3, 0_PAICS, 0_PCYOX1, 0_PCYOX1L, 0_PDLIM5, 0_PHLDB1, 0_POLA2, 0_PPIP5K1, 0_PRAM1, 0_PRDX1, 0_PREX2, 0_PRKAA2, 0_PRKCH, 0_PRKG1, 0_PRR16, 0_PSMD1, 0_PSMF1, 0_PTPN2, 0_PWWP2B, 0_RAB28, 0_RAB35, 0_RASSF3, 0_RBM47, 0_RFC1, 0_RHOT2, 0_RIN2, 0_RIN3, 0_RNF31, 0_RNF40, 0_RPL23, 0_SBNO2, 0_SDHD, 0_SEMA4B, 0_SERPINH1, 0_SGK3, 0_SGSM3, 0_SLC17A4, 0_SLC26A11, 0_SLC43A1, 0_SLC47A1, 0_SMG6, 0_SOCS1, 0_SOCS6, 0_SOD2, 0_STEAP3, 0_STK35, 0_TBC1D14, 0_TCF4, 0_TMEM168, 0_TP53I3, 0_TUBA1C, 0_TXNL1, 0_UBA5, 0_UBOX5, 0_UPK1B, 0_VRK2, 0_WSCD2, 0_ZC3H12C, 0_ZC3HC1, 0_ZDHHC24, 0_ZNF148, 0_ZNF44]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
41 features: [0_CDK18, 0_SQSTM1, 0_UAP1, 0_ENPP3, 0_TEK, 0_DHCR7, 0_LDB2, 0_AKR1C3, 0_CRYAB, 0_DDB2, 0_LRRC28, 0_APBB2, 0_C9orf116, 0_RANBP3L, 0_TMPRSS2, 0_ADCY4, 0_ANXA9, 0_ARHGAP18, 0_ARL3, 0_ATP6V1B1, 0_B4GALNT3, 0_BAX, 0_BHMT2, 0_CA9, 0_EFNB2, 0_FLT4, 0_HPCAL1, 0_HSPB7, 0_MECOM, 0_MKS1, 0_NAP1L5, 0_NLGN1, 0_NR3C2, 0_PLSCR3, 0_PRKCH, 0_PXK, 0_SLC22A23, 0_SLC43A1, 0_STC1, 0_TACC1, 0_WSCD2]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
63 features: [0_CDK18, 0_SQSTM1, 0_ENPP3, 0_UAP1, 0_LRRC28, 0_LDB2, 0_STC1, 0_TEK, 0_DHCR7, 0_NLGN1, 0_TMPRSS2, 0_BAX, 0_DDB2, 0_RANBP3L, 0_SLC22A23, 0_AKR1C3, 0_APBB2, 0_BHMT2, 0_CRYAB, 0_EFNB2, 0_WSCD2, 0_ANGPTL4, 0_ATP6V1C2, 0_C9orf116, 0_CA9, 0_FLT4, 0_HPCAL1, 0_HSPB7, 0_PLCD3, 0_REC8, 0_TRIB2, 0_ADCY4, 0_AGPAT4, 0_ANXA9, 0_ARHGAP18, 0_ARL3, 0_ATP6V1B1, 0_B4GALNT3, 0_CBX7, 0_CHRNB1, 0_CLPB, 0_CRHBP, 0_DPYSL2, 0_FAM13C, 0_GSTA4, 0_HTRA4, 0_KIAA0753, 0_MAD1L1, 0_MECOM, 0_MKS1, 0_NAP1L5, 0_NR3C2, 0_NUS1, 0_PAQR7, 0_PLSCR3, 0_PRKCH, 0_PTMA, 0_PXK, 0_RIT1, 0_SLC1A4, 0_SLC43A1, 0_TACC1, 0_UPK1B]
