
OPTIMIZING ON FOLD NUMBER 7
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5898
Features active in total: 5898
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 21
Generations completed = 42
Generations completed = 64
Generations completed = 86
Generations completed = 108
Generations completed = 129
Generations completed = 151
Generations completed = 172
Generations completed = 194
Generations completed = 216
Generations completed = 238
Generations completed = 259
Generations completed = 280
Generations completed = 300
Generations completed = 320
Generations completed = 340
Generations completed = 359
Generations completed = 378
Generations completed = 397
Generations completed = 418
Generations completed = 437
Generations completed = 455
Generations completed = 477
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9329149780725633, 0.3333333333333333) 8 features: [0_ACADVL, 0_ATP13A3, 0_CFB, 0_CRHBP, 0_DYNC2LI1, 0_FGFR4, 0_PHKA2, 0_RBM17]
(0.9318277867700937, 0.3535533905932738) 7 features: [0_CFB, 0_FGFR4, 0_NDUFA4L2, 0_PCYOX1, 0_RBM17, 0_SPOCK2, 0_SQSTM1]
(0.927903656169369, 0.3779644730092272) 6 features: [0_B9D1, 0_CFB, 0_CRHBP, 0_DYNC2LI1, 0_FGFR4, 0_PHKA2]
(0.9164412407035838, 0.408248290463863) 5 features: [0_CRHBP, 0_DYNC2LI1, 0_FGFR4, 0_PHKA2, 0_YBX1]
(0.902174505805904, 0.4472135954999579) 4 features: [0_BAIAP2L2, 0_DYNC2LI1, 0_NDUFA4L2, 0_SPOCK2]
(0.8883108861988104, 0.5) [0_DYNC2LI1, 0_FGF9, 0_SPOCK2]
(0.8128001721753529, 0.5773502691896257) [0_PLCG2, 0_VEGFA]
(0.7012336212294996, 0.7071067811865476) [0_TPK1]
(0.2, 1.0) []
Features in hall of fame by prevalence:
42 features: [0_CFB, 0_FGFR4, 0_NDUFA4L2, 0_RBM17, 0_SPOCK2, 0_DYNC2LI1, 0_PHKA2, 0_SQSTM1, 0_CRHBP, 0_PCYOX1, 0_BAIAP2L2, 0_BSDC1, 0_GTF2H1, 0_HUNK, 0_IL18R1, 0_LAMB1, 0_PPP2R2A, 0_AACS, 0_ACADVL, 0_AGTRAP, 0_AP1G1, 0_ARRDC4, 0_ATP13A3, 0_AXIN2, 0_B9D1, 0_C3orf14, 0_CCNYL1, 0_CWC25, 0_FGF9, 0_LETM2, 0_MANF, 0_MLLT3, 0_NGB, 0_NUDT11, 0_PLCG2, 0_PRELID1, 0_RAD18, 0_SIRPA, 0_TPK1, 0_UBOX5, 0_VEGFA, 0_YBX1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
371 features: [0_FGFR4, 0_NDUFA4L2, 0_DYNC2LI1, 0_CFB, 0_PHKA2, 0_RBM17, 0_CRHBP, 0_SQSTM1, 0_SPOCK2, 0_LAMB1, 0_BSDC1, 0_IL18R1, 0_PPP2R2A, 0_PCYOX1, 0_GTF2H1, 0_NUDT11, 0_AXIN2, 0_HUNK, 0_PLCG2, 0_TBC1D1, 0_BAIAP2L2, 0_NGB, 0_TPK1, 0_SIRPA, 0_LETM2, 0_MANF, 0_C3orf14, 0_CWC25, 0_VEGFA, 0_EIF5A2, 0_AGTRAP, 0_PNPT1, 0_ARHGAP23, 0_UBOX5, 0_CA9, 0_LIN54, 0_WDR35, 0_ARRDC4, 0_C18orf25, 0_FGF9, 0_HIPK2, 0_KIF2A, 0_LARS2, 0_MKS1, 0_TAF9B, 0_GPRIN2, 0_MOAP1, 0_NLGN1, 0_PDK4, 0_POM121, 0_ABHD3, 0_ACBD6, 0_AMBP, 0_B9D1, 0_CARD6, 0_CCDC159, 0_CDC42EP4, 0_EEF1E1, 0_FCAR, 0_FLII, 0_GGTLC1, 0_GTF3C5, 0_HSPA1B, 0_HSPD1, 0_ING1, 0_IRF9, 0_LDB2, 0_MRPS7, 0_NTN1, 0_RAD18, 0_TBKBP1, 0_XPC, 0_AP1G1, 0_APRT, 0_DPP8, 0_ENPP3, 0_GFM1, 0_GHR, 0_GPT, 0_MLX, 0_MORC3, 0_NKX6-1, 0_PDLIM5, 0_POLR3K, 0_PPP5C, 0_PRELID1, 0_RRBP1, 0_SEC14L2, 0_TMEM176A, 0_ZBTB10, 0_ALKBH5, 0_APOO, 0_ATP13A3, 0_ATP6V1H, 0_BICD1, 0_COX6C, 0_DARS2, 0_DUSP6, 0_EIF3E, 0_EMCN, 0_GABARAPL1, 0_IKBKE, 0_KIFAP3, 0_MAP3K8, 0_MAPKAP1, 0_MRPS28, 0_NANS, 0_NUCB1, 0_PCMTD2, 0_PNPO, 0_PRDM10, 0_RECQL, 0_UBQLN4, 0_AACS, 0_ACOT1, 0_ACP1, 0_AKAP1, 0_ALG11, 0_ARHGAP6, 0_ARMC10, 0_ATP2B1, 0_ATP6V1D, 0_B4GALNT3, 0_BRMS1, 0_C1orf159, 0_CCDC130, 0_CETN2, 0_COMMD8, 0_CPNE8, 0_CTR9, 0_DNAJC16, 0_ENTPD4, 0_EWSR1, 0_FADS1, 0_FAM98B, 0_G6PD, 0_GOLGB1, 0_GPC4, 0_GTPBP10, 0_HOXD4, 0_HSF1, 0_INPP4B, 0_ITGA3, 0_KIAA1143, 0_KIAA1328, 0_LGI4, 0_LY86, 0_MAP2K6, 0_MCL1, 0_MFSD1, 0_MPND, 0_MTX3, 0_MYO1B, 0_N4BP2L2, 0_NAGK, 0_NLRP12, 0_NNT, 0_NOSIP, 0_NPTN, 0_NXPH2, 0_OXNAD1, 0_PIAS1, 0_PLD2, 0_POU6F1, 0_PPIH, 0_PPP1R16B, 0_PPP2R5A, 0_PRRT3, 0_PSMA4, 0_PTPRE, 0_RBM42, 0_RPL27A, 0_RSPRY1, 0_SAP30, 0_SCLT1, 0_SF3A1, 0_SLC13A1, 0_SLC25A5, 0_SLC26A2, 0_SLC27A4, 0_SLC35A2, 0_SRPX2, 0_SSH3, 0_TDP1, 0_TGFA, 0_TOMM20, 0_ZNF134, 0_ZNF143, 0_ZNF146, 0_AAGAB, 0_ACADVL, 0_ACTR3, 0_AKAP12, 0_ALDH9A1, 0_ASS1, 0_ATG4D, 0_ATP6V1A, 0_ATP6V1C2, 0_ATP7A, 0_B3GALT4, 0_BAK1, 0_BDH1, 0_BICD2, 0_BMP2K, 0_BRAF, 0_BRWD1, 0_BUB3, 0_C1orf162, 0_CA12, 0_CARHSP1, 0_CASP9, 0_CCDC102B, 0_CCDC124, 0_CCNYL1, 0_CD74, 0_CHCHD10, 0_CHMP1B, 0_CHPF, 0_CHRNB1, 0_CLIP2, 0_CNOT1, 0_COBLL1, 0_COPS4, 0_CREB3L4, 0_CRTAP, 0_CSDE1, 0_CSTF1, 0_CUL2, 0_CYC1, 0_CYCS, 0_DCP1A, 0_DEDD, 0_DLST, 0_DOK4, 0_DPYS, 0_DUSP7, 0_E4F1, 0_ECE1, 0_EDNRB, 0_EFNA1, 0_EHBP1, 0_EIF4H, 0_ELMO3, 0_EPB41L3, 0_EYA4, 0_FAM122A, 0_FAM53B, 0_FANCE, 0_FBXL2, 0_FBXO21, 0_FBXO30, 0_FCRL1, 0_FGF2, 0_FKBP10, 0_FLRT3, 0_FOXO3, 0_GLRX5, 0_GSPT2, 0_GSTZ1, 0_GTF2F2, 0_HADHA, 0_HIF1A, 0_HIF3A, 0_HK1, 0_HNRNPA3, 0_HPS4, 0_HSD17B14, 0_IDH3B, 0_IFIH1, 0_ITGA9, 0_KAT2B, 0_KAT5, 0_KIF11, 0_KIF13B, 0_KIF1B, 0_LAS1L, 0_LCOR, 0_LRRC61, 0_LYPD5, 0_MAEA, 0_MED15, 0_MEPCE, 0_MIPOL1, 0_MRPL55, 0_MRPS18A, 0_MRPS25, 0_MS4A7, 0_MTHFS, 0_MTSS1, 0_MYO19, 0_MYO1E, 0_NAALAD2, 0_NAPA, 0_NDUFB1, 0_NNMT, 0_NR3C2, 0_NSL1, 0_NYNRIN, 0_OCIAD2, 0_OGDHL, 0_PABPN1, 0_PAX5, 0_PCCB, 0_PCDHGC4, 0_PCK2, 0_PDAP1, 0_PEX14, 0_PEX2, 0_PFKM, 0_PIAS2, 0_PIK3CG, 0_PLEKHA1, 0_PLK1, 0_POLE4, 0_PPM1G, 0_PPP3R1, 0_PRPF38B, 0_PSMD3, 0_PUS1, 0_PYROXD2, 0_RAB2A, 0_RAB5A, 0_RABAC1, 0_RALBP1, 0_RAPGEF4, 0_RBM5, 0_RCE1, 0_REC8, 0_RNF10, 0_RNPEP, 0_RPS6KA4, 0_RPTOR, 0_SAFB2, 0_SAP18, 0_SCARB1, 0_SDC1, 0_SDSL, 0_SEC23IP, 0_SIDT1, 0_SLC12A7, 0_SLC36A4, 0_SLC37A4, 0_SLC9A2, 0_SNX2, 0_STK39, 0_STXBP5, 0_SULT1B1, 0_SVEP1, 0_SYNGR3, 0_SYNJ2BP, 0_TCF4, 0_TIMM44, 0_TMED2, 0_TMEM87B, 0_TNIK, 0_TNRC6A, 0_TRIB3, 0_TRIM21, 0_TUBB6, 0_TUBGCP3, 0_WBP2, 0_WDR18, 0_XKR9, 0_YBX1, 0_ZC3H12C, 0_ZDHHC14, 0_ZDHHC21, 0_ZDHHC3, 0_ZDHHC6, 0_ZNF500, 0_ZNF853]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
31 features: [0_DYNC2LI1, 0_PLCG2, 0_NDUFA4L2, 0_TBC1D1, 0_TPK1, 0_VEGFA, 0_PHKA2, 0_CA9, 0_FGF9, 0_LARS2, 0_NTN1, 0_ENPP3, 0_MKS1, 0_ATG4D, 0_ATP6V1H, 0_B4GALNT3, 0_BDH1, 0_CFB, 0_CRHBP, 0_FGFR4, 0_LDB2, 0_NLGN1, 0_NNT, 0_OXNAD1, 0_PTPRE, 0_SAP30, 0_SLC27A4, 0_SPOCK2, 0_SQSTM1, 0_TCF4, 0_TGFA]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
53 features: [0_DYNC2LI1, 0_NDUFA4L2, 0_PLCG2, 0_TPK1, 0_TBC1D1, 0_VEGFA, 0_PHKA2, 0_CA9, 0_MKS1, 0_FGF9, 0_LARS2, 0_NLGN1, 0_NTN1, 0_FGFR4, 0_LDB2, 0_SPOCK2, 0_SQSTM1, 0_ALDH9A1, 0_ENPP3, 0_ATP6V1H, 0_BAIAP2L2, 0_CFB, 0_CRHBP, 0_PTPRE, 0_TGFA, 0_AKR1C3, 0_APOO, 0_ATG4D, 0_ATP6V1A, 0_ATP6V1D, 0_B4GALNT3, 0_BDH1, 0_CARHSP1, 0_CCDC102B, 0_CRTAP, 0_DOK4, 0_EYA4, 0_FBXL2, 0_NNT, 0_OXNAD1, 0_PCYOX1, 0_RAPGEF4, 0_RBM17, 0_REC8, 0_SAP30, 0_SDSL, 0_SLC25A11, 0_SLC25A5, 0_SLC27A4, 0_TCF4, 0_TMEM176A, 0_TRIM21, 0_ZBTB1]
