
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5882
Features active in total: 5882
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 21
Generations completed = 42
Generations completed = 63
Generations completed = 84
Generations completed = 105
Generations completed = 126
Generations completed = 147
Generations completed = 168
Generations completed = 190
Generations completed = 211
Generations completed = 232
Generations completed = 253
Generations completed = 275
Generations completed = 296
Generations completed = 318
Generations completed = 339
Generations completed = 361
Generations completed = 383
Generations completed = 405
Generations completed = 431
Generations completed = 457
Generations completed = 483
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
330 features: [0_HUNK, 0_SQSTM1, 0_SAP30, 0_EMCN, 0_STC2, 0_CROT, 0_CFB, 0_PPP2R2A, 0_PCYOX1, 0_TPK1, 0_KIF9, 0_UAP1, 0_PLCG2, 0_GLT8D1, 0_LGI4, 0_MAP2K5, 0_FLT4, 0_SDCBP2, 0_NECAB3, 0_TBC1D14, 0_NUDT8, 0_PLCG1, 0_KCTD16, 0_HPCA, 0_KIAA1755, 0_PYGL, 0_CDK18, 0_LDB2, 0_ABCA4, 0_C17orf97, 0_DGKD, 0_NRBP1, 0_GLOD4, 0_POLR2E, 0_VEGFA, 0_CIR1, 0_DZIP3, 0_PPA2, 0_SERGEF, 0_ST8SIA5, 0_TMEM176B, 0_DBNDD2, 0_HPCAL1, 0_HSD3B7, 0_KIF13B, 0_NCBP1, 0_RANBP3L, 0_S1PR1, 0_SFXN5, 0_SYNE2, 0_CA9, 0_CAND2, 0_EYA4, 0_FMO2, 0_GATM, 0_GPR132, 0_MAP4, 0_MKS1, 0_MON1B, 0_NCOA7, 0_PDHX, 0_PHKA2, 0_RNASE3, 0_RPP38, 0_S100A13, 0_SIRPA, 0_STX10, 0_TCF4, 0_TGFB1, 0_ABLIM3, 0_AFAP1, 0_AKR1C3, 0_ALOX5, 0_ANKRD11, 0_APOO, 0_BAMBI, 0_CNOT1, 0_CPSF6, 0_CREB3L1, 0_CRYZ, 0_DNPEP, 0_DPM1, 0_EFNB2, 0_EIF4G2, 0_EPHA3, 0_FABP7, 0_FANCG, 0_GBP1, 0_GK5, 0_GPR143, 0_JAG1, 0_LRRC28, 0_MIS12, 0_MRPL38, 0_MRPS25, 0_PDF, 0_PDLIM1, 0_PEX19, 0_PNPT1, 0_PTPRE, 0_PUS10, 0_RBM12, 0_RBM47, 0_RBP4, 0_RCCD1, 0_REEP5, 0_REPS1, 0_RGL2, 0_RPL41, 0_RPS6KA4, 0_RSAD2, 0_SH3PXD2B, 0_SHE, 0_SLC15A4, 0_SUMO3, 0_TBC1D23, 0_TGS1, 0_TMEM132E, 0_TOE1, 0_TUBGCP5, 0_TYMP, 0_XIAP, 0_XK, 0_ZNF337, 0_ABHD3, 0_ACO1, 0_ACO2, 0_ACTN4, 0_ADAM33, 0_AHDC1, 0_AHNAK2, 0_ALDH7A1, 0_ALG11, 0_AMFR, 0_AP4M1, 0_APEH, 0_APH1A, 0_ARAF, 0_ARF6, 0_ARL13B, 0_ARL3, 0_ARL5A, 0_ARL6IP6, 0_ARMC10, 0_ARPC1A, 0_ARPC5, 0_ATIC, 0_ATP13A2, 0_ATP6V1A, 0_ATP6V1B1, 0_ATP6V1D, 0_ATP6V1H, 0_BARX2, 0_BDH1, 0_BLVRB, 0_BMP6, 0_BNIP3L, 0_BPNT1, 0_C3orf18, 0_C7orf25, 0_C9orf116, 0_CALCOCO1, 0_CARD10, 0_CASP2, 0_CASP9, 0_CCNDBP1, 0_CCRL2, 0_CCT3, 0_CCT6A, 0_CD151, 0_CDC16, 0_CDH23, 0_CDK19, 0_CEACAM7, 0_CHAF1A, 0_CHD9, 0_CHI3L2, 0_CHP2, 0_CHRNB1, 0_CKS1B, 0_CLIC1, 0_CLK1, 0_CLTB, 0_CMTM6, 0_CNN3, 0_CNTN2, 0_CSAD, 0_CTCF, 0_CTNNA2, 0_CTSC, 0_DEK, 0_EEF1E1, 0_ENO1, 0_ERBB3, 0_FAF2, 0_FAM111A, 0_FAM13C, 0_FRY, 0_FXN, 0_GABARAPL1, 0_GANAB, 0_GBP4, 0_GCDH, 0_GGTA1, 0_GJA4, 0_GLB1L, 0_GLE1, 0_GLYAT, 0_GOLGA4, 0_HDAC4, 0_HMGN1, 0_HSPBAP1, 0_IDH3A, 0_ING1, 0_IRGQ, 0_ISG20L2, 0_KAT5, 0_KLF3, 0_KRT7, 0_LACTB2, 0_LAGE3, 0_LARP1, 0_LARP7, 0_LARS2, 0_LATS1, 0_LAYN, 0_LDHC, 0_LONRF2, 0_MAP2, 0_MAP2K6, 0_MCCC2, 0_MCPH1, 0_MDM4, 0_MPHOSPH8, 0_MPZL1, 0_MRPS18B, 0_MSTO1, 0_MTHFD1L, 0_MTSS1, 0_MYO3B, 0_NCKAP5L, 0_NCOA6, 0_NKTR, 0_NMI, 0_NNT, 0_NUP88, 0_OCRL, 0_OGDHL, 0_OPHN1, 0_ORM2, 0_OTUD7B, 0_PADI1, 0_PAG1, 0_PAIP1, 0_PBLD, 0_PCLO, 0_PDP2, 0_PEG3, 0_PEPD, 0_PGAM5, 0_PIK3R1, 0_PINK1, 0_PLD2, 0_PNMA1, 0_POLR3D, 0_POM121C, 0_POU3F3, 0_PPP3R2, 0_PRDM1, 0_PRELID1, 0_PRPF18, 0_PRTFDC1, 0_PSMA4, 0_PSMA6, 0_PSMD13, 0_RAB11FIP4, 0_RAB13, 0_RABIF, 0_RASSF5, 0_REM1, 0_RIT1, 0_RNF115, 0_RNF123, 0_RNF149, 0_RNF31, 0_RPS6KA3, 0_RUVBL1, 0_SBNO1, 0_SCARB1, 0_SEC14L1, 0_SEC31A, 0_SERPINB6, 0_SEZ6L2, 0_SF3B1, 0_SIAH1, 0_SIK2, 0_SIM2, 0_SLC17A4, 0_SLC25A38, 0_SLC3A1, 0_SLC46A3, 0_SLC4A10, 0_SNAPIN, 0_SPATA18, 0_SRI, 0_STK35, 0_SVIP, 0_SYNGR2, 0_TAOK1, 0_TBC1D1, 0_TBCD, 0_THAP2, 0_TIMM50, 0_TMEM184C, 0_TMTC1, 0_TNFRSF6B, 0_TNS1, 0_TPD52L1, 0_TPM2, 0_TPST1, 0_TREM2, 0_TSHZ3, 0_TTR, 0_TUBB1, 0_UPK1B, 0_WDR19, 0_WDR35, 0_ZDHHC14, 0_ZNF134, 0_ZXDA]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
43 features: [0_PLCG2, 0_STC2, 0_TPK1, 0_CDK18, 0_VEGFA, 0_CFB, 0_HPCAL1, 0_KCTD16, 0_MKS1, 0_NRBP1, 0_S1PR1, 0_SAP30, 0_SQSTM1, 0_ST8SIA5, 0_ABCA4, 0_AKR1C3, 0_ATIC, 0_BAMBI, 0_BPNT1, 0_CA9, 0_CCRL2, 0_CCT3, 0_EFNB2, 0_EMCN, 0_FABP7, 0_FAM13C, 0_GBP1, 0_GLB1L, 0_GPR143, 0_KIF13B, 0_KRT7, 0_LDB2, 0_MCPH1, 0_MRPS25, 0_NCOA7, 0_PAG1, 0_PDLIM1, 0_SIRPA, 0_TBC1D14, 0_TCF4, 0_TMEM132E, 0_TMTC1, 0_TPD52L1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
74 features: [0_PLCG2, 0_STC2, 0_TPK1, 0_CDK18, 0_SQSTM1, 0_TBC1D14, 0_CFB, 0_EMCN, 0_HPCA, 0_VEGFA, 0_ABCA4, 0_HPCAL1, 0_HUNK, 0_KIF13B, 0_LDB2, 0_S1PR1, 0_SAP30, 0_TMEM176B, 0_EFNB2, 0_EYA4, 0_FABP7, 0_GPR143, 0_KCTD16, 0_MKS1, 0_NRBP1, 0_SIRPA, 0_ST8SIA5, 0_TCF4, 0_ABLIM3, 0_AKR1C3, 0_ALDH7A1, 0_APEH, 0_ATIC, 0_BAMBI, 0_BARX2, 0_BPNT1, 0_C17orf97, 0_CA9, 0_CASP2, 0_CASP9, 0_CCNDBP1, 0_CCRL2, 0_CCT3, 0_CDC16, 0_DUSP6, 0_FAM13C, 0_FRY, 0_GBP1, 0_GBP4, 0_GLB1L, 0_ING1, 0_KRT7, 0_LAYN, 0_MAP2, 0_MCPH1, 0_MRPS25, 0_MTSS1, 0_NCOA7, 0_NUP88, 0_PAG1, 0_PAM, 0_PDLIM1, 0_PLXNB1, 0_PRDM1, 0_RANBP3L, 0_RNF115, 0_SEZ6L2, 0_SLC15A4, 0_SLC25A38, 0_TIAM1, 0_TMEM132E, 0_TMTC1, 0_TPD52L1, 0_VWF]
