
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5886
Features active in total: 5886
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 21
Generations completed = 42
Generations completed = 63
Generations completed = 85
Generations completed = 107
Generations completed = 129
Generations completed = 151
Generations completed = 173
Generations completed = 195
Generations completed = 217
Generations completed = 239
Generations completed = 261
Generations completed = 283
Generations completed = 305
Generations completed = 327
Generations completed = 349
Generations completed = 371
Generations completed = 394
Generations completed = 416
Generations completed = 440
Generations completed = 464
Generations completed = 488
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9201857751831997, 0.3779644730092272) 6 features: [0_DYNC2LI1, 0_EFNB2, 0_GGTLC2, 0_GRPEL2, 0_TEK, 0_VEGFA]
(0.9114901230092867, 0.408248290463863) 5 features: [0_ABHD3, 0_DYNC2LI1, 0_GGTLC2, 0_TEK, 0_VEGFA]
(0.9007479196387376, 0.4472135954999579) 4 features: [0_EFNB2, 0_RNF149, 0_TBC1D1, 0_VEGFA]
(0.8786274691299143, 0.5) [0_EFNB2, 0_STC2, 0_TBC1D1]
(0.8385951499572398, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.6223891763509954, 0.7071067811865476) [0_LDB2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
34 features: [0_EFNB2, 0_VEGFA, 0_GGTLC2, 0_GRPEL2, 0_PDAP1, 0_GJA4, 0_G6PD, 0_HSPBAP1, 0_ABHD3, 0_TBC1D1, 0_CADM4, 0_CHP2, 0_DYNC2LI1, 0_PDZK1IP1, 0_STC2, 0_TEK, 0_THEM4, 0_ADAMTS9, 0_ALG1, 0_ATP6V1C2, 0_CD151, 0_CTBP1, 0_LDB2, 0_MED1, 0_NIT2, 0_NRP1, 0_PCMTD2, 0_PLP2, 0_RNF149, 0_SMAD2, 0_SQSTM1, 0_TBC1D9B, 0_TCP1, 0_UAP1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
354 features: [0_VEGFA, 0_EFNB2, 0_GRPEL2, 0_GGTLC2, 0_PDAP1, 0_GJA4, 0_TBC1D1, 0_G6PD, 0_STC2, 0_CADM4, 0_SQSTM1, 0_UAP1, 0_HSPBAP1, 0_TIAM2, 0_RBM6, 0_ABHD3, 0_PDZK1IP1, 0_CHP2, 0_THEM4, 0_TEK, 0_ZNF512, 0_ZNF81, 0_DYNC2LI1, 0_PCMTD2, 0_ETV4, 0_FAM13C, 0_FBXW5, 0_LDB2, 0_RNF31, 0_ALOX15B, 0_EDN1, 0_GGTLC1, 0_NTN1, 0_ABCB6, 0_BCAS3, 0_ENY2, 0_TGFA, 0_ULK3, 0_CUBN, 0_EGFR, 0_RANBP2, 0_TDP1, 0_XPA, 0_AKR1C3, 0_ALOX5, 0_ATP6V0A1, 0_B4GALNT3, 0_CDH16, 0_CDKN1C, 0_EMCN, 0_EPHA3, 0_FGF9, 0_FLRT3, 0_FOXK1, 0_ID1, 0_IER3IP1, 0_MKS1, 0_MLLT6, 0_NLGN1, 0_OGT, 0_PLAU, 0_RASD2, 0_REC8, 0_RUFY2, 0_SRFBP1, 0_TBC1D14, 0_TBC1D9B, 0_TBL1X, 0_THBS1, 0_TP53BP2, 0_XK, 0_ZNF234, 0_ADAMTS9, 0_ADPGK, 0_ALDH7A1, 0_ANKRD26, 0_ATP6V1B1, 0_ATP6V1C2, 0_ATXN1, 0_BAALC, 0_BLOC1S1, 0_CAST, 0_CCNG2, 0_CFB, 0_CHRNB1, 0_COX5A, 0_CTBP1, 0_DDX60, 0_DNAJC16, 0_DOK4, 0_ELOVL1, 0_FXR1, 0_GGT1, 0_GLUD1, 0_GPRIN2, 0_IRAK1, 0_KCNE4, 0_LRRN4CL, 0_MDM2, 0_MYO3B, 0_NANOS2, 0_NDUFA4L2, 0_NELL1, 0_NOTCH3, 0_NR1H3, 0_NRP1, 0_PACS1, 0_PCDHGB1, 0_PDE8A, 0_PSMC6, 0_PTAFR, 0_RARB, 0_RBL2, 0_RCN1, 0_SAR1A, 0_SCAF1, 0_SCCPDH, 0_SLC13A3, 0_SNRNP48, 0_TACO1, 0_TLN1, 0_TMEM176B, 0_TMEM33, 0_TMEM88, 0_TOR1AIP1, 0_TSG101, 0_TSPAN6, 0_TTC19, 0_WDFY1, 0_ZSCAN12, 0_ABCF1, 0_ACCS, 0_ACOT13, 0_ACTR3, 0_ACVR2B, 0_ADCY8, 0_ALCAM, 0_ALG1, 0_ARHGAP12, 0_ARL10, 0_ARL5A, 0_ARPC5, 0_ATP6V1F, 0_ATP6V1H, 0_B3GNT2, 0_B3GNT9, 0_B3GNTL1, 0_BCKDHA, 0_BDKRB1, 0_BICD2, 0_BZW2, 0_C18orf25, 0_C1orf159, 0_C20orf96, 0_C2orf74, 0_C9orf78, 0_CA9, 0_CCNL2, 0_CD151, 0_CDC16, 0_CHCHD10, 0_CHDH, 0_CHRNA7, 0_COPS7A, 0_CPD, 0_CSGALNACT2, 0_CSPG4, 0_DCPS, 0_DLGAP4, 0_DPM2, 0_DPYSL3, 0_DYRK1A, 0_EBNA1BP2, 0_ENPP3, 0_EPS15L1, 0_ERAL1, 0_EYA4, 0_FABP3, 0_FAM89A, 0_FASTKD3, 0_FBP1, 0_FGFRL1, 0_FLII, 0_FZR1, 0_GABARAPL1, 0_GAR1, 0_GBP1, 0_GCAT, 0_GLI2, 0_GSPT1, 0_GSPT2, 0_GSTK1, 0_HGSNAT, 0_HINT2, 0_HMGB1, 0_HMGXB4, 0_HSD17B12, 0_HSP90AB1, 0_IMMP1L, 0_IQCG, 0_ISOC2, 0_KIAA1755, 0_KIF21B, 0_KIF5B, 0_KLHDC1, 0_LBP, 0_LENG9, 0_LNX2, 0_LRSAM1, 0_LZTS2, 0_MAN2B1, 0_MANF, 0_MAP3K12, 0_MAPKAPK5, 0_MARCKS, 0_MCM5, 0_MIB1, 0_MLX, 0_MPHOSPH8, 0_MRPL13, 0_MRPS25, 0_MTG1, 0_MTMR12, 0_MXD1, 0_MYO3A, 0_MYSM1, 0_NDUFB3, 0_NDUFB5, 0_NEDD4L, 0_NEK9, 0_NFE2L1, 0_NME7, 0_NPRL2, 0_NPTN, 0_NR3C2, 0_NSF, 0_NYNRIN, 0_OSBPL1A, 0_OSGIN2, 0_OXNAD1, 0_PARP3, 0_PDE3A, 0_PDIA6, 0_PDLIM1, 0_PEBP1, 0_PFKM, 0_PI16, 0_PI4KA, 0_PICK1, 0_PLCD3, 0_PLD2, 0_PLEKHG3, 0_PLP2, 0_PLXNB1, 0_POFUT1, 0_POLR2C, 0_PPM1H, 0_PROC, 0_PSPC1, 0_PTGER4, 0_PTPN23, 0_PYGL, 0_R3HDM2, 0_RABEPK, 0_RANBP3, 0_RANBP9, 0_RAPGEF4, 0_RBL1, 0_REPS1, 0_RFX7, 0_RIT1, 0_RNF13, 0_RNF149, 0_RPA2, 0_RPL28, 0_RPS15, 0_RPS20, 0_RSBN1, 0_RSL24D1, 0_RTN4IP1, 0_RUVBL2, 0_SACM1L, 0_SAP30, 0_SEC14L2, 0_SENP2, 0_SFXN3, 0_SGMS1, 0_SHARPIN, 0_SIAH2, 0_SLC25A5, 0_SLC27A4, 0_SLC29A2, 0_SLC4A2, 0_SLC7A1, 0_SLC9A2, 0_SMAD9, 0_SNAPC2, 0_SNRPB2, 0_SNRPD2, 0_SNRPG, 0_SNX10, 0_SNX29, 0_SOX9, 0_SPATA18, 0_SPRYD3, 0_SPTBN1, 0_SSX2IP, 0_STAG2, 0_STARD13, 0_STAT4, 0_STRN3, 0_STX10, 0_STX4, 0_SUCLA2, 0_SUPT5H, 0_SUPT6H, 0_SYMPK, 0_SYNGR2, 0_SYTL1, 0_TAF13, 0_TCP1, 0_TCTN1, 0_TECPR2, 0_TFB1M, 0_TIFA, 0_TIGD1, 0_TMCC3, 0_TMED10, 0_TMED7-TICAM2, 0_TMED9, 0_TMEM116, 0_TMEM184C, 0_TMEM223, 0_TMOD3, 0_TMPRSS2, 0_TPST2, 0_TRIM17, 0_TRIP12, 0_TSHR, 0_TSHZ1, 0_TST, 0_TTC33, 0_TTC39C, 0_TTC9C, 0_TTLL12, 0_UBE2M, 0_USP7, 0_VPS36, 0_XPNPEP1, 0_ZDHHC6, 0_ZMAT2, 0_ZNF443, 0_ZNF787, 0_ZXDA]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
39 features: [0_STC2, 0_TBC1D1, 0_EFNB2, 0_VEGFA, 0_GGTLC2, 0_LDB2, 0_NTN1, 0_SQSTM1, 0_ABCB6, 0_GGTLC1, 0_MKS1, 0_PDZK1IP1, 0_TEK, 0_ATP6V1B1, 0_B3GNT9, 0_B4GALNT3, 0_BZW2, 0_CCNG2, 0_CFB, 0_CHCHD10, 0_CHP2, 0_DYNC2LI1, 0_EDN1, 0_EPHA3, 0_ETV4, 0_FAM13C, 0_FGF9, 0_GGT1, 0_GRPEL2, 0_HSP90AB1, 0_KCNE4, 0_NLGN1, 0_OSBPL1A, 0_PDAP1, 0_PTPN23, 0_RAPGEF4, 0_RASD2, 0_SSX2IP, 0_UAP1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
75 features: [0_STC2, 0_TBC1D1, 0_VEGFA, 0_EFNB2, 0_GGTLC2, 0_LDB2, 0_SQSTM1, 0_ABCB6, 0_NTN1, 0_TEK, 0_PDZK1IP1, 0_ATP6V0A1, 0_EDN1, 0_EMCN, 0_EPHA3, 0_FGF9, 0_GGTLC1, 0_MKS1, 0_RASD2, 0_TMEM176B, 0_ABHD3, 0_AKR1C3, 0_ANKRD46, 0_ARL10, 0_ARNT, 0_ATP6V1B1, 0_B3GNT9, 0_B4GALNT3, 0_BAALC, 0_BZW2, 0_C7orf25, 0_CCNG2, 0_CDK5RAP2, 0_CFB, 0_CHCHD10, 0_CHDH, 0_CHP2, 0_CYB561D2, 0_DYNC2LI1, 0_ELF2, 0_EPS15L1, 0_ETV4, 0_FAM13C, 0_FBP1, 0_FLRT3, 0_FZR1, 0_GGT1, 0_GRPEL2, 0_GSPT2, 0_HSP90AB1, 0_IER3IP1, 0_KCNE4, 0_LBP, 0_LSM6, 0_MAFG, 0_MPZL1, 0_MRPS25, 0_NELL1, 0_NLGN1, 0_OSBPL1A, 0_PDAP1, 0_PLCD3, 0_POLR2H, 0_PPT1, 0_PTPN23, 0_RAPGEF4, 0_RER1, 0_RPP25, 0_SEC14L2, 0_SLC16A4, 0_SLC29A2, 0_SLC31A2, 0_SSX2IP, 0_SYTL1, 0_UAP1]
