
OPTIMIZING ON FOLD NUMBER 5
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5900
Features active in total: 5900
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 39
Generations completed = 80
Generations completed = 121
Generations completed = 162
Generations completed = 203
Generations completed = 242
Generations completed = 280
Generations completed = 317
Generations completed = 355
Generations completed = 393
Generations completed = 429
Generations completed = 466
   	     	         	        	  type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9433167238882305, 0.3779644730092272) 6 features: [0_ALDH9A1, 0_HNF1B, 0_RANBP3L, 0_SLC17A4, 0_SQSTM1, 0_STC2]
(0.9316969426326441, 0.408248290463863) 5 features: [0_BCL2L10, 0_SQSTM1, 0_ST8SIA5, 0_STC2, 0_SYMPK]
(0.917632332079617, 0.4472135954999579) 4 features: [0_SQSTM1, 0_ST8SIA5, 0_STC2, 0_TRIOBP]
(0.9082414125847873, 0.5) [0_SQSTM1, 0_ST8SIA5, 0_STC2]
(0.8573352298059931, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.6797579335890698, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
44 features: [0_STC2, 0_SQSTM1, 0_HAX1, 0_HUNK, 0_PPM1K, 0_SPOCK2, 0_AZIN1, 0_GSTA4, 0_SLC16A4, 0_SMAGP, 0_AAGAB, 0_CECR2, 0_CFI, 0_EFCAB2, 0_HNF1B, 0_PCMTD2, 0_ST8SIA5, 0_ALDH9A1, 0_SLC31A2, 0_TSHR, 0_VIPR2, 0_ACIN1, 0_BCL2L10, 0_COG1, 0_CTAGE1, 0_CTNNA2, 0_DCP1B, 0_DSN1, 0_EPPK1, 0_GLB1L, 0_LRRN1, 0_MEX3D, 0_NIT1, 0_PLCG2, 0_PRKG2, 0_RANBP3L, 0_SLC17A4, 0_SLC22A3, 0_SOCS3, 0_STK35, 0_SYMPK, 0_TBC1D1, 0_TNS1, 0_TRIOBP]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
416 features: [0_STC2, 0_SQSTM1, 0_SPOCK2, 0_PPM1K, 0_HAX1, 0_HUNK, 0_AZIN1, 0_SLC16A4, 0_HNF1B, 0_ST8SIA5, 0_RANBP3L, 0_MEX3D, 0_ALDH9A1, 0_GLB1L, 0_PCMTD2, 0_VIPR2, 0_CECR2, 0_TSHR, 0_CFI, 0_LRRN1, 0_SMAGP, 0_AAGAB, 0_EFCAB2, 0_GSTA4, 0_SLC31A2, 0_EPPK1, 0_TBC1D1, 0_SNUPN, 0_HEXIM1, 0_SLC22A3, 0_ACIN1, 0_NIT1, 0_FAM13C, 0_SNAPIN, 0_SYMPK, 0_ATP6V1B1, 0_BAZ1A, 0_CIDEB, 0_SLC17A4, 0_SNRNP70, 0_STK35, 0_STRN, 0_MRPL55, 0_POTEE, 0_PRKG2, 0_SLC35A2, 0_TNS1, 0_AGA, 0_AKAP7, 0_RIOK3, 0_C8orf37, 0_CDC26, 0_GLRX5, 0_PDZK1, 0_TP53RK, 0_EMX1, 0_NCK1, 0_NPTN, 0_NTN1, 0_TCF4, 0_ALDH1A2, 0_CPE, 0_CTNNA2, 0_DOK1, 0_FAM53C, 0_GTF2E2, 0_HDAC3, 0_LRG1, 0_MKS1, 0_NCLN, 0_NRP1, 0_PLIN2, 0_RBM4, 0_SGK1, 0_SLC25A38, 0_ST6GALNAC6, 0_UPB1, 0_ZNF575, 0_ABHD13, 0_ADAL, 0_ADRB1, 0_AKAP8L, 0_BDKRB1, 0_BRD3, 0_BRD4, 0_CCNDBP1, 0_COPG2, 0_DMXL1, 0_DYNLT3, 0_GBE1, 0_GGTLC2, 0_GNL3L, 0_HDDC2, 0_IFRD2, 0_LPCAT1, 0_NDOR1, 0_OXA1L, 0_PLCB4, 0_PLEKHA1, 0_PRDX5, 0_PXN, 0_RELA, 0_SEMA4B, 0_TRIOBP, 0_UPK1B, 0_VEGFA, 0_VPS36, 0_ACAT1, 0_ACTN3, 0_ADCY4, 0_ARGLU1, 0_ARV1, 0_ATP6V1H, 0_BTG3, 0_C9orf116, 0_CCDC89, 0_CHFR, 0_CHP2, 0_COG1, 0_CRISP3, 0_DHODH, 0_DNMT3L, 0_EIF3B, 0_FBXO38, 0_FBXW8, 0_GMCL1, 0_GPR63, 0_HEYL, 0_HPCA, 0_IL17RD, 0_KCNA5, 0_LPAR2, 0_LTA4H, 0_MAPKBP1, 0_MCM7, 0_MECOM, 0_MFSD6, 0_MRPS15, 0_MRPS25, 0_MSRA, 0_NAV2, 0_NDUFA4L2, 0_NEDD4L, 0_NOMO2, 0_NRBP1, 0_NUCB1, 0_OCIAD2, 0_P4HA3, 0_PDCD5, 0_PDCD6IP, 0_PGK2, 0_PIAS2, 0_PLCG2, 0_PLD2, 0_PLRG1, 0_PPFIBP2, 0_PYGL, 0_RALA, 0_RNF180, 0_RPP38, 0_RRS1, 0_SCARB1, 0_SHMT1, 0_SLFN5, 0_ST8SIA3, 0_STARD4, 0_SUPV3L1, 0_TBC1D14, 0_TGM2, 0_THUMPD2, 0_TNK2, 0_TPK1, 0_TTF1, 0_TUBGCP5, 0_WDR37, 0_ZDHHC15, 0_ZNF267, 0_ZNF544, 0_ABCA2, 0_ABCA4, 0_ABI1, 0_ACOT13, 0_ACTN1, 0_ACVR2B, 0_ADCK2, 0_AGL, 0_AKTIP, 0_ANK3, 0_ANXA13, 0_ANXA4, 0_APOL2, 0_APOO, 0_ARFGEF1, 0_ARHGAP18, 0_ARHGEF10L, 0_ATP6V0A2, 0_ATP6V1C2, 0_ATP6V1D, 0_ATP7A, 0_B3GNT2, 0_B3GNTL1, 0_BAG4, 0_BAMBI, 0_BBX, 0_BCL2L10, 0_BCL2L2, 0_BEST3, 0_BMPR1A, 0_BTF3, 0_CA12, 0_CA9, 0_CCDC43, 0_CD276, 0_CEP72, 0_CES3, 0_CHAF1A, 0_CISH, 0_CLEC4D, 0_COG3, 0_CORO1C, 0_CRIM1, 0_CYGB, 0_CYTH4, 0_DAPK3, 0_DBNDD2, 0_DBR1, 0_DCAF11, 0_DCP1B, 0_DCPS, 0_DDX3X, 0_DLG1, 0_DMP1, 0_DNAJC24, 0_DPYSL4, 0_DSN1, 0_DUSP7, 0_DYNC1I2, 0_ECD, 0_ECM2, 0_EIF4E, 0_ENGASE, 0_ENPP2, 0_ENPP3, 0_EPS15, 0_EPSTI1, 0_ERC1, 0_ESRP1, 0_EXOC5, 0_EZH1, 0_FAM171B, 0_FBXO33, 0_FECH, 0_FGF9, 0_FKBP5, 0_FLOT1, 0_FLRT3, 0_FZD1, 0_GATAD2B, 0_GATM, 0_GCC2, 0_GGT6, 0_GGT7, 0_GNS, 0_GOLGA3, 0_GOLM1, 0_GPD1, 0_GPR143, 0_GPX4, 0_GRB7, 0_GRPEL2, 0_GSTM4, 0_HBD, 0_HDAC8, 0_HDHD3, 0_HHLA2, 0_HNMT, 0_IFI30, 0_IL18, 0_IPO11, 0_IRF2BP1, 0_ISCU, 0_KCNK1, 0_KIAA1841, 0_KIF13B, 0_KLC1, 0_KLHL8, 0_LDB2, 0_LGMN, 0_LILRB5, 0_LRBA, 0_MBD4, 0_MFSD8, 0_MGAT3, 0_MOXD1, 0_MPV17L, 0_MPZL1, 0_MRPL3, 0_MSTN, 0_MT1A, 0_MYO10, 0_MYO7B, 0_NCOA7, 0_NDUFA9, 0_NDUFB3, 0_NSDHL, 0_NTRK3, 0_NUP153, 0_NXF3, 0_OPTN, 0_P2RY1, 0_PCDH10, 0_PCDHGA9, 0_PDCD1LG2, 0_PDCL2, 0_PDGFC, 0_PDHA1, 0_PFKM, 0_PFN1, 0_PIK3CG, 0_PLBD2, 0_PLCD1, 0_PLD6, 0_POLR2H, 0_PPIB, 0_PPP1CB, 0_PPP2R2C, 0_PPP2R5A, 0_PPP4R2, 0_PRDX6, 0_PRKAB1, 0_PRKACA, 0_PSIP1, 0_PSMC3, 0_PYGO2, 0_RAB14, 0_RAPGEF4, 0_RBBP7, 0_RC3H1, 0_RHOA, 0_RNASEL, 0_RNF6, 0_RPA3, 0_RPL13, 0_RPL36, 0_RPS6, 0_RPSA, 0_SARNP, 0_SARS2, 0_SCAP, 0_SDC3, 0_SDF2L1, 0_SDK1, 0_SEMA3A, 0_SEPHS1, 0_SETD7, 0_SH3RF3, 0_SIM2, 0_SLC13A3, 0_SLC16A10, 0_SLC25A13, 0_SLC25A23, 0_SLC25A5, 0_SLC26A11, 0_SLC2A13, 0_SLC44A3, 0_SLC9A7, 0_SMAD2, 0_SNAP29, 0_SNPH, 0_SOCS4, 0_SORCS1, 0_SOX4, 0_SPCS2, 0_SS18, 0_SSBP1, 0_STARD5, 0_STAT4, 0_STBD1, 0_STK38, 0_STRN4, 0_SVIP, 0_SYNGR3, 0_TACC2, 0_TAF8, 0_TAX1BP3, 0_TBC1D15, 0_TBKBP1, 0_TBL3, 0_TC2N, 0_TDRKH, 0_TFAM, 0_TGFA, 0_THAP2, 0_TLCD1, 0_TM9SF3, 0_TMEM159, 0_TMEM208, 0_TNFRSF12A, 0_TRIM35, 0_TRIM38, 0_TRIM69, 0_TTC39C, 0_TUSC3, 0_UBE2D1, 0_UBE2L6, 0_UBXN4, 0_UNC50, 0_USE1, 0_VIM, 0_VWA5B2, 0_WDR59, 0_WDR77, 0_WNK2, 0_YIF1A, 0_ZNF154, 0_ZNF609]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
40 features: [0_STC2, 0_SQSTM1, 0_ST8SIA5, 0_TBC1D1, 0_ATP6V1B1, 0_FAM13C, 0_RANBP3L, 0_SPOCK2, 0_NPTN, 0_NTN1, 0_ADRB1, 0_GGTLC2, 0_PLCG2, 0_TCF4, 0_ABCA4, 0_ADCK2, 0_ALDH1A2, 0_ATP6V1C2, 0_ATP7A, 0_BDKRB1, 0_BEST3, 0_C9orf116, 0_CHP2, 0_DYNLT3, 0_FBXO33, 0_FZD1, 0_GLB1L, 0_HNF1B, 0_HPCA, 0_HUNK, 0_MKS1, 0_MYO7B, 0_NEDD4L, 0_NRBP1, 0_OCIAD2, 0_SHMT1, 0_SLC17A4, 0_TBC1D14, 0_TPK1, 0_UPK1B]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
68 features: [0_STC2, 0_TBC1D1, 0_SQSTM1, 0_ST8SIA5, 0_FAM13C, 0_SPOCK2, 0_ATP6V1B1, 0_RANBP3L, 0_NTN1, 0_HNF1B, 0_NPTN, 0_TCF4, 0_ALDH1A2, 0_GLB1L, 0_PPFIBP2, 0_TBC1D14, 0_ADRB1, 0_BDKRB1, 0_C9orf116, 0_GGTLC2, 0_HNMT, 0_HPCA, 0_MKS1, 0_NRBP1, 0_PLCG2, 0_ABCA4, 0_ADCK2, 0_ARHGAP18, 0_ATP6V1C2, 0_ATP6V1H, 0_ATP7A, 0_AZIN1, 0_BCL2L10, 0_BEST3, 0_CCDC134, 0_CHP2, 0_CTNND1, 0_DNAJC10, 0_DYNLT3, 0_FAM171B, 0_FBXO33, 0_FZD1, 0_GPIHBP1, 0_HUNK, 0_LAMB1, 0_LONP1, 0_LPCAT1, 0_MYO7B, 0_NEDD4L, 0_OCIAD2, 0_PCMTD2, 0_PDZK1, 0_PLEKHG1, 0_PPIP5K1, 0_PPP2R5A, 0_PTAFR, 0_PYGL, 0_SHMT1, 0_SLC17A4, 0_ST6GALNAC6, 0_SVIP, 0_TPK1, 0_UPK1B, 0_VEGFA, 0_ZNF154, 0_ZNF304, 0_ZNF532, 0_ZNF549]
