
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 40
Generations completed = 81
Generations completed = 122
Generations completed = 161
Generations completed = 201
Generations completed = 241
Generations completed = 280
Generations completed = 319
Generations completed = 358
Generations completed = 392
Generations completed = 426
Generations completed = 460
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
31 features: [0_SQSTM1, 0_TCTN1, 0_HPCAL1, 0_UPK1B, 0_STC2, 0_GRPEL2, 0_EFNB2, 0_LGI4, 0_SEC31A, 0_ENPP3, 0_MRPS25, 0_PDLIM2, 0_SPOCK2, 0_TBC1D9B, 0_AHR, 0_ARRB1, 0_ATP6V1B1, 0_CHP2, 0_DCLK3, 0_DTNA, 0_EMCN, 0_FOXP4, 0_IGF2BP2, 0_LRRFIP1, 0_NCAPG2, 0_P2RY1, 0_PLCG2, 0_PPP3R1, 0_RBP7, 0_TM4SF18, 0_TMTC1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
342 features: [0_TCTN1, 0_SQSTM1, 0_HPCAL1, 0_UPK1B, 0_GRPEL2, 0_LGI4, 0_EFNB2, 0_TMTC1, 0_STC2, 0_TBC1D9B, 0_SPOCK2, 0_STK38, 0_RCBTB2, 0_GSTA1, 0_AHR, 0_MRPS25, 0_EMCN, 0_ENPP3, 0_ADAM23, 0_WDR37, 0_ZNF707, 0_ANKRD13A, 0_IL11RA, 0_NLGN1, 0_CDK18, 0_SEC31A, 0_PATZ1, 0_PSTK, 0_ARRB1, 0_GMPR, 0_CHP2, 0_FGD1, 0_PCMTD2, 0_PDLIM2, 0_PPP1R7, 0_ITPA, 0_TRH, 0_DTNA, 0_TREX1, 0_NME5, 0_PLCG2, 0_TBC1D4, 0_SERPINA3, 0_GLRX5, 0_HNRNPK, 0_ALG10B, 0_ARHGEF12, 0_DDTL, 0_MOXD1, 0_RRP8, 0_SPATA18, 0_UBA1, 0_BMF, 0_LIPH, 0_LCMT2, 0_ATP6V1B1, 0_CA9, 0_DVL3, 0_FOXP4, 0_NR3C2, 0_PLSCR3, 0_TDP1, 0_TP53BP1, 0_CAPG, 0_IGF2BP2, 0_MRPS27, 0_NCAPG2, 0_TSPAN6, 0_UBL4A, 0_ATXN2L, 0_CAB39, 0_CSPG4, 0_DAXX, 0_ICA1, 0_ITGB3, 0_PLCD3, 0_THEM4, 0_ARID1A, 0_C5orf24, 0_CTCF, 0_EPS8, 0_ERBB3, 0_FGF9, 0_HEATR5B, 0_MYOCD, 0_SLC38A6, 0_SNX10, 0_TECPR1, 0_ZC3H18, 0_AASDHPPT, 0_ATG7, 0_CFL2, 0_DAPK1, 0_DEK, 0_DPP4, 0_DYNC2LI1, 0_FABP3, 0_FCAR, 0_HOXD4, 0_HS1BP3, 0_HSD3B7, 0_MRPS6, 0_MYO3A, 0_NFAT5, 0_PDE3A, 0_PLA2G12B, 0_PPP2R2A, 0_RAB25, 0_RBM5, 0_REN, 0_SLC15A4, 0_SLTM, 0_SRI, 0_TACC1, 0_TACO1, 0_TBC1D14, 0_ABHD15, 0_ADPRH, 0_AMBP, 0_AMDHD2, 0_ANO9, 0_APOO, 0_B4GALT2, 0_BIRC2, 0_CCDC114, 0_CCRL2, 0_CDKL5, 0_CELF1, 0_CLDN12, 0_DDX19A, 0_DIAPH2, 0_DYNLT3, 0_EIF2S2, 0_ELP4, 0_EPSTI1, 0_ESD, 0_GSTO2, 0_HIVEP1, 0_IFT74, 0_ITIH5, 0_LATS2, 0_LIMS3, 0_LYRM7, 0_MGAM, 0_MLF2, 0_ROCK2, 0_SCARA5, 0_SLC25A38, 0_SLC41A3, 0_TGFA, 0_TMEM176A, 0_TNS1, 0_TPD52L1, 0_TRIAP1, 0_TRIM35, 0_VEGFA, 0_ACVRL1, 0_ADK, 0_AKR7A2, 0_ALDH1A2, 0_ALG5, 0_AMIGO1, 0_ANKRD49, 0_ANP32B, 0_APEH, 0_ARHGAP32, 0_ARMC10, 0_ASS1, 0_BAALC, 0_BDKRB1, 0_BHMT2, 0_BTN2A1, 0_CA12, 0_CAPZB, 0_CARHSP1, 0_CAST, 0_CBX7, 0_CCDC57, 0_CCNJL, 0_CDC45, 0_CDCA8, 0_CHPT1, 0_COMTD1, 0_COPG2, 0_CRTC3, 0_CTSH, 0_CTTNBP2, 0_CWC25, 0_CYTH4, 0_DALRD3, 0_DARS2, 0_DEDD, 0_DHX32, 0_DIAPH1, 0_DKK3, 0_DNAJC24, 0_DTNBP1, 0_EAPP, 0_EEF1B2, 0_ENAH, 0_ERAL1, 0_ERAP2, 0_EZH1, 0_FAM117A, 0_FAM13C, 0_FLRT3, 0_FUCA1, 0_FUZ, 0_FZD1, 0_GANC, 0_GATAD2A, 0_GBGT1, 0_GBP4, 0_GGA3, 0_GIGYF1, 0_GJA4, 0_GTPBP2, 0_HAX1, 0_HERPUD1, 0_HIP1R, 0_HMOX2, 0_HPCA, 0_HSPA13, 0_HSPA1A, 0_HTR1E, 0_HUNK, 0_HYI, 0_IDH2, 0_IFNG, 0_IFNGR2, 0_IFRD2, 0_ILF2, 0_IRF3, 0_ITGB5, 0_JPH2, 0_KCNJ15, 0_KCNK1, 0_KHDRBS3, 0_MAGOH, 0_MAN2B1, 0_MECOM, 0_MEP1A, 0_MICAL2, 0_MIPOL1, 0_MLLT1, 0_MOCS2, 0_MORF4L1, 0_MPND, 0_MPPE1, 0_MRPS17, 0_MRPS23, 0_MRPS36, 0_MSH2, 0_MTM1, 0_MTMR11, 0_MXD1, 0_NAB2, 0_NDRG1, 0_NEDD4L, 0_NOL3, 0_NOMO3, 0_NPTN, 0_NR1D2, 0_NTN1, 0_NTRK3, 0_NUDT8, 0_NUP85, 0_NXF1, 0_P2RY1, 0_PACSIN3, 0_PAICS, 0_PALM3, 0_PALMD, 0_PAM, 0_PCCB, 0_PCDHGB3, 0_PDE1A, 0_PER2, 0_PGPEP1, 0_PIK3R2, 0_PLEKHG1, 0_PMS2, 0_POLR3D, 0_PPP2R2C, 0_PPP2R2D, 0_PPP3R1, 0_PRKAB2, 0_PRKX, 0_PRR16, 0_PSMC2, 0_PTPRA, 0_PUS7, 0_QRICH1, 0_RAB22A, 0_RGPD4, 0_RNF187, 0_RPRD1A, 0_RPTOR, 0_SAMD9L, 0_SCARB1, 0_SCFD1, 0_SDCCAG8, 0_SDR16C5, 0_SERTAD2, 0_SLC22A23, 0_SLC43A1, 0_SNRNP35, 0_SORBS1, 0_SRPX2, 0_SS18L1, 0_ST8SIA5, 0_STOM, 0_STOML1, 0_TBL1XR1, 0_TCF4, 0_TMEM107, 0_TMEM43, 0_TNFRSF14, 0_TOPBP1, 0_TPK1, 0_TPM2, 0_TRIB2, 0_TRIM22, 0_TRIM69, 0_TRPT1, 0_TSPAN1, 0_TTR, 0_TXNRD2, 0_UBE3C, 0_UQCRC1, 0_VPS41, 0_WLS, 0_XRN1, 0_YIPF1, 0_ZC3HC1, 0_ZFP36, 0_ZMAT3, 0_ZNF268, 0_ZNF415, 0_ZNF433, 0_ZNF598, 0_ZNF700]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
34 features: [0_SQSTM1, 0_STC2, 0_TCTN1, 0_GLRX5, 0_LGI4, 0_PLCG2, 0_NR3C2, 0_HPCAL1, 0_ATP6V1B1, 0_EFNB2, 0_EMCN, 0_ENPP3, 0_CA9, 0_CSPG4, 0_ICA1, 0_LYRM7, 0_UPK1B, 0_AMDHD2, 0_BDKRB1, 0_CDK18, 0_DYNC2LI1, 0_FAM13C, 0_ITIH5, 0_MTMR11, 0_MYOCD, 0_SCARB1, 0_SLC22A23, 0_SPOCK2, 0_TMEM176A, 0_TMTC1, 0_TRIB2, 0_VEGFA, 0_WLS, 0_ZC3HC1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
52 features: [0_SQSTM1, 0_TCTN1, 0_STC2, 0_ENPP3, 0_LGI4, 0_HPCAL1, 0_PLCG2, 0_UPK1B, 0_EFNB2, 0_GLRX5, 0_ATP6V1B1, 0_ICA1, 0_EMCN, 0_NR3C2, 0_CSPG4, 0_SPOCK2, 0_CA9, 0_DYNC2LI1, 0_MRPS25, 0_MYOCD, 0_SLC15A4, 0_STK38, 0_TMTC1, 0_AMDHD2, 0_LYRM7, 0_NOL3, 0_SLC22A23, 0_ALDH1A1, 0_AMBP, 0_BDKRB1, 0_CDK18, 0_CFL2, 0_CHP2, 0_CWC25, 0_DYNLT3, 0_FAM13C, 0_FGF9, 0_GLCCI1, 0_ITIH5, 0_LIMS3, 0_MRPS6, 0_MTMR11, 0_NEK8, 0_PLCD3, 0_PRR16, 0_SCARB1, 0_TMEM176A, 0_TPD52L1, 0_TRIB2, 0_VEGFA, 0_WLS, 0_ZC3HC1]
