
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5893
Features active in total: 5893
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 64
Generations completed = 132
Generations completed = 199
Generations completed = 265
Generations completed = 330
Generations completed = 394
Generations completed = 456
   	     	         	        	  type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
18 features: [0_PLCG2, 0_STC2, 0_EFNB2, 0_C17orf97, 0_HMGB1, 0_HPCAL1, 0_MCM5, 0_PLCD3, 0_KCTD16, 0_TSHZ3, 0_UPK1B, 0_CBFA2T3, 0_DCAF8, 0_FBXL4, 0_GSPT2, 0_NNT, 0_SLC30A9, 0_TMEM176A]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_PLCG2, 0_STC2, 0_OXNAD1, 0_TCTN1, 0_ABCC3, 0_AGPAT4, 0_ALAS1, 0_ALDH1A1, 0_APEH, 0_APOLD1, 0_ARHGEF2, 0_BARX2, 0_BDH1, 0_CCT3, 0_CP, 0_DGKD, 0_EDN1, 0_EFNB2, 0_EMCN, 0_FABP7, 0_GBP4, 0_GRK5, 0_GSPT2, 0_HPCAL1, 0_IL18R1, 0_IRGQ, 0_LARS2, 0_LAYN, 0_LDB2, 0_MAOB, 0_MRPS25, 0_NDUFA4L2, 0_NOSTRIN, 0_OCIAD2, 0_PCCA, 0_RAPGEF4, 0_SIM2, 0_SIRPA, 0_SLC25A5, 0_SPRY1, 0_SQSTM1, 0_STC1, 0_TEK, 0_TEKT2, 0_TPD52L1, 0_UPK1B, 0_VEGFA, 0_ZNF521]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
95 features: [0_PLCG2, 0_STC2, 0_ABCC3, 0_EFNB2, 0_OXNAD1, 0_TCF4, 0_TCTN1, 0_AAGAB, 0_AGPAT4, 0_AIFM1, 0_ALAS1, 0_ALDH1A1, 0_AMDHD2, 0_APEH, 0_APOLD1, 0_ARHGEF2, 0_ARMC1, 0_B4GALNT2, 0_BARX2, 0_BDH1, 0_CAV1, 0_CCT3, 0_CDC16, 0_CLCN7, 0_CP, 0_CPNE5, 0_CS, 0_CTDSPL2, 0_DAB2, 0_DCLK3, 0_DGKD, 0_EDN1, 0_EMCN, 0_ENPP3, 0_ENTPD1, 0_FABP7, 0_FAM13C, 0_FAM81A, 0_GBP4, 0_GGT1, 0_GNPTG, 0_GOT2, 0_GRK5, 0_GRPEL2, 0_GSPT2, 0_GSTA1, 0_HBS1L, 0_HMGB1, 0_HPCAL1, 0_HSPA12A, 0_IL18R1, 0_IRGQ, 0_ITIH5, 0_JAG1, 0_KCNJ2, 0_LARS2, 0_LAYN, 0_LDB2, 0_MAOB, 0_MRPS25, 0_MRPS30, 0_MTHFD1, 0_NDRG1, 0_NDUFA4L2, 0_NECAB3, 0_NGRN, 0_NOSTRIN, 0_OCIAD2, 0_P2RY1, 0_PCCA, 0_PEA15, 0_PEPD, 0_PFKM, 0_PLXDC1, 0_PRR16, 0_PTHLH, 0_PTPN12, 0_RAPGEF4, 0_SIM2, 0_SIRPA, 0_SLC25A5, 0_SPRY1, 0_SQSTM1, 0_SSBP2, 0_STC1, 0_STIM1, 0_TEK, 0_TEKT2, 0_TPD52L1, 0_TSPAN1, 0_UPB1, 0_UPK1B, 0_VEGFA, 0_YKT6, 0_ZNF521]
