
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5902
Features active in total: 5902
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 51
Generations completed = 105
Generations completed = 159
Generations completed = 214
Generations completed = 269
Generations completed = 324
Generations completed = 377
Generations completed = 429
Generations completed = 483
   	     	         	        	            type svm balanced accuracy           	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
300 features: [0_TCTN1, 0_STC2, 0_FZD7, 0_SQSTM1, 0_ZKSCAN4, 0_HDAC3, 0_PGRMC2, 0_HMGCR, 0_TMEM132E, 0_AMACR, 0_SLC15A4, 0_RAP1GDS1, 0_OXA1L, 0_PER2, 0_GSTA4, 0_PHKA2, 0_CECR2, 0_ALG13, 0_CCDC102B, 0_GTF2IRD1, 0_LTBP2, 0_NTRK3, 0_S100A1, 0_ANK3, 0_C1orf194, 0_CLEC4C, 0_KDM2A, 0_MRPL1, 0_TREM2, 0_ACSL6, 0_LGR6, 0_GPX3, 0_LSM6, 0_MFSD6, 0_BVES, 0_CCS, 0_TTC33, 0_CADM4, 0_PHB2, 0_SYNGR3, 0_HPS4, 0_SMPD3, 0_CES3, 0_C3orf14, 0_FAIM, 0_CNN3, 0_DOCK6, 0_HSD17B12, 0_SCRN3, 0_DSTN, 0_GSPT1, 0_EFNB2, 0_ARMC9, 0_CTCF, 0_ATP1B3, 0_S1PR1, 0_NDUFA4L2, 0_LRRC3B, 0_TCF4, 0_ANP32D, 0_ANGPTL4, 0_WRAP53, 0_CAV1, 0_HDAC1, 0_MYO3A, 0_NPLOC4, 0_COQ2, 0_DCAF4, 0_GBP4, 0_TBC1D1, 0_TUBGCP6, 0_VEGFA, 0_ARMC1, 0_EFHC1, 0_FAH, 0_SLC26A11, 0_LAMB1, 0_NTN1, 0_TCEA2, 0_WWC1, 0_NFIB, 0_POLG, 0_SNAI1, 0_SPARC, 0_CLMN, 0_UBE2D2, 0_WLS, 0_ACLY, 0_FZD1, 0_HUS1, 0_OMA1, 0_PRKCSH, 0_ATP6V1B1, 0_CASP10, 0_CASP8, 0_CUX1, 0_GGTLC2, 0_GNPTAB, 0_HIPK1, 0_MAP2K1, 0_MXI1, 0_MYL6, 0_NOSTRIN, 0_OCIAD1, 0_RAB25, 0_SBNO2, 0_ST8SIA5, 0_TPD52L1, 0_TPK1, 0_C9orf116, 0_CAP2, 0_COL4A1, 0_EMD, 0_FAM160A1, 0_FBXO30, 0_MAP3K9, 0_NDUFV2, 0_NFX1, 0_PDHA1, 0_PRKCI, 0_RECQL4, 0_RPAP2, 0_RPS15, 0_SCARB1, 0_SLC29A2, 0_SNRNP35, 0_SOCS2, 0_SSR4, 0_SUB1, 0_TIMM8A, 0_TMEM62, 0_TRIB2, 0_APBB1IP, 0_ATP6AP1, 0_CA9, 0_CFL2, 0_CHCHD10, 0_CHMP1B, 0_CLRN3, 0_CSPG4, 0_DDB2, 0_DDX18, 0_DDX27, 0_ENGASE, 0_FAM13C, 0_FARSA, 0_FLRT3, 0_GLRX5, 0_GTF2E1, 0_HIP1, 0_HNRNPH1, 0_KIAA0319L, 0_KMO, 0_LBR, 0_LOXL2, 0_MATN2, 0_MECOM, 0_MRPS26, 0_NDUFA7, 0_NR5A2, 0_OAS2, 0_PHC2, 0_PLD6, 0_PNKP, 0_PSMA3, 0_PYGL, 0_RCCD1, 0_RHOT2, 0_SAT2, 0_SF3B3, 0_SGSM1, 0_SHROOM3, 0_WDR35, 0_ZNF594, 0_ACOT2, 0_APOO, 0_ASRGL1, 0_ATP6V1A, 0_ATP6V1H, 0_BAG3, 0_BCAR1, 0_BEST3, 0_BSCL2, 0_C19orf12, 0_C1orf198, 0_C4orf19, 0_CAST, 0_CCDC28A, 0_CD200, 0_CD81, 0_CDC42BPA, 0_CDK19, 0_CFI, 0_CISD2, 0_CISD3, 0_CNKSR3, 0_COPS4, 0_CPE, 0_CRYZL1, 0_CSNK1D, 0_CTSA, 0_CYTIP, 0_DDX42, 0_DDX43, 0_DGUOK, 0_EIF4A3, 0_ELP2, 0_ENO2, 0_ENPP3, 0_ERBB3, 0_EXOC7, 0_FANCC, 0_FGF9, 0_FIGN, 0_FOS, 0_FXR2, 0_GLT8D2, 0_GOLM1, 0_GPR27, 0_GPRC5C, 0_GPRIN2, 0_GRK6, 0_GRPEL2, 0_HLA-B, 0_HLA-DMA, 0_IL18R1, 0_KIF13B, 0_LGI4, 0_LIMS3, 0_LRRC47, 0_LRRFIP1, 0_MAP1LC3B, 0_MAP3K10, 0_MAPK9, 0_MCC, 0_MGLL, 0_MPP6, 0_MRPL28, 0_MRPL52, 0_MRPS17, 0_MRPS18C, 0_MRPS6, 0_MT1E, 0_MVP, 0_NAP1L5, 0_NEK7, 0_NLGN1, 0_NPTN, 0_ODC1, 0_PCDH10, 0_PCTP, 0_PDF, 0_PDS5B, 0_PDZK1IP1, 0_PELO, 0_PEX2, 0_PIK3CA, 0_PLD2, 0_PNPLA8, 0_POLR2E, 0_PRODH2, 0_PSMA7, 0_PSMD8, 0_RABEP2, 0_RDX, 0_RGPD1, 0_RIMS2, 0_RNF20, 0_RNF31, 0_RPUSD1, 0_SCYL2, 0_SERTAD2, 0_SET, 0_SH3RF3, 0_SHMT1, 0_SIL1, 0_SIPA1L2, 0_SLC2A5, 0_SLC35E1, 0_SPNS1, 0_STT3A, 0_SUMO2, 0_SYNGR2, 0_TAP1, 0_TAPT1, 0_TMEM169, 0_TMEM18, 0_TNFRSF12A, 0_TNKS1BP1, 0_TRIM65, 0_TSHR, 0_TTLL1, 0_TUFM, 0_UBR3, 0_UPK1B, 0_VAC14, 0_VIM, 0_ZC3H14, 0_ZHX2, 0_ZNF593]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
32 features: [0_STC2, 0_TCTN1, 0_EFNB2, 0_S1PR1, 0_SQSTM1, 0_NDUFA4L2, 0_TBC1D1, 0_NTN1, 0_SYNGR3, 0_GBP4, 0_VEGFA, 0_FZD1, 0_PHKA2, 0_ST8SIA5, 0_TPK1, 0_TRIB2, 0_ANGPTL4, 0_ATP6V1A, 0_ATP6V1B1, 0_CA9, 0_CFI, 0_CSPG4, 0_DDB2, 0_FLRT3, 0_PDZK1IP1, 0_PRODH2, 0_PYGL, 0_SCARB1, 0_SLC15A4, 0_TCF4, 0_TMEM132E, 0_WLS]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
54 features: [0_STC2, 0_TCTN1, 0_SQSTM1, 0_SYNGR3, 0_S1PR1, 0_EFNB2, 0_TBC1D1, 0_NTN1, 0_NDUFA4L2, 0_VEGFA, 0_GBP4, 0_TCF4, 0_SLC15A4, 0_ANGPTL4, 0_ATP6V1B1, 0_DDB2, 0_FZD1, 0_SLC29A2, 0_ST8SIA5, 0_TPK1, 0_TRIB2, 0_MECOM, 0_PHKA2, 0_SCARB1, 0_AMACR, 0_ATP6V1A, 0_C9orf116, 0_CA9, 0_CADM4, 0_CCDC102B, 0_CFI, 0_CPNE5, 0_CSPG4, 0_DACT2, 0_EDN1, 0_ELK3, 0_FAM13C, 0_FLRT3, 0_FNIP2, 0_HPS4, 0_HTR3B, 0_MPP6, 0_PDZK1IP1, 0_PRODH2, 0_PYGL, 0_RAP1GDS1, 0_S100A1, 0_SLC22A11, 0_SPRY1, 0_TAPBP, 0_TMEM104, 0_TMEM132E, 0_TPD52L1, 0_WLS]
