
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5908
Features active in total: 5908
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 81
PRCC T1: 160
PRCC T2: 69
ccRCC: 485
normal: 129

RUNNING GENETIC ALGORITHM
Generations completed = 68
Generations completed = 146
Generations completed = 225
Generations completed = 305
Generations completed = 385
Generations completed = 463
   	     	         	        	            type svm balanced accuracy           	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
(0.9433098242883762, 0.31622776601683794) 9 features: [0_AKR1C3, 0_CPNE5, 0_EFNB2, 0_HPCAL1, 0_HUNK, 0_IDI1, 0_RAB6B, 0_RBM17, 0_SGSM1]
(0.9355679417077736, 0.3333333333333333) 8 features: [0_AKR1C3, 0_CPNE5, 0_EFNB2, 0_HPCAL1, 0_HUNK, 0_IDI1, 0_RBM17, 0_SGSM1]
(0.9271694537519949, 0.3535533905932738) 7 features: [0_CPNE5, 0_HPCA, 0_HPCAL1, 0_HSPBAP1, 0_HUNK, 0_IDI1, 0_SQSTM1]
(0.9163636228949912, 0.3779644730092272) 6 features: [0_HPCAL1, 0_LDB2, 0_SGSM1, 0_SQSTM1, 0_STC2, 0_TBC1D1]
(0.9097717095637605, 0.408248290463863) 5 features: [0_LDB2, 0_MAML3, 0_SQSTM1, 0_STC2, 0_TBC1D1]
(0.9048316279249935, 0.4472135954999579) 4 features: [0_SQSTM1, 0_STC2, 0_TBC1D1, 0_UNC5CL]
(0.8853200319011224, 0.5) [0_EFNB2, 0_STC2, 0_TBC1D1]
(0.842884040533433, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.7263146721934148, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
33 features: [0_HPCAL1, 0_CPNE5, 0_EFNB2, 0_HUNK, 0_SGSM1, 0_RBM17, 0_HSPBAP1, 0_IDI1, 0_ADAM33, 0_SPOCK2, 0_AKR1C3, 0_LNX1, 0_STC2, 0_TBC1D1, 0_TRIM69, 0_GRK6, 0_SQSTM1, 0_SLC26A11, 0_BRCA1, 0_INF2, 0_LDB2, 0_HPCA, 0_MAML3, 0_NUP85, 0_PLCG2, 0_PLEKHJ1, 0_RAB6B, 0_REN, 0_RPLP2, 0_SMG1, 0_TNIP2, 0_TRA2B, 0_UNC5CL]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
260 features: [0_HPCAL1, 0_HUNK, 0_CPNE5, 0_EFNB2, 0_HSPBAP1, 0_RBM17, 0_SGSM1, 0_IDI1, 0_ADAM33, 0_TRIM69, 0_SPOCK2, 0_SQSTM1, 0_SLC26A11, 0_GRK6, 0_AKR1C3, 0_TBC1D1, 0_LNX1, 0_LDB2, 0_STC2, 0_URM1, 0_VEGFA, 0_REN, 0_BRCA1, 0_NLGN1, 0_TMEM116, 0_TRA2B, 0_PLCG2, 0_SYNGR3, 0_NOL3, 0_AGPAT4, 0_MOCS2, 0_PDZK1IP1, 0_CLRN3, 0_INF2, 0_APBB2, 0_SACM1L, 0_CA9, 0_MED27, 0_PROS1, 0_HNF1B, 0_SLC15A4, 0_ARHGAP6, 0_BCS1L, 0_DNAJC10, 0_ENPP3, 0_UNC5CL, 0_UPK1B, 0_DLGAP4, 0_HPCA, 0_TIMM17B, 0_ATP6V1B1, 0_DYM, 0_GRSF1, 0_NSUN5, 0_PTMA, 0_RAPGEF4, 0_TPK1, 0_VPS16, 0_C17orf97, 0_CADM4, 0_CHP2, 0_CSPG4, 0_DDX3X, 0_FLII, 0_MAOB, 0_MCC, 0_MRPL38, 0_MYO3A, 0_MYO3B, 0_NT5DC2, 0_NTN1, 0_PCDHGC3, 0_PLXNB1, 0_POLD2, 0_PRKCD, 0_RAB6B, 0_RCC2, 0_RPLP2, 0_S100A6, 0_SLC12A2, 0_SLC25A38, 0_TRDMT1, 0_ZNF134, 0_ABHD14B, 0_ADM, 0_ATP11A, 0_ATXN10, 0_CANX, 0_CCNDBP1, 0_CCNH, 0_CHD3, 0_CHMP1B, 0_EDAR, 0_ERBB4, 0_ERP29, 0_FASTKD5, 0_GLE1, 0_GLO1, 0_GSPT2, 0_HSPB8, 0_KCNJ2, 0_LPCAT1, 0_MECOM, 0_MGMT, 0_NUDT8, 0_NUP85, 0_NXN, 0_OSBPL1A, 0_PFKM, 0_PFN2, 0_PKD1, 0_PLEKHJ1, 0_PLXDC1, 0_RAB11FIP4, 0_RBM12, 0_SERPINA6, 0_SIPA1L2, 0_SLC25A5, 0_ST8SIA5, 0_SULT1B1, 0_SURF6, 0_TGFA, 0_TMPRSS2, 0_TRIM65, 0_UBXN6, 0_WRAP53, 0_ZNF540, 0_ABCC3, 0_ABLIM3, 0_ACSM2A, 0_AKAP7, 0_ALDH1L2, 0_ALKBH7, 0_ARFIP1, 0_ASCC3, 0_ATP6V1E1, 0_ATP6V1H, 0_BAIAP2L2, 0_BEX2, 0_BNIP1, 0_BNIP3, 0_BST2, 0_C17orf75, 0_C8G, 0_C9orf116, 0_CASP4, 0_CD200, 0_CDHR2, 0_CFB, 0_CNTN5, 0_CSTF2, 0_CTSA, 0_DACT2, 0_DBNL, 0_DCUN1D3, 0_DNAJB6, 0_DNAJC8, 0_DOK4, 0_DPP4, 0_DSC2, 0_ECHDC2, 0_EIF2AK2, 0_EIF3C, 0_EML2, 0_EXOC7, 0_FAM114A2, 0_FAM13C, 0_FBXO33, 0_FCN3, 0_FGF9, 0_FHOD1, 0_FSD1L, 0_FZD1, 0_GABARAPL1, 0_GBP4, 0_GGT6, 0_GTF3C5, 0_HAT1, 0_HDDC3, 0_HINT3, 0_HLA-DPB1, 0_IL20RA, 0_KIF5B, 0_LATS2, 0_LIMK1, 0_MACROD2, 0_MAML2, 0_MAML3, 0_MAX, 0_METTL7B, 0_MGAT5, 0_MLF2, 0_MRM1, 0_MRPS30, 0_NDUFA4, 0_NDUFA9, 0_NEDD1, 0_NEDD4L, 0_NFE2L1, 0_NMB, 0_NMNAT3, 0_ODC1, 0_P4HTM, 0_PACSIN3, 0_PBX2, 0_PCDHGC4, 0_PDE9A, 0_PHB, 0_PHF10, 0_PLAA, 0_PPM1H, 0_PPP1R9A, 0_PPP3CA, 0_PRKAA2, 0_PRODH2, 0_PRR15L, 0_PSMB3, 0_PTGES2, 0_PUS10, 0_RAP1GAP, 0_RGS7BP, 0_RIMS2, 0_RIT1, 0_RNF123, 0_RPS6KA4, 0_SALL1, 0_SETD5, 0_SLBP, 0_SLC9A2, 0_SMC1A, 0_SMG1, 0_SP100, 0_SPATA18, 0_SPG11, 0_SPTY2D1, 0_SSR4, 0_SUPV3L1, 0_TAF9B, 0_TARBP2, 0_TARS2, 0_TBC1D14, 0_TBKBP1, 0_THOC2, 0_THRSP, 0_TMEM33, 0_TMEM47, 0_TMEM72, 0_TMUB2, 0_TSPYL1, 0_TTC7A, 0_UBE2E3, 0_UQCRC1, 0_USO1, 0_WDR48, 0_ZDHHC14, 0_ZFYVE27, 0_ZMAT2, 0_ZNF251, 0_ZNF267, 0_ZNF37A]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
32 features: [0_TBC1D1, 0_PLCG2, 0_STC2, 0_SQSTM1, 0_EFNB2, 0_VEGFA, 0_LDB2, 0_AKR1C3, 0_ENPP3, 0_HPCAL1, 0_TPK1, 0_C17orf97, 0_CSPG4, 0_NTN1, 0_PLXNB1, 0_RAPGEF4, 0_CCNDBP1, 0_DOK4, 0_HNF1B, 0_HUNK, 0_MECOM, 0_NOL3, 0_PDZK1IP1, 0_PFKM, 0_PHB, 0_PPM1H, 0_SLC15A4, 0_SLC25A5, 0_ST8SIA5, 0_SYNGR3, 0_TMPRSS2, 0_UNC5CL]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
58 features: [0_TBC1D1, 0_PLCG2, 0_STC2, 0_VEGFA, 0_SQSTM1, 0_EFNB2, 0_LDB2, 0_AKR1C3, 0_ATP6V1B1, 0_C17orf97, 0_ENPP3, 0_HPCAL1, 0_RAPGEF4, 0_ST8SIA5, 0_CA9, 0_NTN1, 0_TPK1, 0_UNC5CL, 0_CSPG4, 0_HNF1B, 0_HUNK, 0_MECOM, 0_NOL3, 0_PDZK1IP1, 0_PLXNB1, 0_SLC15A4, 0_SLC25A5, 0_TMPRSS2, 0_ACSM2A, 0_ALAS1, 0_APBB2, 0_ATP1A1, 0_ATP6V1A, 0_CADM4, 0_CCNDBP1, 0_CHM, 0_DACT2, 0_DOK4, 0_DYNC2LI1, 0_FBXO33, 0_FCN3, 0_GJA4, 0_GLO1, 0_GTF2IRD1, 0_IDI1, 0_MRPS16, 0_NLGN1, 0_P4HB, 0_PCYT2, 0_PFKM, 0_PHB, 0_PPM1H, 0_RASD2, 0_RGS7BP, 0_SLC25A38, 0_SYNGR3, 0_TBC1D14, 0_TGFA]

SAVING FEATURES AND FITNESSES FOR EACH SELECTED INDIVIDUAL TO FILES.
