
OPTIMIZING ON FOLD NUMBER 7
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5895
Features active in total: 5895
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 30
Generations completed = 67
Generations completed = 102
Generations completed = 136
Generations completed = 170
Generations completed = 204
Generations completed = 238
Generations completed = 271
Generations completed = 305
Generations completed = 339
Generations completed = 372
Generations completed = 405
Generations completed = 438
Generations completed = 472
   	     	         	        	                 root separation                 	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
286 features: [0_CLDN8, 0_NDUFA4L2, 0_UPK1B, 0_NAPSA, 0_CA9, 0_DACT2, 0_DYNC2LI1, 0_STC2, 0_ATP6V1B1, 0_TEK, 0_BICD1, 0_PSME1, 0_SUCLG1, 0_CTAGE9, 0_KHK, 0_SH3GLB1, 0_KRT7, 0_NFKB2, 0_TRIOBP, 0_CDH6, 0_HSPD1, 0_TTC17, 0_CCNG1, 0_ENPEP, 0_C1orf226, 0_USP2, 0_NEDD4, 0_RBL1, 0_ZNF174, 0_KHDRBS3, 0_KRT19, 0_MRPL30, 0_ODC1, 0_CDK11A, 0_CEP55, 0_FMO2, 0_MRPL20, 0_MRPL3, 0_MRPL49, 0_POLE4, 0_RBM7, 0_SNRPD1, 0_TAB2, 0_ASS1, 0_CUL5, 0_ENPP3, 0_MYO3B, 0_NEXN, 0_TPM2, 0_TRPC1, 0_APOD, 0_BMPR2, 0_CNOT4, 0_CSPG4, 0_ETNK2, 0_FECH, 0_PON1, 0_SCD, 0_ABCA7, 0_ALDH3B2, 0_ARMC1, 0_CA13, 0_CDCA7L, 0_CDK18, 0_EIF2S2, 0_GJA4, 0_LTBP2, 0_LYPLAL1, 0_PPIB, 0_SLC46A2, 0_TIMM10, 0_TTLL12, 0_ZBTB33, 0_ABHD14B, 0_CBWD2, 0_ERCC5, 0_GANAB, 0_KCNK10, 0_LDB2, 0_OXR1, 0_ACTR3B, 0_ARHGAP33, 0_AUH, 0_CCDC51, 0_DEK, 0_DEXI, 0_DUSP10, 0_FLT4, 0_FZD1, 0_GBP4, 0_HCK, 0_IRF2, 0_LMO7, 0_MRPS17, 0_PCDHGA11, 0_S100A13, 0_SHMT2, 0_SSR3, 0_TCF4, 0_TEKT2, 0_AKAP7, 0_ALG3, 0_ANLN, 0_AP2A2, 0_CLTCL1, 0_CPSF6, 0_DHX32, 0_DNAJB4, 0_EEF2, 0_EHF, 0_EPB41L2, 0_FAM126A, 0_FBXO6, 0_FGF9, 0_GAR1, 0_GBGT1, 0_GIMAP8, 0_GYS1, 0_HBS1L, 0_HEG1, 0_HUNK, 0_IWS1, 0_KANK2, 0_MAP2K2, 0_MECP2, 0_MKS1, 0_MVP, 0_NDUFB4, 0_NDUFV1, 0_NR5A2, 0_PTPN2, 0_RANBP3L, 0_RB1, 0_RBM10, 0_RIT1, 0_SLC25A4, 0_SNRNP48, 0_SRP72, 0_TAF1A, 0_USP4, 0_ACADS, 0_ADM, 0_ARL5A, 0_ARMC5, 0_ATP6V1F, 0_BANF1, 0_C1orf54, 0_CELF1, 0_CEP57, 0_CHD1L, 0_CYTH4, 0_DCDC2, 0_DUT, 0_EMCN, 0_FCN3, 0_FNIP1, 0_GNAT1, 0_HNF1B, 0_HSP90B1, 0_LGI4, 0_LHX6, 0_LYPD6, 0_MCM6, 0_MRPS26, 0_NXF3, 0_PLA2G6, 0_PLIN2, 0_POLR2B, 0_PPP2CB, 0_PREP, 0_PRKCSH, 0_RAF1, 0_S1PR1, 0_SEMA3F, 0_SETD1A, 0_SH2D4A, 0_SLC1A5, 0_SLC26A6, 0_SURF6, 0_TBL1XR1, 0_TMTC1, 0_TPK1, 0_TPST2, 0_TUBD1, 0_TUBGCP5, 0_TUFM, 0_UAP1, 0_UQCRQ, 0_VSIG2, 0_WDR5B, 0_ZMAT5, 0_ZNF700, 0_ACSM2A, 0_ARNT, 0_ATP6V1A, 0_AXIN2, 0_BAD, 0_BRD4, 0_C5orf24, 0_CALU, 0_CASP2, 0_CAV2, 0_CCDC127, 0_CCDC57, 0_CCNB1, 0_CNNM1, 0_COL1A1, 0_CTSD, 0_DCAF12L1, 0_DDB2, 0_DNAJA3, 0_DOK4, 0_DVL2, 0_FAH, 0_FAM13C, 0_FCHO2, 0_FKTN, 0_GBA, 0_GGTLC2, 0_GLOD4, 0_GPR63, 0_GYG1, 0_HP, 0_HPCA, 0_HSPBAP1, 0_JMJD6, 0_JUN, 0_KIF9, 0_KMO, 0_LGALS3, 0_LPIN3, 0_LSM6, 0_MAP3K6, 0_MAPKAPK2, 0_MLLT6, 0_MRPL42, 0_MRPL50, 0_MST1R, 0_MYO9B, 0_NOL3, 0_NRF1, 0_NSUN6, 0_PDGFB, 0_PDHX, 0_PDLIM2, 0_PLD2, 0_PLXNB1, 0_PRKG2, 0_PROS1, 0_RIN3, 0_RNF115, 0_RPL27, 0_RPN2, 0_SAP30, 0_SARDH, 0_SCARB1, 0_SCGB1D2, 0_SCRN2, 0_SDSL, 0_SH3GL1, 0_SH3RF3, 0_SLC15A4, 0_SLC25A5, 0_SLC9A2, 0_SMG6, 0_SNRPA1, 0_SNX33, 0_SOCS6, 0_SPTBN2, 0_SPTLC1, 0_SS18L1, 0_STUB1, 0_TBC1D1, 0_TBCE, 0_TCTN1, 0_TGFA, 0_TMCC2, 0_TPBG, 0_TPRN, 0_UAP1L1, 0_UNC5B, 0_USP6NL, 0_VWF, 0_XYLT1, 0_YIPF5, 0_YWHAE]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
50 features: [0_ATP6V1B1, 0_BIN1, 0_CA9, 0_CDK18, 0_CLDN8, 0_DACT2, 0_DDB2, 0_DOK4, 0_EMCN, 0_ENPP3, 0_FAM13C, 0_FGF9, 0_FLRT3, 0_FLT4, 0_FZD1, 0_GBP4, 0_GIMAP8, 0_GJA4, 0_GLRX5, 0_HPCA, 0_HUNK, 0_KCNJ1, 0_KIF13B, 0_LDB2, 0_MTMR11, 0_MYO3B, 0_NAPSA, 0_NDUFA4L2, 0_NLGN1, 0_NOL3, 0_NPTN, 0_PLD2, 0_RANBP3L, 0_S1PR1, 0_SCARB1, 0_SIRPA, 0_SLC15A4, 0_SLC9A2, 0_SPTBN2, 0_STC1, 0_SYNGR3, 0_TBC1D1, 0_TBC1D14, 0_TCF4, 0_TCTN1, 0_TEK, 0_TPK1, 0_TPST2, 0_UAP1, 0_UPK1B]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
100 features: [0_ABCB6, 0_ACLY, 0_ADCY4, 0_ADRB1, 0_ARHGAP18, 0_ATP6V0A1, 0_ATP6V1A, 0_ATP6V1B1, 0_BAALC, 0_BBC3, 0_BDKRB1, 0_BIN1, 0_CA9, 0_CCDC102A, 0_CCDC51, 0_CDH6, 0_CDK18, 0_CLDN8, 0_CTSC, 0_DACT2, 0_DDB2, 0_DOK4, 0_DYNC2LI1, 0_EDAR, 0_EDN1, 0_EMCN, 0_ENPP3, 0_EYA4, 0_FAM13C, 0_FGF9, 0_FLRT3, 0_FLT4, 0_FZD1, 0_GABARAPL1, 0_GBP4, 0_GGTLC1, 0_GGTLC2, 0_GIMAP8, 0_GJA4, 0_GLRX5, 0_HNF1B, 0_HPCA, 0_HSPB7, 0_HUNK, 0_KCNJ1, 0_KIF13B, 0_LASP1, 0_LDB2, 0_LGI4, 0_MDH1B, 0_MTMR11, 0_MYO3A, 0_MYO3B, 0_NAPSA, 0_NDUFA4L2, 0_NECAB3, 0_NLGN1, 0_NOL3, 0_NOTCH3, 0_NPTN, 0_NR5A2, 0_ODC1, 0_PAQR7, 0_PLD2, 0_PLIN2, 0_PLS3, 0_PPP2R2B, 0_RANBP3L, 0_RIT1, 0_S1PR1, 0_SAP30, 0_SCARB1, 0_SIRPA, 0_SLBP, 0_SLC15A4, 0_SLC25A5, 0_SLC9A2, 0_SPRY1, 0_SPTBN2, 0_SREBF2, 0_STC1, 0_STC2, 0_SYNGR3, 0_TBC1D1, 0_TBC1D14, 0_TCF4, 0_TCTN1, 0_TEK, 0_TEKT2, 0_TGFA, 0_TMEM169, 0_TMEM72, 0_TMTC1, 0_TMUB2, 0_TPK1, 0_TPST2, 0_UAP1, 0_UPK1B, 0_VIM, 0_WDR54]
