
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5890
Features active in total: 5890
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 29
Generations completed = 63
Generations completed = 98
Generations completed = 132
Generations completed = 167
Generations completed = 201
Generations completed = 235
Generations completed = 269
Generations completed = 303
Generations completed = 338
Generations completed = 373
Generations completed = 408
Generations completed = 443
Generations completed = 479
   	     	         	        	                 root separation                 	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
236 features: [0_NDUFA4L2, 0_DACT2, 0_CLDN8, 0_NELL1, 0_ENPP3, 0_GGTLC1, 0_GGTLC2, 0_CA9, 0_FAIM, 0_TEK, 0_UGT1A6, 0_UPK1B, 0_TBC1D9B, 0_ACMSD, 0_GGT1, 0_DYNC2LI1, 0_GIGYF1, 0_JMJD1C, 0_SLC22A11, 0_DZIP1L, 0_GLA, 0_PSMB4, 0_TFAM, 0_TPT1, 0_LIN7C, 0_TES, 0_ATP2B4, 0_CDC37L1, 0_CDC45, 0_ERLEC1, 0_MYO3B, 0_NFKB2, 0_PRKCB, 0_SQSTM1, 0_SUN1, 0_TUBG2, 0_WDR18, 0_WWTR1, 0_ABHD11, 0_B9D2, 0_BARX2, 0_CSPG5, 0_ERCC4, 0_GBP4, 0_SOX4, 0_XPC, 0_YIPF1, 0_ZNF326, 0_ZNF610, 0_ADAR, 0_CNTN5, 0_DAAM2, 0_DBF4B, 0_EFHC1, 0_LDB2, 0_MBTPS2, 0_MCM9, 0_MEP1A, 0_MSH6, 0_PLTP, 0_RANBP3L, 0_STC2, 0_TRAK1, 0_ZNF76, 0_ARFIP1, 0_ARID1A, 0_ATG5, 0_ATP2B3, 0_CAV1, 0_CBX5, 0_CCNG1, 0_CDC25C, 0_CDKN1A, 0_COQ4, 0_CSF1R, 0_EHBP1L1, 0_EIF3D, 0_ELP2, 0_EMCN, 0_EXOC4, 0_GIMAP8, 0_GPATCH1, 0_HNRNPUL2, 0_HSD17B4, 0_HSPB1, 0_IER5, 0_IGFBP7, 0_IPP, 0_NUDT11, 0_PCDH10, 0_PDIA6, 0_PLXNB1, 0_PM20D2, 0_PREX2, 0_PSMD10, 0_RAPGEF1, 0_RPL10L, 0_RPS5, 0_SLC13A3, 0_SNRNP200, 0_SRP19, 0_TAF13, 0_TCF4, 0_THOC3, 0_TMTC1, 0_ADCY4, 0_ADRM1, 0_ARMCX1, 0_ATL1, 0_CDK18, 0_CHST12, 0_CLRN3, 0_CSPG4, 0_CUX1, 0_DAPK3, 0_DNAJC2, 0_EBAG9, 0_EIF2AK3, 0_FGD6, 0_FLT4, 0_GNB2, 0_GSTA3, 0_IER3, 0_LHPP, 0_MRPL49, 0_MTR, 0_NDRG4, 0_NDUFB8, 0_NHLRC2, 0_OCRL, 0_PGK2, 0_PLXDC1, 0_POLR3B, 0_PTK2B, 0_RANBP2, 0_RAPGEF4, 0_RBP5, 0_RPAP2, 0_RPS21, 0_SLC16A4, 0_SMARCA2, 0_TBC1D1, 0_TCFL5, 0_TNFSF13B, 0_TRMT2A, 0_YIPF5, 0_ZCCHC8, 0_ZKSCAN4, 0_ACSL4, 0_AFF3, 0_AMFR, 0_APPBP2, 0_ARL10, 0_ARSB, 0_ASRGL1, 0_ATP6V1B1, 0_BAG1, 0_BIN1, 0_BRF1, 0_C17orf97, 0_C1orf162, 0_C1orf194, 0_CASP9, 0_CBFA2T3, 0_CBX1, 0_CCNJL, 0_CDC42BPA, 0_CLDN1, 0_CWC15, 0_CXCL12, 0_DDB2, 0_DDX5, 0_DOK4, 0_EDN1, 0_EEF1B2, 0_EFHC2, 0_EIF2B1, 0_ESCO1, 0_EVPL, 0_EXOC7, 0_EXOSC9, 0_FAR1, 0_FGFR4, 0_GCH1, 0_GGCT, 0_GRIK1, 0_GTF2I, 0_HDHD3, 0_IQCE, 0_KISS1R, 0_LNX1, 0_MAML3, 0_MDH1B, 0_MIER1, 0_MLPH, 0_MRPL33, 0_NDUFA7, 0_NDUFA8, 0_NEK8, 0_NOL3, 0_NTN1, 0_ODC1, 0_OLFML1, 0_PDLIM1, 0_PIGQ, 0_PLCD3, 0_PLCG2, 0_PPP2R2D, 0_PRKCD, 0_PRKCH, 0_PRMT7, 0_RBM6, 0_RC3H1, 0_RFC3, 0_RIT1, 0_SAP30, 0_SCARB1, 0_SH3D19, 0_SIM2, 0_SLC15A4, 0_SPATA5, 0_SPOCK2, 0_SREBF2, 0_SRM, 0_ST3GAL1, 0_SYNGR3, 0_TEKT2, 0_TFAP4, 0_TMEM131, 0_TMEM222, 0_TMX1, 0_TPST2, 0_TSKU, 0_TUBG1, 0_UNC5CL, 0_VDAC1]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
50 features: [0_ADCY4, 0_AMFR, 0_ASRGL1, 0_ATP6V1B1, 0_BIN1, 0_CDK18, 0_CLDN8, 0_CSPG4, 0_DAAM2, 0_DACT2, 0_DDB2, 0_DOK4, 0_DYNC2LI1, 0_EMCN, 0_ENPP3, 0_EXOC7, 0_FGFR4, 0_FLT4, 0_GBP4, 0_GGT1, 0_GGTLC1, 0_GGTLC2, 0_GIMAP8, 0_LDB2, 0_LNX1, 0_MYO3B, 0_NDUFA4L2, 0_NELL1, 0_NOL3, 0_NTN1, 0_PDLIM1, 0_PLCD3, 0_PLCG2, 0_PREX2, 0_RANBP3L, 0_RAPGEF4, 0_RIT1, 0_SCARB1, 0_SLC15A4, 0_SLC22A23, 0_SREBF2, 0_ST8SIA5, 0_SYNGR3, 0_TBC1D1, 0_TCF4, 0_TEK, 0_TMTC1, 0_TPST2, 0_UNC5CL, 0_UPK1B]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
100 features: [0_ABHD11, 0_ACLY, 0_ADCY4, 0_AMFR, 0_ANK2, 0_ANXA4, 0_APOLD1, 0_APOO, 0_ARHGAP18, 0_ASRGL1, 0_ATP1A1, 0_ATP6V1A, 0_ATP6V1B1, 0_BDKRB1, 0_BEST3, 0_BIN1, 0_C17orf97, 0_CA9, 0_CCDC102A, 0_CDK18, 0_CDK19, 0_CFL2, 0_CLDN8, 0_CNKSR3, 0_CSPG4, 0_DAAM2, 0_DACT2, 0_DDB2, 0_DOK4, 0_DYNC2LI1, 0_EIF4E, 0_EMCN, 0_ENPP3, 0_EXOC7, 0_EYA4, 0_EZR, 0_FGFR4, 0_FLT4, 0_GABARAPL1, 0_GBP4, 0_GGT1, 0_GGT6, 0_GGTLC1, 0_GGTLC2, 0_GIMAP8, 0_GRK5, 0_HUNK, 0_KCNE4, 0_KCNJ1, 0_LDB2, 0_LGI4, 0_LHX6, 0_LNX1, 0_LPCAT1, 0_MDH1B, 0_MRPS25, 0_MYO10, 0_MYO3B, 0_NDUFA4L2, 0_NELL1, 0_NOL3, 0_NTN1, 0_ODC1, 0_PDE1A, 0_PDLIM1, 0_PDZK1IP1, 0_PLCD3, 0_PLCG2, 0_PLS3, 0_PLXNB1, 0_POLG2, 0_PREX2, 0_PRKCH, 0_PYGL, 0_RANBP3L, 0_RAPGEF4, 0_RIT1, 0_SCARB1, 0_SLC15A4, 0_SLC22A23, 0_SPOCK2, 0_SQLE, 0_SREBF2, 0_ST8SIA5, 0_STC2, 0_STRBP, 0_SYNGR3, 0_SYNJ2BP, 0_TBC1D1, 0_TBC1D14, 0_TBX2, 0_TCF4, 0_TEK, 0_TEKT2, 0_TMTC1, 0_TPST2, 0_UBXN11, 0_UNC5B, 0_UNC5CL, 0_UPK1B]
