
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5908
Features active in total: 5908
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 81
PRCC T1: 160
PRCC T2: 69
ccRCC: 485
normal: 129

RUNNING GENETIC ALGORITHM
Generations completed = 134
Generations completed = 267
Generations completed = 397
   	     	         	        	            type naive Bayes balanced accuracy           	                 root leanness                  
   	     	         	        	---------------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max     	std      	min     	avg     	max	std     
(0.9528417495723932, 0.25) 15 features: [0_AKR1C3, 0_CPNE5, 0_CUL1, 0_CYP27A1, 0_HOXD4, 0_JARID2, 0_LRRC28, 0_MTUS2, 0_NDRG1, 0_NOL3, 0_PLCD3, 0_RBM17, 0_SLC6A2, 0_TNFAIP8L3, 0_UPK1B]
(0.9517166197074527, 0.2581988897471611) 14 features: [0_AKR1C3, 0_CPNE5, 0_HGD, 0_HOXD4, 0_JARID2, 0_NDRG1, 0_NLGN1, 0_NOL3, 0_PLCD3, 0_PRPF4B, 0_RBM17, 0_SLC6A2, 0_TNFAIP8L3, 0_UPK1B]
(0.9511931988477554, 0.2672612419124244) 13 features: [0_AKR1C3, 0_CPNE5, 0_HOXD4, 0_JARID2, 0_LDB2, 0_MTUS2, 0_NDRG1, 0_NOL3, 0_NUP50, 0_PLCD3, 0_RBM17, 0_SLC6A2, 0_UPK1B]
(0.9507541207064139, 0.2773500981126146) 12 features: [0_AKR1C3, 0_CPNE5, 0_CUL1, 0_HOXD4, 0_JARID2, 0_NDRG1, 0_NOL3, 0_PLCD3, 0_RBM17, 0_SLC6A2, 0_TNFAIP8L3, 0_UPK1B]
(0.9442304401168358, 0.28867513459481287) 11 features: [0_AKR1C3, 0_AP2A2, 0_CPNE5, 0_HOXD4, 0_LRRC28, 0_NDRG1, 0_NOL3, 0_RBM17, 0_SLC6A2, 0_TNFAIP8L3, 0_UPK1B]
(0.9437346600759042, 0.30151134457776363) 10 features: [0_AKR1C3, 0_CPNE5, 0_LDB2, 0_LRRC28, 0_NDRG1, 0_NOL3, 0_RBM17, 0_SLC6A2, 0_TNFAIP8L3, 0_UPK1B]
(0.9355804063612811, 0.31622776601683794) 9 features: [0_AKR1C3, 0_APOLD1, 0_CPNE5, 0_LRRC28, 0_NDRG1, 0_NOL3, 0_RBM17, 0_TNFAIP8L3, 0_UPK1B]
(0.9318391357690097, 0.3333333333333333) 8 features: [0_AKR1C3, 0_HPCAL1, 0_LDB2, 0_LRRC28, 0_RBM17, 0_SLC6A2, 0_TNFAIP8L3, 0_UPK1B]
(0.9293838203759235, 0.3535533905932738) 7 features: [0_AKR1C3, 0_DGKD, 0_EFHC1, 0_LDB2, 0_NOL3, 0_RALA, 0_UPK1B]
(0.9186134259339692, 0.3779644730092272) 6 features: [0_AKR1C3, 0_EFHC1, 0_LDB2, 0_NOL3, 0_RALA, 0_UPK1B]
(0.9071155185402672, 0.408248290463863) 5 features: [0_AKR1C3, 0_CDK18, 0_LDB2, 0_SYNGR3, 0_UPK1B]
(0.8876933493192845, 0.4472135954999579) 4 features: [0_CDK18, 0_LDB2, 0_SQSTM1, 0_TBC1D1]
(0.8561636415036574, 0.5) [0_LDB2, 0_SQSTM1, 0_TBC1D1]
(0.7950926982797795, 0.5773502691896257) [0_NDUFA4L2, 0_PLCG2]
(0.670677950487049, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
47 features: [0_AKR1C3, 0_UPK1B, 0_NOL3, 0_RBM17, 0_CPNE5, 0_NDRG1, 0_SLC6A2, 0_HOXD4, 0_LDB2, 0_PLCD3, 0_TNFAIP8L3, 0_JARID2, 0_LRRC28, 0_BAX, 0_F11R, 0_NLGN1, 0_CLK4, 0_PRTFDC1, 0_CDK18, 0_CUL1, 0_CYCS, 0_EFHC1, 0_MS4A7, 0_MTUS2, 0_PLCG2, 0_RALA, 0_SQSTM1, 0_TBC1D1, 0_VIPR2, 0_ALKBH4, 0_AP2A2, 0_APOLD1, 0_CDCP1, 0_CYP27A1, 0_DGKD, 0_GALNT7, 0_GAPDH, 0_GOLM1, 0_HGD, 0_HPCAL1, 0_LNPEP, 0_NDUFA4L2, 0_NUP50, 0_PRPF4B, 0_RBM15, 0_SYNGR3, 0_URB1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
277 features: [0_UPK1B, 0_AKR1C3, 0_NOL3, 0_RBM17, 0_LDB2, 0_CPNE5, 0_NDRG1, 0_SLC6A2, 0_HOXD4, 0_EFHC1, 0_JARID2, 0_PLCD3, 0_LRRC28, 0_TNFAIP8L3, 0_NLGN1, 0_F11R, 0_SQSTM1, 0_CDK18, 0_BAX, 0_PRTFDC1, 0_CLK4, 0_GLOD4, 0_SYNGR3, 0_VEGFA, 0_ATP6V1A, 0_GALNT7, 0_HGD, 0_HPCAL1, 0_NDUFA4L2, 0_RALA, 0_VIPR2, 0_CDCP1, 0_MS4A7, 0_MTUS2, 0_CYCS, 0_GOLM1, 0_MDH1B, 0_TBC1D1, 0_AP2A2, 0_ECD, 0_C6orf62, 0_CUL1, 0_DGKD, 0_ISY1, 0_JAKMIP2, 0_SIRT5, 0_SRPX2, 0_PLCG2, 0_URB1, 0_APOLD1, 0_CAB39, 0_LDHC, 0_MLF2, 0_NR3C1, 0_PMS2, 0_SLC25A5, 0_TTC30B, 0_ZNF358, 0_AHCY, 0_CSPG4, 0_DDX43, 0_KCNJ1, 0_PSMC4, 0_RPIA, 0_SLC9A2, 0_TPK1, 0_ABHD10, 0_ATP6V1B1, 0_AVPI1, 0_BTRC, 0_CNOT4, 0_DCLK3, 0_DDX3X, 0_DNAJC16, 0_EGLN1, 0_FXR2, 0_GAB3, 0_GLRX5, 0_ITIH3, 0_NKTR, 0_NPHP1, 0_NSUN6, 0_NTN1, 0_NUDT9, 0_PAFAH2, 0_PARM1, 0_PGS1, 0_REC8, 0_RHPN1, 0_S1PR1, 0_SOCS2, 0_STAP2, 0_TRH, 0_TTC30A, 0_UNC5CL, 0_ZNF608, 0_AK7, 0_ALKBH4, 0_ANKRD54, 0_APOD, 0_ATP6V1H, 0_BDKRB1, 0_CCT3, 0_CDK9, 0_CEP57, 0_CETN2, 0_COQ2, 0_CSGALNACT2, 0_CYLD, 0_DAAM2, 0_F8, 0_FKBP10, 0_FOXS1, 0_IFT57, 0_KIF13B, 0_LPCAT1, 0_MDH2, 0_NAA25, 0_NECAB3, 0_PTPN12, 0_PTPRE, 0_RAPH1, 0_RBM12, 0_RIT1, 0_RPUSD2, 0_SDC1, 0_SEC24B, 0_SEMA4D, 0_SENP2, 0_SIAH1, 0_SLC13A3, 0_SLC15A4, 0_SPOCK2, 0_SYNRG, 0_TBC1D14, 0_TEKT2, 0_TRIM26, 0_TRIM7, 0_TTF1, 0_TYW1B, 0_ULK2, 0_ABLIM3, 0_ACBD6, 0_ACLY, 0_ACTR2, 0_ADPRH, 0_AMIGO1, 0_ANKRD50, 0_ANXA6, 0_APOO, 0_ASAH1, 0_ATP7B, 0_ATRIP, 0_B4GALT7, 0_BCKDHA, 0_BDH1, 0_BIK, 0_BMI1, 0_BMP2K, 0_BTBD1, 0_CASP2, 0_CD47, 0_CDAN1, 0_CISD1, 0_CITED4, 0_CTTNBP2NL, 0_DCAF12L1, 0_DEK, 0_DSTN, 0_DUSP8, 0_EFNB2, 0_EFS, 0_EXOSC2, 0_FAM111A, 0_FAT1, 0_FBXO16, 0_FBXO44, 0_FGFR1, 0_FLRT3, 0_FMN1, 0_GAB2, 0_GABARAPL1, 0_GAPDH, 0_GFRA3, 0_GLCCI1, 0_GNAI2, 0_GPBP1L1, 0_GPD1, 0_GPS2, 0_GSTA1, 0_HCCS, 0_HIVEP3, 0_HKDC1, 0_HLA-DQB1, 0_HPCA, 0_IDH3B, 0_IGFBP7, 0_INPP5A, 0_INPP5B, 0_LAMP1, 0_LRIT3, 0_LYRM7, 0_LZTS2, 0_MAOA, 0_MAPKAPK5, 0_MCPH1, 0_MDM4, 0_MED1, 0_MFGE8, 0_MFSD6, 0_MICALL2, 0_MRPL4, 0_MXI1, 0_NAB2, 0_NCAPH2, 0_NPEPL1, 0_NUDT22, 0_PARP16, 0_PCDHGA11, 0_PCNT, 0_PDHA1, 0_PDZK1IP1, 0_PHF14, 0_PKD1, 0_PPP2R2C, 0_PRPF4B, 0_PSKH1, 0_PXK, 0_RANBP2, 0_RBKS, 0_RBM14, 0_RICTOR, 0_RIN3, 0_RNF111, 0_S100A1, 0_SACM1L, 0_SAT1, 0_SBK2, 0_SCARF2, 0_SEC14L2, 0_SEC62, 0_SIK1, 0_SIRPA, 0_SLC1A1, 0_SLC25A38, 0_SLC26A6, 0_SLC27A4, 0_SLC44A3, 0_SRP54, 0_SSBP2, 0_ST8SIA5, 0_STAT4, 0_SVEP1, 0_TADA1, 0_TCP1, 0_TCTN1, 0_TFAM, 0_TM9SF1, 0_TMED10, 0_TMEM201, 0_TP53BP2, 0_TRAPPC4, 0_TRMT5, 0_TTC39C, 0_TUBGCP3, 0_TUFM, 0_UACA, 0_UBE2C, 0_UBE2I, 0_UQCRFS1, 0_VIM, 0_WAS, 0_WDR24, 0_WDR53, 0_WSB1, 0_ZC3HC1, 0_ZNF304]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
32 features: [0_LDB2, 0_SQSTM1, 0_VEGFA, 0_CDK18, 0_AKR1C3, 0_TBC1D1, 0_SYNGR3, 0_UPK1B, 0_ATP6V1A, 0_NDUFA4L2, 0_PLCG2, 0_CSPG4, 0_TPK1, 0_EFHC1, 0_GLRX5, 0_NTN1, 0_ATP6V1B1, 0_CCT3, 0_EFNB2, 0_HPCAL1, 0_NLGN1, 0_NOL3, 0_NUDT9, 0_PARM1, 0_PDZK1IP1, 0_PLCD3, 0_S1PR1, 0_SLC25A5, 0_SLC9A2, 0_SPOCK2, 0_TBC1D14, 0_TCTN1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
38 features: [0_LDB2, 0_SQSTM1, 0_VEGFA, 0_CDK18, 0_AKR1C3, 0_SYNGR3, 0_UPK1B, 0_ATP6V1A, 0_TBC1D1, 0_NDUFA4L2, 0_PLCG2, 0_EFHC1, 0_EFNB2, 0_S1PR1, 0_NLGN1, 0_PLCD3, 0_ATP6V1B1, 0_CSPG4, 0_GLRX5, 0_SLC25A5, 0_TCTN1, 0_TPK1, 0_HPCAL1, 0_NOL3, 0_NTN1, 0_SLC15A4, 0_SLC9A2, 0_CCT3, 0_EVI5L, 0_HSD3B7, 0_NUDT9, 0_PARM1, 0_PDHA1, 0_PDZK1IP1, 0_QPRT, 0_RIT1, 0_SPOCK2, 0_TBC1D14]

SAVING FEATURES AND FITNESSES FOR EACH SELECTED INDIVIDUAL TO FILES.
