
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5896
Features active in total: 5896
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 59
Generations completed = 121
Generations completed = 182
Generations completed = 243
Generations completed = 303
Generations completed = 363
Generations completed = 423
Generations completed = 483
   	     	         	        	        type naive Bayes balanced accuracy       	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std         	min     	avg     	max	std     
276 features: [0_PEG3, 0_CCNG1, 0_HUNK, 0_LPCAT1, 0_VIPR2, 0_NOTCH3, 0_TSKU, 0_SLC26A11, 0_RPA4, 0_NLGN1, 0_RBM8A, 0_PTGR1, 0_DHX32, 0_NDUFA4L2, 0_ZBTB1, 0_ABCA4, 0_AKR1C3, 0_NOP16, 0_ZFYVE27, 0_CHURC1, 0_GRB2, 0_SAP30, 0_SCAMP4, 0_EGR4, 0_TRMT1, 0_NBEA, 0_PLCG2, 0_HEBP2, 0_IFNGR2, 0_ATXN2L, 0_LDB2, 0_IFIT1, 0_RAP1GAP2, 0_ARMC10, 0_DIP2C, 0_TEK, 0_MFGE8, 0_EIF4EBP2, 0_FAM117A, 0_PM20D2, 0_DDB2, 0_MDH1B, 0_DPM1, 0_FGFR4, 0_LARP4, 0_MAPK1, 0_MPPE1, 0_PBLD, 0_RNF14, 0_LTBP4, 0_VEGFA, 0_ACOT2, 0_ETNK2, 0_GTPBP3, 0_LAMB1, 0_SMU1, 0_SPTBN4, 0_THOC7, 0_ACAP1, 0_BCKDK, 0_C1orf116, 0_CTSC, 0_ISLR, 0_MRPS36, 0_RPAP3, 0_SGMS2, 0_SPG11, 0_DYNLRB1, 0_GIMAP8, 0_LRIG3, 0_MVK, 0_PINK1, 0_SPSB2, 0_ZNF69, 0_GIMAP2, 0_NOL3, 0_PCYOX1, 0_PRKCB, 0_PSMC4, 0_SIRT6, 0_SRCAP, 0_TPK1, 0_U2AF1, 0_AAMP, 0_CARD8, 0_DDX19B, 0_DIAPH2, 0_EWSR1, 0_FAM118B, 0_MORF4L2, 0_NECAB3, 0_PA2G4, 0_PAIP2, 0_PJA2, 0_PKNOX1, 0_PLXNB1, 0_PRPF31, 0_RDX, 0_RRP15, 0_S1PR1, 0_STT3A, 0_TRIAP1, 0_TUBGCP3, 0_UAP1L1, 0_WBP2, 0_WNK4, 0_ANKRD46, 0_AP2B1, 0_ATP6V1A, 0_ATP6V1D, 0_BCAS2, 0_CCDC43, 0_CCNYL1, 0_CCT3, 0_CCT6B, 0_CD2BP2, 0_CD44, 0_CDC123, 0_CHDH, 0_FBXO31, 0_FTSJ1, 0_GLRX5, 0_HEYL, 0_HSPA9, 0_LACTB, 0_MAP2K2, 0_MAPKAP1, 0_MRPS7, 0_NSUN5, 0_OBSL1, 0_PDHX, 0_PEX16, 0_PGAM4, 0_PPIL3, 0_PPP1R8, 0_PRDX6, 0_PRTFDC1, 0_RILPL1, 0_RNASET2, 0_RNF111, 0_RNF216, 0_SFXN1, 0_SLC25A5, 0_TBC1D14, 0_TMEM222, 0_UAP1, 0_VCL, 0_AACS, 0_ACMSD, 0_ACYP1, 0_ANAPC7, 0_ANKRD26, 0_ANKS6, 0_APOO, 0_ARMC9, 0_ARMCX1, 0_ATP6V1B1, 0_AURKAIP1, 0_B4GALT2, 0_BCL2, 0_C17orf97, 0_CARHSP1, 0_CDK11A, 0_CEP76, 0_CFB, 0_CFL2, 0_CHMP4C, 0_CHRDL1, 0_CLCN7, 0_CMPK2, 0_CNIH4, 0_CP, 0_CPNE1, 0_DAAM2, 0_DDX55, 0_DIAPH1, 0_DYNLT3, 0_ENPP2, 0_ERLIN2, 0_EXTL3, 0_FCRL1, 0_FGF9, 0_FIG4, 0_FILIP1L, 0_FMN1, 0_G6PD, 0_GABARAPL1, 0_GAS1, 0_GGCX, 0_GGTA1, 0_GNB4, 0_GOLM1, 0_GPBP1, 0_GPRC5C, 0_GPRIN2, 0_GRB10, 0_GTSF1, 0_HIP1, 0_HPCAL1, 0_HPS5, 0_HSD17B6, 0_ING2, 0_ISCU, 0_KCNJ1, 0_KCNK6, 0_KHK, 0_KIF13B, 0_LHPP, 0_MAP3K8, 0_MAPKAPK5, 0_MARK4, 0_MKLN1, 0_MRM1, 0_MRPL39, 0_MRPL45, 0_MYO18A, 0_NDUFB11, 0_NEURL1B, 0_NR3C2, 0_NRIP1, 0_NTN1, 0_NTRK3, 0_NUDT10, 0_OGT, 0_OSBPL1A, 0_P4HA1, 0_PCDHB5, 0_PDIA5, 0_PFKM, 0_PFN2, 0_PGP, 0_PHC3, 0_PITPNM2, 0_PLD2, 0_PMM2, 0_POLR1A, 0_POU5F1, 0_PPP1CB, 0_PUS7, 0_PXK, 0_RAB28, 0_RBMS2, 0_RBMXL1, 0_RCOR3, 0_REEP6, 0_RHOBTB1, 0_RIMS2, 0_RIT1, 0_RNPEP, 0_RORA, 0_RPA1, 0_RPIA, 0_RPRD1B, 0_RSL1D1, 0_SAMD9, 0_SAMM50, 0_SERPINA3, 0_SF3A3, 0_SGK1, 0_SLBP, 0_SORBS1, 0_SPTLC1, 0_ST6GALNAC6, 0_STAU2, 0_TARDBP, 0_TBC1D1, 0_TBC1D9B, 0_TGFA, 0_TMEM109, 0_TP53RK, 0_TRAPPC6A, 0_TXN, 0_VDAC1, 0_ZFPM2, 0_ZRANB1, 0_ZXDB]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
33 features: [0_AKR1C3, 0_NDUFA4L2, 0_SAP30, 0_PEG3, 0_PLCG2, 0_LDB2, 0_VEGFA, 0_DDB2, 0_TEK, 0_MDH1B, 0_GIMAP8, 0_LPCAT1, 0_RNF14, 0_S1PR1, 0_CCNG1, 0_PLXNB1, 0_TPK1, 0_UAP1, 0_ANKRD46, 0_ATP6V1A, 0_ATP6V1D, 0_C17orf97, 0_CTSC, 0_DAAM2, 0_FGFR4, 0_GLRX5, 0_HPCAL1, 0_HSPA9, 0_HUNK, 0_ISCU, 0_MFGE8, 0_RSL1D1, 0_TBC1D14]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
59 features: [0_AKR1C3, 0_NDUFA4L2, 0_SAP30, 0_PEG3, 0_PLCG2, 0_VEGFA, 0_TEK, 0_LDB2, 0_DDB2, 0_MDH1B, 0_GIMAP8, 0_CCNG1, 0_TPK1, 0_LPCAT1, 0_RNF14, 0_S1PR1, 0_HUNK, 0_NLGN1, 0_ANKRD46, 0_CTSC, 0_HPCAL1, 0_HSPA9, 0_KCNJ1, 0_KRT19, 0_MANEA, 0_PLXNB1, 0_RAP1GAP, 0_RILPL1, 0_UAP1, 0_ATP6V1A, 0_ATP6V1D, 0_C17orf97, 0_CCT3, 0_CFB, 0_CLCN7, 0_CRHBP, 0_DAAM2, 0_DYNC2LI1, 0_FGF9, 0_FGFR4, 0_FILIP1L, 0_G6PD, 0_GLRX5, 0_GPRIN2, 0_GREM2, 0_HBS1L, 0_HERPUD2, 0_ISCU, 0_KHK, 0_MFGE8, 0_NR3C2, 0_PCYOX1, 0_PDIA5, 0_PID1, 0_PPM1K, 0_RSL1D1, 0_SIM2, 0_TBC1D14, 0_TSKU]
