
OPTIMIZING ON FOLD NUMBER 4
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 7369
Features active in total: 7369
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 54
censored 1: 126
deceased 0: 35
deceased 1: 35

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 54
censored 1: 126
deceased 0: 35
deceased 1: 35
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
276 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_C18orf20.221241, 1_MUM1L1.139221, 1_STON1.GTF2A1L.286749, 1_FGF3.2248, 1_PEX6.5190, 1_MAGIX.79917, 1_RASSF6.166824, 1_CDH22.64405, 1_PEBP4.157310, 1_CPXM2.119587, 1_OR2T29.343563, 1_CYP3A4.1576, 1_PRKCZ.5590, 1_C4orf45.152940, 1_RAB11FIP4.84440, 1_SMARCC2.6601, 1_FOXA2.3170, 1_PCDHGC3.5098, 1_NCRNA00028.140875, 1_BARX1.56033, 1_GJB3.2707, 1_GPRC5D.55507, 1_TNFRSF6B.8771, 1_PSMA5.5686, 1_SPINT1.6692, 1_LILRA6.79168, 0_age_at_initial_pathologic_diagnosis, 1_TUBE1.51175, 1_LARP6.55323, 1_CCL8.6355, 1_DLX4.1748, 1_CCDC19.25790, 1_CBX4.8535, 0_ajcc_pathologic_tumor_stage_Stage I, 1_TSLP.85480, 1_PIAS3.10401, 1_LOC100144604.100144604, 1_OR12D2.26529, 1_TRPM3.80036, 1_IRX2.153572, 1_PCDHA12.56137, 1_GAB2.9846, 1_PRPH2.5961, 1_YIPF3.25844, 1_SLC22A4.6583, 1_CTAGE1.64693, 1_KGFLP1.387628, 1_GAS5.60674, 1_GRIK2.2898, 1_UGT2A3.79799, 1_BBS12.166379, 1_CDK5RAP1.51654, 1_COL11A2.1302, 1_DGKK.139189, 1_MPP4.58538, 1_MYH14.79784, 1_FOXL1.2300, 1_PPP2R2C.5522, 1_CPEB1.64506, 1_FLYWCH2.114984, 1_FOXI2.399823, 1_FYCO1.79443, 1_LOC388692.388692, 1_PI15.51050, 1_SEC61G.23480, 1_SHANK2.22941, 1_SPINK1.6690, 1_ABCD1.215, 1_ARAP2.116984, 1_FAM57B.83723, 1_KDELC1.79070, 1_MTA1.9112, 1_RAB3IP.117177, 1_ZNF323.64288, 1_ACTR8.93973, 1_ANGPTL6.83854, 1_ASB11.140456, 1_BTF3L4.91408, 1_CAB39L.81617, 1_CCDC84.338657, 1_DEPDC6.64798, 1_DLG4.1742, 1_FCHO1.23149, 1_H3F3C.440093, 1_INPP5E.56623, 1_LOC100134713.100134713, 1_LOC100272228.100272228, 1_OR2H1.26716, 1_PHF21A.51317, 1_PLK1.5347, 1_PROSC.11212, 1_PRPF39.55015, 1_PSMD8.5714, 1_RAC2.5880, 1_RRP1.8568, 1_SHKBP1.92799, 1_SOS2.6655, 1_SPATA4.132851, 1_SPC25.57405, 1_STRC.161497, 1_TNK2.10188, 1_TREML3.340206, 1_TWIST2.117581, 1_UGDH.7358, 1_AGXT2.64902, 1_C15orf52.388115, 1_CES2.8824, 1_COL4A3.1285, 1_CYP8B1.1582, 1_ERGIC3.51614, 1_FAM113A.64773, 1_FBXL4.26235, 1_FOXJ1.2302, 1_GREM2.64388, 1_GRIN3B.116444, 1_HOOK1.51361, 1_JPH3.57338, 1_LOC284788.284788, 1_METTL7A.25840, 1_MPZ.4359, 1_MYO5B.4645, 1_PAQR5.54852, 1_POLD4.57804, 1_PPFIBP2.8495, 1_PYCR1.5831, 1_RPL37A.6168, 1_SCNM1.79005, 1_SLC39A1.27173, 1_SPAG5.10615, 1_SPATA21.374955, 1_SPINLW1.57119, 1_STXBP1.6812, 1_TMBIM1.64114, 1_TOX3.27324, 1_TUBB6.84617, 1_UBE2S.27338, 1_WIZ.58525, 1_YJEFN3.374887, 1_ZNF223.7766, 1_ZNF750.79755, 1_ABCA11P.79963, 1_ACAP3.116983, 1_ACP2.53, 1_ACTL6A.86, 1_ADAL.161823, 1_AIM2.9447, 1_ANKRD12.23253, 1_AP2M1.1173, 1_APOL2.23780, 1_APOOL.139322, 1_AURKAPS1.6791, 1_C11orf84.144097, 1_C12orf47.51275, 1_C14orf176.643382, 1_C15orf26.161502, 1_C21orf15.54094, 1_C5orf41.153222, 1_C9orf144B.259308, 1_C9orf153.389766, 1_CCDC86.79080, 1_CDC16.8881, 1_CDC25A.993, 1_CDKL1.8814, 1_CKAP4.10970, 1_CKM.1158, 1_CLCA2.9635, 1_CNTNAP1.8506, 1_COL20A1.57642, 1_CRYBB1.1414, 1_CTTNBP2.83992, 1_CTXN1.404217, 1_CYP3A7.1551, 1_DIP2C.22982, 1_DNAH7.56171, 1_DNAJB11.51726, 1_DNMT3B.1789, 1_DOK1.1796, 1_DSCR3.10311, 1_DSG3.1830, 1_EBI3.10148, 1_EFNA3.1944, 1_EIF5.1983, 1_EXOC8.149371, 1_FAM160A1.729830, 1_FAM64A.54478, 1_FAM71F2.346653, 1_FAM83D.81610, 1_FOXD4L6.653404, 1_FOXK2.3607, 1_GDI1.2664, 1_GJA1.2697, 1_GPR34.2857, 1_HBQ1.3049, 1_HERC1.8925, 1_HGS.9146, 1_HHLA2.11148, 1_HOXC13.3229, 1_IFNAR1.3454, 1_ISYNA1.51477, 1_KHSRP.8570, 1_KIF3B.9371, 1_KIFC2.90990, 1_KLF11.8462, 1_KLF12.11278, 1_KRT13.3860, 1_KRT34.3885, 1_LBP.3929, 1_LOC126536.126536, 1_LOC285627.285627, 1_LOC645431.645431, 1_LY6G6C.80740, 1_MAOA.4128, 1_MATN1.4146, 1_MMP24.10893, 1_MYBBP1A.10514, 1_MYL2.4633, 1_NADK.65220, 1_NAGPA.51172, 1_NEIL3.55247, 1_NEK3.4752, 1_NHLH1.4807, 1_NIPSNAP1.8508, 1_NME2.4831, 1_NOP2.4839, 1_NPAS2.4862, 1_NUDT7.283927, 1_OVCA2.124641, 1_PC.5091, 1_PCSK6.5046, 1_PDK4.5166, 1_PFDN4.5203, 1_PHLDB2.90102, 1_PIGU.128869, 1_PLA2G2A.5320, 1_PLEKHH3.79990, 1_PRUNE2.158471, 1_PSCA.8000, 1_PTGER3.5733, 1_PTPRN.5798, 1_RAB34.83871, 1_RAP1GAP.5909, 1_RGN.9104, 1_RTKN2.219790, 1_S100A7.6278, 1_SCGB1D2.10647, 1_SEPT7P2.641977, 1_SFN.2810, 1_SFRS7.6432, 1_SFRS8.6433, 1_SIGMAR1.10280, 1_SLC25A14.9016, 1_SNORA72.26775, 1_SNX13.23161, 1_SNX29.92017, 1_SPEG.10290, 1_STYXL1.51657, 1_SYDE1.85360, 1_TACR1.6869, 1_TAF6.6878, 1_THAP9.79725, 1_THTPA.79178, 1_TMEM50A.23585, 1_TTC22.55001, 1_UCK2.7371, 1_UPK1A.11045, 1_VAMP1.6843, 1_WDR16.146845, 1_WDR4.10785, 1_WDR62.284403, 1_WDR85.92715, 1_ZNF132.7691, 1_ZNF214.7761, 1_ZNF33B.7582, 1_ZNF613.79898, 1_ZSCAN2.54993]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AUP1.550, 1_C11orf84.144097, 1_C6orf186.728464, 1_CBX4.8535, 1_CDCA8.55143, 1_CKAP4.10970, 1_COPS7A.50813, 1_CTU2.348180, 1_DVL3.1857, 1_FAM160A1.729830, 1_FAM64A.54478, 1_FAM83D.81610, 1_FOXA2.3170, 1_HGS.9146, 1_HHLA2.11148, 1_KCND1.3750, 1_KL.9365, 1_LOC100134713.100134713, 1_METTL7A.25840, 1_NCKAP5L.57701, 1_NME2.4831, 1_NOP2.4839, 1_OTX1.5013, 1_PAQR5.54852, 1_PDK4.5166, 1_PFDN4.5203, 1_PPAP2B.8613, 1_PRUNE2.158471, 1_PWP2.5822, 1_PYCR1.5831, 1_RASSF6.166824, 1_RCC2.55920, 1_RPS10.6204, 1_SC5DL.6309, 1_SLC27A2.11001, 1_SLC2A6.11182, 1_SNX30.401548, 1_STON1.GTF2A1L.286749, 1_TACC3.10460, 1_TMEM25.84866, 1_TTC22.55001, 1_UBE2I.7329, 1_UBE2S.27338, 1_UCK2.7371, 1_USP2.9099]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
92 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_CBX4.8535, 1_FOXA2.3170, 1_LOC100134713.100134713, 1_METTL7A.25840, 1_MYO5B.4645, 1_PYCR1.5831, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AUP1.550, 1_C11orf84.144097, 1_C15orf23.90417, 1_C17orf70.80233, 1_C6orf186.728464, 1_C9orf140.89958, 1_CCL8.6355, 1_CDCA8.55143, 1_CDH22.64405, 1_CKAP4.10970, 1_COPS7A.50813, 1_CRB3.92359, 1_CTAGE1.64693, 1_CTU2.348180, 1_DVL3.1857, 1_ELOVL7.79993, 1_FAM134B.54463, 1_FAM160A1.729830, 1_FAM20A.54757, 1_FAM54A.113115, 1_FAM57B.83723, 1_FAM64A.54478, 1_FAM83D.81610, 1_FKBP1A.2280, 1_FOXK2.3607, 1_GFPT2.9945, 1_GLYAT.10249, 1_H3F3B.3021, 1_H3F3C.440093, 1_HERPUD1.9709, 1_HGS.9146, 1_HHLA2.11148, 1_HIBCH.26275, 1_KCND1.3750, 1_KCNJ15.3772, 1_KL.9365, 1_MPG.4350, 1_NCKAP5L.57701, 1_NME2.4831, 1_NOP2.4839, 1_OASL.8638, 1_OTX1.5013, 1_PAQR5.54852, 1_PDK4.5166, 1_PFDN4.5203, 1_POP5.51367, 1_PPAP2B.8613, 1_PPIH.10465, 1_PRKCE.5581, 1_PRUNE2.158471, 1_PSMB1.5689, 1_PWP2.5822, 1_RAN.5901, 1_RASEF.158158, 1_RASSF6.166824, 1_RCC2.55920, 1_RHBDD3.25807, 1_RHEBL1.121268, 1_RNF7.9616, 1_RPS10.6204, 1_RRAS.6237, 1_SC5DL.6309, 1_SECISBP2L.9728, 1_SLC23A3.151295, 1_SLC27A2.11001, 1_SLC2A6.11182, 1_SNX2.6643, 1_SNX30.401548, 1_SPC24.147841, 1_SPTBN1.6711, 1_STON1.GTF2A1L.286749, 1_TACC3.10460, 1_TELO2.9894, 1_TIMM16.51025, 1_TMEM25.84866, 1_TRAF6.7189, 1_TTC22.55001, 1_UBE2I.7329, 1_UBE2S.27338, 1_UCK2.7371, 1_UHRF1.29128, 1_USP2.9099, 1_ZNF613.79898]
Optimization on fold finished in 00-01:15:35

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 24
Features in hall of fame by prevalence:
55 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_C18orf20.221241, 1_MUM1L1.139221, 1_STON1.GTF2A1L.286749, 1_FGF3.2248, 1_MAGIX.79917, 1_CDH22.64405, 1_CPXM2.119587, 1_PEBP4.157310, 1_PEX6.5190, 1_PRKCZ.5590, 1_CYP3A4.1576, 1_RASSF6.166824, 1_OR2T29.343563, 1_BARX1.56033, 1_C4orf45.152940, 1_SPINT1.6692, 1_FOXA2.3170, 1_GPRC5D.55507, 1_PCDHGC3.5098, 1_SMARCC2.6601, 0_age_at_initial_pathologic_diagnosis, 1_LILRA6.79168, 1_NCRNA00028.140875, 1_RAB11FIP4.84440, 1_TUBE1.51175, 1_PSMA5.5686, 1_CCDC19.25790, 1_CCL8.6355, 1_DLX4.1748, 1_GJB3.2707, 1_TNFRSF6B.8771, 1_TSLP.85480, 0_ajcc_pathologic_tumor_stage_Stage I, 1_STRC.161497, 1_C15orf52.388115, 1_C21orf15.54094, 1_CDK5RAP1.51654, 1_GAB2.9846, 1_INPP5E.56623, 1_IRX2.153572, 1_KDELC1.79070, 1_LARP6.55323, 1_LOC100144604.100144604, 1_LOC388692.388692, 1_OR12D2.26529, 1_PCDHA12.56137, 1_PIAS3.10401, 1_PPFIBP2.8495, 1_PROSC.11212, 1_SCGB1D2.10647, 1_SEPT7P2.641977, 1_SHANK2.22941, 1_TRPM3.80036, 1_UGT2A3.79799]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
276 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_C18orf20.221241, 1_MUM1L1.139221, 1_STON1.GTF2A1L.286749, 1_FGF3.2248, 1_PEX6.5190, 1_MAGIX.79917, 1_RASSF6.166824, 1_CDH22.64405, 1_PEBP4.157310, 1_CPXM2.119587, 1_OR2T29.343563, 1_CYP3A4.1576, 1_PRKCZ.5590, 1_C4orf45.152940, 1_RAB11FIP4.84440, 1_SMARCC2.6601, 1_FOXA2.3170, 1_PCDHGC3.5098, 1_NCRNA00028.140875, 1_BARX1.56033, 1_GJB3.2707, 1_GPRC5D.55507, 1_TNFRSF6B.8771, 1_PSMA5.5686, 1_SPINT1.6692, 1_LILRA6.79168, 0_age_at_initial_pathologic_diagnosis, 1_TUBE1.51175, 1_LARP6.55323, 1_CCL8.6355, 1_DLX4.1748, 1_CCDC19.25790, 1_CBX4.8535, 0_ajcc_pathologic_tumor_stage_Stage I, 1_TSLP.85480, 1_PIAS3.10401, 1_LOC100144604.100144604, 1_OR12D2.26529, 1_TRPM3.80036, 1_IRX2.153572, 1_PCDHA12.56137, 1_GAB2.9846, 1_PRPH2.5961, 1_YIPF3.25844, 1_SLC22A4.6583, 1_CTAGE1.64693, 1_KGFLP1.387628, 1_GAS5.60674, 1_GRIK2.2898, 1_UGT2A3.79799, 1_BBS12.166379, 1_CDK5RAP1.51654, 1_COL11A2.1302, 1_DGKK.139189, 1_MPP4.58538, 1_MYH14.79784, 1_FOXL1.2300, 1_PPP2R2C.5522, 1_CPEB1.64506, 1_FLYWCH2.114984, 1_FOXI2.399823, 1_FYCO1.79443, 1_LOC388692.388692, 1_PI15.51050, 1_SEC61G.23480, 1_SHANK2.22941, 1_SPINK1.6690, 1_ABCD1.215, 1_ARAP2.116984, 1_FAM57B.83723, 1_KDELC1.79070, 1_MTA1.9112, 1_RAB3IP.117177, 1_ZNF323.64288, 1_ACTR8.93973, 1_ANGPTL6.83854, 1_ASB11.140456, 1_BTF3L4.91408, 1_CAB39L.81617, 1_CCDC84.338657, 1_DEPDC6.64798, 1_DLG4.1742, 1_FCHO1.23149, 1_H3F3C.440093, 1_INPP5E.56623, 1_LOC100134713.100134713, 1_LOC100272228.100272228, 1_OR2H1.26716, 1_PHF21A.51317, 1_PLK1.5347, 1_PROSC.11212, 1_PRPF39.55015, 1_PSMD8.5714, 1_RAC2.5880, 1_RRP1.8568, 1_SHKBP1.92799, 1_SOS2.6655, 1_SPATA4.132851, 1_SPC25.57405, 1_STRC.161497, 1_TNK2.10188, 1_TREML3.340206, 1_TWIST2.117581, 1_UGDH.7358, 1_AGXT2.64902, 1_C15orf52.388115, 1_CES2.8824, 1_COL4A3.1285, 1_CYP8B1.1582, 1_ERGIC3.51614, 1_FAM113A.64773, 1_FBXL4.26235, 1_FOXJ1.2302, 1_GREM2.64388, 1_GRIN3B.116444, 1_HOOK1.51361, 1_JPH3.57338, 1_LOC284788.284788, 1_METTL7A.25840, 1_MPZ.4359, 1_MYO5B.4645, 1_PAQR5.54852, 1_POLD4.57804, 1_PPFIBP2.8495, 1_PYCR1.5831, 1_RPL37A.6168, 1_SCNM1.79005, 1_SLC39A1.27173, 1_SPAG5.10615, 1_SPATA21.374955, 1_SPINLW1.57119, 1_STXBP1.6812, 1_TMBIM1.64114, 1_TOX3.27324, 1_TUBB6.84617, 1_UBE2S.27338, 1_WIZ.58525, 1_YJEFN3.374887, 1_ZNF223.7766, 1_ZNF750.79755, 1_ABCA11P.79963, 1_ACAP3.116983, 1_ACP2.53, 1_ACTL6A.86, 1_ADAL.161823, 1_AIM2.9447, 1_ANKRD12.23253, 1_AP2M1.1173, 1_APOL2.23780, 1_APOOL.139322, 1_AURKAPS1.6791, 1_C11orf84.144097, 1_C12orf47.51275, 1_C14orf176.643382, 1_C15orf26.161502, 1_C21orf15.54094, 1_C5orf41.153222, 1_C9orf144B.259308, 1_C9orf153.389766, 1_CCDC86.79080, 1_CDC16.8881, 1_CDC25A.993, 1_CDKL1.8814, 1_CKAP4.10970, 1_CKM.1158, 1_CLCA2.9635, 1_CNTNAP1.8506, 1_COL20A1.57642, 1_CRYBB1.1414, 1_CTTNBP2.83992, 1_CTXN1.404217, 1_CYP3A7.1551, 1_DIP2C.22982, 1_DNAH7.56171, 1_DNAJB11.51726, 1_DNMT3B.1789, 1_DOK1.1796, 1_DSCR3.10311, 1_DSG3.1830, 1_EBI3.10148, 1_EFNA3.1944, 1_EIF5.1983, 1_EXOC8.149371, 1_FAM160A1.729830, 1_FAM64A.54478, 1_FAM71F2.346653, 1_FAM83D.81610, 1_FOXD4L6.653404, 1_FOXK2.3607, 1_GDI1.2664, 1_GJA1.2697, 1_GPR34.2857, 1_HBQ1.3049, 1_HERC1.8925, 1_HGS.9146, 1_HHLA2.11148, 1_HOXC13.3229, 1_IFNAR1.3454, 1_ISYNA1.51477, 1_KHSRP.8570, 1_KIF3B.9371, 1_KIFC2.90990, 1_KLF11.8462, 1_KLF12.11278, 1_KRT13.3860, 1_KRT34.3885, 1_LBP.3929, 1_LOC126536.126536, 1_LOC285627.285627, 1_LOC645431.645431, 1_LY6G6C.80740, 1_MAOA.4128, 1_MATN1.4146, 1_MMP24.10893, 1_MYBBP1A.10514, 1_MYL2.4633, 1_NADK.65220, 1_NAGPA.51172, 1_NEIL3.55247, 1_NEK3.4752, 1_NHLH1.4807, 1_NIPSNAP1.8508, 1_NME2.4831, 1_NOP2.4839, 1_NPAS2.4862, 1_NUDT7.283927, 1_OVCA2.124641, 1_PC.5091, 1_PCSK6.5046, 1_PDK4.5166, 1_PFDN4.5203, 1_PHLDB2.90102, 1_PIGU.128869, 1_PLA2G2A.5320, 1_PLEKHH3.79990, 1_PRUNE2.158471, 1_PSCA.8000, 1_PTGER3.5733, 1_PTPRN.5798, 1_RAB34.83871, 1_RAP1GAP.5909, 1_RGN.9104, 1_RTKN2.219790, 1_S100A7.6278, 1_SCGB1D2.10647, 1_SEPT7P2.641977, 1_SFN.2810, 1_SFRS7.6432, 1_SFRS8.6433, 1_SIGMAR1.10280, 1_SLC25A14.9016, 1_SNORA72.26775, 1_SNX13.23161, 1_SNX29.92017, 1_SPEG.10290, 1_STYXL1.51657, 1_SYDE1.85360, 1_TACR1.6869, 1_TAF6.6878, 1_THAP9.79725, 1_THTPA.79178, 1_TMEM50A.23585, 1_TTC22.55001, 1_UCK2.7371, 1_UPK1A.11045, 1_VAMP1.6843, 1_WDR16.146845, 1_WDR4.10785, 1_WDR62.284403, 1_WDR85.92715, 1_ZNF132.7691, 1_ZNF214.7761, 1_ZNF33B.7582, 1_ZNF613.79898, 1_ZSCAN2.54993]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AUP1.550, 1_C11orf84.144097, 1_C6orf186.728464, 1_CBX4.8535, 1_CDCA8.55143, 1_CKAP4.10970, 1_COPS7A.50813, 1_CTU2.348180, 1_DVL3.1857, 1_FAM160A1.729830, 1_FAM64A.54478, 1_FAM83D.81610, 1_FOXA2.3170, 1_HGS.9146, 1_HHLA2.11148, 1_KCND1.3750, 1_KL.9365, 1_LOC100134713.100134713, 1_METTL7A.25840, 1_NCKAP5L.57701, 1_NME2.4831, 1_NOP2.4839, 1_OTX1.5013, 1_PAQR5.54852, 1_PDK4.5166, 1_PFDN4.5203, 1_PPAP2B.8613, 1_PRUNE2.158471, 1_PWP2.5822, 1_PYCR1.5831, 1_RASSF6.166824, 1_RCC2.55920, 1_RPS10.6204, 1_SC5DL.6309, 1_SLC27A2.11001, 1_SLC2A6.11182, 1_SNX30.401548, 1_STON1.GTF2A1L.286749, 1_TACC3.10460, 1_TMEM25.84866, 1_TTC22.55001, 1_UBE2I.7329, 1_UBE2S.27338, 1_UCK2.7371, 1_USP2.9099]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
92 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_CBX4.8535, 1_FOXA2.3170, 1_LOC100134713.100134713, 1_METTL7A.25840, 1_MYO5B.4645, 1_PYCR1.5831, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AUP1.550, 1_C11orf84.144097, 1_C15orf23.90417, 1_C17orf70.80233, 1_C6orf186.728464, 1_C9orf140.89958, 1_CCL8.6355, 1_CDCA8.55143, 1_CDH22.64405, 1_CKAP4.10970, 1_COPS7A.50813, 1_CRB3.92359, 1_CTAGE1.64693, 1_CTU2.348180, 1_DVL3.1857, 1_ELOVL7.79993, 1_FAM134B.54463, 1_FAM160A1.729830, 1_FAM20A.54757, 1_FAM54A.113115, 1_FAM57B.83723, 1_FAM64A.54478, 1_FAM83D.81610, 1_FKBP1A.2280, 1_FOXK2.3607, 1_GFPT2.9945, 1_GLYAT.10249, 1_H3F3B.3021, 1_H3F3C.440093, 1_HERPUD1.9709, 1_HGS.9146, 1_HHLA2.11148, 1_HIBCH.26275, 1_KCND1.3750, 1_KCNJ15.3772, 1_KL.9365, 1_MPG.4350, 1_NCKAP5L.57701, 1_NME2.4831, 1_NOP2.4839, 1_OASL.8638, 1_OTX1.5013, 1_PAQR5.54852, 1_PDK4.5166, 1_PFDN4.5203, 1_POP5.51367, 1_PPAP2B.8613, 1_PPIH.10465, 1_PRKCE.5581, 1_PRUNE2.158471, 1_PSMB1.5689, 1_PWP2.5822, 1_RAN.5901, 1_RASEF.158158, 1_RASSF6.166824, 1_RCC2.55920, 1_RHBDD3.25807, 1_RHEBL1.121268, 1_RNF7.9616, 1_RPS10.6204, 1_RRAS.6237, 1_SC5DL.6309, 1_SECISBP2L.9728, 1_SLC23A3.151295, 1_SLC27A2.11001, 1_SLC2A6.11182, 1_SNX2.6643, 1_SNX30.401548, 1_SPC24.147841, 1_SPTBN1.6711, 1_STON1.GTF2A1L.286749, 1_TACC3.10460, 1_TELO2.9894, 1_TIMM16.51025, 1_TMEM25.84866, 1_TRAF6.7189, 1_TTC22.55001, 1_UBE2I.7329, 1_UBE2S.27338, 1_UCK2.7371, 1_UHRF1.29128, 1_USP2.9099, 1_ZNF613.79898]
