
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 8819
Features active in total: 8819
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 69
censored 1: 155
deceased 0: 44
deceased 1: 44

STARTING SWEEP NUMBER 1
folds_creator_seed = 2696030563

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 69
censored 1: 155
deceased 0: 44
deceased 1: 44
ga_runner_seed = 810244693
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
227 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_HOXA3.3200, 1_ZPBP.11055, 1_CYP3A7.1551, 1_LCTL.197021, 1_HIST1H1T.3010, 1_IL1F5.26525, 1_ECHDC3.79746, 1_BTG4.54766, 1_OR2H1.26716, 1_LIMCH1.22998, 1_LYPD5.284348, 1_SHPRH.257218, 1_CRNKL1.51340, 1_C19orf23.148046, 1_PEX6.5190, 1_TPSD1.23430, 1_PIPSL.266971, 1_ARHGAP31.57514, 1_GH1.2688, 1_STON1.GTF2A1L.286749, 1_NANOS1.340719, 1_OR52I1.390037, 1_ZNF391.346157, 1_WBP5.51186, 1_CLDN4.1364, 1_TLR4.7099, 1_STAP2.55620, 1_GPR44.11251, 1_LONRF3.79836, 1_BAT2L1.84726, 1_CD80.941, 1_ZNF570.148268, 1_SLC7A5P2.387254, 1_COL11A2.1302, 1_ZNF699.374879, 1_U2AF1.7307, 1_AKIRIN2.55122, 1_HYAL3.8372, 1_PTCD3.55037, 1_USP18.11274, 1_MYBPC2.4606, 1_PPAN.56342, 1_NRM.11270, 1_HRH2.3274, 1_C9orf25.203259, 1_COL9A2.1298, 1_PSMA2.5683, 1_RLN3.117579, 1_TRIAP1.51499, 1_SNRPB2.6629, 1_GZMH.2999, 1_ALS2CL.259173, 1_LOC286467.286467, 1_SDC4P.376844, 1_VAX1.11023, 1_ZNF430.80264, 1_CDADC1.81602, 1_PTGR1.22949, 0_age_at_initial_pathologic_diagnosis, 1_AGER.177, 1_CACNA1B.774, 1_GIMAP8.155038, 1_LOC100131726.100131726, 1_WTAP.9589, 1_FAM126B.285172, 1_LOC389634.389634, 1_NOL7.51406, 1_SSH3.54961, 1_EXD3.54932, 1_LILRB3.11025, 1_NEK3.4752, 1_OLIG3.167826, 1_WDR85.92715, 1_ZNF572.137209, 1_ANK3.288, 1_ANKRD26P1.124149, 1_C21orf59.56683, 1_EGOT.100126791, 1_KIAA1430.57587, 1_MAPK7.5598, 1_MTFMT.123263, 1_NAA38.51691, 1_RAD51C.5889, 1_RFC5.5985, 1_SIRT7.51547, 1_SORL1.6653, 1_TMEM79.84283, 1_ZNF579.163033, 1_AKAP6.9472, 1_ALOX12P2.245, 1_ARTN.9048, 1_AURKAIP1.54998, 1_C4orf19.55286, 1_C5orf41.153222, 1_CBX8.57332, 1_CCDC78.124093, 1_CES3.23491, 1_EMILIN2.84034, 1_EXOSC1.51013, 1_FLJ35776.649446, 1_FRG1B.284802, 1_HIP1.3092, 1_IFI35.3430, 1_IGFN1.91156, 1_KLF5.688, 1_LOC400891.400891, 1_MAPK10.5602, 1_MRPL18.29074, 1_MRPL27.51264, 1_NOG.9241, 1_OSBPL11.114885, 1_PFDN2.5202, 1_SAA1.6288, 1_SAR1A.56681, 1_SIPA1L1.26037, 1_SPATA6.54558, 1_TBC1D8B.54885, 1_TMEM38B.55151, 1_TOMM6.100188893, 1_TRIM28.10155, 1_AKAP9.10142, 1_AP1G2.8906, 1_APOC1.341, 1_ARHGAP28.79822, 1_ARHGEF9.23229, 1_ARMS2.387715, 1_ASRGL1.80150, 1_BID.637, 1_BRIX1.55299, 1_BTBD11.121551, 1_C16orf7.9605, 1_C1orf194.127003, 1_C6orf186.728464, 1_CACNG6.59285, 1_CBY1.25776, 1_CD59.966, 1_CDR2.1039, 1_CMTM3.123920, 1_CRBN.51185, 1_CTCF.10664, 1_CTXN1.404217, 1_DCDC2B.149069, 1_DGKI.9162, 1_DNAH7.56171, 1_DSCR3.10311, 1_EFHD1.80303, 1_EREG.2069, 1_ESRRG.2104, 1_FAM53A.152877, 1_FLNB.2317, 1_FOXA2.3170, 1_FOXD4L6.653404, 1_FZD1.8321, 1_GIGYF2.26058, 1_GOLGA8C.729786, 1_GPIHBP1.338328, 1_GPR172B.55065, 1_GPR84.53831, 1_GTPBP3.84705, 1_H2AFX.3014, 1_HAS2AS.594842, 1_HMGCS2.3158, 1_HOXA2.3199, 1_HTATIP2.10553, 1_IL17RB.55540, 1_IL1RL2.8808, 1_ILDR1.286676, 1_INPP5E.56623, 1_IPMK.253430, 1_LAMB3.3914, 1_LOC283050.283050, 1_LZTS2.84445, 1_MAGOH.4116, 1_MED8.112950, 1_MKI67.4288, 1_MPP5.64398, 1_MPV17L2.84769, 1_MRPL55.128308, 1_MRPS21.54460, 1_NET1.10276, 1_NUBPL.80224, 1_NXF2B.728343, 1_PCDHGB8P.56120, 1_PDE6D.5147, 1_PGCP.10404, 1_PGLS.25796, 1_PLAG1.5324, 1_POM121L2.94026, 1_PROM2.150696, 1_PRR14.78994, 1_PSMD13.5719, 1_PTBP1.5725, 1_PTK7.5754, 1_PUS1.80324, 1_S100A8.6279, 1_SAP30L.79685, 1_SAT1.6303, 1_SCRN3.79634, 1_SEC14L3.266629, 1_SERPINB9.5272, 1_SFRS1.6426, 1_SMYD1.150572, 1_SORBS2.8470, 1_SPTBN5.51332, 1_SRRM3.222183, 1_SYCP2L.221711, 1_TBC1D3H.729877, 1_TEAD1.7003, 1_THRSP.7069, 1_TMED7.TICAM2.100302736, 1_TMEM87B.84910, 1_TOB2.10766, 1_TRIM2.23321, 1_UBXN10.127733, 1_UGT2A1.10941, 1_UPF3A.65110, 1_UPK1A.11045, 1_WIBG.84305, 1_ZFP92.139735, 1_ZNF280D.54816, 1_ZNF516.9658, 1_ZNF585B.92285, 1_ZNF616.90317, 1_ZNF776.284309, 1_ZNF777.27153]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AKAP6.9472, 1_ANK3.288, 1_ARPC1B.10095, 1_ASGR1.432, 1_BID.637, 1_C6orf186.728464, 1_CBX8.57332, 1_CWF19L2.143884, 1_CYP3A7.1551, 1_FOXA2.3170, 1_GBA3.57733, 1_GPR84.53831, 1_H2AFX.3014, 1_HOXA2.3199, 1_HOXA3.3200, 1_IGFN1.91156, 1_LAGE3.8270, 1_LIMCH1.22998, 1_LOC283050.283050, 1_LOC286467.286467, 1_LZTS2.84445, 1_MAST4.375449, 1_MNX1.3110, 1_MPP5.64398, 1_PFDN2.5202, 1_PIPSL.266971, 1_PRUNE2.158471, 1_PSMD13.5719, 1_PSMD14.10213, 1_PSMD4.5710, 1_PUS1.80324, 1_PWP2.5822, 1_SAA1.6288, 1_SARNP.84324, 1_SGMS1.259230, 1_SIPA1L1.26037, 1_SLC1A1.6505, 1_SORBS2.8470, 1_STK32B.55351, 1_STON1.GTF2A1L.286749, 1_TIMP1.7076, 1_TIMP3.7078, 1_TOMM6.100188893, 1_VPS45.11311, 1_ZIC2.7546]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
95 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_ANK3.288, 1_BARX1.56033, 1_IGFN1.91156, 1_LOC286467.286467, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AKAP6.9472, 1_AOX1.316, 1_ARPC1B.10095, 1_ASGR1.432, 1_ATXN1L.342371, 1_BID.637, 1_C12orf41.54934, 1_C21orf59.56683, 1_C6orf118.168090, 1_C6orf186.728464, 1_C7orf47.221908, 1_CBX3.11335, 1_CBX8.57332, 1_CWF19L2.143884, 1_CYP3A7.1551, 1_DAB2IP.153090, 1_ENTPD5.957, 1_EREG.2069, 1_FGD5.152273, 1_FKBP4.2288, 1_FOXA2.3170, 1_GAL3ST2.64090, 1_GBA3.57733, 1_GFOD1.54438, 1_GPR84.53831, 1_GTF2E2.2961, 1_H2AFX.3014, 1_HOXA2.3199, 1_HOXA3.3200, 1_INADL.10207, 1_ITGB1BP1.9270, 1_KLF6.1316, 1_KRT15.3866, 1_LAGE3.8270, 1_LCTL.197021, 1_LIMCH1.22998, 1_LOC283050.283050, 1_LZTS2.84445, 1_MAST4.375449, 1_MNX1.3110, 1_MPP5.64398, 1_MPV17L2.84769, 1_MRPS12.6183, 1_MRTO4.51154, 1_MT2A.4502, 1_PDCD2.5134, 1_PDPK1.5170, 1_PFDN2.5202, 1_PFDN6.10471, 1_PIPSL.266971, 1_PLG.5340, 1_PRDM16.63976, 1_PRKAA2.5563, 1_PRUNE2.158471, 1_PSMB6.5694, 1_PSMD13.5719, 1_PSMD14.10213, 1_PSMD4.5710, 1_PUS1.80324, 1_PWP2.5822, 1_RAB34.83871, 1_RECQL4.9401, 1_SAA1.6288, 1_SARNP.84324, 1_SERPINH1.871, 1_SGMS1.259230, 1_SHE.126669, 1_SIPA1L1.26037, 1_SLC16A4.9122, 1_SLC1A1.6505, 1_SLC6A19.340024, 1_SNRPG.6637, 1_SORBS2.8470, 1_SP5.389058, 1_STIL.6491, 1_STK32B.55351, 1_STON1.GTF2A1L.286749, 1_TIMP1.7076, 1_TIMP3.7078, 1_TMEM132D.121256, 1_TOMM6.100188893, 1_UBE2V1.7335, 1_VPS45.11311, 1_WDR31.114987, 1_XPO6.23214, 1_ZIC2.7546, 1_ZNF18.7566, 1_ZNF462.58499, 1_ZNF658.26149]
Sweeping genetic algorithm multi-view multi-objective optimizer with concatenated master (MO-3-folds creator, pop 500, uniform(0, 50), gen [150], sort NSGA3CICR, crossover 0.33, mutation 1.0 symmetric flip) with (multi-view lasso FI, multi-view Cox FI) final optimization execution time = 00-01:25:03

FEATURE SETS SELECTED ON WHOLE DATASET

PARETO FRONT
Number of solutions = 25
Features in hall of fame by prevalence:
55 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_HOXA3.3200, 1_ZPBP.11055, 1_CYP3A7.1551, 1_HIST1H1T.3010, 1_LCTL.197021, 1_ECHDC3.79746, 1_IL1F5.26525, 1_LYPD5.284348, 1_LIMCH1.22998, 1_BTG4.54766, 1_CRNKL1.51340, 1_OR2H1.26716, 1_C19orf23.148046, 1_PEX6.5190, 1_SHPRH.257218, 1_ARHGAP31.57514, 1_TLR4.7099, 1_PIPSL.266971, 1_GH1.2688, 1_GPR44.11251, 1_TPSD1.23430, 1_OR52I1.390037, 1_STON1.GTF2A1L.286749, 1_ZNF391.346157, 1_CLDN4.1364, 1_LONRF3.79836, 1_NANOS1.340719, 1_PTCD3.55037, 1_STAP2.55620, 1_TBC1D8B.54885, 1_AKAP6.9472, 1_BAT2L1.84726, 1_C9orf25.203259, 1_COL11A2.1302, 1_CRBN.51185, 1_GOLGA8C.729786, 1_GZMH.2999, 1_HRH2.3274, 1_HYAL3.8372, 1_LILRB3.11025, 1_MYBPC2.4606, 1_PPAN.56342, 1_PSMA2.5683, 1_PTGR1.22949, 1_RFC5.5985, 1_RLN3.117579, 1_SLC7A5P2.387254, 1_U2AF1.7307, 1_USP18.11274, 1_WBP5.51186, 1_ZFP92.139735, 1_ZNF570.148268, 1_ZNF572.137209]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
227 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_HOXA3.3200, 1_ZPBP.11055, 1_CYP3A7.1551, 1_LCTL.197021, 1_HIST1H1T.3010, 1_IL1F5.26525, 1_ECHDC3.79746, 1_BTG4.54766, 1_OR2H1.26716, 1_LIMCH1.22998, 1_LYPD5.284348, 1_SHPRH.257218, 1_CRNKL1.51340, 1_C19orf23.148046, 1_PEX6.5190, 1_TPSD1.23430, 1_PIPSL.266971, 1_ARHGAP31.57514, 1_GH1.2688, 1_STON1.GTF2A1L.286749, 1_NANOS1.340719, 1_OR52I1.390037, 1_ZNF391.346157, 1_WBP5.51186, 1_CLDN4.1364, 1_TLR4.7099, 1_STAP2.55620, 1_GPR44.11251, 1_LONRF3.79836, 1_BAT2L1.84726, 1_CD80.941, 1_ZNF570.148268, 1_SLC7A5P2.387254, 1_COL11A2.1302, 1_ZNF699.374879, 1_U2AF1.7307, 1_AKIRIN2.55122, 1_HYAL3.8372, 1_PTCD3.55037, 1_USP18.11274, 1_MYBPC2.4606, 1_PPAN.56342, 1_NRM.11270, 1_HRH2.3274, 1_C9orf25.203259, 1_COL9A2.1298, 1_PSMA2.5683, 1_RLN3.117579, 1_TRIAP1.51499, 1_SNRPB2.6629, 1_GZMH.2999, 1_ALS2CL.259173, 1_LOC286467.286467, 1_SDC4P.376844, 1_VAX1.11023, 1_ZNF430.80264, 1_CDADC1.81602, 1_PTGR1.22949, 0_age_at_initial_pathologic_diagnosis, 1_AGER.177, 1_CACNA1B.774, 1_GIMAP8.155038, 1_LOC100131726.100131726, 1_WTAP.9589, 1_FAM126B.285172, 1_LOC389634.389634, 1_NOL7.51406, 1_SSH3.54961, 1_EXD3.54932, 1_LILRB3.11025, 1_NEK3.4752, 1_OLIG3.167826, 1_WDR85.92715, 1_ZNF572.137209, 1_ANK3.288, 1_ANKRD26P1.124149, 1_C21orf59.56683, 1_EGOT.100126791, 1_KIAA1430.57587, 1_MAPK7.5598, 1_MTFMT.123263, 1_NAA38.51691, 1_RAD51C.5889, 1_RFC5.5985, 1_SIRT7.51547, 1_SORL1.6653, 1_TMEM79.84283, 1_ZNF579.163033, 1_AKAP6.9472, 1_ALOX12P2.245, 1_ARTN.9048, 1_AURKAIP1.54998, 1_C4orf19.55286, 1_C5orf41.153222, 1_CBX8.57332, 1_CCDC78.124093, 1_CES3.23491, 1_EMILIN2.84034, 1_EXOSC1.51013, 1_FLJ35776.649446, 1_FRG1B.284802, 1_HIP1.3092, 1_IFI35.3430, 1_IGFN1.91156, 1_KLF5.688, 1_LOC400891.400891, 1_MAPK10.5602, 1_MRPL18.29074, 1_MRPL27.51264, 1_NOG.9241, 1_OSBPL11.114885, 1_PFDN2.5202, 1_SAA1.6288, 1_SAR1A.56681, 1_SIPA1L1.26037, 1_SPATA6.54558, 1_TBC1D8B.54885, 1_TMEM38B.55151, 1_TOMM6.100188893, 1_TRIM28.10155, 1_AKAP9.10142, 1_AP1G2.8906, 1_APOC1.341, 1_ARHGAP28.79822, 1_ARHGEF9.23229, 1_ARMS2.387715, 1_ASRGL1.80150, 1_BID.637, 1_BRIX1.55299, 1_BTBD11.121551, 1_C16orf7.9605, 1_C1orf194.127003, 1_C6orf186.728464, 1_CACNG6.59285, 1_CBY1.25776, 1_CD59.966, 1_CDR2.1039, 1_CMTM3.123920, 1_CRBN.51185, 1_CTCF.10664, 1_CTXN1.404217, 1_DCDC2B.149069, 1_DGKI.9162, 1_DNAH7.56171, 1_DSCR3.10311, 1_EFHD1.80303, 1_EREG.2069, 1_ESRRG.2104, 1_FAM53A.152877, 1_FLNB.2317, 1_FOXA2.3170, 1_FOXD4L6.653404, 1_FZD1.8321, 1_GIGYF2.26058, 1_GOLGA8C.729786, 1_GPIHBP1.338328, 1_GPR172B.55065, 1_GPR84.53831, 1_GTPBP3.84705, 1_H2AFX.3014, 1_HAS2AS.594842, 1_HMGCS2.3158, 1_HOXA2.3199, 1_HTATIP2.10553, 1_IL17RB.55540, 1_IL1RL2.8808, 1_ILDR1.286676, 1_INPP5E.56623, 1_IPMK.253430, 1_LAMB3.3914, 1_LOC283050.283050, 1_LZTS2.84445, 1_MAGOH.4116, 1_MED8.112950, 1_MKI67.4288, 1_MPP5.64398, 1_MPV17L2.84769, 1_MRPL55.128308, 1_MRPS21.54460, 1_NET1.10276, 1_NUBPL.80224, 1_NXF2B.728343, 1_PCDHGB8P.56120, 1_PDE6D.5147, 1_PGCP.10404, 1_PGLS.25796, 1_PLAG1.5324, 1_POM121L2.94026, 1_PROM2.150696, 1_PRR14.78994, 1_PSMD13.5719, 1_PTBP1.5725, 1_PTK7.5754, 1_PUS1.80324, 1_S100A8.6279, 1_SAP30L.79685, 1_SAT1.6303, 1_SCRN3.79634, 1_SEC14L3.266629, 1_SERPINB9.5272, 1_SFRS1.6426, 1_SMYD1.150572, 1_SORBS2.8470, 1_SPTBN5.51332, 1_SRRM3.222183, 1_SYCP2L.221711, 1_TBC1D3H.729877, 1_TEAD1.7003, 1_THRSP.7069, 1_TMED7.TICAM2.100302736, 1_TMEM87B.84910, 1_TOB2.10766, 1_TRIM2.23321, 1_UBXN10.127733, 1_UGT2A1.10941, 1_UPF3A.65110, 1_UPK1A.11045, 1_WIBG.84305, 1_ZFP92.139735, 1_ZNF280D.54816, 1_ZNF516.9658, 1_ZNF585B.92285, 1_ZNF616.90317, 1_ZNF776.284309, 1_ZNF777.27153]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AKAP6.9472, 1_ANK3.288, 1_ARPC1B.10095, 1_ASGR1.432, 1_BID.637, 1_C6orf186.728464, 1_CBX8.57332, 1_CWF19L2.143884, 1_CYP3A7.1551, 1_FOXA2.3170, 1_GBA3.57733, 1_GPR84.53831, 1_H2AFX.3014, 1_HOXA2.3199, 1_HOXA3.3200, 1_IGFN1.91156, 1_LAGE3.8270, 1_LIMCH1.22998, 1_LOC283050.283050, 1_LOC286467.286467, 1_LZTS2.84445, 1_MAST4.375449, 1_MNX1.3110, 1_MPP5.64398, 1_PFDN2.5202, 1_PIPSL.266971, 1_PRUNE2.158471, 1_PSMD13.5719, 1_PSMD14.10213, 1_PSMD4.5710, 1_PUS1.80324, 1_PWP2.5822, 1_SAA1.6288, 1_SARNP.84324, 1_SGMS1.259230, 1_SIPA1L1.26037, 1_SLC1A1.6505, 1_SORBS2.8470, 1_STK32B.55351, 1_STON1.GTF2A1L.286749, 1_TIMP1.7076, 1_TIMP3.7078, 1_TOMM6.100188893, 1_VPS45.11311, 1_ZIC2.7546]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
95 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_ANK3.288, 1_BARX1.56033, 1_IGFN1.91156, 1_LOC286467.286467, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AKAP6.9472, 1_AOX1.316, 1_ARPC1B.10095, 1_ASGR1.432, 1_ATXN1L.342371, 1_BID.637, 1_C12orf41.54934, 1_C21orf59.56683, 1_C6orf118.168090, 1_C6orf186.728464, 1_C7orf47.221908, 1_CBX3.11335, 1_CBX8.57332, 1_CWF19L2.143884, 1_CYP3A7.1551, 1_DAB2IP.153090, 1_ENTPD5.957, 1_EREG.2069, 1_FGD5.152273, 1_FKBP4.2288, 1_FOXA2.3170, 1_GAL3ST2.64090, 1_GBA3.57733, 1_GFOD1.54438, 1_GPR84.53831, 1_GTF2E2.2961, 1_H2AFX.3014, 1_HOXA2.3199, 1_HOXA3.3200, 1_INADL.10207, 1_ITGB1BP1.9270, 1_KLF6.1316, 1_KRT15.3866, 1_LAGE3.8270, 1_LCTL.197021, 1_LIMCH1.22998, 1_LOC283050.283050, 1_LZTS2.84445, 1_MAST4.375449, 1_MNX1.3110, 1_MPP5.64398, 1_MPV17L2.84769, 1_MRPS12.6183, 1_MRTO4.51154, 1_MT2A.4502, 1_PDCD2.5134, 1_PDPK1.5170, 1_PFDN2.5202, 1_PFDN6.10471, 1_PIPSL.266971, 1_PLG.5340, 1_PRDM16.63976, 1_PRKAA2.5563, 1_PRUNE2.158471, 1_PSMB6.5694, 1_PSMD13.5719, 1_PSMD14.10213, 1_PSMD4.5710, 1_PUS1.80324, 1_PWP2.5822, 1_RAB34.83871, 1_RECQL4.9401, 1_SAA1.6288, 1_SARNP.84324, 1_SERPINH1.871, 1_SGMS1.259230, 1_SHE.126669, 1_SIPA1L1.26037, 1_SLC16A4.9122, 1_SLC1A1.6505, 1_SLC6A19.340024, 1_SNRPG.6637, 1_SORBS2.8470, 1_SP5.389058, 1_STIL.6491, 1_STK32B.55351, 1_STON1.GTF2A1L.286749, 1_TIMP1.7076, 1_TIMP3.7078, 1_TMEM132D.121256, 1_TOMM6.100188893, 1_UBE2V1.7335, 1_VPS45.11311, 1_WDR31.114987, 1_XPO6.23214, 1_ZIC2.7546, 1_ZNF18.7566, 1_ZNF462.58499, 1_ZNF658.26149]

SAVING FEATURES AND FITNESSES FOR EACH SELECTED INDIVIDUAL TO FILES.
