
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 7737
Features active in total: 7737
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 57
censored 1: 122
deceased 0: 36
deceased 1: 35

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 57
censored 1: 122
deceased 0: 36
deceased 1: 35
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	             root leanness              
   	     	         	        	-------------------------------------------------	----------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min	avg     	max	std     
340 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_H3F3C.440093, 1_IGFN1.91156, 1_MUM1L1.139221, 1_DHRS12.79758, 1_FPGT.8790, 1_STON1.GTF2A1L.286749, 1_PRKCG.5582, 1_MEP1A.4224, 1_UBE2Q1.55585, 1_LCTL.197021, 1_PRKAA1.5562, 1_GDF5.8200, 1_MAGEE1.57692, 1_VSTM2A.222008, 1_HMGN3.9324, 1_FAM161B.145483, 1_LOC84856.84856, 1_MAGEH1.28986, 1_USP39.10713, 1_CAPNS1.826, 1_PEX6.5190, 1_BPHL.670, 1_NGRN.51335, 1_PCK2.5106, 1_EYA3.2140, 1_DUSP23.54935, 1_NCDN.23154, 1_SSTR1.6751, 0_age_at_initial_pathologic_diagnosis, 1_FOXJ1.2302, 1_HOXA3.3200, 1_NPNT.255743, 1_CNN3.1266, 1_ZNF487.642819, 1_KDM2B.84678, 1_EPB41L5.57669, 1_GPRC5D.55507, 1_RLN1.6013, 1_IGF2BP1.10642, 1_COL5A3.50509, 1_MINA.84864, 1_ZNF134.7693, 1_NR1I2.8856, 1_VPS52.6293, 1_SCFD2.152579, 1_C3orf65.646600, 1_LBP.3929, 1_MAZ.4150, 1_OXCT2.64064, 1_SLMAP.7871, 1_LOC283404.283404, 1_ZNF518B.85460, 1_AGPAT6.137964, 1_C15orf26.161502, 1_ARPC5L.81873, 1_ATPAF2.91647, 1_CABYR.26256, 1_KRBA1.84626, 1_ZNF395.55893, 1_EFNB2.1948, 1_GNPNAT1.64841, 1_PTPRH.5794, 1_SOD1.6647, 1_FGF3.2248, 1_SLC26A3.1811, 1_SLITRK1.114798, 1_TXNL4A.10907, 1_BARX1.56033, 1_BGLAP.632, 1_CTAGE1.64693, 1_CYP26C1.340665, 1_ISCA1.81689, 1_RBX1.9978, 1_SLC24A6.80024, 1_EMILIN1.11117, 1_HDGFL1.154150, 1_KLHDC10.23008, 1_LOC100129055.100129055, 1_MGC12916.84815, 1_RTEL1.51750, 1_SLC38A5.92745, 1_SNRPD2.6633, 1_TBC1D8B.54885, 1_UBA7.7318, 1_ANKK1.255239, 1_C1orf204.284677, 1_CCDC58.131076, 1_DCTN4.51164, 1_DNAH10.196385, 1_G6PC3.92579, 1_HGS.9146, 1_HNRNPC.3183, 1_ISCU.23479, 1_ITPA.3704, 1_KIAA1191.57179, 1_PVRL2.5819, 1_SHCBP1.79801, 1_SNX12.29934, 1_TUBA1B.10376, 1_ZFP14.57677, 1_AKAP6.9472, 1_ANKRD1.27063, 1_CHRNA9.55584, 1_DPP6.1804, 1_FBXO24.26261, 1_GSS.2937, 1_KLC2.64837, 1_LOC286467.286467, 1_NCRNA00204B.286967, 1_NOS2.4843, 1_OST4.100128731, 1_PLEKHG4B.153478, 1_PNPLA8.50640, 1_PSMD8.5714, 1_PTPN21.11099, 1_RNF181.51255, 1_SERINC5.256987, 1_SIDT2.51092, 1_TBC1D3H.729877, 1_TCTN1.79600, 1_ZDHHC24.254359, 1_ZYX.7791, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AAAS.8086, 1_ABCC1.4363, 1_ACBD7.414149, 1_ACOT9.23597, 1_ACPL2.92370, 1_AIPL1.23746, 1_ANKS4B.257629, 1_BCO2.83875, 1_BLOC1S3.388552, 1_C19orf50.79036, 1_C21orf99.149992, 1_C2orf79.391356, 1_CD82.3732, 1_CLN5.1203, 1_CYP4A11.1579, 1_DCAKD.79877, 1_DDI2.84301, 1_DDX24.57062, 1_DEF6.50619, 1_DFNB31.25861, 1_EN2.2020, 1_H2BFM.286436, 1_IL20RB.53833, 1_KCNJ3.3760, 1_KIF1B.23095, 1_KRT27.342574, 1_LOC339047.339047, 1_LRP2.4036, 1_MSRA.4482, 1_NAF1.92345, 1_NCRNA00158.54072, 1_NLRP14.338323, 1_NME2P1.283458, 1_NUDT19.390916, 1_PLCL2.23228, 1_PRG1.23574, 1_PRKAA2.5563, 1_PSMD2.5708, 1_PWWP2B.170394, 1_PYCR1.5831, 1_SLC8A2.6543, 1_SLCO5A1.81796, 1_SLPI.6590, 1_TFPT.29844, 1_TMEM132D.121256, 1_TPM3.7170, 1_TPRG1L.127262, 1_TREM1.54210, 1_TXNL4B.54957, 1_USP9Y.8287, 1_WBP2.23558, 1_WBSCR16.81554, 1_ZNF430.80264, 1_A2LD1.87769, 1_AARS2.57505, 1_ADAMTS13.11093, 1_ADD1.118, 1_AMZ2P1.201283, 1_ARRDC4.91947, 1_ARSK.153642, 1_ATF2.1386, 1_ATP13A4.84239, 1_ATP5I.521, 1_ATXN2L.11273, 1_ATXN7L2.127002, 1_AUP1.550, 1_B3GNTL1.146712, 1_BAI2.576, 1_C17orf64.124773, 1_C3orf49.132200, 1_C6orf186.728464, 1_C9orf41.138199, 1_C9orf71.169693, 1_CACNA1D.776, 1_CAPN13.92291, 1_CARD6.84674, 1_CBX4.8535, 1_CCDC134.79879, 1_CDK4.1019, 1_CHPF2.54480, 1_CHST12.55501, 1_CHST8.64377, 1_CHTF18.63922, 1_CLCN7.1186, 1_CLEC4G.339390, 1_CLINT1.9685, 1_COPE.11316, 1_COX6B2.125965, 1_CST5.1473, 1_CSTF3.1479, 1_CTSK.1513, 1_CTTNBP2NL.55917, 1_DAZ1.1617, 1_DCUN1D2.55208, 1_DIP2C.22982, 1_DMRT3.58524, 1_DNASE1.1773, 1_DPCD.25911, 1_E4F1.1877, 1_EIF4E2.9470, 1_EXPH5.23086, 1_FAM26E.254228, 1_FBXO3.26273, 1_FGF12.2257, 1_FOXD4L1.200350, 1_FUCA2.2519, 1_GDPD3.79153, 1_GDPD5.81544, 1_GTF2IRD1.9569, 1_GUCY2D.3000, 1_HAO2.51179, 1_HCST.10870, 1_HERC2P2.400322, 1_HN1.51155, 1_HP.3240, 1_HSH2D.84941, 1_HYMAI.57061, 1_IL12B.3593, 1_KIAA0494.9813, 1_KISS1.3814, 1_KLF17.128209, 1_KLHDC7A.127707, 1_KRT25.147183, 1_LOC220429.220429, 1_LOC256880.256880, 1_LOC285627.285627, 1_LOC285696.285696, 1_LOC441294.441294, 1_LRWD1.222229, 1_LSM10.84967, 1_LSM2.57819, 1_MAP3K12.7786, 1_MARS.4141, 1_MC1R.4157, 1_MED19.219541, 1_MMP9.4318, 1_MPHOSPH10.10199, 1_MPP1.4354, 1_MRPL14.64928, 1_MTFMT.123263, 1_MX2.4600, 1_MYBBP1A.10514, 1_MYF6.4618, 1_NAP1L1.4673, 1_NCSTN.23385, 1_NDC80.10403, 1_NPIP.9284, 1_NUDT4.11163, 1_OPN4.94233, 1_PAFAH1B3.5050, 1_PCLO.27445, 1_PCYT1B.9468, 1_PEX12.5193, 1_PI4KB.5298, 1_PKP3.11187, 1_PL.5283.647087, 1_PLAC1.10761, 1_PLD6.201164, 1_PLEKHF2.79666, 1_PODNL1.79883, 1_POLR1C.9533, 1_POM121L8P.29797, 1_PPME1.51400, 1_PRDX1.5052, 1_PSMG4.389362, 1_PSTK.118672, 1_PTPN6.5777, 1_RASEF.158158, 1_RDM1.201299, 1_REEP4.80346, 1_RFC2.5982, 1_RFT1.91869, 1_RNPS1.10921, 1_ROBO4.54538, 1_ROCK2.9475, 1_RSPO4.343637, 1_RUNDC3A.10900, 1_SIRT7.51547, 1_SLC12A6.9990, 1_SLC16A11.162515, 1_SLC45A2.51151, 1_SPG20.23111, 1_SPRR2B.6701, 1_SPTBN2.6712, 1_SSFA2.6744, 1_ST8SIA4.7903, 1_STAC3.246329, 1_STEAP2.261729, 1_SYT2.127833, 1_TARBP2.6895, 1_TBX19.9095, 1_TCEAL1.9338, 1_TEX11.56159, 1_TEX12.56158, 1_TIRAP.114609, 1_TMEM106A.113277, 1_TMEM50A.23585, 1_TNFRSF10A.8797, 1_TPX2.22974, 1_TRAPPC1.58485, 1_TSTA3.7264, 1_TYSND1.219743, 1_UBE2O.63893, 1_UBE2QL1.134111, 1_VASN.114990, 1_VEZF1.7716, 1_VIL1.7429, 1_WNT5A.7474, 1_WNT5B.81029, 1_XKR4.114786, 1_ZBTB17.7709, 1_ZNF417.147687, 1_ZNF551.90233, 1_ZNF703.80139, 1_ZNF880.400713, 1_ZNHIT1.10467]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_ajcc_pathologic_tumor_stage_Stage I, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_A1CF.29974, 1_ACOT4.122970, 1_AKAP6.9472, 1_ARFGAP1.55738, 1_AUP1.550, 1_B3GNTL1.146712, 1_BARX1.56033, 1_C6orf186.728464, 1_CBX4.8535, 1_CCNF.899, 1_CDK4.1019, 1_CHFR.55743, 1_COX6B2.125965, 1_CWF19L2.143884, 1_CYBA.1535, 1_EIF4EBP2.1979, 1_EN2.2020, 1_FOXA2.3170, 1_GDF5.8200, 1_HGS.9146, 1_HOXA3.3200, 1_IGDCC4.57722, 1_IGFN1.91156, 1_KIAA1737.85457, 1_MARS.4141, 1_MFSD5.84975, 1_NCSTN.23385, 1_PAEP.5047, 1_PDK4.5166, 1_PEX6.5190, 1_PLCL2.23228, 1_PLXNB3.5365, 1_PPAP2B.8613, 1_PYCR1.5831, 1_PYCR2.29920, 1_RAVER1.125950, 1_SLPI.6590, 1_SRC.6714, 1_SSFA2.6744, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_TBC1D8B.54885, 1_TMEM150C.441027, 1_TRAF7.84231, 1_TSTA3.7264, 1_UBE2Q1.55585, 1_ZBTB12.221527]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
97 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_HGS.9146, 1_PLCL2.23228, 0_ajcc_pathologic_tumor_stage_Stage I, 1_A1CF.29974, 1_ACOT4.122970, 1_AJAP1.55966, 1_AKAP6.9472, 1_ALDH3A2.224, 1_ARFGAP1.55738, 1_AUP1.550, 1_B3GNTL1.146712, 1_C11orf31.280636, 1_C17orf89.284184, 1_C6orf186.728464, 1_C7orf47.221908, 1_CBX4.8535, 1_CCNF.899, 1_CDC25A.993, 1_CDK4.1019, 1_CDK5R2.8941, 1_CENPN.55839, 1_CHFR.55743, 1_CMA1.1215, 1_COX6B2.125965, 1_CWF19L2.143884, 1_CYBA.1535, 1_DBI.1622, 1_DCBLD2.131566, 1_DHRS12.79758, 1_DPP6.1804, 1_DUSP9.1852, 1_EIF4EBP2.1979, 1_EN2.2020, 1_FOXA2.3170, 1_FPGT.8790, 1_G6PC.2538, 1_GDF5.8200, 1_HOXA3.3200, 1_IGDCC4.57722, 1_IGFN1.91156, 1_IPO11.51194, 1_KIAA1549.57670, 1_KIAA1737.85457, 1_LRP5.4041, 1_LTBR.4055, 1_MAP3K12.7786, 1_MARS.4141, 1_MEP1A.4224, 1_MFSD5.84975, 1_MPV17L2.84769, 1_MRPL51.51258, 1_NCSTN.23385, 1_NPEPL1.79716, 1_P2RY11.5032, 1_PAEP.5047, 1_PDK4.5166, 1_PEX6.5190, 1_PLXNB3.5365, 1_PPAP2B.8613, 1_PPIF.10105, 1_PPPDE2.27351, 1_PRPF40B.25766, 1_PRX.57716, 1_PVRL2.5819, 1_PYCR1.5831, 1_PYCR2.29920, 1_RAC3.5881, 1_RAP2A.5911, 1_RAVER1.125950, 1_RFC2.5982, 1_RNPS1.10921, 1_SDPR.8436, 1_SHOX2.6474, 1_SLC35B2.347734, 1_SLPI.6590, 1_SNAPC3.6619, 1_SOS1.6654, 1_SRC.6714, 1_SSFA2.6744, 1_SSTR1.6751, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_TACC3.10460, 1_TBC1D8B.54885, 1_TCN2.6948, 1_TCP11L1.55346, 1_THOC7.80145, 1_TLR9.54106, 1_TMEM150C.441027, 1_TRAF7.84231, 1_TSTA3.7264, 1_UBE2Q1.55585, 1_USF1.7391, 1_VPS13B.157680, 1_ZBTB12.221527]
Optimization on fold finished in 00-01:13:54

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 30
Features in hall of fame by prevalence:
67 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_H3F3C.440093, 1_IGFN1.91156, 1_MUM1L1.139221, 1_FPGT.8790, 1_DHRS12.79758, 1_STON1.GTF2A1L.286749, 1_PRKCG.5582, 1_UBE2Q1.55585, 1_MEP1A.4224, 1_LCTL.197021, 1_PRKAA1.5562, 1_GDF5.8200, 1_VSTM2A.222008, 1_MAGEE1.57692, 1_FAM161B.145483, 1_HMGN3.9324, 1_CAPNS1.826, 1_MAGEH1.28986, 1_DUSP23.54935, 1_LOC84856.84856, 1_USP39.10713, 1_BPHL.670, 1_CNN3.1266, 1_NGRN.51335, 1_ZNF134.7693, 1_FOXJ1.2302, 1_HOXA3.3200, 1_NR1I2.8856, 1_PCK2.5106, 1_PEX6.5190, 1_ZNF487.642819, 1_CTAGE1.64693, 1_EPB41L5.57669, 1_EYA3.2140, 1_GNPNAT1.64841, 1_IGF2BP1.10642, 1_KIAA1191.57179, 1_NCDN.23154, 1_RLN1.6013, 1_SLMAP.7871, 1_SSTR1.6751, 1_VPS52.6293, 1_AGPAT6.137964, 1_AKAP6.9472, 1_BARX1.56033, 1_BLOC1S3.388552, 1_C1orf204.284677, 1_COL5A3.50509, 1_CYP26C1.340665, 1_DEF6.50619, 1_FGF3.2248, 1_GPRC5D.55507, 1_HAO2.51179, 1_HGS.9146, 1_KRBA1.84626, 1_LBP.3929, 1_LOC283404.283404, 1_MMP9.4318, 1_NUDT19.390916, 1_OST4.100128731, 1_OXCT2.64064, 1_PLEKHG4B.153478, 1_RTEL1.51750, 1_SLC45A2.51151, 1_UBA7.7318, 1_ZNF518B.85460]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
340 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_H3F3C.440093, 1_IGFN1.91156, 1_MUM1L1.139221, 1_DHRS12.79758, 1_FPGT.8790, 1_STON1.GTF2A1L.286749, 1_PRKCG.5582, 1_MEP1A.4224, 1_UBE2Q1.55585, 1_LCTL.197021, 1_PRKAA1.5562, 1_GDF5.8200, 1_MAGEE1.57692, 1_VSTM2A.222008, 1_HMGN3.9324, 1_FAM161B.145483, 1_LOC84856.84856, 1_MAGEH1.28986, 1_USP39.10713, 1_CAPNS1.826, 1_PEX6.5190, 1_BPHL.670, 1_NGRN.51335, 1_PCK2.5106, 1_EYA3.2140, 1_DUSP23.54935, 1_NCDN.23154, 1_SSTR1.6751, 0_age_at_initial_pathologic_diagnosis, 1_FOXJ1.2302, 1_HOXA3.3200, 1_NPNT.255743, 1_CNN3.1266, 1_ZNF487.642819, 1_KDM2B.84678, 1_EPB41L5.57669, 1_GPRC5D.55507, 1_RLN1.6013, 1_IGF2BP1.10642, 1_COL5A3.50509, 1_MINA.84864, 1_ZNF134.7693, 1_NR1I2.8856, 1_VPS52.6293, 1_SCFD2.152579, 1_C3orf65.646600, 1_LBP.3929, 1_MAZ.4150, 1_OXCT2.64064, 1_SLMAP.7871, 1_LOC283404.283404, 1_ZNF518B.85460, 1_AGPAT6.137964, 1_C15orf26.161502, 1_ARPC5L.81873, 1_ATPAF2.91647, 1_CABYR.26256, 1_KRBA1.84626, 1_ZNF395.55893, 1_EFNB2.1948, 1_GNPNAT1.64841, 1_PTPRH.5794, 1_SOD1.6647, 1_FGF3.2248, 1_SLC26A3.1811, 1_SLITRK1.114798, 1_TXNL4A.10907, 1_BARX1.56033, 1_BGLAP.632, 1_CTAGE1.64693, 1_CYP26C1.340665, 1_ISCA1.81689, 1_RBX1.9978, 1_SLC24A6.80024, 1_EMILIN1.11117, 1_HDGFL1.154150, 1_KLHDC10.23008, 1_LOC100129055.100129055, 1_MGC12916.84815, 1_RTEL1.51750, 1_SLC38A5.92745, 1_SNRPD2.6633, 1_TBC1D8B.54885, 1_UBA7.7318, 1_ANKK1.255239, 1_C1orf204.284677, 1_CCDC58.131076, 1_DCTN4.51164, 1_DNAH10.196385, 1_G6PC3.92579, 1_HGS.9146, 1_HNRNPC.3183, 1_ISCU.23479, 1_ITPA.3704, 1_KIAA1191.57179, 1_PVRL2.5819, 1_SHCBP1.79801, 1_SNX12.29934, 1_TUBA1B.10376, 1_ZFP14.57677, 1_AKAP6.9472, 1_ANKRD1.27063, 1_CHRNA9.55584, 1_DPP6.1804, 1_FBXO24.26261, 1_GSS.2937, 1_KLC2.64837, 1_LOC286467.286467, 1_NCRNA00204B.286967, 1_NOS2.4843, 1_OST4.100128731, 1_PLEKHG4B.153478, 1_PNPLA8.50640, 1_PSMD8.5714, 1_PTPN21.11099, 1_RNF181.51255, 1_SERINC5.256987, 1_SIDT2.51092, 1_TBC1D3H.729877, 1_TCTN1.79600, 1_ZDHHC24.254359, 1_ZYX.7791, 0_ajcc_pathologic_tumor_stage_Stage I, 1_AAAS.8086, 1_ABCC1.4363, 1_ACBD7.414149, 1_ACOT9.23597, 1_ACPL2.92370, 1_AIPL1.23746, 1_ANKS4B.257629, 1_BCO2.83875, 1_BLOC1S3.388552, 1_C19orf50.79036, 1_C21orf99.149992, 1_C2orf79.391356, 1_CD82.3732, 1_CLN5.1203, 1_CYP4A11.1579, 1_DCAKD.79877, 1_DDI2.84301, 1_DDX24.57062, 1_DEF6.50619, 1_DFNB31.25861, 1_EN2.2020, 1_H2BFM.286436, 1_IL20RB.53833, 1_KCNJ3.3760, 1_KIF1B.23095, 1_KRT27.342574, 1_LOC339047.339047, 1_LRP2.4036, 1_MSRA.4482, 1_NAF1.92345, 1_NCRNA00158.54072, 1_NLRP14.338323, 1_NME2P1.283458, 1_NUDT19.390916, 1_PLCL2.23228, 1_PRG1.23574, 1_PRKAA2.5563, 1_PSMD2.5708, 1_PWWP2B.170394, 1_PYCR1.5831, 1_SLC8A2.6543, 1_SLCO5A1.81796, 1_SLPI.6590, 1_TFPT.29844, 1_TMEM132D.121256, 1_TPM3.7170, 1_TPRG1L.127262, 1_TREM1.54210, 1_TXNL4B.54957, 1_USP9Y.8287, 1_WBP2.23558, 1_WBSCR16.81554, 1_ZNF430.80264, 1_A2LD1.87769, 1_AARS2.57505, 1_ADAMTS13.11093, 1_ADD1.118, 1_AMZ2P1.201283, 1_ARRDC4.91947, 1_ARSK.153642, 1_ATF2.1386, 1_ATP13A4.84239, 1_ATP5I.521, 1_ATXN2L.11273, 1_ATXN7L2.127002, 1_AUP1.550, 1_B3GNTL1.146712, 1_BAI2.576, 1_C17orf64.124773, 1_C3orf49.132200, 1_C6orf186.728464, 1_C9orf41.138199, 1_C9orf71.169693, 1_CACNA1D.776, 1_CAPN13.92291, 1_CARD6.84674, 1_CBX4.8535, 1_CCDC134.79879, 1_CDK4.1019, 1_CHPF2.54480, 1_CHST12.55501, 1_CHST8.64377, 1_CHTF18.63922, 1_CLCN7.1186, 1_CLEC4G.339390, 1_CLINT1.9685, 1_COPE.11316, 1_COX6B2.125965, 1_CST5.1473, 1_CSTF3.1479, 1_CTSK.1513, 1_CTTNBP2NL.55917, 1_DAZ1.1617, 1_DCUN1D2.55208, 1_DIP2C.22982, 1_DMRT3.58524, 1_DNASE1.1773, 1_DPCD.25911, 1_E4F1.1877, 1_EIF4E2.9470, 1_EXPH5.23086, 1_FAM26E.254228, 1_FBXO3.26273, 1_FGF12.2257, 1_FOXD4L1.200350, 1_FUCA2.2519, 1_GDPD3.79153, 1_GDPD5.81544, 1_GTF2IRD1.9569, 1_GUCY2D.3000, 1_HAO2.51179, 1_HCST.10870, 1_HERC2P2.400322, 1_HN1.51155, 1_HP.3240, 1_HSH2D.84941, 1_HYMAI.57061, 1_IL12B.3593, 1_KIAA0494.9813, 1_KISS1.3814, 1_KLF17.128209, 1_KLHDC7A.127707, 1_KRT25.147183, 1_LOC220429.220429, 1_LOC256880.256880, 1_LOC285627.285627, 1_LOC285696.285696, 1_LOC441294.441294, 1_LRWD1.222229, 1_LSM10.84967, 1_LSM2.57819, 1_MAP3K12.7786, 1_MARS.4141, 1_MC1R.4157, 1_MED19.219541, 1_MMP9.4318, 1_MPHOSPH10.10199, 1_MPP1.4354, 1_MRPL14.64928, 1_MTFMT.123263, 1_MX2.4600, 1_MYBBP1A.10514, 1_MYF6.4618, 1_NAP1L1.4673, 1_NCSTN.23385, 1_NDC80.10403, 1_NPIP.9284, 1_NUDT4.11163, 1_OPN4.94233, 1_PAFAH1B3.5050, 1_PCLO.27445, 1_PCYT1B.9468, 1_PEX12.5193, 1_PI4KB.5298, 1_PKP3.11187, 1_PL.5283.647087, 1_PLAC1.10761, 1_PLD6.201164, 1_PLEKHF2.79666, 1_PODNL1.79883, 1_POLR1C.9533, 1_POM121L8P.29797, 1_PPME1.51400, 1_PRDX1.5052, 1_PSMG4.389362, 1_PSTK.118672, 1_PTPN6.5777, 1_RASEF.158158, 1_RDM1.201299, 1_REEP4.80346, 1_RFC2.5982, 1_RFT1.91869, 1_RNPS1.10921, 1_ROBO4.54538, 1_ROCK2.9475, 1_RSPO4.343637, 1_RUNDC3A.10900, 1_SIRT7.51547, 1_SLC12A6.9990, 1_SLC16A11.162515, 1_SLC45A2.51151, 1_SPG20.23111, 1_SPRR2B.6701, 1_SPTBN2.6712, 1_SSFA2.6744, 1_ST8SIA4.7903, 1_STAC3.246329, 1_STEAP2.261729, 1_SYT2.127833, 1_TARBP2.6895, 1_TBX19.9095, 1_TCEAL1.9338, 1_TEX11.56159, 1_TEX12.56158, 1_TIRAP.114609, 1_TMEM106A.113277, 1_TMEM50A.23585, 1_TNFRSF10A.8797, 1_TPX2.22974, 1_TRAPPC1.58485, 1_TSTA3.7264, 1_TYSND1.219743, 1_UBE2O.63893, 1_UBE2QL1.134111, 1_VASN.114990, 1_VEZF1.7716, 1_VIL1.7429, 1_WNT5A.7474, 1_WNT5B.81029, 1_XKR4.114786, 1_ZBTB17.7709, 1_ZNF417.147687, 1_ZNF551.90233, 1_ZNF703.80139, 1_ZNF880.400713, 1_ZNHIT1.10467]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_ajcc_pathologic_tumor_stage_Stage I, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_A1CF.29974, 1_ACOT4.122970, 1_AKAP6.9472, 1_ARFGAP1.55738, 1_AUP1.550, 1_B3GNTL1.146712, 1_BARX1.56033, 1_C6orf186.728464, 1_CBX4.8535, 1_CCNF.899, 1_CDK4.1019, 1_CHFR.55743, 1_COX6B2.125965, 1_CWF19L2.143884, 1_CYBA.1535, 1_EIF4EBP2.1979, 1_EN2.2020, 1_FOXA2.3170, 1_GDF5.8200, 1_HGS.9146, 1_HOXA3.3200, 1_IGDCC4.57722, 1_IGFN1.91156, 1_KIAA1737.85457, 1_MARS.4141, 1_MFSD5.84975, 1_NCSTN.23385, 1_PAEP.5047, 1_PDK4.5166, 1_PEX6.5190, 1_PLCL2.23228, 1_PLXNB3.5365, 1_PPAP2B.8613, 1_PYCR1.5831, 1_PYCR2.29920, 1_RAVER1.125950, 1_SLPI.6590, 1_SRC.6714, 1_SSFA2.6744, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_TBC1D8B.54885, 1_TMEM150C.441027, 1_TRAF7.84231, 1_TSTA3.7264, 1_UBE2Q1.55585, 1_ZBTB12.221527]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
97 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 1_HGS.9146, 1_PLCL2.23228, 0_ajcc_pathologic_tumor_stage_Stage I, 1_A1CF.29974, 1_ACOT4.122970, 1_AJAP1.55966, 1_AKAP6.9472, 1_ALDH3A2.224, 1_ARFGAP1.55738, 1_AUP1.550, 1_B3GNTL1.146712, 1_C11orf31.280636, 1_C17orf89.284184, 1_C6orf186.728464, 1_C7orf47.221908, 1_CBX4.8535, 1_CCNF.899, 1_CDC25A.993, 1_CDK4.1019, 1_CDK5R2.8941, 1_CENPN.55839, 1_CHFR.55743, 1_CMA1.1215, 1_COX6B2.125965, 1_CWF19L2.143884, 1_CYBA.1535, 1_DBI.1622, 1_DCBLD2.131566, 1_DHRS12.79758, 1_DPP6.1804, 1_DUSP9.1852, 1_EIF4EBP2.1979, 1_EN2.2020, 1_FOXA2.3170, 1_FPGT.8790, 1_G6PC.2538, 1_GDF5.8200, 1_HOXA3.3200, 1_IGDCC4.57722, 1_IGFN1.91156, 1_IPO11.51194, 1_KIAA1549.57670, 1_KIAA1737.85457, 1_LRP5.4041, 1_LTBR.4055, 1_MAP3K12.7786, 1_MARS.4141, 1_MEP1A.4224, 1_MFSD5.84975, 1_MPV17L2.84769, 1_MRPL51.51258, 1_NCSTN.23385, 1_NPEPL1.79716, 1_P2RY11.5032, 1_PAEP.5047, 1_PDK4.5166, 1_PEX6.5190, 1_PLXNB3.5365, 1_PPAP2B.8613, 1_PPIF.10105, 1_PPPDE2.27351, 1_PRPF40B.25766, 1_PRX.57716, 1_PVRL2.5819, 1_PYCR1.5831, 1_PYCR2.29920, 1_RAC3.5881, 1_RAP2A.5911, 1_RAVER1.125950, 1_RFC2.5982, 1_RNPS1.10921, 1_SDPR.8436, 1_SHOX2.6474, 1_SLC35B2.347734, 1_SLPI.6590, 1_SNAPC3.6619, 1_SOS1.6654, 1_SRC.6714, 1_SSFA2.6744, 1_SSTR1.6751, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_TACC3.10460, 1_TBC1D8B.54885, 1_TCN2.6948, 1_TCP11L1.55346, 1_THOC7.80145, 1_TLR9.54106, 1_TMEM150C.441027, 1_TRAF7.84231, 1_TSTA3.7264, 1_UBE2Q1.55585, 1_USF1.7391, 1_VPS13B.157680, 1_ZBTB12.221527]
