
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 4
Features active in total: 4
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 8242
Features active in total: 8242
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 55
censored 1: 124
deceased 0: 35
deceased 1: 35

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 55
censored 1: 124
deceased 0: 35
deceased 1: 35
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
254 features: [1_CYP3A7.1551, 1_VWA5B1.127731, 1_DHRS12.79758, 1_LYPD5.284348, 1_C1orf126.200197, 1_RPL21P44.402176, 1_APRT.353, 1_GDF5.8200, 1_IL21.59067, 1_HOXA2.3199, 1_RLN3.117579, 1_TRIM42.287015, 1_APOM.55937, 1_DNAJC11.55735, 1_SUDS3.64426, 1_FOXB2.442425, 1_TBC1D8B.54885, 1_LOC402377.402377, 1_MARVELD2.153562, 1_OCM.654231, 1_SEMA4F.10505, 1_NOXO1.124056, 1_C19orf73.55150, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_C16orf58.64755, 1_ZNF585B.92285, 1_DBF4.10926, 1_RNF38.152006, 1_PRCD.768206, 1_DDAH1.23576, 1_LYAR.55646, 1_WIZ.58525, 1_PTCD3.55037, 1_RAB35.11021, 1_HOXB13.10481, 1_C7orf53.286006, 1_GINS1.9837, 0_age_at_initial_pathologic_diagnosis, 1_FAM60A.58516, 1_FAM73B.84895, 1_ADAMTSL3.57188, 1_SPG11.80208, 1_ZDHHC8.29801, 1_KIAA1539.80256, 1_PHF12.57649, 1_PRMT3.10196, 1_SUMO2.6613, 1_TCEB1.6921, 1_AKT2.208, 1_CCNF.899, 1_CXXC4.80319, 1_HERC2P2.400322, 1_PUSL1.126789, 1_ZNF521.25925, 1_ASAM.79827, 1_BTG4.54766, 1_C14orf166.51637, 1_C17orf86.654434, 1_C1orf63.57035, 1_GJA9.81025, 1_KLHL33.123103, 1_MAEL.84944, 1_NUP85.79902, 1_PHF17.79960, 1_PIGG.54872, 1_STX4.6810, 1_TBCE.6905, 1_TCEA1.6917, 1_TUBA1A.7846, 1_C1orf183.55924, 1_FUT6.2528, 1_HADHB.3032, 1_LY6G6C.80740, 1_MEF2A.4205, 1_MSL1.339287, 1_NKPD1.284353, 1_PDK4.5166, 1_PHACTR2.9749, 1_RAB6B.51560, 1_RPL19.6143, 1_SALL1.6299, 1_SPATA7.55812, 1_TRIP13.9319, 1_VGLL2.245806, 1_ZNF114.163071, 1_AGAP2.116986, 1_AKTIP.64400, 1_C1orf159.54991, 1_C1orf174.339448, 1_C20orf203.284805, 1_CACNB2.783, 1_CDCA3.83461, 1_COL6A4P2.646300, 1_DIABLO.56616, 1_FGF19.9965, 1_GIPC2.54810, 1_KIAA1143.57456, 1_LOC100131434.100131434, 1_LUZP2.338645, 1_MKNK1.8569, 1_MLL3.58508, 1_MSH5.4439, 1_ORM2.5005, 1_P4HB.5034, 1_PANK1.53354, 1_PIP5K1B.8395, 1_PPIA.5478, 1_RBCK1.10616, 1_RHBDF2.79651, 1_SAA2.6289, 1_SFXN5.94097, 1_SGOL1.151648, 1_SLC10A6.345274, 1_SLC16A13.201232, 1_SLC6A15.55117, 1_SOX2.6657, 1_SYT9.143425, 1_TARS2.80222, 1_THBS3.7059, 1_TRAF7.84231, 1_TTC23L.153657, 1_VKORC1.79001, 1_VPS13C.54832, 1_WWP1.11059, 1_XKR4.114786, 0_ajcc_pathologic_tumor_stage_Stage II, 1_ABHD6.57406, 1_AGK.55750, 1_AGPAT4.56895, 1_AKAP6.9472, 1_ALLC.55821, 1_ANKRD30B.374860, 1_APBB3.10307, 1_APOC2.344, 1_ARL5C.390790, 1_ASB6.140459, 1_B3GNT7.93010, 1_BANK1.55024, 1_BEX4.56271, 1_BGLAP.632, 1_C12orf32.83695, 1_C13orf16.121793, 1_C1orf112.55732, 1_C5orf23.79614, 1_CA11.770, 1_CADPS2.93664, 1_CASP2.835, 1_CCDC154.645811, 1_CCND3.896, 1_CELA3A.10136, 1_CGN.57530, 1_CLN5.1203, 1_COPS7A.50813, 1_CRYGS.1427, 1_CWF19L2.143884, 1_CYFIP1.23191, 1_CYP2C9.1559, 1_DDX47.51202, 1_DKFZP434L187.26082, 1_DNAJC17.55192, 1_EAPP.55837, 1_ELOVL3.83401, 1_ESD.2098, 1_FAM105A.54491, 1_FAM71D.161142, 1_GAPVD1.26130, 1_GIYD2.79008, 1_GLI3.2737, 1_GMCL1L.64396, 1_GRAMD1B.57476, 1_GRTP1.79774, 1_GYLTL1B.120071, 1_GYPA.2993, 1_HAO2.51179, 1_HIST1H1T.3010, 1_HNRNPA2B1.3181, 1_HYMAI.57061, 1_IGFBP1.3484, 1_ISYNA1.51477, 1_IYD.389434, 1_KAT2A.2648, 1_KCTD13.253980, 1_KGFLP1.387628, 1_KRT13.3860, 1_LAS1L.81887, 1_LIN37.55957, 1_LIN7B.64130, 1_LOC100128842.100128842, 1_LOC100133161.100133161, 1_LOC256880.256880, 1_MAGEH1.28986, 1_MAGOHB.55110, 1_MANBAL.63905, 1_MARS.4141, 1_MEX3D.399664, 1_MPG.4350, 1_MRPL28.10573, 1_MRPL51.51258, 1_MSI2.124540, 1_MTA1.9112, 1_MYH13.8735, 1_MYPOP.339344, 1_NCAM2.4685, 1_NME4.4833, 1_NOD2.64127, 1_NR2C2AP.126382, 1_OIT3.170392, 1_OTUD5.55593, 1_PANX2.56666, 1_PDE4C.5143, 1_POLR3G.10622, 1_POM121L9P.29774, 1_PTCH2.8643, 1_PTPN21.11099, 1_PTPN6.5777, 1_PTTG1.9232, 1_RAC3.5881, 1_RAPGEFL1.51195, 1_RASA4P.401331, 1_RELL2.285613, 1_RPS6KA6.27330, 1_S100A2.6273, 1_SELP.6403, 1_SERPINB8.5271, 1_SH2D1B.117157, 1_SHISA7.729956, 1_SLC16A11.162515, 1_SLC25A37.51312, 1_SLC29A3.55315, 1_SLC5A12.159963, 1_SMARCA4.6597, 1_SPG20.23111, 1_SSNA1.8636, 1_STAP2.55620, 1_STIL.6491, 1_SUSD4.55061, 1_TAGLN2.8407, 1_TEK.7010, 1_THRSP.7069, 1_TM4SF19.116211, 1_TM9SF4.9777, 1_TMEM209.84928, 1_TMEM67.91147, 1_TPD52L2.7165, 1_TRMT112.51504, 1_UTRN.7402, 1_VAMP4.8674, 1_WFDC3.140686, 1_YARS.8565, 1_ZNF135.7694, 1_ZNF407.55628, 1_ZNF788.388507, 1_ZNRF2.223082, 1_ZXDA.7789]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_age_at_initial_pathologic_diagnosis, 1_ABHD6.57406, 1_ACTN2.88, 1_AGMAT.79814, 1_AKAP6.9472, 1_AURKB.9212, 1_C12orf32.83695, 1_CCNF.899, 1_CDCA3.83461, 1_COPS7A.50813, 1_COPS7B.64708, 1_CWF19L2.143884, 1_CYP3A7.1551, 1_DBF4.10926, 1_DDAH1.23576, 1_FREM2.341640, 1_GARS.2617, 1_GDF5.8200, 1_GFPT2.9945, 1_GIMAP8.155038, 1_GIPC2.54810, 1_HELQ.113510, 1_HIBCH.26275, 1_HJURP.55355, 1_HOXA2.3199, 1_IL1RN.3557, 1_IYD.389434, 1_KIAA0564.23078, 1_LIMK1.3984, 1_MAGOHB.55110, 1_MARS.4141, 1_NBEA.26960, 1_OIT3.170392, 1_PCCA.5095, 1_PDIA2.64714, 1_PI3.5266, 1_PLAU.5328, 1_PPAP2A.8611, 1_RAC3.5881, 1_SC65.10609, 1_SHC1.6464, 1_SIPA1L1.26037, 1_SLC10A6.345274, 1_SLC23A3.151295, 1_SLC5A12.159963, 1_TM4SF19.116211, 1_TRIP13.9319, 1_ZNF420.147923, 1_ZXDA.7789]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
93 features: [1_CYP3A7.1551, 1_DDAH1.23576, 0_ajcc_pathologic_tumor_stage_Stage IV, 0_age_at_initial_pathologic_diagnosis, 1_DBF4.10926, 1_GIPC2.54810, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ABHD6.57406, 1_ACTN2.88, 1_AGMAT.79814, 1_AKAP6.9472, 1_ALDH1L1.10840, 1_AP1M1.8907, 1_AURKA.6790, 1_AURKB.9212, 1_C11orf48.79081, 1_C12orf32.83695, 1_C17orf70.80233, 1_C20orf27.54976, 1_C6orf1.221491, 1_CACNA1D.776, 1_CCDC59.29080, 1_CCNF.899, 1_CDC25B.994, 1_CDCA3.83461, 1_CDH13.1012, 1_CMAS.55907, 1_COPS7A.50813, 1_COPS7B.64708, 1_CWF19L2.143884, 1_DCBLD2.131566, 1_DENND4C.55667, 1_DHRS12.79758, 1_DKFZP434L187.26082, 1_DNAJC9.23234, 1_EHBP1.23301, 1_FAM160A1.729830, 1_FLT1.2321, 1_FREM2.341640, 1_GARS.2617, 1_GDF5.8200, 1_GFPT2.9945, 1_GIMAP8.155038, 1_GNASAS.149775, 1_GTF2E2.2961, 1_HAUS5.23354, 1_HECW2.57520, 1_HELQ.113510, 1_HIBCH.26275, 1_HJURP.55355, 1_HOXA2.3199, 1_HOXB13.10481, 1_IL1RN.3557, 1_IYD.389434, 1_KCNJ3.3760, 1_KIAA0564.23078, 1_KIAA1671.85379, 1_KIF4A.24137, 1_LEPRE1.64175, 1_LIMK1.3984, 1_MAGOHB.55110, 1_MARS.4141, 1_MLF2.8079, 1_MYBL2.4605, 1_NBEA.26960, 1_OIT3.170392, 1_OSTalpha.200931, 1_PCCA.5095, 1_PDIA2.64714, 1_PGPEP1.54858, 1_PHF13.148479, 1_PI3.5266, 1_PLAU.5328, 1_PPAP2A.8611, 1_RAB3IP.117177, 1_RAC3.5881, 1_RDX.5962, 1_RPL22L1.200916, 1_RRP12.23223, 1_SC65.10609, 1_SEMA7A.8482, 1_SHC1.6464, 1_SIPA1L1.26037, 1_SLC10A6.345274, 1_SLC23A3.151295, 1_SLC5A12.159963, 1_TCN2.6948, 1_THBS3.7059, 1_TM4SF19.116211, 1_TRIP13.9319, 1_VWA5B1.127731, 1_ZNF420.147923, 1_ZXDA.7789]
Optimization on fold finished in 00-01:21:52

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 25
Features in hall of fame by prevalence:
42 features: [1_CYP3A7.1551, 1_VWA5B1.127731, 1_LYPD5.284348, 1_C1orf126.200197, 1_RPL21P44.402176, 1_APRT.353, 1_DHRS12.79758, 1_GDF5.8200, 1_IL21.59067, 1_HOXA2.3199, 1_RLN3.117579, 1_TRIM42.287015, 1_APOM.55937, 1_DNAJC11.55735, 1_SUDS3.64426, 1_FOXB2.442425, 1_TBC1D8B.54885, 1_MARVELD2.153562, 1_LOC402377.402377, 1_NOXO1.124056, 1_SEMA4F.10505, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_C19orf73.55150, 1_OCM.654231, 1_DDAH1.23576, 1_DBF4.10926, 1_PRCD.768206, 0_age_at_initial_pathologic_diagnosis, 1_C16orf58.64755, 1_C7orf53.286006, 1_FAM60A.58516, 1_GINS1.9837, 1_GYPA.2993, 1_HOXB13.10481, 1_LY6G6C.80740, 1_LYAR.55646, 1_PIGG.54872, 1_RBCK1.10616, 1_SPG11.80208, 1_VPS13C.54832, 1_WIZ.58525, 1_ZNF585B.92285]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
254 features: [1_CYP3A7.1551, 1_VWA5B1.127731, 1_DHRS12.79758, 1_LYPD5.284348, 1_C1orf126.200197, 1_RPL21P44.402176, 1_APRT.353, 1_GDF5.8200, 1_IL21.59067, 1_HOXA2.3199, 1_RLN3.117579, 1_TRIM42.287015, 1_APOM.55937, 1_DNAJC11.55735, 1_SUDS3.64426, 1_FOXB2.442425, 1_TBC1D8B.54885, 1_LOC402377.402377, 1_MARVELD2.153562, 1_OCM.654231, 1_SEMA4F.10505, 1_NOXO1.124056, 1_C19orf73.55150, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_C16orf58.64755, 1_ZNF585B.92285, 1_DBF4.10926, 1_RNF38.152006, 1_PRCD.768206, 1_DDAH1.23576, 1_LYAR.55646, 1_WIZ.58525, 1_PTCD3.55037, 1_RAB35.11021, 1_HOXB13.10481, 1_C7orf53.286006, 1_GINS1.9837, 0_age_at_initial_pathologic_diagnosis, 1_FAM60A.58516, 1_FAM73B.84895, 1_ADAMTSL3.57188, 1_SPG11.80208, 1_ZDHHC8.29801, 1_KIAA1539.80256, 1_PHF12.57649, 1_PRMT3.10196, 1_SUMO2.6613, 1_TCEB1.6921, 1_AKT2.208, 1_CCNF.899, 1_CXXC4.80319, 1_HERC2P2.400322, 1_PUSL1.126789, 1_ZNF521.25925, 1_ASAM.79827, 1_BTG4.54766, 1_C14orf166.51637, 1_C17orf86.654434, 1_C1orf63.57035, 1_GJA9.81025, 1_KLHL33.123103, 1_MAEL.84944, 1_NUP85.79902, 1_PHF17.79960, 1_PIGG.54872, 1_STX4.6810, 1_TBCE.6905, 1_TCEA1.6917, 1_TUBA1A.7846, 1_C1orf183.55924, 1_FUT6.2528, 1_HADHB.3032, 1_LY6G6C.80740, 1_MEF2A.4205, 1_MSL1.339287, 1_NKPD1.284353, 1_PDK4.5166, 1_PHACTR2.9749, 1_RAB6B.51560, 1_RPL19.6143, 1_SALL1.6299, 1_SPATA7.55812, 1_TRIP13.9319, 1_VGLL2.245806, 1_ZNF114.163071, 1_AGAP2.116986, 1_AKTIP.64400, 1_C1orf159.54991, 1_C1orf174.339448, 1_C20orf203.284805, 1_CACNB2.783, 1_CDCA3.83461, 1_COL6A4P2.646300, 1_DIABLO.56616, 1_FGF19.9965, 1_GIPC2.54810, 1_KIAA1143.57456, 1_LOC100131434.100131434, 1_LUZP2.338645, 1_MKNK1.8569, 1_MLL3.58508, 1_MSH5.4439, 1_ORM2.5005, 1_P4HB.5034, 1_PANK1.53354, 1_PIP5K1B.8395, 1_PPIA.5478, 1_RBCK1.10616, 1_RHBDF2.79651, 1_SAA2.6289, 1_SFXN5.94097, 1_SGOL1.151648, 1_SLC10A6.345274, 1_SLC16A13.201232, 1_SLC6A15.55117, 1_SOX2.6657, 1_SYT9.143425, 1_TARS2.80222, 1_THBS3.7059, 1_TRAF7.84231, 1_TTC23L.153657, 1_VKORC1.79001, 1_VPS13C.54832, 1_WWP1.11059, 1_XKR4.114786, 0_ajcc_pathologic_tumor_stage_Stage II, 1_ABHD6.57406, 1_AGK.55750, 1_AGPAT4.56895, 1_AKAP6.9472, 1_ALLC.55821, 1_ANKRD30B.374860, 1_APBB3.10307, 1_APOC2.344, 1_ARL5C.390790, 1_ASB6.140459, 1_B3GNT7.93010, 1_BANK1.55024, 1_BEX4.56271, 1_BGLAP.632, 1_C12orf32.83695, 1_C13orf16.121793, 1_C1orf112.55732, 1_C5orf23.79614, 1_CA11.770, 1_CADPS2.93664, 1_CASP2.835, 1_CCDC154.645811, 1_CCND3.896, 1_CELA3A.10136, 1_CGN.57530, 1_CLN5.1203, 1_COPS7A.50813, 1_CRYGS.1427, 1_CWF19L2.143884, 1_CYFIP1.23191, 1_CYP2C9.1559, 1_DDX47.51202, 1_DKFZP434L187.26082, 1_DNAJC17.55192, 1_EAPP.55837, 1_ELOVL3.83401, 1_ESD.2098, 1_FAM105A.54491, 1_FAM71D.161142, 1_GAPVD1.26130, 1_GIYD2.79008, 1_GLI3.2737, 1_GMCL1L.64396, 1_GRAMD1B.57476, 1_GRTP1.79774, 1_GYLTL1B.120071, 1_GYPA.2993, 1_HAO2.51179, 1_HIST1H1T.3010, 1_HNRNPA2B1.3181, 1_HYMAI.57061, 1_IGFBP1.3484, 1_ISYNA1.51477, 1_IYD.389434, 1_KAT2A.2648, 1_KCTD13.253980, 1_KGFLP1.387628, 1_KRT13.3860, 1_LAS1L.81887, 1_LIN37.55957, 1_LIN7B.64130, 1_LOC100128842.100128842, 1_LOC100133161.100133161, 1_LOC256880.256880, 1_MAGEH1.28986, 1_MAGOHB.55110, 1_MANBAL.63905, 1_MARS.4141, 1_MEX3D.399664, 1_MPG.4350, 1_MRPL28.10573, 1_MRPL51.51258, 1_MSI2.124540, 1_MTA1.9112, 1_MYH13.8735, 1_MYPOP.339344, 1_NCAM2.4685, 1_NME4.4833, 1_NOD2.64127, 1_NR2C2AP.126382, 1_OIT3.170392, 1_OTUD5.55593, 1_PANX2.56666, 1_PDE4C.5143, 1_POLR3G.10622, 1_POM121L9P.29774, 1_PTCH2.8643, 1_PTPN21.11099, 1_PTPN6.5777, 1_PTTG1.9232, 1_RAC3.5881, 1_RAPGEFL1.51195, 1_RASA4P.401331, 1_RELL2.285613, 1_RPS6KA6.27330, 1_S100A2.6273, 1_SELP.6403, 1_SERPINB8.5271, 1_SH2D1B.117157, 1_SHISA7.729956, 1_SLC16A11.162515, 1_SLC25A37.51312, 1_SLC29A3.55315, 1_SLC5A12.159963, 1_SMARCA4.6597, 1_SPG20.23111, 1_SSNA1.8636, 1_STAP2.55620, 1_STIL.6491, 1_SUSD4.55061, 1_TAGLN2.8407, 1_TEK.7010, 1_THRSP.7069, 1_TM4SF19.116211, 1_TM9SF4.9777, 1_TMEM209.84928, 1_TMEM67.91147, 1_TPD52L2.7165, 1_TRMT112.51504, 1_UTRN.7402, 1_VAMP4.8674, 1_WFDC3.140686, 1_YARS.8565, 1_ZNF135.7694, 1_ZNF407.55628, 1_ZNF788.388507, 1_ZNRF2.223082, 1_ZXDA.7789]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_age_at_initial_pathologic_diagnosis, 1_ABHD6.57406, 1_ACTN2.88, 1_AGMAT.79814, 1_AKAP6.9472, 1_AURKB.9212, 1_C12orf32.83695, 1_CCNF.899, 1_CDCA3.83461, 1_COPS7A.50813, 1_COPS7B.64708, 1_CWF19L2.143884, 1_CYP3A7.1551, 1_DBF4.10926, 1_DDAH1.23576, 1_FREM2.341640, 1_GARS.2617, 1_GDF5.8200, 1_GFPT2.9945, 1_GIMAP8.155038, 1_GIPC2.54810, 1_HELQ.113510, 1_HIBCH.26275, 1_HJURP.55355, 1_HOXA2.3199, 1_IL1RN.3557, 1_IYD.389434, 1_KIAA0564.23078, 1_LIMK1.3984, 1_MAGOHB.55110, 1_MARS.4141, 1_NBEA.26960, 1_OIT3.170392, 1_PCCA.5095, 1_PDIA2.64714, 1_PI3.5266, 1_PLAU.5328, 1_PPAP2A.8611, 1_RAC3.5881, 1_SC65.10609, 1_SHC1.6464, 1_SIPA1L1.26037, 1_SLC10A6.345274, 1_SLC23A3.151295, 1_SLC5A12.159963, 1_TM4SF19.116211, 1_TRIP13.9319, 1_ZNF420.147923, 1_ZXDA.7789]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
93 features: [1_CYP3A7.1551, 1_DDAH1.23576, 0_ajcc_pathologic_tumor_stage_Stage IV, 0_age_at_initial_pathologic_diagnosis, 1_DBF4.10926, 1_GIPC2.54810, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ABHD6.57406, 1_ACTN2.88, 1_AGMAT.79814, 1_AKAP6.9472, 1_ALDH1L1.10840, 1_AP1M1.8907, 1_AURKA.6790, 1_AURKB.9212, 1_C11orf48.79081, 1_C12orf32.83695, 1_C17orf70.80233, 1_C20orf27.54976, 1_C6orf1.221491, 1_CACNA1D.776, 1_CCDC59.29080, 1_CCNF.899, 1_CDC25B.994, 1_CDCA3.83461, 1_CDH13.1012, 1_CMAS.55907, 1_COPS7A.50813, 1_COPS7B.64708, 1_CWF19L2.143884, 1_DCBLD2.131566, 1_DENND4C.55667, 1_DHRS12.79758, 1_DKFZP434L187.26082, 1_DNAJC9.23234, 1_EHBP1.23301, 1_FAM160A1.729830, 1_FLT1.2321, 1_FREM2.341640, 1_GARS.2617, 1_GDF5.8200, 1_GFPT2.9945, 1_GIMAP8.155038, 1_GNASAS.149775, 1_GTF2E2.2961, 1_HAUS5.23354, 1_HECW2.57520, 1_HELQ.113510, 1_HIBCH.26275, 1_HJURP.55355, 1_HOXA2.3199, 1_HOXB13.10481, 1_IL1RN.3557, 1_IYD.389434, 1_KCNJ3.3760, 1_KIAA0564.23078, 1_KIAA1671.85379, 1_KIF4A.24137, 1_LEPRE1.64175, 1_LIMK1.3984, 1_MAGOHB.55110, 1_MARS.4141, 1_MLF2.8079, 1_MYBL2.4605, 1_NBEA.26960, 1_OIT3.170392, 1_OSTalpha.200931, 1_PCCA.5095, 1_PDIA2.64714, 1_PGPEP1.54858, 1_PHF13.148479, 1_PI3.5266, 1_PLAU.5328, 1_PPAP2A.8611, 1_RAB3IP.117177, 1_RAC3.5881, 1_RDX.5962, 1_RPL22L1.200916, 1_RRP12.23223, 1_SC65.10609, 1_SEMA7A.8482, 1_SHC1.6464, 1_SIPA1L1.26037, 1_SLC10A6.345274, 1_SLC23A3.151295, 1_SLC5A12.159963, 1_TCN2.6948, 1_THBS3.7059, 1_TM4SF19.116211, 1_TRIP13.9319, 1_VWA5B1.127731, 1_ZNF420.147923, 1_ZXDA.7789]
