
OPTIMIZING ON FOLD NUMBER 1
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 9379
Features active in total: 9379
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 55
censored 1: 124
deceased 0: 35
deceased 1: 35

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 55
censored 1: 124
deceased 0: 35
deceased 1: 35
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	             root leanness              
   	     	         	        	-------------------------------------------------	----------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min	avg     	max	std     
258 features: [1_C6orf186.728464, 1_TMEM200C.645369, 1_IQCF6.440956, 1_GPR44.11251, 1_C6orf108.10591, 1_PEBP4.157310, 1_DUSP9.1852, 1_C2orf65.130951, 1_GPR19.2842, 1_ZPBP.11055, 1_GNRH2.2797, 1_SDR9C7.121214, 1_BTG4.54766, 0_ajcc_pathologic_tumor_stage_Stage I, 1_DGKK.139189, 1_GABRA3.2556, 1_LIMA1.51474, 1_LOC100270804.100270804, 1_TMPRSS11B.132724, 1_FAM114A1.92689, 1_GPX5.2880, 1_NACA2.342538, 1_HNF1A.6927, 1_ITPRIPL2.162073, 1_IRX5.10265, 1_LOC375190.375190, 1_NAP1L6.645996, 1_TBCE.6905, 1_CHD1L.9557, 1_MIB2.142678, 1_SLC1A1.6505, 1_RAB3IP.117177, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_LIMCH1.22998, 1_FZD2.2535, 1_TGM3.7053, 1_HSDL2.84263, 1_ZNF605.100289635, 1_PMF1.11243, 1_IL1RL2.8808, 1_GMPR.2766, 1_LOC100302640.100302640, 1_METAP1.23173, 1_PTPN3.5774, 1_ARSA.410, 1_MAML3.55534, 1_FNBP1L.54874, 1_TMEM125.128218, 1_ATP1A1.476, 1_C4orf40.401137, 1_ILDR2.387597, 1_LASS2.29956, 1_NARF.26502, 1_CEACAM22P.388550, 1_GNB1.2782, 1_PTCD3.55037, 1_FAM13B.51306, 1_KCNA7.3743, 1_MAP2K2.5605, 1_PDXDC1.23042, 1_PRKRA.8575, 1_SLC16A11.162515, 1_C1orf223.374973, 1_C1orf26.54823, 1_IMPA2.3613, 1_ITGAX.3687, 1_LOXL1.4016, 1_OR2H2.7932, 1_PIPSL.266971, 1_POPDC3.64208, 1_RIBC2.26150, 1_WDR83.84292, 1_CPLX2.10814, 1_FTSJD1.55783, 1_MYH13.8735, 1_NUP210.23225, 1_RANGAP1.5905, 1_TP73.7161, 1_C6orf136.221545, 1_COQ3.51805, 1_F2RL1.2150, 1_FLAD1.80308, 1_INHA.3623, 1_LOC400804.400804, 1_MKS1.54903, 1_MTHFR.4524, 1_OR13A1.79290, 1_OR52I1.390037, 1_OTUD7A.161725, 1_PDZD2.23037, 1_PIN1.5300, 1_PLD6.201164, 1_ZNF24.7572, 1_ZNF80.7634, 1_AJAP1.55966, 1_C6orf115.58527, 1_C9orf69.90120, 1_CALM2.805, 1_CCNG2.901, 1_CDC7.8317, 1_CHST4.10164, 1_DTYMK.1841, 1_FABP6.2172, 1_GIYD2.79008, 1_LOC100126784.100126784, 1_MAPRE3.22924, 1_MECR.51102, 1_MIF.4282, 1_PCDHB8.56128, 1_PDZD8.118987, 1_SFRS14.10147, 1_SOCS3.9021, 1_TMPPE.643853, 1_TSPO.706, 1_UBTD1.80019, 1_UCHL3.7347, 1_WFDC10B.280664, 1_ZNF107.51427, 1_ZNF778.197320, 1_ZRSR2.8233, 0_age_at_initial_pathologic_diagnosis, 1_ADAM10.102, 1_AFF4.27125, 1_ARAP2.116984, 1_ATP5H.10476, 1_ATXN2.6311, 1_AURKAIP1.54998, 1_BAZ1B.9031, 1_BICC1.80114, 1_BTD.686, 1_C10orf110.55853, 1_C11orf83.790955, 1_C12orf44.60673, 1_C15orf52.388115, 1_C17orf90.339229, 1_C19orf39.126074, 1_C20orf134.170487, 1_C20orf141.128653, 1_C5orf36.285600, 1_CALR.811, 1_CCDC132.55610, 1_CCDC85A.114800, 1_CCNDBP1.23582, 1_CCNE2.9134, 1_CCNI.10983, 1_CGGBP1.8545, 1_CHAF1B.8208, 1_CHCHD1.118487, 1_CHCHD7.79145, 1_CHEK2.11200, 1_CHGA.1113, 1_CIDEC.63924, 1_CLMN.79789, 1_CNPY1.285888, 1_CYP2C9.1559, 1_DAPL1.92196, 1_DAZAP1.26528, 1_DCP1A.55802, 1_DDX6.1656, 1_DHRS7B.25979, 1_DIAPH1.1729, 1_DNASE1.1773, 1_DSCAML1.57453, 1_DSCR9.257203, 1_ECM2.1842, 1_ENPP7.339221, 1_FAM127A.8933, 1_FANCC.2176, 1_FBXO7.25793, 1_GLIPR1L1.256710, 1_GNG5.2787, 1_GOLGA6L1.283767, 1_GORAB.92344, 1_HDGFRP2.84717, 1_HIBADH.11112, 1_KCMF1.56888, 1_KIAA1614.57710, 1_LAIR2.3904, 1_LATS1.9113, 1_LILRA6.79168, 1_LILRP2.79166, 1_LOC100132111.100132111, 1_LOC202181.202181, 1_LRP5.4041, 1_LYPD5.284348, 1_MANSC1.54682, 1_MRPL23.6150, 1_MRPS25.64432, 1_MYO6.4646, 1_NCRNA00085.147650, 1_NODAL.4838, 1_NR3C2.4306, 1_NSMAF.8439, 1_NT5DC1.221294, 1_OGFOD1.55239, 1_OR2B6.26212, 1_PCGF1.84759, 1_PCGF5.84333, 1_PELP1.27043, 1_PFN2.5217, 1_PHAX.51808, 1_PODXL.5420, 1_PON3.5446, 1_PTDSS2.81490, 1_PTTG2.10744, 1_RABEP2.79874, 1_RAD23B.5887, 1_RALGAPB.57148, 1_RBM7.10179, 1_RD3.343035, 1_REV3L.5980, 1_RGSL1.353299, 1_RHOXF1.158800, 1_RNF111.54778, 1_RNF152.220441, 1_RPL24.6152, 1_RPS10.6204, 1_SAA1.6288, 1_SAP30BP.29115, 1_SCRIB.23513, 1_SERPINA4.5267, 1_SF3B5.83443, 1_SGCB.6443, 1_SGMS1.259230, 1_SH3BP5.9467, 1_SHROOM4.57477, 1_SIPA1L1.26037, 1_SLC19A1.6573, 1_SLC27A2.11001, 1_SLC27A5.10998, 1_SNN.8303, 1_SOCS5.9655, 1_SOCS6.9306, 1_SPIN1.10927, 1_SPTAN1.6709, 1_SPTBN1.6711, 1_SRP19.6728, 1_SSFA2.6744, 1_SYN3.8224, 1_TCF4.6925, 1_TF.7018, 1_TFAP2E.339488, 1_TMC2.117532, 1_TMEM161B.153396, 1_TMEM69.51249, 1_TMSB10.9168, 1_TRIM41.90933, 1_UBE2S.27338, 1_USP21.27005, 1_VPS37D.155382, 1_WDR17.116966, 1_WDR67.93594, 1_ZADH2.284273, 1_ZNF473.25888, 1_ZNF593.51042, 1_ZNF598.90850, 1_ZNF642.339559, 1_ZNHIT1.10467]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_ajcc_pathologic_tumor_stage_Stage I, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_ADH5.128, 1_C19orf48.84798, 1_C19orf53.28974, 1_C1orf77.26097, 1_C6orf186.728464, 1_C8orf59.401466, 1_CCT3.7203, 1_DAZAP1.26528, 1_DKFZp686O24166.374383, 1_DSCR9.257203, 1_F2RL1.2150, 1_FLAD1.80308, 1_GYG2.8908, 1_HIPK3.10114, 1_KIAA1671.85379, 1_LIMCH1.22998, 1_MKS1.54903, 1_MRPL14.64928, 1_MRPL51.51258, 1_NARF.26502, 1_OTUD7A.161725, 1_PA2G4P4.647033, 1_PCGF5.84333, 1_PCNX.22990, 1_PIK3C2A.5286, 1_PIPSL.266971, 1_PODXL.5420, 1_PRKRIP1.79706, 1_PSMD3.5709, 1_PTTG2.10744, 1_RNF152.220441, 1_SAA1.6288, 1_SGCB.6443, 1_SHROOM4.57477, 1_SIPA1L1.26037, 1_SNRPC.6631, 1_SPTBN1.6711, 1_SRP19.6728, 1_SSFA2.6744, 1_SUV420H2.84787, 1_TAGLN2.8407, 1_TBCE.6905, 1_TNFRSF19.55504, 1_UBE2S.27338, 1_ZGPAT.84619, 1_ZNF570.148268, 1_ZNF598.90850]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
96 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_C6orf186.728464, 1_F2RL1.2150, 1_NARF.26502, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ADH5.128, 1_APP.351, 1_AQP1.358, 1_ATP5J2.9551, 1_ATXN7L2.127002, 1_C19orf48.84798, 1_C19orf53.28974, 1_C1orf77.26097, 1_C3orf31.132001, 1_C8orf59.401466, 1_CCT3.7203, 1_CEP55.55165, 1_CLTB.1212, 1_CYP3A4.1576, 1_DAZAP1.26528, 1_DBF4.10926, 1_DKFZp686O24166.374383, 1_DSCR9.257203, 1_DUSP9.1852, 1_EIF3B.8662, 1_EIF4EBP1.1978, 1_EYA3.2140, 1_FAM63B.54629, 1_FLAD1.80308, 1_GYG2.8908, 1_HIPK3.10114, 1_IRF3.3661, 1_KIAA1614.57710, 1_KIAA1671.85379, 1_KLHL5.51088, 1_LIFR.3977, 1_LIMCH1.22998, 1_LOC339674.339674, 1_LPP.4026, 1_LRFN1.57622, 1_MKS1.54903, 1_MNX1.3110, 1_MRPL14.64928, 1_MRPL51.51258, 1_NECAB3.63941, 1_NME1.NME2.654364, 1_NUP160.23279, 1_OST4.100128731, 1_OTUD7A.161725, 1_PA2G4P4.647033, 1_PCGF5.84333, 1_PCNX.22990, 1_PIK3C2A.5286, 1_PIPSL.266971, 1_PKP2.5318, 1_PLCL1.5334, 1_PLK1.5347, 1_PNKD.25953, 1_PODXL.5420, 1_PRKRIP1.79706, 1_PSMD3.5709, 1_PTTG2.10744, 1_RB1.5925, 1_RBM47.54502, 1_RC3H2.54542, 1_REPIN1.29803, 1_RNF152.220441, 1_RYR2.6262, 1_SAA1.6288, 1_SGCB.6443, 1_SHROOM4.57477, 1_SIPA1L1.26037, 1_SNAPC2.6618, 1_SNRNP35.11066, 1_SNRPC.6631, 1_SPATA6.54558, 1_SPTBN1.6711, 1_SRP19.6728, 1_SSFA2.6744, 1_STRA13.201254, 1_SUV420H2.84787, 1_TAGLN2.8407, 1_TBCE.6905, 1_TFAP2E.339488, 1_TMEM200C.645369, 1_TMEM63C.57156, 1_TNFRSF19.55504, 1_TRHDE.29953, 1_UBE2J2.118424, 1_UBE2S.27338, 1_WDR44.54521, 1_ZGPAT.84619, 1_ZNF555.148254, 1_ZNF570.148268, 1_ZNF598.90850, 1_ZNF614.80110]
Optimization on fold finished in 00-01:24:48

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 25
Features in hall of fame by prevalence:
46 features: [1_C6orf186.728464, 1_TMEM200C.645369, 1_IQCF6.440956, 1_GPR44.11251, 1_C6orf108.10591, 1_SDR9C7.121214, 1_DUSP9.1852, 1_GNRH2.2797, 1_PEBP4.157310, 1_C2orf65.130951, 0_ajcc_pathologic_tumor_stage_Stage I, 1_GPR19.2842, 1_LIMA1.51474, 1_ZPBP.11055, 1_BTG4.54766, 1_GABRA3.2556, 1_HNF1A.6927, 1_LOC100270804.100270804, 1_DGKK.139189, 1_TBCE.6905, 1_FAM114A1.92689, 1_TMPRSS11B.132724, 1_GPX5.2880, 1_IRX5.10265, 1_LOC375190.375190, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_GMPR.2766, 1_HSDL2.84263, 1_ITPRIPL2.162073, 1_LOC100302640.100302640, 1_NACA2.342538, 1_NARF.26502, 1_TGM3.7053, 1_ARSA.410, 1_FNBP1L.54874, 1_GNB1.2782, 1_IMPA2.3613, 1_INHA.3623, 1_METAP1.23173, 1_MYH13.8735, 1_NAP1L6.645996, 1_OR52I1.390037, 1_PTPN3.5774, 1_RAB3IP.117177, 1_TRIM41.90933, 1_WDR83.84292]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
258 features: [1_C6orf186.728464, 1_TMEM200C.645369, 1_IQCF6.440956, 1_GPR44.11251, 1_C6orf108.10591, 1_PEBP4.157310, 1_DUSP9.1852, 1_C2orf65.130951, 1_GPR19.2842, 1_ZPBP.11055, 1_GNRH2.2797, 1_SDR9C7.121214, 1_BTG4.54766, 0_ajcc_pathologic_tumor_stage_Stage I, 1_DGKK.139189, 1_GABRA3.2556, 1_LIMA1.51474, 1_LOC100270804.100270804, 1_TMPRSS11B.132724, 1_FAM114A1.92689, 1_GPX5.2880, 1_NACA2.342538, 1_HNF1A.6927, 1_ITPRIPL2.162073, 1_IRX5.10265, 1_LOC375190.375190, 1_NAP1L6.645996, 1_TBCE.6905, 1_CHD1L.9557, 1_MIB2.142678, 1_SLC1A1.6505, 1_RAB3IP.117177, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_LIMCH1.22998, 1_FZD2.2535, 1_TGM3.7053, 1_HSDL2.84263, 1_ZNF605.100289635, 1_PMF1.11243, 1_IL1RL2.8808, 1_GMPR.2766, 1_LOC100302640.100302640, 1_METAP1.23173, 1_PTPN3.5774, 1_ARSA.410, 1_MAML3.55534, 1_FNBP1L.54874, 1_TMEM125.128218, 1_ATP1A1.476, 1_C4orf40.401137, 1_ILDR2.387597, 1_LASS2.29956, 1_NARF.26502, 1_CEACAM22P.388550, 1_GNB1.2782, 1_PTCD3.55037, 1_FAM13B.51306, 1_KCNA7.3743, 1_MAP2K2.5605, 1_PDXDC1.23042, 1_PRKRA.8575, 1_SLC16A11.162515, 1_C1orf223.374973, 1_C1orf26.54823, 1_IMPA2.3613, 1_ITGAX.3687, 1_LOXL1.4016, 1_OR2H2.7932, 1_PIPSL.266971, 1_POPDC3.64208, 1_RIBC2.26150, 1_WDR83.84292, 1_CPLX2.10814, 1_FTSJD1.55783, 1_MYH13.8735, 1_NUP210.23225, 1_RANGAP1.5905, 1_TP73.7161, 1_C6orf136.221545, 1_COQ3.51805, 1_F2RL1.2150, 1_FLAD1.80308, 1_INHA.3623, 1_LOC400804.400804, 1_MKS1.54903, 1_MTHFR.4524, 1_OR13A1.79290, 1_OR52I1.390037, 1_OTUD7A.161725, 1_PDZD2.23037, 1_PIN1.5300, 1_PLD6.201164, 1_ZNF24.7572, 1_ZNF80.7634, 1_AJAP1.55966, 1_C6orf115.58527, 1_C9orf69.90120, 1_CALM2.805, 1_CCNG2.901, 1_CDC7.8317, 1_CHST4.10164, 1_DTYMK.1841, 1_FABP6.2172, 1_GIYD2.79008, 1_LOC100126784.100126784, 1_MAPRE3.22924, 1_MECR.51102, 1_MIF.4282, 1_PCDHB8.56128, 1_PDZD8.118987, 1_SFRS14.10147, 1_SOCS3.9021, 1_TMPPE.643853, 1_TSPO.706, 1_UBTD1.80019, 1_UCHL3.7347, 1_WFDC10B.280664, 1_ZNF107.51427, 1_ZNF778.197320, 1_ZRSR2.8233, 0_age_at_initial_pathologic_diagnosis, 1_ADAM10.102, 1_AFF4.27125, 1_ARAP2.116984, 1_ATP5H.10476, 1_ATXN2.6311, 1_AURKAIP1.54998, 1_BAZ1B.9031, 1_BICC1.80114, 1_BTD.686, 1_C10orf110.55853, 1_C11orf83.790955, 1_C12orf44.60673, 1_C15orf52.388115, 1_C17orf90.339229, 1_C19orf39.126074, 1_C20orf134.170487, 1_C20orf141.128653, 1_C5orf36.285600, 1_CALR.811, 1_CCDC132.55610, 1_CCDC85A.114800, 1_CCNDBP1.23582, 1_CCNE2.9134, 1_CCNI.10983, 1_CGGBP1.8545, 1_CHAF1B.8208, 1_CHCHD1.118487, 1_CHCHD7.79145, 1_CHEK2.11200, 1_CHGA.1113, 1_CIDEC.63924, 1_CLMN.79789, 1_CNPY1.285888, 1_CYP2C9.1559, 1_DAPL1.92196, 1_DAZAP1.26528, 1_DCP1A.55802, 1_DDX6.1656, 1_DHRS7B.25979, 1_DIAPH1.1729, 1_DNASE1.1773, 1_DSCAML1.57453, 1_DSCR9.257203, 1_ECM2.1842, 1_ENPP7.339221, 1_FAM127A.8933, 1_FANCC.2176, 1_FBXO7.25793, 1_GLIPR1L1.256710, 1_GNG5.2787, 1_GOLGA6L1.283767, 1_GORAB.92344, 1_HDGFRP2.84717, 1_HIBADH.11112, 1_KCMF1.56888, 1_KIAA1614.57710, 1_LAIR2.3904, 1_LATS1.9113, 1_LILRA6.79168, 1_LILRP2.79166, 1_LOC100132111.100132111, 1_LOC202181.202181, 1_LRP5.4041, 1_LYPD5.284348, 1_MANSC1.54682, 1_MRPL23.6150, 1_MRPS25.64432, 1_MYO6.4646, 1_NCRNA00085.147650, 1_NODAL.4838, 1_NR3C2.4306, 1_NSMAF.8439, 1_NT5DC1.221294, 1_OGFOD1.55239, 1_OR2B6.26212, 1_PCGF1.84759, 1_PCGF5.84333, 1_PELP1.27043, 1_PFN2.5217, 1_PHAX.51808, 1_PODXL.5420, 1_PON3.5446, 1_PTDSS2.81490, 1_PTTG2.10744, 1_RABEP2.79874, 1_RAD23B.5887, 1_RALGAPB.57148, 1_RBM7.10179, 1_RD3.343035, 1_REV3L.5980, 1_RGSL1.353299, 1_RHOXF1.158800, 1_RNF111.54778, 1_RNF152.220441, 1_RPL24.6152, 1_RPS10.6204, 1_SAA1.6288, 1_SAP30BP.29115, 1_SCRIB.23513, 1_SERPINA4.5267, 1_SF3B5.83443, 1_SGCB.6443, 1_SGMS1.259230, 1_SH3BP5.9467, 1_SHROOM4.57477, 1_SIPA1L1.26037, 1_SLC19A1.6573, 1_SLC27A2.11001, 1_SLC27A5.10998, 1_SNN.8303, 1_SOCS5.9655, 1_SOCS6.9306, 1_SPIN1.10927, 1_SPTAN1.6709, 1_SPTBN1.6711, 1_SRP19.6728, 1_SSFA2.6744, 1_SYN3.8224, 1_TCF4.6925, 1_TF.7018, 1_TFAP2E.339488, 1_TMC2.117532, 1_TMEM161B.153396, 1_TMEM69.51249, 1_TMSB10.9168, 1_TRIM41.90933, 1_UBE2S.27338, 1_USP21.27005, 1_VPS37D.155382, 1_WDR17.116966, 1_WDR67.93594, 1_ZADH2.284273, 1_ZNF473.25888, 1_ZNF593.51042, 1_ZNF598.90850, 1_ZNF642.339559, 1_ZNHIT1.10467]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_ajcc_pathologic_tumor_stage_Stage I, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_ADH5.128, 1_C19orf48.84798, 1_C19orf53.28974, 1_C1orf77.26097, 1_C6orf186.728464, 1_C8orf59.401466, 1_CCT3.7203, 1_DAZAP1.26528, 1_DKFZp686O24166.374383, 1_DSCR9.257203, 1_F2RL1.2150, 1_FLAD1.80308, 1_GYG2.8908, 1_HIPK3.10114, 1_KIAA1671.85379, 1_LIMCH1.22998, 1_MKS1.54903, 1_MRPL14.64928, 1_MRPL51.51258, 1_NARF.26502, 1_OTUD7A.161725, 1_PA2G4P4.647033, 1_PCGF5.84333, 1_PCNX.22990, 1_PIK3C2A.5286, 1_PIPSL.266971, 1_PODXL.5420, 1_PRKRIP1.79706, 1_PSMD3.5709, 1_PTTG2.10744, 1_RNF152.220441, 1_SAA1.6288, 1_SGCB.6443, 1_SHROOM4.57477, 1_SIPA1L1.26037, 1_SNRPC.6631, 1_SPTBN1.6711, 1_SRP19.6728, 1_SSFA2.6744, 1_SUV420H2.84787, 1_TAGLN2.8407, 1_TBCE.6905, 1_TNFRSF19.55504, 1_UBE2S.27338, 1_ZGPAT.84619, 1_ZNF570.148268, 1_ZNF598.90850]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
96 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_C6orf186.728464, 1_F2RL1.2150, 1_NARF.26502, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ADH5.128, 1_APP.351, 1_AQP1.358, 1_ATP5J2.9551, 1_ATXN7L2.127002, 1_C19orf48.84798, 1_C19orf53.28974, 1_C1orf77.26097, 1_C3orf31.132001, 1_C8orf59.401466, 1_CCT3.7203, 1_CEP55.55165, 1_CLTB.1212, 1_CYP3A4.1576, 1_DAZAP1.26528, 1_DBF4.10926, 1_DKFZp686O24166.374383, 1_DSCR9.257203, 1_DUSP9.1852, 1_EIF3B.8662, 1_EIF4EBP1.1978, 1_EYA3.2140, 1_FAM63B.54629, 1_FLAD1.80308, 1_GYG2.8908, 1_HIPK3.10114, 1_IRF3.3661, 1_KIAA1614.57710, 1_KIAA1671.85379, 1_KLHL5.51088, 1_LIFR.3977, 1_LIMCH1.22998, 1_LOC339674.339674, 1_LPP.4026, 1_LRFN1.57622, 1_MKS1.54903, 1_MNX1.3110, 1_MRPL14.64928, 1_MRPL51.51258, 1_NECAB3.63941, 1_NME1.NME2.654364, 1_NUP160.23279, 1_OST4.100128731, 1_OTUD7A.161725, 1_PA2G4P4.647033, 1_PCGF5.84333, 1_PCNX.22990, 1_PIK3C2A.5286, 1_PIPSL.266971, 1_PKP2.5318, 1_PLCL1.5334, 1_PLK1.5347, 1_PNKD.25953, 1_PODXL.5420, 1_PRKRIP1.79706, 1_PSMD3.5709, 1_PTTG2.10744, 1_RB1.5925, 1_RBM47.54502, 1_RC3H2.54542, 1_REPIN1.29803, 1_RNF152.220441, 1_RYR2.6262, 1_SAA1.6288, 1_SGCB.6443, 1_SHROOM4.57477, 1_SIPA1L1.26037, 1_SNAPC2.6618, 1_SNRNP35.11066, 1_SNRPC.6631, 1_SPATA6.54558, 1_SPTBN1.6711, 1_SRP19.6728, 1_SSFA2.6744, 1_STRA13.201254, 1_SUV420H2.84787, 1_TAGLN2.8407, 1_TBCE.6905, 1_TFAP2E.339488, 1_TMEM200C.645369, 1_TMEM63C.57156, 1_TNFRSF19.55504, 1_TRHDE.29953, 1_UBE2J2.118424, 1_UBE2S.27338, 1_WDR44.54521, 1_ZGPAT.84619, 1_ZNF555.148254, 1_ZNF570.148268, 1_ZNF598.90850, 1_ZNF614.80110]
