
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 12
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20223
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 7737
Features active in total: 7737
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 57
censored 1: 122
deceased 0: 36
deceased 1: 35

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIRC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 57
censored 1: 122
deceased 0: 36
deceased 1: 35
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	             root leanness              
   	     	         	        	-------------------------------------------------	----------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min	avg     	max	std     
300 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_DHRS12.79758, 1_MUM1L1.139221, 1_IGFN1.91156, 1_VSTM2A.222008, 1_H3F3C.440093, 1_STON1.GTF2A1L.286749, 1_PRKCG.5582, 1_FPGT.8790, 1_UBE2Q1.55585, 1_MEP1A.4224, 1_MAGEE1.57692, 1_LCTL.197021, 1_LOC100126784.100126784, 1_PEX6.5190, 0_age_at_initial_pathologic_diagnosis, 1_FAM161B.145483, 1_HMGN3.9324, 1_NCSTN.23385, 1_KDELR1.10945, 1_OTP.23440, 1_MED8.112950, 1_DLX4.1748, 1_LOC84856.84856, 1_TRMT61B.55006, 1_FAM60A.58516, 1_C1orf92.149499, 1_U2AF1L4.199746, 1_EIF4E2.9470, 1_WBSCR16.81554, 1_NCDN.23154, 1_EN2.2020, 1_GDF5.8200, 1_CDK9.1025, 1_RBM6.10180, 1_KLK11.11012, 1_UFC1.51506, 1_TAF1B.9014, 1_LOC146336.146336, 1_SFRS11.9295, 1_ACTG1.71, 1_BARX1.56033, 1_GPR162.27239, 1_HERPUD1.9709, 1_LYPD5.284348, 1_WNT5A.7474, 1_ZDHHC18.84243, 1_NEURL4.84461, 1_PLAG1.5324, 1_RAB6A.5870, 1_SMARCA4.6597, 1_TSTA3.7264, 1_AARS2.57505, 1_AURKB.9212, 1_GCFC1.94104, 1_HOXA3.3200, 1_HPDL.84842, 1_NOS2.4843, 1_ZNF706.51123, 1_GNPNAT1.64841, 1_YIF1B.90522, 1_EPCAM.4072, 1_FSD1.79187, 1_GABRG1.2565, 1_KISS1.3814, 1_PTRH2.51651, 1_SLCO5A1.81796, 1_TBC1D8B.54885, 1_TIAF1.9220, 1_AKAP6.9472, 1_CHRD.8646, 1_DYRK4.8798, 1_FAM190B.54462, 1_HIST1H1B.3009, 1_LENG8.114823, 1_RANBP10.57610, 1_SEMA3E.9723, 1_ASPHD2.57168, 1_C16orf88.400506, 1_CD34.947, 1_CDC73.79577, 1_CMA1.1215, 1_EIF5A.1984, 1_GRAMD1A.57655, 1_KCNN2.3781, 1_KRT17.3872, 1_MAP3K8.1326, 1_MCM6.4175, 1_MGAT5.4249, 1_PVRL2.5819, 1_TMEM233.387890, 1_TSC22D3.1831, 1_WNT7B.7477, 1_ADAM33.80332, 1_AMAC1L2.83650, 1_ANKRD17.26057, 1_ASCC2.84164, 1_ATP6V1D.51382, 1_AUP1.550, 1_BID.637, 1_CHCHD1.118487, 1_COL5A3.50509, 1_CSNK1G1.53944, 1_CXCL6.6372, 1_EMX2.2018, 1_ERP29.10961, 1_FADS1.3992, 1_FOSL1.8061, 1_GAD1.2571, 1_GH1.2688, 1_GNL2.29889, 1_GOLGA8E.390535, 1_KIF2C.11004, 1_KLHL8.57563, 1_LAGE3.8270, 1_MAF.4094, 1_MAGEH1.28986, 1_MED10.84246, 1_MED25.81857, 1_METAP1.23173, 1_MRPL14.64928, 1_NCAPG.64151, 1_NUDT1.4521, 1_ONECUT2.9480, 1_PIGT.51604, 1_PIK3CG.5294, 1_PLEKHG4B.153478, 1_PXMP2.5827, 1_RLN1.6013, 1_SAT2.112483, 1_SLC4A4.8671, 1_SMYD5.10322, 1_SUV420H2.84787, 1_TACC2.10579, 1_TFAP2E.339488, 1_UBE2S.27338, 1_VEPH1.79674, 1_VTN.7448, 1_XPO6.23214, 1_ZNF420.147923, 1_ZNF578.147660, 1_ZNF654.55279, 1_ZNF804B.219578, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ARHGAP42.143872, 1_ATPAF2.91647, 1_AXIN1.8312, 1_BIRC5.332, 1_BLOC1S3.388552, 1_BTBD8.284697, 1_BUB1.699, 1_BUB1B.701, 1_C17orf37.84299, 1_C19orf52.90580, 1_C2orf70.339778, 1_C3orf62.375341, 1_C4BPA.722, 1_C7orf42.55069, 1_C9orf71.169693, 1_CABLES2.81928, 1_CAPZA1.829, 1_CAPZA2.830, 1_CBX4.8535, 1_CCNY.219771, 1_CDK4.1019, 1_CDRT4.284040, 1_CDS2.8760, 1_CHD9.80205, 1_CHURC1.91612, 1_CIDEC.63924, 1_CKAP2L.150468, 1_CLEC16A.23274, 1_CPNE7.27132, 1_CPT2.1376, 1_CRP.1401, 1_CTSA.5476, 1_DCTN2.10540, 1_DDX56.54606, 1_DIAPH1.1729, 1_DMGDH.29958, 1_EHMT2.10919, 1_EIF2B1.1967, 1_EIF3I.8668, 1_EMG1.10436, 1_ENPP7.339221, 1_FAM18A.780776, 1_FAM72B.653820, 1_FLAD1.80308, 1_FNTA.2339, 1_FRAS1.80144, 1_GALC.2581, 1_GBP2.2634, 1_GCK.2645, 1_GCLC.2729, 1_GLE1.2733, 1_GNASAS.149775, 1_GPHN.10243, 1_GPR37L1.9283, 1_GTF2IRD1.9569, 1_HPR.3250, 1_HSPA6.3310, 1_HTR3A.3359, 1_INTS3.65123, 1_IPO13.9670, 1_ITFG2.55846, 1_ITIH3.3699, 1_IVNS1ABP.10625, 1_KBTBD3.143879, 1_KCNS1.3787, 1_KIAA1310.55683, 1_KLK8.11202, 1_KPNA2.3838, 1_KRT31.3881, 1_KRT3.3850, 1_KRT78.196374, 1_LHFPL5.222662, 1_LOC283663.283663, 1_LOC729020.729020, 1_LOC729234.729234, 1_LOXL1.4016, 1_LPCAT4.254531, 1_LPIN3.64900, 1_MFI2.4241, 1_MFSD2A.84879, 1_MFSD5.84975, 1_MRPL17.63875, 1_MS4A2.2206, 1_MT1DP.326343, 1_MTM1.4534, 1_MUTYH.4595, 1_NCAPD2.9918, 1_NCKAP5L.57701, 1_NEDD4L.23327, 1_NHP2L1.4809, 1_NUCB2.4925, 1_NUP155.9631, 1_PARD6G.84552, 1_PCGF5.84333, 1_PFN2.5217, 1_PLA2G15.23659, 1_PON3.5446, 1_PPIF.10105, 1_PRRT2.112476, 1_PTPN21.11099, 1_RALB.5899, 1_RALGAPA2.57186, 1_RALY.22913, 1_RASAL2.9462, 1_RASIP1.54922, 1_RAVER2.55225, 1_RBMX2.51634, 1_RGS13.6003, 1_RHBDF1.64285, 1_ROCK2.9475, 1_RTP1.132112, 1_SCARNA15.677778, 1_SCN5A.6331, 1_SEMA7A.8482, 1_SERTAD3.29946, 1_SESTD1.91404, 1_SETDB2.83852, 1_SGSM1.129049, 1_SIDT2.51092, 1_SKP1.6500, 1_SLC24A6.80024, 1_SLC34A2.10568, 1_SLC38A5.92745, 1_SLFNL1.200172, 1_SMG5.23381, 1_SNAP91.9892, 1_SNHG11.128439, 1_SORL1.6653, 1_SPDEF.25803, 1_SRP72.6731, 1_ST13.6767, 1_SUGT1L1.283507, 1_SULT1A2.6799, 1_SUMO1P1.391257, 1_TAF1L.138474, 1_TEK.7010, 1_THRB.7068, 1_TIRAP.114609, 1_TLN2.83660, 1_TM6SF2.53345, 1_TMEM132D.121256, 1_TMEM231.79583, 1_TMEM41A.90407, 1_TOR3A.64222, 1_TRAF5.7188, 1_TRMT11.60487, 1_TSPAN12.23554, 1_TUBGCP5.114791, 1_UBE2I.7329, 1_WDR44.54521, 1_YJEFN3.374887, 1_ZFYVE9.9372, 1_ZNF207.7756, 1_ZNF518B.85460, 1_ZNF774.342132, 1_ZNRD1.30834]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_ajcc_pathologic_tumor_stage_Stage I, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_A1CF.29974, 1_ACOT4.122970, 1_AKAP6.9472, 1_ANXA8.653145, 1_ARHGAP42.143872, 1_AUP1.550, 1_BARX1.56033, 1_C17orf37.84299, 1_CBX4.8535, 1_CDK4.1019, 1_CTAGE1.64693, 1_CYFIP2.26999, 1_DDIT3.1649, 1_EIF2B1.1967, 1_EIF4EBP2.1979, 1_EIF5A.1984, 1_EN2.2020, 1_ERP29.10961, 1_FLAD1.80308, 1_FREM2.341640, 1_GDF5.8200, 1_HN1.51155, 1_HOXA3.3200, 1_IGFN1.91156, 1_KATNB1.10300, 1_KBTBD7.84078, 1_LAGE3.8270, 1_NCKAP5L.57701, 1_NCSTN.23385, 1_ONECUT2.9480, 1_PEX6.5190, 1_PIP5KL1.138429, 1_PLEKHG4B.153478, 1_RAVER2.55225, 1_RNF19B.127544, 1_SCAPER.49855, 1_SHROOM3.57619, 1_SLC10A2.6555, 1_SPTBN1.6711, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_TBC1D8B.54885, 1_TEK.7010, 1_TSTA3.7264, 1_UBE2I.7329, 1_UBE2Q1.55585, 1_VPS25.84313]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
98 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 0_ajcc_pathologic_tumor_stage_Stage I, 1_A1CF.29974, 1_ACE2.59272, 1_ACOT4.122970, 1_AKAP6.9472, 1_ANXA8.653145, 1_ARHGAP42.143872, 1_ATXN1L.342371, 1_ATXN7L2.127002, 1_AUP1.550, 1_C11orf48.79081, 1_C12orf65.91574, 1_C16orf57.79650, 1_C17orf37.84299, 1_C1orf210.149466, 1_C7orf43.55262, 1_CAMK2N2.94032, 1_CBX4.8535, 1_CDK4.1019, 1_CENPM.79019, 1_CIDECP.152302, 1_CST5.1473, 1_CTAGE1.64693, 1_CYFIP2.26999, 1_DDIT3.1649, 1_EIF2B1.1967, 1_EIF4EBP2.1979, 1_EIF5A.1984, 1_EN2.2020, 1_ERP29.10961, 1_FAT4.79633, 1_FBXO21.23014, 1_FLAD1.80308, 1_FOXA2.3170, 1_FPGT.8790, 1_FREM2.341640, 1_G6PC3.92579, 1_GARS.2617, 1_GBAP1.2630, 1_GDF5.8200, 1_GMPR2.51292, 1_GNASAS.149775, 1_GRLF1.2909, 1_HN1.51155, 1_HOXA3.3200, 1_IGFN1.91156, 1_ITFG3.83986, 1_ITGB1BP1.9270, 1_KATNB1.10300, 1_KBTBD7.84078, 1_KCTD17.79734, 1_KLHL9.55958, 1_LAGE3.8270, 1_LPCAT4.254531, 1_LZIC.84328, 1_MCRS1.10445, 1_MEP1A.4224, 1_MRPL18.29074, 1_NBEA.26960, 1_NCKAP5L.57701, 1_NCOA3.8202, 1_NCSTN.23385, 1_ONECUT2.9480, 1_PEX6.5190, 1_PIP5KL1.138429, 1_PLEKHG4B.153478, 1_PTPN21.11099, 1_PTS.5805, 1_RAC3.5881, 1_RARRES1.5918, 1_RAVER2.55225, 1_RBM34.23029, 1_RGL1.23179, 1_RNF19B.127544, 1_ROM1.6094, 1_RPS20.6224, 1_SCAPER.49855, 1_SH3YL1.26751, 1_SHROOM3.57619, 1_SLC10A2.6555, 1_SPDEF.25803, 1_SPTBN1.6711, 1_SSTR1.6751, 1_STK32B.55351, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_SULT1A2.6799, 1_TBC1D8B.54885, 1_TDRD7.23424, 1_TEK.7010, 1_TSTA3.7264, 1_TXLNA.200081, 1_UBE2I.7329, 1_UBE2Q1.55585, 1_VGF.7425, 1_VPS25.84313]
Optimization on fold finished in 00-01:11:45

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 25
Features in hall of fame by prevalence:
50 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_DHRS12.79758, 1_H3F3C.440093, 1_MUM1L1.139221, 1_VSTM2A.222008, 1_IGFN1.91156, 1_STON1.GTF2A1L.286749, 1_FPGT.8790, 1_LCTL.197021, 1_LOC100126784.100126784, 1_MAGEE1.57692, 1_PRKCG.5582, 1_UBE2Q1.55585, 1_MEP1A.4224, 0_age_at_initial_pathologic_diagnosis, 1_PEX6.5190, 1_FAM161B.145483, 1_HMGN3.9324, 1_NCSTN.23385, 1_KDELR1.10945, 1_LOC84856.84856, 1_U2AF1L4.199746, 1_DLX4.1748, 1_LYPD5.284348, 1_MED8.112950, 1_OTP.23440, 1_CXCL6.6372, 1_GNPNAT1.64841, 1_TRMT61B.55006, 1_TSTA3.7264, 1_AKAP6.9472, 1_BARX1.56033, 1_C16orf88.400506, 1_C1orf92.149499, 1_CPT2.1376, 1_FAM60A.58516, 1_GH1.2688, 1_GPR162.27239, 1_HOXA3.3200, 1_ITIH3.3699, 1_KBTBD3.143879, 1_KCNN2.3781, 1_KIF2C.11004, 1_KLK11.11012, 1_NCAPG.64151, 1_NOS2.4843, 1_PVRL2.5819, 1_TACC2.10579, 1_TAF1B.9014, 1_ZDHHC18.84243]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
300 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_DHRS12.79758, 1_MUM1L1.139221, 1_IGFN1.91156, 1_VSTM2A.222008, 1_H3F3C.440093, 1_STON1.GTF2A1L.286749, 1_PRKCG.5582, 1_FPGT.8790, 1_UBE2Q1.55585, 1_MEP1A.4224, 1_MAGEE1.57692, 1_LCTL.197021, 1_LOC100126784.100126784, 1_PEX6.5190, 0_age_at_initial_pathologic_diagnosis, 1_FAM161B.145483, 1_HMGN3.9324, 1_NCSTN.23385, 1_KDELR1.10945, 1_OTP.23440, 1_MED8.112950, 1_DLX4.1748, 1_LOC84856.84856, 1_TRMT61B.55006, 1_FAM60A.58516, 1_C1orf92.149499, 1_U2AF1L4.199746, 1_EIF4E2.9470, 1_WBSCR16.81554, 1_NCDN.23154, 1_EN2.2020, 1_GDF5.8200, 1_CDK9.1025, 1_RBM6.10180, 1_KLK11.11012, 1_UFC1.51506, 1_TAF1B.9014, 1_LOC146336.146336, 1_SFRS11.9295, 1_ACTG1.71, 1_BARX1.56033, 1_GPR162.27239, 1_HERPUD1.9709, 1_LYPD5.284348, 1_WNT5A.7474, 1_ZDHHC18.84243, 1_NEURL4.84461, 1_PLAG1.5324, 1_RAB6A.5870, 1_SMARCA4.6597, 1_TSTA3.7264, 1_AARS2.57505, 1_AURKB.9212, 1_GCFC1.94104, 1_HOXA3.3200, 1_HPDL.84842, 1_NOS2.4843, 1_ZNF706.51123, 1_GNPNAT1.64841, 1_YIF1B.90522, 1_EPCAM.4072, 1_FSD1.79187, 1_GABRG1.2565, 1_KISS1.3814, 1_PTRH2.51651, 1_SLCO5A1.81796, 1_TBC1D8B.54885, 1_TIAF1.9220, 1_AKAP6.9472, 1_CHRD.8646, 1_DYRK4.8798, 1_FAM190B.54462, 1_HIST1H1B.3009, 1_LENG8.114823, 1_RANBP10.57610, 1_SEMA3E.9723, 1_ASPHD2.57168, 1_C16orf88.400506, 1_CD34.947, 1_CDC73.79577, 1_CMA1.1215, 1_EIF5A.1984, 1_GRAMD1A.57655, 1_KCNN2.3781, 1_KRT17.3872, 1_MAP3K8.1326, 1_MCM6.4175, 1_MGAT5.4249, 1_PVRL2.5819, 1_TMEM233.387890, 1_TSC22D3.1831, 1_WNT7B.7477, 1_ADAM33.80332, 1_AMAC1L2.83650, 1_ANKRD17.26057, 1_ASCC2.84164, 1_ATP6V1D.51382, 1_AUP1.550, 1_BID.637, 1_CHCHD1.118487, 1_COL5A3.50509, 1_CSNK1G1.53944, 1_CXCL6.6372, 1_EMX2.2018, 1_ERP29.10961, 1_FADS1.3992, 1_FOSL1.8061, 1_GAD1.2571, 1_GH1.2688, 1_GNL2.29889, 1_GOLGA8E.390535, 1_KIF2C.11004, 1_KLHL8.57563, 1_LAGE3.8270, 1_MAF.4094, 1_MAGEH1.28986, 1_MED10.84246, 1_MED25.81857, 1_METAP1.23173, 1_MRPL14.64928, 1_NCAPG.64151, 1_NUDT1.4521, 1_ONECUT2.9480, 1_PIGT.51604, 1_PIK3CG.5294, 1_PLEKHG4B.153478, 1_PXMP2.5827, 1_RLN1.6013, 1_SAT2.112483, 1_SLC4A4.8671, 1_SMYD5.10322, 1_SUV420H2.84787, 1_TACC2.10579, 1_TFAP2E.339488, 1_UBE2S.27338, 1_VEPH1.79674, 1_VTN.7448, 1_XPO6.23214, 1_ZNF420.147923, 1_ZNF578.147660, 1_ZNF654.55279, 1_ZNF804B.219578, 0_ajcc_pathologic_tumor_stage_Stage I, 1_ARHGAP42.143872, 1_ATPAF2.91647, 1_AXIN1.8312, 1_BIRC5.332, 1_BLOC1S3.388552, 1_BTBD8.284697, 1_BUB1.699, 1_BUB1B.701, 1_C17orf37.84299, 1_C19orf52.90580, 1_C2orf70.339778, 1_C3orf62.375341, 1_C4BPA.722, 1_C7orf42.55069, 1_C9orf71.169693, 1_CABLES2.81928, 1_CAPZA1.829, 1_CAPZA2.830, 1_CBX4.8535, 1_CCNY.219771, 1_CDK4.1019, 1_CDRT4.284040, 1_CDS2.8760, 1_CHD9.80205, 1_CHURC1.91612, 1_CIDEC.63924, 1_CKAP2L.150468, 1_CLEC16A.23274, 1_CPNE7.27132, 1_CPT2.1376, 1_CRP.1401, 1_CTSA.5476, 1_DCTN2.10540, 1_DDX56.54606, 1_DIAPH1.1729, 1_DMGDH.29958, 1_EHMT2.10919, 1_EIF2B1.1967, 1_EIF3I.8668, 1_EMG1.10436, 1_ENPP7.339221, 1_FAM18A.780776, 1_FAM72B.653820, 1_FLAD1.80308, 1_FNTA.2339, 1_FRAS1.80144, 1_GALC.2581, 1_GBP2.2634, 1_GCK.2645, 1_GCLC.2729, 1_GLE1.2733, 1_GNASAS.149775, 1_GPHN.10243, 1_GPR37L1.9283, 1_GTF2IRD1.9569, 1_HPR.3250, 1_HSPA6.3310, 1_HTR3A.3359, 1_INTS3.65123, 1_IPO13.9670, 1_ITFG2.55846, 1_ITIH3.3699, 1_IVNS1ABP.10625, 1_KBTBD3.143879, 1_KCNS1.3787, 1_KIAA1310.55683, 1_KLK8.11202, 1_KPNA2.3838, 1_KRT31.3881, 1_KRT3.3850, 1_KRT78.196374, 1_LHFPL5.222662, 1_LOC283663.283663, 1_LOC729020.729020, 1_LOC729234.729234, 1_LOXL1.4016, 1_LPCAT4.254531, 1_LPIN3.64900, 1_MFI2.4241, 1_MFSD2A.84879, 1_MFSD5.84975, 1_MRPL17.63875, 1_MS4A2.2206, 1_MT1DP.326343, 1_MTM1.4534, 1_MUTYH.4595, 1_NCAPD2.9918, 1_NCKAP5L.57701, 1_NEDD4L.23327, 1_NHP2L1.4809, 1_NUCB2.4925, 1_NUP155.9631, 1_PARD6G.84552, 1_PCGF5.84333, 1_PFN2.5217, 1_PLA2G15.23659, 1_PON3.5446, 1_PPIF.10105, 1_PRRT2.112476, 1_PTPN21.11099, 1_RALB.5899, 1_RALGAPA2.57186, 1_RALY.22913, 1_RASAL2.9462, 1_RASIP1.54922, 1_RAVER2.55225, 1_RBMX2.51634, 1_RGS13.6003, 1_RHBDF1.64285, 1_ROCK2.9475, 1_RTP1.132112, 1_SCARNA15.677778, 1_SCN5A.6331, 1_SEMA7A.8482, 1_SERTAD3.29946, 1_SESTD1.91404, 1_SETDB2.83852, 1_SGSM1.129049, 1_SIDT2.51092, 1_SKP1.6500, 1_SLC24A6.80024, 1_SLC34A2.10568, 1_SLC38A5.92745, 1_SLFNL1.200172, 1_SMG5.23381, 1_SNAP91.9892, 1_SNHG11.128439, 1_SORL1.6653, 1_SPDEF.25803, 1_SRP72.6731, 1_ST13.6767, 1_SUGT1L1.283507, 1_SULT1A2.6799, 1_SUMO1P1.391257, 1_TAF1L.138474, 1_TEK.7010, 1_THRB.7068, 1_TIRAP.114609, 1_TLN2.83660, 1_TM6SF2.53345, 1_TMEM132D.121256, 1_TMEM231.79583, 1_TMEM41A.90407, 1_TOR3A.64222, 1_TRAF5.7188, 1_TRMT11.60487, 1_TSPAN12.23554, 1_TUBGCP5.114791, 1_UBE2I.7329, 1_WDR44.54521, 1_YJEFN3.374887, 1_ZFYVE9.9372, 1_ZNF207.7756, 1_ZNF518B.85460, 1_ZNF774.342132, 1_ZNRD1.30834]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_ajcc_pathologic_tumor_stage_Stage I, 0_ajcc_pathologic_tumor_stage_Stage IV, 1_A1CF.29974, 1_ACOT4.122970, 1_AKAP6.9472, 1_ANXA8.653145, 1_ARHGAP42.143872, 1_AUP1.550, 1_BARX1.56033, 1_C17orf37.84299, 1_CBX4.8535, 1_CDK4.1019, 1_CTAGE1.64693, 1_CYFIP2.26999, 1_DDIT3.1649, 1_EIF2B1.1967, 1_EIF4EBP2.1979, 1_EIF5A.1984, 1_EN2.2020, 1_ERP29.10961, 1_FLAD1.80308, 1_FREM2.341640, 1_GDF5.8200, 1_HN1.51155, 1_HOXA3.3200, 1_IGFN1.91156, 1_KATNB1.10300, 1_KBTBD7.84078, 1_LAGE3.8270, 1_NCKAP5L.57701, 1_NCSTN.23385, 1_ONECUT2.9480, 1_PEX6.5190, 1_PIP5KL1.138429, 1_PLEKHG4B.153478, 1_RAVER2.55225, 1_RNF19B.127544, 1_SCAPER.49855, 1_SHROOM3.57619, 1_SLC10A2.6555, 1_SPTBN1.6711, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_TBC1D8B.54885, 1_TEK.7010, 1_TSTA3.7264, 1_UBE2I.7329, 1_UBE2Q1.55585, 1_VPS25.84313]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
98 features: [0_ajcc_pathologic_tumor_stage_Stage IV, 1_BARX1.56033, 0_ajcc_pathologic_tumor_stage_Stage I, 1_A1CF.29974, 1_ACE2.59272, 1_ACOT4.122970, 1_AKAP6.9472, 1_ANXA8.653145, 1_ARHGAP42.143872, 1_ATXN1L.342371, 1_ATXN7L2.127002, 1_AUP1.550, 1_C11orf48.79081, 1_C12orf65.91574, 1_C16orf57.79650, 1_C17orf37.84299, 1_C1orf210.149466, 1_C7orf43.55262, 1_CAMK2N2.94032, 1_CBX4.8535, 1_CDK4.1019, 1_CENPM.79019, 1_CIDECP.152302, 1_CST5.1473, 1_CTAGE1.64693, 1_CYFIP2.26999, 1_DDIT3.1649, 1_EIF2B1.1967, 1_EIF4EBP2.1979, 1_EIF5A.1984, 1_EN2.2020, 1_ERP29.10961, 1_FAT4.79633, 1_FBXO21.23014, 1_FLAD1.80308, 1_FOXA2.3170, 1_FPGT.8790, 1_FREM2.341640, 1_G6PC3.92579, 1_GARS.2617, 1_GBAP1.2630, 1_GDF5.8200, 1_GMPR2.51292, 1_GNASAS.149775, 1_GRLF1.2909, 1_HN1.51155, 1_HOXA3.3200, 1_IGFN1.91156, 1_ITFG3.83986, 1_ITGB1BP1.9270, 1_KATNB1.10300, 1_KBTBD7.84078, 1_KCTD17.79734, 1_KLHL9.55958, 1_LAGE3.8270, 1_LPCAT4.254531, 1_LZIC.84328, 1_MCRS1.10445, 1_MEP1A.4224, 1_MRPL18.29074, 1_NBEA.26960, 1_NCKAP5L.57701, 1_NCOA3.8202, 1_NCSTN.23385, 1_ONECUT2.9480, 1_PEX6.5190, 1_PIP5KL1.138429, 1_PLEKHG4B.153478, 1_PTPN21.11099, 1_PTS.5805, 1_RAC3.5881, 1_RARRES1.5918, 1_RAVER2.55225, 1_RBM34.23029, 1_RGL1.23179, 1_RNF19B.127544, 1_ROM1.6094, 1_RPS20.6224, 1_SCAPER.49855, 1_SH3YL1.26751, 1_SHROOM3.57619, 1_SLC10A2.6555, 1_SPDEF.25803, 1_SPTBN1.6711, 1_SSTR1.6751, 1_STK32B.55351, 1_STON1.11037, 1_STON1.GTF2A1L.286749, 1_SULT1A2.6799, 1_TBC1D8B.54885, 1_TDRD7.23424, 1_TEK.7010, 1_TSTA3.7264, 1_TXLNA.200081, 1_UBE2I.7329, 1_UBE2Q1.55585, 1_VGF.7425, 1_VPS25.84313]
