
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 34
Generations completed = 72
Generations completed = 110
Generations completed = 149
Generations completed = 177
Generations completed = 202
Generations completed = 239
Generations completed = 276
Generations completed = 315
Generations completed = 354
Generations completed = 393
Generations completed = 432
Generations completed = 470
   	     	         	        	                 root separation                 	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std      	min     	avg     	max	std     
243 features: [0_NDUFA4L2, 0_NELL1, 0_UPK1B, 0_CLDN8, 0_CA9, 0_DACT2, 0_GLB1L, 0_ENPP3, 0_NAPSA, 0_GGTLC1, 0_GGT1, 0_TEK, 0_PDZK1IP1, 0_VEGFA, 0_GGTLC2, 0_ACMSD, 0_MPST, 0_BCAS3, 0_RANBP3L, 0_CLDN2, 0_SLC22A11, 0_ENPEP, 0_GADD45GIP1, 0_NLGN1, 0_PSMD10, 0_SEZ6L2, 0_ANKRD46, 0_ATP6V1B1, 0_NDUFAF2, 0_NANS, 0_TCP1, 0_TMEM14A, 0_ANXA13, 0_EDAR, 0_ENO2, 0_GFER, 0_GK5, 0_GPATCH8, 0_MXI1, 0_USP47, 0_ACSM2A, 0_AXIN2, 0_BDNF, 0_CETN2, 0_ELAVL1, 0_EMCN, 0_LDB2, 0_MMS19, 0_PALMD, 0_SMG6, 0_STXBP5, 0_ZBTB34, 0_ARPC3, 0_ATG4C, 0_CDC25C, 0_CRIM1, 0_DENND5B, 0_EGR1, 0_GBP4, 0_GDAP2, 0_GIMAP8, 0_GPT, 0_HK1, 0_HMG20B, 0_IGF2R, 0_METAP2, 0_NDUFAF3, 0_NSDHL, 0_PEX6, 0_PREX2, 0_RAPGEF4, 0_TCERG1, 0_TGOLN2, 0_TM9SF1, 0_TMBIM6, 0_UNC5CL, 0_AHR, 0_AP3M2, 0_ATP2B1, 0_BVES, 0_C8G, 0_DGUOK, 0_EHBP1L1, 0_FLRT3, 0_GGH, 0_GJA4, 0_HPCA, 0_JAKMIP2, 0_LEMD2, 0_LMO7, 0_LPIN1, 0_LRTOMT, 0_MME, 0_MPP6, 0_MRPL33, 0_NAALAD2, 0_NR5A2, 0_PLCL1, 0_PRDM4, 0_PRPF18, 0_PTPRM, 0_RBM8A, 0_RFT1, 0_RIOK3, 0_SAMD4A, 0_SLC23A2, 0_SMC3, 0_TMTC1, 0_TOM1, 0_TRAPPC4, 0_ZMYM3, 0_ANKRD54, 0_BAIAP2L2, 0_BIN1, 0_CARM1, 0_CDC26, 0_CHAC1, 0_CLRN3, 0_DDC, 0_EP400, 0_GPRIN2, 0_LY75, 0_MAPRE1, 0_MBTD1, 0_MFN1, 0_NFE2, 0_NIPA2, 0_PHKA2, 0_PIK3R6, 0_PLEKHA2, 0_PLEKHB2, 0_PPCDC, 0_PROS1, 0_PRR16, 0_PSMC3, 0_RAVER1, 0_RGS1, 0_RNF146, 0_SGSM3, 0_SPOCK2, 0_STC1, 0_TRIM5, 0_VPS11, 0_ZNF84, 0_ALDOA, 0_AMDHD2, 0_ANAPC2, 0_ATN1, 0_ATP2B4, 0_B4GALNT3, 0_BCL2L14, 0_C1orf116, 0_C3orf14, 0_CACNA1C, 0_CAPRIN1, 0_CDCA7L, 0_COBLL1, 0_CTTNBP2NL, 0_CYP4X1, 0_DAAM2, 0_DALRD3, 0_DAXX, 0_DDB2, 0_DNAJC12, 0_EPB41L3, 0_EXOC7, 0_FBXO33, 0_FCHSD1, 0_FGB, 0_FLT4, 0_GFRA3, 0_GLOD5, 0_GNB4, 0_GRB7, 0_GRK5, 0_HPS4, 0_HS2ST1, 0_HUNK, 0_IKBKB, 0_ITGA2, 0_KCTD13, 0_KEAP1, 0_LGI4, 0_LONP1, 0_MDH1B, 0_MGAT3, 0_MICAL3, 0_MTMR11, 0_MYB, 0_NDUFA12, 0_NECAB3, 0_NOL3, 0_NPM3, 0_NRP1, 0_NTN1, 0_NUDT13, 0_OGDH, 0_OLFML1, 0_PGAM1, 0_PIK3R3, 0_PJA1, 0_PLD2, 0_PLXDC1, 0_PPFIBP2, 0_PSMA6, 0_PSMD3, 0_PUS1, 0_PYGL, 0_RAD51, 0_RIC8A, 0_RILPL1, 0_RPP38, 0_RPS6KB1, 0_RRAGC, 0_RUFY3, 0_SCAMP4, 0_SIRPA, 0_SLC15A4, 0_SLC35B3, 0_SLC9A2, 0_SNIP1, 0_SPP1, 0_SREBF2, 0_ST8SIA5, 0_STC2, 0_SYT15, 0_TEKT2, 0_TIMP2, 0_TNS1, 0_TPK1, 0_TRABD, 0_TRADD, 0_TRIM17, 0_TRIM22, 0_UAP1L1, 0_UBR7, 0_USP13, 0_WDR44, 0_WDR47, 0_ZBED4, 0_ZCCHC8, 0_ZNF512, 0_ZNF521]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
50 features: [0_ATP6V1B1, 0_B4GALNT3, 0_BIN1, 0_CA9, 0_CACNA1C, 0_CLDN8, 0_DAAM2, 0_DACT2, 0_DDB2, 0_EMCN, 0_ENPP3, 0_EXOC7, 0_FBXO33, 0_FLRT3, 0_FLT4, 0_GBP4, 0_GIMAP8, 0_GJA4, 0_HUNK, 0_LDB2, 0_MTMR11, 0_NAPSA, 0_NDUFA4L2, 0_NELL1, 0_NLGN1, 0_NOL3, 0_NTN1, 0_PLCD3, 0_PLD2, 0_PLEKHA2, 0_PREX2, 0_PYGL, 0_RANBP3L, 0_RAPGEF4, 0_RIT1, 0_SIRPA, 0_SLC15A4, 0_SLC9A2, 0_SPTBN2, 0_SREBF2, 0_ST8SIA5, 0_STC1, 0_STC2, 0_TEK, 0_TMTC1, 0_TPK1, 0_UNC5CL, 0_UPK1B, 0_VEGFA, 0_ZNF521]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
100 features: [0_ABHD11, 0_ANKRD46, 0_APOO, 0_ASRGL1, 0_ATP1A1, 0_ATP6V1A, 0_ATP6V1B1, 0_B4GALNT3, 0_BBC3, 0_BIN1, 0_CA9, 0_CACNA1C, 0_CARHSP1, 0_CDH6, 0_CLDN8, 0_CMTM4, 0_CNKSR3, 0_DAAM2, 0_DACT2, 0_DALRD3, 0_DDB2, 0_DYNC2LI1, 0_EDAR, 0_EIF4E, 0_EMCN, 0_ENPP3, 0_EXOC7, 0_FBXO33, 0_FGFR4, 0_FLRT3, 0_FLT4, 0_GABARAPL1, 0_GBP4, 0_GGT1, 0_GGTLC1, 0_GGTLC2, 0_GIMAP8, 0_GJA4, 0_GLB1L, 0_GLOD4, 0_GRK5, 0_HNF1B, 0_HUNK, 0_ITGB8, 0_KCNJ1, 0_LASP1, 0_LDB2, 0_LGI4, 0_LHX6, 0_MDH1B, 0_MTMR11, 0_NAPSA, 0_NDUFA4L2, 0_NECAB3, 0_NELL1, 0_NEURL1B, 0_NLGN1, 0_NOL3, 0_NR5A2, 0_NTN1, 0_PDLIM1, 0_PLCD3, 0_PLD2, 0_PLEKHA2, 0_POLG2, 0_PREX2, 0_PROS1, 0_PRR16, 0_PYGL, 0_RANBP3L, 0_RAPGEF4, 0_RIT1, 0_SACM1L, 0_SIRPA, 0_SLC15A4, 0_SLC22A23, 0_SLC25A5, 0_SLC29A2, 0_SLC9A2, 0_SPOCK2, 0_SPRY1, 0_SPTBN2, 0_SREBF2, 0_ST8SIA5, 0_STC1, 0_STC2, 0_SYNJ2BP, 0_TBC1D14, 0_TEK, 0_TEKT2, 0_TMEM139, 0_TMEM169, 0_TMTC1, 0_TPK1, 0_UAP1, 0_UNC5CL, 0_UPK1B, 0_UQCRFS1, 0_VEGFA, 0_ZNF521]
