
OPTIMIZING ON FOLD NUMBER 8
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3055
Features active in total: 3055
Computing feature importance
Running optimizer

CREATING FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 69
deceased 1: 68

STARTING MULTI-OBJECTIVE OPTIMIZATION ON DIFFERENT FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION
Computation on different folds for learning the fitness adjustment regression finished in 00-03:17:53
Extracting hall of fames for tuning.

ASSIGNING WEIGHTS TO THE SOLUTIONS IN THE TUNING FRONT RESULTS.

LEARNING FITNESS ADJUSTERS USING TUNING FRONT RESULTS, AND CREATING ADJUSTED OBJECTIVES.
Learning adjustment for root leanness
Training fitness adjuster regressor on 81 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()), ('scale', StandardScaler()),
                ('SVR', SVR(C=0.01703830324041533, epsilon=2.017188027468483))])
SVR(C=0.01703830324041533, epsilon=2.017188027468483)



Learning adjustment for survival SKSurv Cox model concordance index
Training fitness adjuster regressor on 81 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()), ('scale', StandardScaler()),
                ('SVR',
                 SVR(C=59.116881892381514, epsilon=0.0016230378181649404))])
SVR(C=59.116881892381514, epsilon=0.0016230378181649404)




RUNNING THE MAIN OPTIMIZER WITH THE ADJUSTED OBJECTIVES.

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 69
deceased 1: 68

RUNNING GENETIC ALGORITHM
Generations completed = 66
Generations completed = 136
Generations completed = 206
Generations completed = 274
Generations completed = 345
Generations completed = 416
Generations completed = 487
   	     	         	        	              adjusted root leanness             	   survival SKSurv Cox model adjusted concordance index  
   	     	         	        	-------------------------------------------------	---------------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std      	min     	avg     	max     	std                      
456	500  	587      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743869	0.751141	0.0128996                
457	500  	608      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743873	0.751141	0.0129015                
458	500  	620      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743884	0.751141	0.0129034                
459	500  	610      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743874	0.751141	0.0129016                
460	500  	632      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743869	0.751141	0.0128996                
461	500  	620      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743884	0.751141	0.0129035                
462	500  	559      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743869	0.751141	0.0128996                
463	500  	636      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743869	0.751141	0.0128996                
464	500  	597      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743873	0.751141	0.0129015                
465	500  	640      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743884	0.751141	0.0129033                
466	500  	607      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743884	0.751141	0.0129033                
467	500  	608      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743884	0.751141	0.0129037                
468	500  	590      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743874	0.751141	0.0129018                
469	500  	582      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743874	0.751141	0.0129018                
470	500  	604      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743885	0.751141	0.0129033                
471	500  	589      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.74387 	0.751141	0.0128993                
472	500  	590      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743884	0.751141	0.0129031                
473	500  	637      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743875	0.751141	0.0129015                
474	500  	593      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743885	0.751141	0.0129034                
475	500  	611      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743875	0.751141	0.0129015                
476	500  	574      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743871	0.751141	0.0128994                
477	500  	632      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743885	0.751141	0.0129036                
478	500  	575      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743885	0.751141	0.0129036                
479	500  	598      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743875	0.751141	0.0129017                
480	500  	632      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743871	0.751141	0.0128996                
481	500  	611      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743871	0.751141	0.0128996                
482	500  	613      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743876	0.751141	0.0129018                
483	500  	592      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743871	0.751141	0.0128997                
484	500  	596      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743871	0.751141	0.0128997                
485	500  	606      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743886	0.751141	0.0129038                
486	500  	576      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743871	0.751141	0.0128997                
487	500  	596      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743872	0.751141	0.0128998                
488	500  	627      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743876	0.751141	0.0129018                
489	500  	604      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743886	0.751141	0.0129038                
490	500  	603      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743871	0.751141	0.0128998                
491	500  	604      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743872	0.751141	0.0128998                
492	500  	557      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743876	0.751141	0.0129015                
493	500  	583      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743876	0.751141	0.0129017                
494	500  	626      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743879	0.751141	0.0128992                
495	500  	584      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743879	0.751141	0.0128992                
496	500  	571      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743877	0.751141	0.0128953                
497	500  	585      	3055    	0.447214	0.558763	1  	0.0997528	0.497867	0.743891	0.751141	0.0128991                
498	500  	603      	3055    	0.447214	0.558918	1  	0.0997215	0.497867	0.743881	0.751141	0.0128972                
499	500  	608      	3055    	0.447214	0.559023	1  	0.0996311	0.497867	0.743877	0.751141	0.0128953                
Optimization on fold finished in 00-06:57:53

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 5
(1.0, 0.4978673479126651) []
(0.7071067811865476, 0.7361614802361799) [0_RAD51]
(0.5773502691896257, 0.7438486612850657) [0_DAXX, 0_PSMD14]
(0.5, 0.7488801768786326) [0_ACTR3B, 0_HSD17B3, 0_MAP3K8]
(0.4472135954999579, 0.7511411227782451) 4 features: [0_DUSP7, 0_OCLN, 0_PSMA5, 0_SNRPB2]
Features in hall of fame by prevalence:
10 features: [0_ACTR3B, 0_DAXX, 0_DUSP7, 0_HSD17B3, 0_MAP3K8, 0_OCLN, 0_PSMA5, 0_PSMD14, 0_RAD51, 0_SNRPB2]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
547 features: [0_HSD17B3, 0_GLRX5, 0_PADI1, 0_CLDN4, 0_DDR1, 0_RBM4B, 0_CHI3L2, 0_SEMA3A, 0_L2HGDH, 0_PTHLH, 0_ANXA11, 0_DUSP23, 0_PGLYRP2, 0_BDH1, 0_GFM1, 0_IRF1, 0_SIRT5, 0_UQCRC2, 0_CRISP3, 0_DCP2, 0_FBXO6, 0_KISS1R, 0_KLHL36, 0_RMND1, 0_WASL, 0_ALDH1B1, 0_APOBEC3G, 0_CLYBL, 0_FGG, 0_GNAT1, 0_JKAMP, 0_NUS1, 0_PCDHGA1, 0_SNN, 0_TACO1, 0_ACTN1, 0_AGPAT1, 0_C3orf14, 0_CCDC96, 0_CHST15, 0_EPHX2, 0_GRSF1, 0_IGF1R, 0_LIN7C, 0_LMO7, 0_MEP1A, 0_MPHOSPH10, 0_NMUR1, 0_PPP2R2B, 0_THG1L, 0_TYMP, 0_ANKZF1, 0_ATAD2, 0_ATG4D, 0_B9D2, 0_BNIP3L, 0_BRD8, 0_BSG, 0_C1orf226, 0_CIB2, 0_COX10, 0_DAXX, 0_EPHA3, 0_FAM20A, 0_FIGNL1, 0_GOLGA4, 0_JAKMIP2, 0_KLC4, 0_NAA35, 0_NLRP1, 0_POU3F3, 0_PTGS1, 0_PTPRE, 0_SMG6, 0_TAP1, 0_TMED4, 0_TRIM69, 0_VPS18, 0_WTAP, 0_ZHX2, 0_ABCD1, 0_ARHGAP33, 0_ASF1B, 0_BAMBI, 0_CAB39L, 0_CCDC102B, 0_CD101, 0_CDH2, 0_CDKN2A, 0_COPS3, 0_CPT2, 0_DHRS7, 0_DLGAP4, 0_DPYSL3, 0_ENTPD2, 0_ESRP1, 0_GAS1, 0_GRAMD1B, 0_GRIN2D, 0_GTF2E2, 0_HECTD1, 0_HNRNPA3, 0_HS2ST1, 0_ISCA2, 0_MBNL1, 0_MYO9A, 0_PDK1, 0_PML, 0_PPIH, 0_PTPN2, 0_SERPINA4, 0_SETDB2, 0_SFXN3, 0_SGMS1, 0_SIRPA, 0_SLC25A23, 0_STAB1, 0_STRBP, 0_THOC1, 0_THUMPD3, 0_TPD52, 0_TRAK1, 0_TSG101, 0_TTC9C, 0_UTP3, 0_ZC3HC1, 0_ZNF219, 0_ZNF433, 0_ZNF853, 0_ACAP1, 0_AIFM1, 0_AK2, 0_AK7, 0_AKR1C3, 0_ALKBH5, 0_ALOX5, 0_APBB3, 0_APOD, 0_ARAF, 0_ARHGAP23, 0_ARHGEF35, 0_ATF4, 0_ATP6V1D, 0_CAMKK2, 0_CBX4, 0_CCDC25, 0_CCNL2, 0_CDK2AP1, 0_CHRD, 0_CHUK, 0_COIL, 0_COMT, 0_COX19, 0_COX4I1, 0_CREB3L4, 0_CSPG4, 0_CTSH, 0_DDX41, 0_DNAJB7, 0_DUSP7, 0_ECM2, 0_EIF2S3, 0_ELF4, 0_ELMOD3, 0_EMX1, 0_EP400, 0_FAM81A, 0_FEN1, 0_FIGN, 0_FSD1L, 0_GALT, 0_GCC1, 0_GTPBP8, 0_HCCS, 0_HIBADH, 0_HIBCH, 0_HK1, 0_HMGCR, 0_HNRNPA1, 0_HPCAL1, 0_HUWE1, 0_IFI35, 0_INO80D, 0_JARID2, 0_KRT4, 0_LAYN, 0_LMAN2L, 0_LPIN3, 0_MAP3K8, 0_MDFIC, 0_MICAL3, 0_MPV17L, 0_MRPL1, 0_MRPL49, 0_MYO1B, 0_NFIL3, 0_NMI, 0_NPM1, 0_NPTN, 0_NR3C1, 0_NTRK3, 0_OGFOD1, 0_OS9, 0_PFDN2, 0_PMPCB, 0_POLR2C, 0_POLR2E, 0_PPM1E, 0_PSME3, 0_PTGIS, 0_PTPN21, 0_RAB5A, 0_RAB5C, 0_RABIF, 0_RANBP3L, 0_RBM25, 0_RGS1, 0_RNASEH2C, 0_RPS6KB2, 0_RUFY1, 0_S100A1, 0_SBNO1, 0_SCML4, 0_SDHD, 0_SERPINC1, 0_SH3GL1, 0_SLC23A2, 0_SLC29A2, 0_SSX2IP, 0_STC2, 0_TBL1XR1, 0_TFDP2, 0_THUMPD2, 0_TOLLIP, 0_TRIM52, 0_TST, 0_TTC39C, 0_UBE2G2, 0_UQCRFS1, 0_VAMP1, 0_VPS41, 0_XK, 0_XPNPEP1, 0_XPO1, 0_YWHAB, 0_ZFAND5, 0_ZNF608, 0_ACAD9, 0_ACTR3B, 0_ACY1, 0_ADAM17, 0_ALDH1L1, 0_ALDH1L2, 0_ALKBH2, 0_ANGPTL1, 0_ANGPTL4, 0_ANO6, 0_ANXA5, 0_AOAH, 0_AP4B1, 0_APCS, 0_APOBEC3D, 0_APTX, 0_ARAP1, 0_ARMC10, 0_ASAH1, 0_ATP2B1, 0_ATP2C1, 0_ATP6V1H, 0_ATP7B, 0_ATXN7L3, 0_B4GALT3, 0_BCAT2, 0_BCS1L, 0_BLOC1S3, 0_BTBD1, 0_C1orf198, 0_CACNA1H, 0_CASP10, 0_CBFA2T3, 0_CCDC134, 0_CCDC68, 0_CD276, 0_CDC16, 0_CDK17, 0_CHAC1, 0_CHD1L, 0_CHMP4C, 0_CHST11, 0_CLPTM1L, 0_CMPK1, 0_CMTM1, 0_CMTM3, 0_CMTM4, 0_CNOT1, 0_COG8, 0_COL4A3, 0_COPA, 0_COX8A, 0_COX8C, 0_CPNE8, 0_CROT, 0_CRP, 0_CRTC2, 0_CSAD, 0_CTDP1, 0_CUEDC1, 0_CYB5D2, 0_CYP1B1, 0_DAAM2, 0_DBNDD2, 0_DCLK3, 0_DDIT4, 0_DDX19A, 0_DLX5, 0_DNAJC2, 0_DNAJC7, 0_DPH1, 0_DPP9, 0_DSC1, 0_DTNBP1, 0_DVL3, 0_EDN1, 0_EEF1B2, 0_EFS, 0_EIF3H, 0_EIF4A3, 0_ELAC1, 0_ELOVL7, 0_EPS15L1, 0_ERBB4, 0_ERCC1, 0_ERN2, 0_FAF2, 0_FCHSD1, 0_FGD6, 0_FH, 0_FHOD1, 0_FOXJ2, 0_FRMD8, 0_FUCA1, 0_G3BP1, 0_GABPA, 0_GATAD2B, 0_GBP5, 0_GCSH, 0_GIT2, 0_GLB1, 0_GLIPR1, 0_GMDS, 0_GMFG, 0_GNAI3, 0_GOT1, 0_GPD2, 0_GPR107, 0_GRB7, 0_GRHPR, 0_GSR, 0_GTF2I, 0_HAL, 0_HDAC3, 0_HDHD2, 0_HIP1R, 0_HMGB2, 0_HSD17B12, 0_HSD17B6, 0_HSPA5, 0_HTATSF1, 0_HTR3B, 0_HTT, 0_IL4I1, 0_IL7, 0_IMPACT, 0_IRF3, 0_JUP, 0_KCNJ15, 0_KDM6B, 0_KIF2A, 0_KLRB1, 0_KYNU, 0_LGI4, 0_LSM6, 0_MAGEA8, 0_MAP3K1, 0_MAP3K9, 0_MAPK6, 0_MAPK8, 0_MARK2, 0_MAVS, 0_MCL1, 0_MCM5, 0_MCM7, 0_MDH2, 0_MGAT1, 0_MGST1, 0_MLH1, 0_MLX, 0_MS4A6A, 0_MSTN, 0_MT1E, 0_MTAP, 0_MYO18A, 0_NBEA, 0_NBN, 0_NCK1, 0_NCOA1, 0_NDUFA5, 0_NDUFAF2, 0_NDUFS4, 0_NFE2, 0_NFE2L2, 0_NMNAT3, 0_NNMT, 0_NRSN2, 0_NUDT16L1, 0_OCLN, 0_OGT, 0_OTP, 0_P2RX6, 0_PAIP2, 0_PAK1IP1, 0_PCDHGC3, 0_PCID2, 0_PCYOX1L, 0_PDHX, 0_PDIA4, 0_PDIA6, 0_PHKA2, 0_PHYH, 0_PIGR, 0_PIP5K1A, 0_PIP5K1C, 0_PLCD1, 0_PLCG1, 0_PLD6, 0_PLEKHG3, 0_PLK3, 0_PLXNB1, 0_PNCK, 0_POLR1A, 0_PON1, 0_POU2F1, 0_PPAT, 0_PPM1F, 0_PRDX4, 0_PRKCD, 0_PRRT3, 0_PSMA5, 0_PSMB9, 0_PSMD14, 0_PXDN, 0_PYCARD, 0_QRSL1, 0_RABGGTB, 0_RAD51, 0_RALGAPB, 0_RASSF4, 0_RBM26, 0_RBMX2, 0_RCC1, 0_RCC2, 0_RCCD1, 0_RELL1, 0_REN, 0_RIC8B, 0_RNF139, 0_RNF19A, 0_RPGR, 0_RPL24, 0_RPN2, 0_RSL1D1, 0_RUVBL2, 0_RXRB, 0_SAP30, 0_SEMA4F, 0_SERPINB5, 0_SERTAD2, 0_SH2B1, 0_SH3BP5L, 0_SH3PXD2B, 0_SIK3, 0_SIKE1, 0_SIM2, 0_SKP2, 0_SLC2A9, 0_SLC41A3, 0_SLC43A2, 0_SLC7A6OS, 0_SMAP1, 0_SMARCA5, 0_SNAI2, 0_SNRPB2, 0_SNRPG, 0_SNX33, 0_SP100, 0_SQLE, 0_SSC5D, 0_STAT1, 0_STK36, 0_STX6, 0_SUCLG2, 0_SYNGR3, 0_TACC2, 0_TANK, 0_TBC1D4, 0_TBCA, 0_TCF20, 0_TCF25, 0_TCP11L1, 0_TEC, 0_TERF2IP, 0_THAP8, 0_THBS1, 0_THOC3, 0_TMCO1, 0_TMEM14A, 0_TMEM43, 0_TNFRSF6B, 0_TOE1, 0_TOP1MT, 0_TPM3, 0_TPM4, 0_TRABD, 0_TRDMT1, 0_TRIM8, 0_TRMT5, 0_TSHR, 0_TUBA1A, 0_TUBD1, 0_UBE2D4, 0_UBE2F, 0_UCK1, 0_UGT8, 0_USP39, 0_VASP, 0_VKORC1, 0_WDR33, 0_XRN2, 0_YAP1, 0_YWHAG, 0_ZFC3H1, 0_ZFYVE1, 0_ZNF133, 0_ZNF135, 0_ZNF22, 0_ZNF280C, 0_ZNF384]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_AK2, 0_ALDH1L1, 0_ALDH1L2, 0_ANXA11, 0_APBB3, 0_ARHGAP33, 0_ASF1B, 0_B4GALT3, 0_CDC16, 0_CLDN4, 0_CLYBL, 0_COG8, 0_COIL, 0_DAXX, 0_DDIT4, 0_DDR1, 0_DDX41, 0_DLX5, 0_DPP9, 0_EFS, 0_ELMOD3, 0_GIT2, 0_GLIPR1, 0_GLRX5, 0_GRAMD1B, 0_GRSF1, 0_HIBCH, 0_HSD17B3, 0_KLHL36, 0_OGT, 0_P2RX6, 0_PCDHGC3, 0_PML, 0_PTPN2, 0_PTPN21, 0_RAD51, 0_SEMA3A, 0_SLC2A9, 0_TACC2, 0_TBC1D4, 0_TBCA, 0_THG1L, 0_THUMPD3, 0_TPM4, 0_TTC9C, 0_WASL, 0_XK, 0_ZNF280C, 0_ZNF433]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
99 features: [0_ACTN1, 0_AIFM1, 0_AK2, 0_ALDH1L1, 0_ALDH1L2, 0_ANXA11, 0_ANXA5, 0_APBB3, 0_APOBEC3D, 0_ARHGAP33, 0_ARHGEF35, 0_ASF1B, 0_ATAD2, 0_B4GALT3, 0_B9D2, 0_BLOC1S3, 0_CDC16, 0_CDK2AP1, 0_CHD1L, 0_CLDN4, 0_CLYBL, 0_COG8, 0_COIL, 0_CPNE8, 0_CSAD, 0_CYB5D2, 0_DAXX, 0_DDIT4, 0_DDR1, 0_DDX41, 0_DLX5, 0_DNAJC2, 0_DPP9, 0_DPYSL3, 0_EEF1B2, 0_EFS, 0_ELMOD3, 0_ENTPD2, 0_FBXO6, 0_GIT2, 0_GLIPR1, 0_GLRX5, 0_GRAMD1B, 0_GRSF1, 0_HDAC3, 0_HIBADH, 0_HIBCH, 0_HSD17B3, 0_HTT, 0_IRF1, 0_JUP, 0_KCNJ15, 0_KLHL36, 0_LMO7, 0_MDFIC, 0_MRPL49, 0_NLRP1, 0_NNMT, 0_NPM1, 0_OGT, 0_P2RX6, 0_PCDHGC3, 0_PDIA4, 0_PIGR, 0_PIP5K1A, 0_PLEKHG3, 0_PML, 0_PRDX4, 0_PTHLH, 0_PTPN2, 0_PTPN21, 0_RAD51, 0_SEMA3A, 0_SIM2, 0_SLC2A9, 0_SNAI2, 0_SNRPG, 0_SSC5D, 0_STC2, 0_TACC2, 0_TBC1D4, 0_TBCA, 0_TBL1XR1, 0_THG1L, 0_THUMPD3, 0_TMCO1, 0_TNFRSF6B, 0_TOE1, 0_TOLLIP, 0_TOP1MT, 0_TPM4, 0_TTC9C, 0_VPS41, 0_WASL, 0_XK, 0_ZNF280C, 0_ZNF433, 0_ZNF608, 0_ZNF853]
