
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3021
Features active in total: 3021
Computing feature importance
Running optimizer

CREATING FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 69
deceased 1: 68

STARTING MULTI-OBJECTIVE OPTIMIZATION ON DIFFERENT FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION
Computation on different folds for learning the fitness adjustment regression finished in 00-03:10:05
Extracting hall of fames for tuning.

ASSIGNING WEIGHTS TO THE SOLUTIONS IN THE TUNING FRONT RESULTS.

LEARNING FITNESS ADJUSTERS USING TUNING FRONT RESULTS, AND CREATING ADJUSTED OBJECTIVES.
Learning adjustment for root leanness
Training fitness adjuster regressor on 87 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()), ('scale', StandardScaler()),
                ('SVR',
                 SVR(C=0.17916418081360894, epsilon=0.4470983583067675))])
SVR(C=0.17916418081360894, epsilon=0.4470983583067675)



Learning adjustment for survival SKSurv Cox model concordance index
Training fitness adjuster regressor on 87 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()), ('scale', StandardScaler()),
                ('SVR',
                 SVR(C=5.865233331608158, epsilon=0.0010517367858588627))])
SVR(C=5.865233331608158, epsilon=0.0010517367858588627)




RUNNING THE MAIN OPTIMIZER WITH THE ADJUSTED OBJECTIVES.

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 69
deceased 1: 68

RUNNING GENETIC ALGORITHM
Generations completed = 66
Generations completed = 132
Generations completed = 196
Generations completed = 261
Generations completed = 326
Generations completed = 389
Generations completed = 454
   	     	         	        	              adjusted root leanness             	   survival SKSurv Cox model adjusted concordance index  
   	     	         	        	-------------------------------------------------	---------------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std      	min     	avg     	max     	std                      
456	500  	461      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695379	0.706886	0.0170328                
457	500  	462      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695379	0.706886	0.0170328                
458	500  	487      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695379	0.706886	0.017033                 
459	500  	466      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695379	0.706886	0.017033                 
460	500  	468      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695379	0.706886	0.017033                 
461	500  	492      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.69538 	0.706886	0.0170334                
462	500  	479      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695381	0.706886	0.0170339                
463	500  	462      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695381	0.706886	0.0170339                
464	500  	483      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695385	0.706886	0.017036                 
465	500  	497      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695385	0.706886	0.017036                 
466	500  	454      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
467	500  	431      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
468	500  	459      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
469	500  	477      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
470	500  	467      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
471	500  	510      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
472	500  	479      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
473	500  	478      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170363                
474	500  	449      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170364                
475	500  	500      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170365                
476	500  	467      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170365                
477	500  	487      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170365                
478	500  	479      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170365                
479	500  	500      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170365                
480	500  	448      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170365                
481	500  	443      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170366                
482	500  	488      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170366                
483	500  	439      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170366                
484	500  	497      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695386	0.706886	0.0170366                
485	500  	457      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.0170369                
486	500  	464      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.0170369                
487	500  	460      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.0170369                
488	500  	470      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.017037                 
489	500  	483      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.017037                 
490	500  	456      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.017037                 
491	500  	446      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.017037                 
492	500  	479      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.017037                 
493	500  	516      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.017037                 
494	500  	467      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695387	0.706886	0.017037                 
495	500  	497      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695389	0.706886	0.017038                 
496	500  	509      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695389	0.706886	0.017038                 
497	500  	446      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695389	0.706886	0.0170382                
498	500  	456      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695389	0.706886	0.0170382                
499	500  	475      	3021    	0.5     	0.596009	1  	0.0872182	0.498533	0.695389	0.706886	0.0170382                
Optimization on fold finished in 00-07:05:26

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 3
(1.0, 0.4985334552478658) []
(0.7071067811865476, 0.7007709411190786) [0_KIF20A]
(0.5773502691896257, 0.7068863806017267) [0_BIRC5, 0_LTV1]
Features in hall of fame by prevalence:
[0_BIRC5, 0_KIF20A, 0_LTV1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
335 features: [0_SYNJ2BP, 0_CTSF, 0_LTV1, 0_BIRC5, 0_KIF20A, 0_CCNB2, 0_PDCD5, 0_PLK1, 0_EIF4EBP1, 0_EIF2B1, 0_FLRT3, 0_KCTD16, 0_SSB, 0_PHF5A, 0_TARDBP, 0_LRP5, 0_TMEM8B, 0_GRAMD1C, 0_HP, 0_MED8, 0_CDCA8, 0_FADS1, 0_RPA4, 0_CDC20, 0_HMGB2, 0_MSTO1, 0_NOP58, 0_PRC1, 0_RBM45, 0_RRP1B, 0_TGS1, 0_TRAPPC6A, 0_ASRGL1, 0_AUH, 0_AURKB, 0_CHI3L2, 0_DPAGT1, 0_ENPP5, 0_ERCC6L, 0_GTPBP2, 0_HMGXB4, 0_IL17RD, 0_ITM2B, 0_MPV17L, 0_NNT, 0_OGDHL, 0_PPP1R12A, 0_SLC25A23, 0_SMG6, 0_TIPRL, 0_TPX2, 0_UBE2C, 0_UBE2G2, 0_ADPGK, 0_ANKS6, 0_APBB1, 0_ATP8A1, 0_BAG1, 0_CDC45, 0_CDC6, 0_CDK1, 0_CTDSPL, 0_DEPDC1, 0_DYRK1A, 0_F2RL1, 0_GALNT2, 0_GART, 0_GBP2, 0_GORASP2, 0_HNRNPD, 0_HNRNPR, 0_KIF13B, 0_KIF18A, 0_KIF4A, 0_LRBA, 0_MACC1, 0_MCM6, 0_MRPL42, 0_NAP1L1, 0_NAPSA, 0_NCSTN, 0_NMI, 0_NR5A2, 0_NUDT8, 0_PA2G4, 0_PAK1IP1, 0_PCCA, 0_PDCD7, 0_PDIA3, 0_PPP1R13B, 0_PSKH1, 0_RAD21, 0_SCYL3, 0_SESTD1, 0_SF3B1, 0_SHMT2, 0_SNX14, 0_SRP19, 0_TNFSF13B, 0_TTC27, 0_UBE2N, 0_UBXN4, 0_UTP6, 0_ZCCHC8, 0_ABCE1, 0_ACAA1, 0_ACAD8, 0_ACSS1, 0_ADA, 0_ADK, 0_ALDH6A1, 0_ANLN, 0_ANXA11, 0_ANXA5, 0_AP1S1, 0_ARAF, 0_ARID5A, 0_ARMC1, 0_ARPC5, 0_ATAD2, 0_ATF4, 0_AZIN1, 0_B4GALNT1, 0_BLM, 0_BST2, 0_C17orf97, 0_C1orf162, 0_CACNA1H, 0_CAPZA1, 0_CASP10, 0_CASP4, 0_CASP8, 0_CCDC102B, 0_CCDC59, 0_CCNA2, 0_CCNB1, 0_CCNT2, 0_CD24, 0_CDC25C, 0_CDC27, 0_CDCA5, 0_CDKN2C, 0_CENPA, 0_CEP55, 0_CKS1B, 0_CLDN4, 0_CNTNAP1, 0_COIL, 0_COQ4, 0_CRAT, 0_CRP, 0_CRYL1, 0_CUX1, 0_CYB5B, 0_CYB5D2, 0_CYTH4, 0_DCAF11, 0_DDR1, 0_DENND4C, 0_DERL3, 0_DKC1, 0_DLST, 0_DPYSL3, 0_DUSP14, 0_E2F1, 0_EDAR, 0_EEA1, 0_EFS, 0_EIF2AK2, 0_EIF5, 0_ELOVL5, 0_EME1, 0_ENTPD2, 0_EPHA3, 0_ERCC1, 0_ERCC3, 0_ESF1, 0_FAM171B, 0_FBXO5, 0_FGB, 0_FKBP10, 0_GBP1, 0_GBP5, 0_GGTA1, 0_GLI2, 0_GLT8D2, 0_GOLT1B, 0_GORAB, 0_GRHL1, 0_HAND2, 0_HAPLN3, 0_HDAC1, 0_HDHD3, 0_HM13, 0_HNRNPA3, 0_HNRNPL, 0_HPS3, 0_HS1BP3, 0_HSPB8, 0_ICA1, 0_ICAM1, 0_IFNG, 0_IFNGR2, 0_IL15RA, 0_IL4I1, 0_IMPA2, 0_IP6K1, 0_IRF2, 0_ISG15, 0_JMJD6, 0_JUP, 0_KCNJ15, 0_KDELR2, 0_KIF11, 0_KIF4B, 0_KMO, 0_KRBA1, 0_LAMB2, 0_LARS2, 0_LBP, 0_LDHD, 0_LIMK1, 0_LMNB1, 0_LMO7, 0_LSM12, 0_LSM2, 0_MAP2K1, 0_MARK3, 0_MIPEP, 0_MKI67, 0_MORC3, 0_MPHOSPH10, 0_MPND, 0_MRPL9, 0_MRPS2, 0_MYO6, 0_NAA15, 0_NAALADL1, 0_NCAPH, 0_NDUFB8, 0_NMNAT3, 0_NOP56, 0_NUDCD3, 0_NUP62, 0_PABPC1, 0_PAFAH2, 0_PAG1, 0_PARP16, 0_PDCD1, 0_PGLYRP2, 0_PIF1, 0_PILRB, 0_PLEKHA7, 0_PNPLA2, 0_POU2F2, 0_PPIG, 0_PPP2R2C, 0_PRDX2, 0_PRPF38B, 0_PRPF40A, 0_PRR16, 0_PSMA1, 0_PSMA4, 0_PTHLH, 0_PTPN3, 0_PTPN7, 0_PTTG2, 0_RABIF, 0_RAD54L, 0_RBM26, 0_RBM34, 0_RFC4, 0_RIOK1, 0_RNF149, 0_RNF19A, 0_RSRC2, 0_RTKN, 0_RUNX1, 0_S100A10, 0_SCLT1, 0_SEC24D, 0_SF3A3, 0_SFPQ, 0_SHC1, 0_SHROOM3, 0_SIKE1, 0_SKA1, 0_SLC7A5, 0_SMC4, 0_SNAI1, 0_SNRPA1, 0_SOCS1, 0_SOD2, 0_SP100, 0_SRPX2, 0_SRR, 0_SSX2IP, 0_TACC3, 0_TAF5, 0_TBC1D1, 0_TBCE, 0_TBL1XR1, 0_TDG, 0_TECPR2, 0_TF, 0_THUMPD2, 0_TNFRSF1B, 0_TNFSF4, 0_TNKS1BP1, 0_TOLLIP, 0_TOP1MT, 0_TOP2A, 0_TPD52, 0_TSHR, 0_TTC17, 0_TTK, 0_TUBA1B, 0_TUBB, 0_TUBB6, 0_TXLNA, 0_TXNDC5, 0_UBE2Z, 0_UGDH, 0_USP15, 0_WDR26, 0_XAF1, 0_YBX1, 0_YTHDC2, 0_YY1, 0_ZBTB4, 0_ZDHHC3, 0_ZIC1, 0_ZNF207, 0_ZNF549, 0_ZNHIT6]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_AURKB, 0_BIRC5, 0_CAPZA1, 0_CCNA2, 0_CCNB2, 0_CDC20, 0_CDC25C, 0_CDCA8, 0_CDK1, 0_CENPA, 0_CEP55, 0_CRAT, 0_CTDSPL, 0_DEPDC1, 0_DERL3, 0_EIF4EBP1, 0_ERCC6L, 0_FADS1, 0_FKBP10, 0_IL15RA, 0_KIF18A, 0_KIF20A, 0_KIF4A, 0_LMNB1, 0_LRBA, 0_LRP5, 0_LTV1, 0_MSTO1, 0_NAP1L1, 0_NCAPH, 0_NOP56, 0_NUP62, 0_PABPC1, 0_PCCA, 0_PLK1, 0_POU2F2, 0_PRC1, 0_SHC1, 0_SKA1, 0_SRP19, 0_SSB, 0_SYNJ2BP, 0_TBCE, 0_TDG, 0_TMEM8B, 0_TOP2A, 0_TPX2, 0_UBE2C, 0_ZBTB4]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
99 features: [0_ADA, 0_ANLN, 0_ARPC5, 0_AUH, 0_AURKB, 0_BAG1, 0_BIRC5, 0_BLM, 0_C1orf162, 0_CAPZA1, 0_CCNA2, 0_CCNB2, 0_CDC20, 0_CDC25C, 0_CDC6, 0_CDCA5, 0_CDCA8, 0_CDK1, 0_CENPA, 0_CEP55, 0_CKS1B, 0_CRAT, 0_CTDSPL, 0_CYB5D2, 0_DEPDC1, 0_DERL3, 0_DUSP14, 0_EIF2B1, 0_EIF4EBP1, 0_ELOVL5, 0_ENPP5, 0_ERCC6L, 0_FADS1, 0_FBXO5, 0_FKBP10, 0_GORAB, 0_GRAMD1C, 0_GTPBP2, 0_HAPLN3, 0_HP, 0_IFNG, 0_IL15RA, 0_IL17RD, 0_KIF11, 0_KIF13B, 0_KIF18A, 0_KIF20A, 0_KIF4A, 0_KIF4B, 0_LARS2, 0_LDHD, 0_LMNB1, 0_LRBA, 0_LRP5, 0_LTV1, 0_MKI67, 0_MSTO1, 0_NAP1L1, 0_NCAPH, 0_NMI, 0_NNT, 0_NOP56, 0_NOP58, 0_NUP62, 0_OGDHL, 0_PA2G4, 0_PABPC1, 0_PAFAH2, 0_PCCA, 0_PDCD5, 0_PDIA3, 0_PIF1, 0_PLK1, 0_POU2F2, 0_PRC1, 0_PSMA4, 0_RAD54L, 0_RUNX1, 0_SHC1, 0_SHMT2, 0_SKA1, 0_SLC25A23, 0_SLC7A5, 0_SMC4, 0_SNRPA1, 0_SRP19, 0_SSB, 0_SYNJ2BP, 0_TACC3, 0_TBCE, 0_TDG, 0_TECPR2, 0_TF, 0_TMEM8B, 0_TOP2A, 0_TPX2, 0_TUBB, 0_UBE2C, 0_ZBTB4]
