
OPTIMIZING FINAL MODEL ON WHOLE DATASET

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3421
Features active in total: 3421
Computing feature importance
Running optimizer

CREATING FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 206
censored 1: 382
deceased 0: 103
deceased 1: 102

STARTING MULTI-OBJECTIVE OPTIMIZATION ON DIFFERENT FOLDS FOR LEARNING THE FITNESS ADJUSTMENT REGRESSION
Computation on different folds for learning the fitness adjustment regression finished in 00-02:57:30
Extracting hall of fames for tuning.

ASSIGNING WEIGHTS TO THE SOLUTIONS IN THE TUNING FRONT RESULTS.

LEARNING FITNESS ADJUSTERS USING TUNING FRONT RESULTS, AND CREATING ADJUSTED OBJECTIVES.
Learning adjustment for root leanness
Training fitness adjuster regressor on 96 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()), ('scale', StandardScaler()),
                ('SVR', SVR(C=3.0023762998489407, epsilon=0.6203729002879929))])
SVR(C=3.0023762998489407, epsilon=0.6203729002879929)



Learning adjustment for survival SKSurv Cox model concordance index
Training fitness adjuster regressor on 96 samples.
fitness adjuster with regressor
Wrapper for SKLearn predictor Pipeline(steps=[('impute', SimpleImputer()), ('scale', StandardScaler()),
                ('SVR',
                 SVR(C=88.8415986176353, epsilon=0.0014427050873668712))])
SVR(C=88.8415986176353, epsilon=0.0014427050873668712)




RUNNING THE MAIN OPTIMIZER WITH THE ADJUSTED OBJECTIVES.

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 206
censored 1: 382
deceased 0: 103
deceased 1: 102

RUNNING GENETIC ALGORITHM
Generations completed = 76
Generations completed = 156
Generations completed = 236
Generations completed = 318
Generations completed = 400
Generations completed = 481
   	     	         	        	              adjusted root leanness             	   survival SKSurv Cox model adjusted concordance index  
   	     	         	        	-------------------------------------------------	---------------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std      	min     	avg     	max     	std                      
451	500  	550      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802914	0.8617  	0.077277                 
452	500  	522      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802914	0.8617  	0.077277                 
453	500  	540      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802914	0.8617  	0.077277                 
454	500  	531      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802928	0.8617  	0.077282                 
455	500  	545      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802928	0.8617  	0.077282                 
456	500  	533      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802928	0.8617  	0.077282                 
457	500  	546      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802928	0.8617  	0.077282                 
458	500  	546      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802928	0.8617  	0.077282                 
459	500  	539      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802928	0.8617  	0.0772821                
460	500  	531      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.80296 	0.8617  	0.0772934                
461	500  	537      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.80296 	0.8617  	0.0772934                
462	500  	514      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.80296 	0.8617  	0.0772934                
463	500  	516      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.80296 	0.8617  	0.0772934                
464	500  	531      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.80296 	0.8617  	0.0772934                
465	500  	554      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.80296 	0.8617  	0.0772935                
466	500  	542      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802993	0.8617  	0.0773071                
467	500  	527      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802994	0.8617  	0.0773079                
468	500  	523      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802995	0.8617  	0.0773085                
469	500  	534      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802995	0.8617  	0.0773085                
470	500  	535      	3421    	0.447214	0.574079	1  	0.0964364	0.498296	0.802995	0.8617  	0.0773085                
471	500  	524      	3421    	0.447214	0.574339	1  	0.0962691	0.498296	0.802926	0.8617  	0.0772743                
472	500  	532      	3421    	0.447214	0.574185	1  	0.0963263	0.498296	0.802992	0.8617  	0.0773067                
473	500  	517      	3421    	0.447214	0.574185	1  	0.0963263	0.498296	0.802992	0.8617  	0.0773067                
474	500  	540      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.802512	0.8617  	0.0775008                
475	500  	509      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.802529	0.8617  	0.0775052                
476	500  	552      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.802529	0.8617  	0.0775052                
477	500  	542      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.802529	0.8617  	0.0775052                
478	500  	548      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.802529	0.8617  	0.0775052                
479	500  	537      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.80253 	0.8617  	0.0775055                
480	500  	535      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.80253 	0.8617  	0.0775055                
481	500  	560      	3421    	0.447214	0.574965	1  	0.0961718	0.498296	0.802533	0.8617  	0.0775076                
482	500  	566      	3421    	0.447214	0.575225	1  	0.0960017	0.498296	0.802467	0.8617  	0.0774711                
483	500  	530      	3421    	0.447214	0.575225	1  	0.0960017	0.498296	0.802467	0.8617  	0.0774711                
484	500  	526      	3421    	0.447214	0.57507 	1  	0.0960604	0.498296	0.802542	0.8617  	0.0775094                
485	500  	568      	3421    	0.447214	0.57507 	1  	0.0960604	0.498296	0.802549	0.8617  	0.0774971                
486	500  	545      	3421    	0.447214	0.575225	1  	0.0960017	0.498296	0.80248 	0.8617  	0.0774619                
487	500  	516      	3421    	0.447214	0.575745	1  	0.0960107	0.498296	0.802078	0.8617  	0.0776878                
488	500  	518      	3421    	0.447214	0.57533 	1  	0.0958898	0.498296	0.802475	0.8617  	0.0774578                
489	500  	531      	3421    	0.447214	0.57533 	1  	0.0958898	0.498296	0.802481	0.8617  	0.0774621                
490	500  	533      	3421    	0.447214	0.57559 	1  	0.0960703	0.498296	0.802187	0.8617  	0.077758                 
491	500  	542      	3421    	0.447214	0.57559 	1  	0.0960703	0.498296	0.802195	0.8617  	0.0777464                
492	500  	532      	3421    	0.447214	0.57533 	1  	0.0958898	0.498296	0.802531	0.8617  	0.0774854                
493	500  	542      	3421    	0.447214	0.57559 	1  	0.0960703	0.498296	0.802237	0.8617  	0.0777653                
494	500  	489      	3421    	0.447214	0.57533 	1  	0.0958898	0.498296	0.80257 	0.8617  	0.0775012                
495	500  	542      	3421    	0.447214	0.57533 	1  	0.0958898	0.498296	0.802597	0.8617  	0.077511                 
496	500  	488      	3421    	0.447214	0.57585 	1  	0.0958983	0.498296	0.802194	0.8617  	0.0777377                
497	500  	530      	3421    	0.447214	0.57637 	1  	0.095904 	0.498296	0.801818	0.8617  	0.0779749                
498	500  	528      	3421    	0.447214	0.575956	1  	0.0957856	0.498296	0.802233	0.8617  	0.0777481                
499	500  	517      	3421    	0.447214	0.576111	1  	0.0957253	0.498296	0.802169	0.8617  	0.0777161                
adjusted (MO-3-folds creator, NSGA-III multi-view multi-objective optimizer (MO-3-folds creator, pop 353, uniform(0, 50), gen 353, sort NSGA3CICR, crossover 0.33, mutation 1.0 symmetric flip), adjuster learner with rSVR and input transformer keeping original fitness, standard deviation, number of features and dropping bootstrap mean, NSGA-III multi-view multi-objective optimizer (MO-3-folds creator, pop 500, uniform(0, 50), gen 500, sort NSGA3CICR, crossover 0.33, mutation 1.0 symmetric flip) with (multi-view lasso FI, multi-view Cox FI) final optimization execution time = 00-06:08:05

FEATURE SETS SELECTED ON WHOLE DATASET

PARETO FRONT
Number of solutions = 4
(1.0, 0.4982963472640041) []
(0.7071067811865476, 0.7839033755818917) [0_BIRC5]
(0.5773502691896257, 0.8517678378905905) [0_CEP55, 0_RPL23]
(0.5, 0.8617001855360771) [0_SKA1, 0_VGLL4, 0_ZBTB12]
Features in hall of fame by prevalence:
6 features: [0_BIRC5, 0_CEP55, 0_RPL23, 0_SKA1, 0_VGLL4, 0_ZBTB12]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
360 features: [0_CEP55, 0_ZBTB12, 0_BIRC5, 0_KCND1, 0_SERPINA3, 0_PYCR1, 0_CASP10, 0_HDAC10, 0_KIF11, 0_CDKN2C, 0_LMNB1, 0_CENPA, 0_LBP, 0_SOCS6, 0_ANKRD39, 0_PCGF1, 0_KIF20A, 0_TACC3, 0_SKA1, 0_SHROOM2, 0_LPCAT1, 0_PADI1, 0_RPL23, 0_CRTC2, 0_KIF18A, 0_PAFAH1B1, 0_SLC38A10, 0_SNRPA, 0_VGLL4, 0_C15orf40, 0_FNIP2, 0_GPRC5D, 0_ITIH1, 0_MTA3, 0_RABIF, 0_SETD2, 0_SMARCA2, 0_TFAP4, 0_XK, 0_ACADL, 0_ANGPTL4, 0_CHI3L2, 0_DDX42, 0_DEPDC1, 0_GRAMD1B, 0_NCAM2, 0_NUDT17, 0_PFDN5, 0_SLC30A9, 0_SLK, 0_XKR9, 0_ADAM17, 0_AUH, 0_BACH1, 0_BAP1, 0_CASP8, 0_CBX3, 0_CCM2, 0_CDC45, 0_CDK1, 0_CHD1L, 0_CHRDL1, 0_CHUK, 0_DGUOK, 0_FAM104A, 0_FCAR, 0_GIT2, 0_HOXC13, 0_HP, 0_HSD17B8, 0_IFNGR2, 0_IL15RA, 0_LRPPRC, 0_MAPK8, 0_NME4, 0_NUDT11, 0_P4HB, 0_PHIP, 0_PPA2, 0_PQBP1, 0_RABEP1, 0_RAP1GDS1, 0_RASEF, 0_RPL19, 0_RPS20, 0_SEMA3A, 0_SEMA4B, 0_SETDB2, 0_SLC31A1, 0_TF, 0_TOP2A, 0_UBE2C, 0_WDR31, 0_WDR48, 0_ZNF267, 0_ACE2, 0_ADAM33, 0_AKAP8L, 0_AKR1C1, 0_ALS2, 0_AMT, 0_ANK3, 0_ANKZF1, 0_ANLN, 0_ANXA2, 0_ANXA3, 0_AP1G1, 0_APCS, 0_ARNT, 0_ARSB, 0_ATP1B1, 0_ATP6V1D, 0_AURKB, 0_BBX, 0_BCAT2, 0_BCKDK, 0_BDH2, 0_BEX2, 0_BLZF1, 0_BRAF, 0_BRIP1, 0_BST2, 0_BTBD1, 0_C11orf54, 0_C1orf159, 0_C4BPA, 0_CANT1, 0_CAP2, 0_CAPZA1, 0_CCNA2, 0_CCNB2, 0_CCNL2, 0_CDC20, 0_CDC25C, 0_CDC37L1, 0_CDC6, 0_CDCA5, 0_CDCA8, 0_CDK12, 0_CHP2, 0_CLK2, 0_CMTM3, 0_CNTNAP1, 0_COG8, 0_COIL, 0_COX6A1, 0_CRISPLD2, 0_CRYL1, 0_CTAGE1, 0_CX3CL1, 0_DCBLD2, 0_DDIT4, 0_DDR1, 0_DDX55, 0_DECR1, 0_DMP1, 0_DMXL2, 0_DNAJC1, 0_DNAJC2, 0_DNASE1L3, 0_DPY19L3, 0_DPY30, 0_DZIP1L, 0_EBPL, 0_EIF2B4, 0_EIF2S2, 0_EIF4EBP1, 0_EME1, 0_ENPEP, 0_ERGIC2, 0_ETFDH, 0_EXOSC1, 0_FAAH, 0_FAM120A, 0_FAM122A, 0_FAM193B, 0_FBXO6, 0_FCHO1, 0_FKBP10, 0_FNTA, 0_GABPB1, 0_GLIPR1, 0_GNRH1, 0_GORASP2, 0_GPRC5C, 0_GREM2, 0_GRIN2D, 0_GRINA, 0_GTPBP2, 0_HMGB2, 0_HMGN1, 0_HNRNPA2B1, 0_HPCAL1, 0_HPR, 0_HPS3, 0_HSD17B3, 0_HSP90B1, 0_IDH3B, 0_IFNB1, 0_IFRD2, 0_IKBIP, 0_IL4I1, 0_ILF3, 0_IMPA2, 0_INTS3, 0_INTS8, 0_IP6K1, 0_ITIH3, 0_JUP, 0_KATNAL2, 0_KCNJ15, 0_KCNK1, 0_KIAA1614, 0_KIAA1958, 0_KIF4A, 0_KPTN, 0_KRBA1, 0_LARP6, 0_LARS2, 0_LCMT2, 0_LOXL2, 0_LSM12, 0_LSM2, 0_LTV1, 0_LY75, 0_MACC1, 0_MAP7, 0_MAPKAP1, 0_MCM6, 0_MED15, 0_MEPCE, 0_MGST2, 0_MKI67, 0_MLPH, 0_MOGS, 0_MORF4L2, 0_MRPL24, 0_MRPL46, 0_MRPS6, 0_MST1R, 0_MSTO1, 0_MTOR, 0_MYO18A, 0_MYO9A, 0_NAGK, 0_NASP, 0_NAT10, 0_NCAPH, 0_NDUFA4, 0_NDUFA7, 0_NEDD4L, 0_NOP56, 0_NUDT16L1, 0_NUDT5, 0_OSBPL1A, 0_PABPC1, 0_PAFAH2, 0_PARP6, 0_PCDHGC3, 0_PDIA6, 0_PELI2, 0_PEPD, 0_PHLDB3, 0_PKP4, 0_PLK1, 0_PMPCA, 0_PMPCB, 0_PPM1H, 0_PPP2R2C, 0_PRAF2, 0_PRDX3, 0_PRDX4, 0_PRKAB1, 0_PRKCI, 0_PSMA1, 0_PSMA4, 0_PSMB4, 0_PSMC3, 0_PSMD12, 0_PSMD13, 0_PSMF1, 0_PTPN3, 0_PTPN9, 0_PTRH2, 0_PYGL, 0_QSER1, 0_RALBP1, 0_RBM17, 0_RBM34, 0_RBMX2, 0_RFC4, 0_RNASE3, 0_RNF7, 0_RPA4, 0_RPL24, 0_SBNO2, 0_SDHD, 0_SERPINH1, 0_SFXN3, 0_SHC1, 0_SHPK, 0_SLC25A4, 0_SLC7A5, 0_SMC4, 0_SNAI2, 0_SNX29, 0_SPAG5, 0_SPATA13, 0_SRCAP, 0_SRM, 0_SRP19, 0_SRPX2, 0_SSR3, 0_STAB1, 0_STEAP3, 0_STRADA, 0_STRBP, 0_TAF10, 0_TAF7, 0_TCERG1, 0_TCIRG1, 0_TCTN1, 0_TDG, 0_TGFB1, 0_TGM2, 0_TIGD1, 0_TJP2, 0_TMEM159, 0_TMEM70, 0_TMEM87B, 0_TMPRSS2, 0_TNFRSF21, 0_TPM4, 0_TPX2, 0_TRAF6, 0_TRIB3, 0_TRIM27, 0_TSEN15, 0_TTLL11, 0_TUBA1C, 0_UBAP2L, 0_UBQLN1, 0_UFC1, 0_USE1, 0_VAC14, 0_VIPR1, 0_WDFY1, 0_WDFY3, 0_WDR33, 0_WSB1, 0_WT1, 0_XAF1, 0_ZBTB4, 0_ZDHHC15, 0_ZNF19, 0_ZNF251, 0_ZNF382, 0_ZNF384, 0_ZNF549, 0_ZNF7]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
46 features: [0_BIRC5, 0_KIF11, 0_LMNB1, 0_CEP55, 0_ZBTB12, 0_HDAC10, 0_SOCS6, 0_CENPA, 0_KIF20A, 0_SKA1, 0_AMT, 0_ANK3, 0_ANKRD39, 0_CASP10, 0_CCM2, 0_CDC45, 0_CDKN2C, 0_CLK2, 0_CRTC2, 0_DMP1, 0_ETFDH, 0_EXOSC1, 0_GTPBP2, 0_IL15RA, 0_IMPA2, 0_KCND1, 0_LTV1, 0_MCM6, 0_MED15, 0_MTA3, 0_NOP56, 0_NUDT11, 0_NUDT17, 0_PAFAH2, 0_PCGF1, 0_PDIA6, 0_PLK1, 0_PYCR1, 0_RPL23, 0_SERPINA3, 0_SHROOM2, 0_SNRPA, 0_SRM, 0_TOP2A, 0_WDFY1, 0_ZNF251]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
81 features: [0_CEP55, 0_BIRC5, 0_LMNB1, 0_KIF11, 0_ZBTB12, 0_CDKN2C, 0_CENPA, 0_ANKRD39, 0_HDAC10, 0_NUDT17, 0_SOCS6, 0_CRTC2, 0_KCND1, 0_KIF20A, 0_NME4, 0_PCGF1, 0_SERPINA3, 0_SHROOM2, 0_SKA1, 0_SMARCA2, 0_SNRPA, 0_AMT, 0_ANK3, 0_BACH1, 0_CASP10, 0_CCM2, 0_CCNB2, 0_CDC45, 0_CHI3L2, 0_CHRDL1, 0_CLK2, 0_DEPDC1, 0_DGUOK, 0_DMP1, 0_DNASE1L3, 0_ERGIC2, 0_ETFDH, 0_EXOSC1, 0_FAM104A, 0_FCHO1, 0_FNIP2, 0_GTPBP2, 0_HSD17B8, 0_IL15RA, 0_IMPA2, 0_KIF18A, 0_LBP, 0_LTV1, 0_MACC1, 0_MCM6, 0_MED15, 0_MEPCE, 0_MRPL24, 0_MTA3, 0_NASP, 0_NCAPH, 0_NEDD4L, 0_NOP56, 0_NUDT11, 0_PAFAH1B1, 0_PAFAH2, 0_PDIA6, 0_PLK1, 0_PPP2R2C, 0_PYCR1, 0_RAP1GDS1, 0_RPL23, 0_SBNO2, 0_SLC31A1, 0_SPAG5, 0_SRM, 0_TACC3, 0_TFAP4, 0_TOP2A, 0_TPX2, 0_UBE2C, 0_WDFY1, 0_WDR48, 0_XKR9, 0_ZNF251, 0_ZNF549]

SAVING FEATURES AND FITNESSES FOR EACH SELECTED INDIVIDUAL TO FILES.
