
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5890
Features active in total: 5890
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 20
Generations completed = 42
Generations completed = 66
Generations completed = 90
Generations completed = 115
Generations completed = 140
Generations completed = 165
Generations completed = 190
Generations completed = 215
Generations completed = 238
Generations completed = 260
Generations completed = 281
Generations completed = 300
Generations completed = 320
Generations completed = 341
Generations completed = 362
Generations completed = 384
Generations completed = 404
Generations completed = 425
Generations completed = 444
Generations completed = 458
Generations completed = 471
Generations completed = 483
Generations completed = 499
   	     	         	        	  type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9194187441759846, 0.408248290463863) 5 features: [0_LAMB1, 0_NDUFA4L2, 0_PDZK1IP1, 0_SFRP1, 0_TBC1D9B]
(0.8998336837902343, 0.4472135954999579) 4 features: [0_EFNB2, 0_LRRC28, 0_NDUFA4L2, 0_PDZK1IP1]
(0.876745025265045, 0.5) [0_EFNB2, 0_NDUFA4L2, 0_TBC1D1]
(0.8273763795532328, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.67128988180068, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
21 features: [0_NDUFA4L2, 0_PDZK1IP1, 0_TBC1D1, 0_TBC1D9B, 0_EFNB2, 0_SFRP1, 0_STC2, 0_COPB1, 0_LAMB1, 0_COG1, 0_MST1R, 0_CCNDBP1, 0_FGFR4, 0_FMR1, 0_LGI4, 0_LONP1, 0_LRRC28, 0_OSBPL1A, 0_PLCG2, 0_SEC63, 0_TRDMT1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
341 features: [0_TBC1D1, 0_NDUFA4L2, 0_EFNB2, 0_PDZK1IP1, 0_TBC1D9B, 0_STC2, 0_COPB1, 0_LAMB1, 0_COG1, 0_MST1R, 0_TRDMT1, 0_SFRP1, 0_LGI4, 0_CCNDBP1, 0_PLCG2, 0_CPNE5, 0_PANK2, 0_GGTLC1, 0_BAIAP2, 0_LDB2, 0_ATAD3B, 0_IDI1, 0_NAP1L5, 0_CNTN2, 0_DYNC2LI1, 0_GJA4, 0_AGPAT1, 0_RAPGEF4, 0_SPRED2, 0_SPTA1, 0_TCF4, 0_FLNA, 0_MAD1L1, 0_OSBPL1A, 0_ZNF282, 0_CMTM3, 0_EIF6, 0_FLOT2, 0_FMR1, 0_HCK, 0_LRP2, 0_NME5, 0_SQSTM1, 0_UBQLN4, 0_ACMSD, 0_ACTR3, 0_ARHGEF7, 0_BBX, 0_COPA, 0_CRIP1, 0_CWC27, 0_EMCN, 0_GBP4, 0_LNPEP, 0_LRRC28, 0_MKS1, 0_SERPINA6, 0_TNFRSF1B, 0_TYMP, 0_AHNAK2, 0_ANKS6, 0_ANXA3, 0_ASB13, 0_ATG4B, 0_B4GALNT3, 0_CA9, 0_CCDC43, 0_CD55, 0_CHP2, 0_DDX19B, 0_DIP2C, 0_EIF3J, 0_EVPL, 0_GGT7, 0_GNPTG, 0_IFNAR1, 0_IL15RA, 0_MECOM, 0_MSI2, 0_MSRA, 0_PCYOX1, 0_SPOCK2, 0_TNFAIP3, 0_TRAPPC6A, 0_VEGFA, 0_ZNF234, 0_ABHD15, 0_ACBD3, 0_ARCN1, 0_ARHGAP18, 0_ARRB1, 0_CD1B, 0_CLDN2, 0_COG3, 0_CRHBP, 0_DACT2, 0_EMD, 0_FBXL5, 0_FUT11, 0_GORAB, 0_HEATR5B, 0_HLA-DPB1, 0_IRGQ, 0_ISCU, 0_JPH2, 0_KCNE4, 0_LARS2, 0_MED1, 0_MED6, 0_MYNN, 0_NSUN5, 0_PECR, 0_PFN2, 0_PTPRM, 0_RAD54L, 0_RGPD6, 0_RHPN1, 0_RNF14, 0_RNF38, 0_STX4, 0_TMBIM1, 0_TSSC4, 0_UNC5B, 0_UPK1B, 0_VGLL4, 0_VTA1, 0_ABCA7, 0_ABHD3, 0_ACAT1, 0_ACOT13, 0_ACSL1, 0_ACSM2B, 0_ACTN4, 0_ALAS1, 0_ALDH1A1, 0_ALG11, 0_ANKRD6, 0_ANO10, 0_ANP32E, 0_ANXA4, 0_AP1S1, 0_ARSB, 0_ASCC2, 0_ATF1, 0_ATP6V1B1, 0_ATP6V1B2, 0_ATP6V1H, 0_ATP7A, 0_AUH, 0_BAIAP2L2, 0_BDH1, 0_BIN1, 0_BLMH, 0_BRWD1, 0_CAB39, 0_CAND2, 0_CAPN1, 0_CARD10, 0_CAV1, 0_CBFA2T3, 0_CCNB2, 0_CEP72, 0_CFHR1, 0_CHM, 0_CLK3, 0_COL18A1, 0_CRTC1, 0_CRYM, 0_CRYZL1, 0_CSNK2A1, 0_CTCF, 0_CTTN, 0_CYHR1, 0_DCAF12L2, 0_DCLRE1A, 0_DDHD2, 0_DYNLT3, 0_ECSIT, 0_EEFSEC, 0_EIF2AK4, 0_EIF3CL, 0_EIF4ENIF1, 0_EP400, 0_ETV3, 0_EXOC7, 0_EXTL2, 0_FABP7, 0_FAM13C, 0_FAM161B, 0_FAM172A, 0_FAM174B, 0_FAM20B, 0_FBXL12, 0_FCN3, 0_FGF9, 0_FGFR4, 0_FIGN, 0_GABARAPL1, 0_GBE1, 0_GDI2, 0_GIMAP8, 0_GLB1, 0_GLB1L, 0_GLRX2, 0_GLYATL1, 0_GMEB1, 0_GNA12, 0_GNB4, 0_GNRH1, 0_GPR107, 0_GPR132, 0_GPSM1, 0_GSPT2, 0_GSTA3, 0_GSTP1, 0_GYS1, 0_HINT1, 0_HMGN5, 0_HNF1B, 0_HNRNPA2B1, 0_HPCA, 0_HSD17B14, 0_HSPA12A, 0_HSPA13, 0_HSPA6, 0_HSPBP1, 0_IGF2BP2, 0_IL18R1, 0_IMPACT, 0_IRAK3, 0_ITPKC, 0_KIAA1755, 0_KIF16B, 0_KIF20A, 0_KNTC1, 0_KRT7, 0_LAYN, 0_LBH, 0_LONP1, 0_MAN2A1, 0_MBNL1, 0_MECP2, 0_MED27, 0_MGST3, 0_MIPOL1, 0_MLLT1, 0_MLST8, 0_MON1B, 0_MORC3, 0_MPHOSPH8, 0_MRPS25, 0_MSRB2, 0_MXI1, 0_MYO3B, 0_NACC1, 0_NEDD4L, 0_NFYA, 0_NIPA2, 0_NMT2, 0_NPR3, 0_NR3C2, 0_NUS1, 0_OCIAD2, 0_PAFAH1B1, 0_PARL, 0_PAX9, 0_PCDHGA7, 0_PDE9A, 0_PDP2, 0_PFKM, 0_PGAP2, 0_PIWIL4, 0_PLD2, 0_PLEKHA6, 0_PLIN2, 0_PNPLA3, 0_PPAT, 0_PPP2R3C, 0_PRDM1, 0_PRDX2, 0_PRDX6, 0_PREX2, 0_PRKAA2, 0_PRODH2, 0_PSAPL1, 0_PYGL, 0_RAB11FIP4, 0_RAD1, 0_RAP1GDS1, 0_RARB, 0_RBM5, 0_RCC2, 0_RIF1, 0_RPA4, 0_RPS3A, 0_RPS6, 0_RPS6KA4, 0_RSC1A1, 0_SEC63, 0_SEMA3A, 0_SEPHS2, 0_SETD1A, 0_SH3BP2, 0_SH3BP5L, 0_SHMT2, 0_SHROOM3, 0_SLC17A4, 0_SLC25A5, 0_SLC4A2, 0_SMARCB1, 0_SNAI1, 0_SNAPIN, 0_SNN, 0_SPEN, 0_SPRY4, 0_ST3GAL1, 0_STC1, 0_TBC1D14, 0_THAP8, 0_TMEM116, 0_TMEM132E, 0_TMEM176A, 0_TMEM192, 0_TNFRSF6B, 0_TOMM22, 0_TPM4, 0_TUBG2, 0_U2AF1, 0_UGT1A6, 0_UROC1, 0_USO1, 0_USP1, 0_VIM, 0_WWC1, 0_ZFAND3, 0_ZFP91, 0_ZFR, 0_ZNF133, 0_ZNF439, 0_ZSCAN12, 0_ZXDA]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
32 features: [0_TBC1D1, 0_EFNB2, 0_PLCG2, 0_STC2, 0_NDUFA4L2, 0_LDB2, 0_GBP4, 0_GJA4, 0_RAPGEF4, 0_DYNC2LI1, 0_FLOT2, 0_IL15RA, 0_MST1R, 0_UNC5B, 0_ACSM2B, 0_ALDH1A1, 0_BIN1, 0_CA9, 0_COPB1, 0_EMCN, 0_FABP7, 0_IRGQ, 0_KCNE4, 0_LAYN, 0_LGI4, 0_PDZK1IP1, 0_PLEKHA6, 0_PRDM1, 0_SFRP1, 0_STC1, 0_TCF4, 0_VEGFA]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
65 features: [0_TBC1D1, 0_STC2, 0_EFNB2, 0_PLCG2, 0_NDUFA4L2, 0_LDB2, 0_DYNC2LI1, 0_FLOT2, 0_RAPGEF4, 0_MST1R, 0_TCF4, 0_GBP4, 0_GJA4, 0_PDZK1IP1, 0_ARHGAP18, 0_CA9, 0_CRIP1, 0_IL15RA, 0_KCNE4, 0_SFRP1, 0_UNC5B, 0_VEGFA, 0_VGLL4, 0_ACSM2B, 0_ALAS1, 0_ALDH1A1, 0_B4GALNT3, 0_BDH1, 0_BIN1, 0_COPB1, 0_CRYZL1, 0_EMCN, 0_EYA4, 0_FABP7, 0_FAM104B, 0_FCN3, 0_GGTLC1, 0_GLB1L, 0_GMEB1, 0_IRGQ, 0_ISCU, 0_KRT7, 0_LAYN, 0_LGI4, 0_MAF, 0_MRPS25, 0_PLEKHA6, 0_PRDM1, 0_PROM1, 0_PYGL, 0_RIMS2, 0_SHMT2, 0_SOCS2, 0_SPOCK2, 0_SPRY4, 0_STC1, 0_SUMO3, 0_TBC1D9B, 0_TMED5, 0_TRDMT1, 0_UGT1A6, 0_UROC1, 0_VIM, 0_VWA5B2, 0_ZNF22]
