
OPTIMIZING ON FOLD NUMBER 7
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5895
Features active in total: 5895
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 21
Generations completed = 45
Generations completed = 69
Generations completed = 93
Generations completed = 118
Generations completed = 143
Generations completed = 168
Generations completed = 193
Generations completed = 218
Generations completed = 241
Generations completed = 264
Generations completed = 286
Generations completed = 307
Generations completed = 329
Generations completed = 352
Generations completed = 375
Generations completed = 399
Generations completed = 423
Generations completed = 448
Generations completed = 468
Generations completed = 480
Generations completed = 491
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
27 features: [0_STC2, 0_TRIOBP, 0_ATP6V1B1, 0_HUNK, 0_CP, 0_NDUFA4L2, 0_CADM4, 0_CPT1A, 0_EYA4, 0_MGAM, 0_PLCG2, 0_SPOCK2, 0_SQSTM1, 0_STC1, 0_TBC1D1, 0_ACLY, 0_APC, 0_AWAT2, 0_CRHBP, 0_HSPBAP1, 0_MAP3K5, 0_PDP2, 0_RAB34, 0_RBM15, 0_RBPMS, 0_SLC25A5, 0_SPTBN4]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
354 features: [0_STC2, 0_TRIOBP, 0_NDUFA4L2, 0_HUNK, 0_SPOCK2, 0_RBPMS, 0_ATP6V1B1, 0_CPT1A, 0_HSPBAP1, 0_CP, 0_RBM15, 0_PLCG2, 0_CADM4, 0_SQSTM1, 0_EYA4, 0_SPTBN4, 0_MGAM, 0_ACLY, 0_ESYT2, 0_STC1, 0_PDLIM2, 0_TBC1D1, 0_AKR1C3, 0_FAM161B, 0_PSMB10, 0_PIWIL4, 0_SFRP1, 0_NR3C2, 0_YY1, 0_CDK18, 0_CYCS, 0_LDLRAD2, 0_DACT2, 0_LGI4, 0_MN1, 0_TBC1D14, 0_ACAA2, 0_CRHBP, 0_GLB1, 0_GPR160, 0_GRK5, 0_ADNP, 0_ATP6V0A1, 0_CA9, 0_DIAPH2, 0_EFNB2, 0_HECTD1, 0_HNF1A, 0_HNRNPUL1, 0_INTS1, 0_JAG1, 0_KCNA4, 0_MAPK3, 0_MTMR12, 0_NRP1, 0_RPL23, 0_SLC25A5, 0_ST8SIA5, 0_SUCLG1, 0_ACOX1, 0_APC, 0_BATF2, 0_C1orf198, 0_C1QBP, 0_CAB39L, 0_COL4A1, 0_CTNND1, 0_FAM107B, 0_GLRX5, 0_GPX3, 0_MAX, 0_MTUS2, 0_OXNAD1, 0_PANK2, 0_PCDHGA9, 0_RAP1GAP, 0_SYNGR3, 0_ABCA4, 0_AKT3, 0_ALAS1, 0_ASCC3, 0_ATXN7L1, 0_C4orf3, 0_CAST, 0_CDK19, 0_CLDN8, 0_CSGALNACT2, 0_CTSO, 0_DIS3L, 0_DNAJA1, 0_EGFR, 0_EHBP1, 0_EIF2B2, 0_ERN1, 0_FAM122A, 0_FMO4, 0_HEATR5B, 0_HPS4, 0_HUS1, 0_ISCU, 0_MDH1B, 0_NDUFS3, 0_NFKBIE, 0_NPM3, 0_NUP43, 0_PADI1, 0_PDS5A, 0_PFN2, 0_PGRMC1, 0_PLOD3, 0_PRPF40A, 0_PTPRE, 0_QPRT, 0_RABEP2, 0_REPIN1, 0_RNF4, 0_SENP2, 0_SLC23A2, 0_SLC25A38, 0_SNX33, 0_TCOF1, 0_TMEM116, 0_TNS1, 0_ABCB7, 0_ACBD6, 0_ACVRL1, 0_ACY1, 0_ADAR, 0_ADRB1, 0_AFG3L2, 0_AIFM1, 0_AIG1, 0_ALS2, 0_AMDHD2, 0_ARV1, 0_ASB8, 0_ASRGL1, 0_ATF2, 0_ATP1A1, 0_ATP2B1, 0_ATP6V0A2, 0_ATP7B, 0_AWAT2, 0_B4GALT3, 0_BAALC, 0_BMP6, 0_BTN2A1, 0_C19orf53, 0_CA12, 0_CASP1, 0_CASP10, 0_CBWD1, 0_CC2D1A, 0_CCDC51, 0_CCT2, 0_CCT6A, 0_CDAN1, 0_CDC42SE2, 0_CDCP1, 0_CDH6, 0_CDKN2AIP, 0_CEP68, 0_CHRNA7, 0_CHURC1, 0_CNTN2, 0_COBLL1, 0_COL18A1, 0_COX7C, 0_COX8A, 0_CREB1, 0_CRYZL1, 0_CTSA, 0_CUL3, 0_CWC22, 0_CYB561D2, 0_DDRGK1, 0_DDT, 0_DGKA, 0_DHRS3, 0_DNAJB14, 0_DPPA4, 0_DPYS, 0_EDIL3, 0_EDN1, 0_EHHADH, 0_ELF4, 0_EML4, 0_ETFA, 0_ETNK2, 0_ETV4, 0_EXOC7, 0_FAM135A, 0_FAM174A, 0_FAM89A, 0_FBXL2, 0_FCHO2, 0_FGF9, 0_FUT11, 0_FXYD2, 0_GABARAPL1, 0_GALK1, 0_GBP2, 0_GBP4, 0_GFRA3, 0_GIMAP8, 0_GLO1, 0_GMPR, 0_GNB4, 0_GOT2, 0_GPX1, 0_GRHL3, 0_GTF2H1, 0_H6PD, 0_HADH, 0_HDAC10, 0_HIPK2, 0_HIRA, 0_HIRIP3, 0_HOXB3, 0_HPCA, 0_HSF1, 0_IDH2, 0_IFI35, 0_ILVBL, 0_IP6K1, 0_KLHDC4, 0_LAMB1, 0_LBH, 0_LDHB, 0_LMNB2, 0_LPCAT1, 0_MAGT1, 0_MAP3K5, 0_MARK4, 0_MECR, 0_MICALL1, 0_MKNK2, 0_MRPL1, 0_MRPL23, 0_MRPL33, 0_MRPL4, 0_MRPL41, 0_MRPL49, 0_MRPS25, 0_MS4A7, 0_MTMR11, 0_MTX2, 0_MYO3B, 0_NAF1, 0_NEU1, 0_NFIL3, 0_NGLY1, 0_NIPSNAP3B, 0_NLGN1, 0_NMT2, 0_NPHP1, 0_NSFL1C, 0_NSMCE1, 0_NTHL1, 0_NTN1, 0_NUDT15, 0_NUDT5, 0_PAPOLG, 0_PARL, 0_PBXIP1, 0_PCDH10, 0_PCDHGB7, 0_PCMTD2, 0_PDAP1, 0_PDE10A, 0_PDHA1, 0_PDP2, 0_PEPD, 0_PGP, 0_PHAX, 0_PHB, 0_PHGDH, 0_PHKA2, 0_PIK3R3, 0_PLA2G4C, 0_PLD2, 0_PLIN2, 0_PLXNB1, 0_PNPLA8, 0_POLR2E, 0_PPP1R12A, 0_PSMB7, 0_PSMC3, 0_PXK, 0_PYGL, 0_RAB34, 0_RAB35, 0_RAB5A, 0_RABAC1, 0_RAD21, 0_RASAL1, 0_RAVER1, 0_RFC4, 0_RNF180, 0_RNF6, 0_RPS3A, 0_RRAGC, 0_RYBP, 0_SAFB, 0_SAP30BP, 0_SBDS, 0_SDHAF2, 0_SDHD, 0_SDSL, 0_SEL1L, 0_SERAC1, 0_SERBP1, 0_SGMS1, 0_SH3BP2, 0_SH3D19, 0_SIM2, 0_SLC17A4, 0_SLC1A5, 0_SLC25A42, 0_SLC29A2, 0_SNRPD1, 0_SOCS5, 0_SOD1, 0_SPAG9, 0_ST8SIA2, 0_STRAP, 0_STRBP, 0_STT3A, 0_TCF4, 0_TCHP, 0_TFB1M, 0_TM9SF1, 0_TPD52L1, 0_TPK1, 0_TRAF3IP2, 0_TRIB2, 0_TRIM4, 0_TRIM44, 0_UGT2B4, 0_VEGFA, 0_VIM, 0_VSIG2, 0_VTI1B, 0_WDR17, 0_WLS, 0_WT1, 0_ZBTB8OS, 0_ZFR, 0_ZFYVE1, 0_ZNF22, 0_ZNF37A, 0_ZNF572, 0_ZNF83, 0_ZNF853]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
48 features: [0_PLCG2, 0_STC2, 0_TBC1D1, 0_NDUFA4L2, 0_STC1, 0_AIFM1, 0_ALAS1, 0_AMDHD2, 0_ATP6V0A1, 0_BMP6, 0_CA9, 0_CCDC51, 0_CDK18, 0_CDK19, 0_CP, 0_CTSA, 0_DIAPH2, 0_EDN1, 0_EDNRB, 0_EFNB2, 0_EHBP1, 0_GLB1, 0_HIPK2, 0_ILVBL, 0_ISCU, 0_LAMB1, 0_LDHB, 0_LGI4, 0_NEU1, 0_NR3C2, 0_NRP1, 0_NTN1, 0_OXNAD1, 0_PHB, 0_PHKA2, 0_PLXNB1, 0_QPRT, 0_RAB34, 0_SH3BP2, 0_SLC25A5, 0_SNX33, 0_SPTBN4, 0_SQSTM1, 0_ST8SIA5, 0_SUCLG1, 0_TCF4, 0_TRIB2, 0_VSIG2]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
84 features: [0_PLCG2, 0_STC2, 0_TBC1D1, 0_NDUFA4L2, 0_ST8SIA5, 0_TBC1D14, 0_TRIOBP, 0_ATP6V0A1, 0_ATP6V1A, 0_ATP6V1B1, 0_CDK18, 0_CDK19, 0_CP, 0_GIMAP8, 0_LGI4, 0_OXNAD1, 0_QPRT, 0_SPRY1, 0_STC1, 0_SUCLG1, 0_AIFM1, 0_AKR1C3, 0_ALAS1, 0_AMDHD2, 0_APOLD1, 0_BMP6, 0_BST2, 0_CA9, 0_CCDC51, 0_CTSA, 0_DACT2, 0_DIAPH2, 0_EDN1, 0_EDNRB, 0_EFNB2, 0_EHBP1, 0_ELF2, 0_EYA4, 0_FGF9, 0_FMO4, 0_GBP4, 0_GLB1, 0_HIPK2, 0_IGF2BP2, 0_ILVBL, 0_ISCU, 0_LAMB1, 0_LARS2, 0_LDHB, 0_MDH1B, 0_MKS1, 0_MRPL33, 0_NEU1, 0_NR3C2, 0_NRP1, 0_NTN1, 0_P2RY1, 0_PGP, 0_PGRMC1, 0_PHB, 0_PHKA2, 0_PIK3R2, 0_PLXNB1, 0_RAB34, 0_RNF6, 0_RPS6KA1, 0_SH3BP2, 0_SIRPA, 0_SLC25A38, 0_SLC25A5, 0_SNX33, 0_SOCS5, 0_SPOCK2, 0_SPTBN4, 0_SQSTM1, 0_SYNGR3, 0_TCF4, 0_TMEM176A, 0_TNS1, 0_TRIB2, 0_VEGFA, 0_VIM, 0_VSIG2, 0_ZNF280D]
