
OPTIMIZING ON FOLD NUMBER 1
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5888
Features active in total: 5888
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 20
Generations completed = 43
Generations completed = 67
Generations completed = 92
Generations completed = 117
Generations completed = 142
Generations completed = 167
Generations completed = 192
Generations completed = 217
Generations completed = 239
Generations completed = 261
Generations completed = 282
Generations completed = 303
Generations completed = 325
Generations completed = 347
Generations completed = 370
Generations completed = 394
Generations completed = 417
Generations completed = 440
Generations completed = 461
Generations completed = 476
Generations completed = 489
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9558656842407187, 0.28867513459481287) 11 features: [0_ACO2, 0_ACY3, 0_AKR1C3, 0_ARNT, 0_EVI5L, 0_IDI1, 0_LGI4, 0_RBM17, 0_SFXN5, 0_SQSTM1, 0_STC2]
(0.9540062120787065, 0.30151134457776363) 10 features: [0_AKR1C3, 0_EVI5L, 0_IDI1, 0_IFNB1, 0_LGI4, 0_RBM17, 0_SFXN5, 0_SQSTM1, 0_STC2, 0_UQCRB]
(0.9515178581537622, 0.31622776601683794) 9 features: [0_AKR1C3, 0_EVI5L, 0_IDI1, 0_LGI4, 0_RBM17, 0_SFXN5, 0_SNX33, 0_SQSTM1, 0_STC2]
(0.9470313549153533, 0.3333333333333333) 8 features: [0_AKR1C3, 0_EVI5L, 0_HTATIP2, 0_IDI1, 0_LGI4, 0_RBM17, 0_SMTN, 0_SQSTM1]
(0.9414548254520099, 0.3535533905932738) 7 features: [0_AKR1C3, 0_DCTN2, 0_EVI5L, 0_IDI1, 0_LGI4, 0_RBM17, 0_SQSTM1]
(0.9310458191940587, 0.3779644730092272) 6 features: [0_AKR1C3, 0_DDB2, 0_IDI1, 0_LGI4, 0_RBM17, 0_SFXN5]
(0.9237762569794334, 0.408248290463863) 5 features: [0_AKR1C3, 0_ANKRD46, 0_DDB2, 0_LGI4, 0_SFXN5]
(0.897668040002016, 0.4472135954999579) 4 features: [0_CRHBP, 0_FAM53C, 0_GGT1, 0_STC2]
(0.8745651959205294, 0.5) [0_SCHIP1, 0_STC2, 0_TBC1D1]
(0.8494418870058764, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.6943149951752845, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
34 features: [0_AKR1C3, 0_LGI4, 0_IDI1, 0_RBM17, 0_STC2, 0_EVI5L, 0_SFXN5, 0_SQSTM1, 0_ACY3, 0_CRHBP, 0_DDB2, 0_EGFR, 0_TBC1D1, 0_ACO2, 0_ANKRD46, 0_ARNT, 0_DCTN2, 0_DDX10, 0_DNAJC14, 0_FAM53C, 0_GGT1, 0_HTATIP2, 0_IFNB1, 0_MRPL15, 0_PLCG2, 0_RABAC1, 0_RBM15, 0_SCHIP1, 0_SMTN, 0_SNUPN, 0_SNX33, 0_TMEM141, 0_UQCRB, 0_ZNF594]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
366 features: [0_LGI4, 0_SQSTM1, 0_STC2, 0_AKR1C3, 0_RBM17, 0_IDI1, 0_EVI5L, 0_SFXN5, 0_CRHBP, 0_ACY3, 0_FAM53C, 0_TRIOBP, 0_NRP1, 0_GGT1, 0_PLCG2, 0_HPCAL1, 0_TBC1D1, 0_ZSCAN12, 0_GLRX5, 0_SPTBN4, 0_DDB2, 0_GAS1, 0_TMTC1, 0_PTGR2, 0_NDUFA4L2, 0_CCDC66, 0_PPP2R1B, 0_SSBP1, 0_CFHR1, 0_CNTN2, 0_PDLIM2, 0_ANKRD46, 0_CD1B, 0_HUNK, 0_ENPP3, 0_EGFR, 0_PXK, 0_NDUFB6, 0_PPP2R2B, 0_FAM13C, 0_GALK1, 0_GTF3C6, 0_PCDHGB2, 0_STAG2, 0_TPRN, 0_XKR9, 0_ZNF211, 0_BCS1L, 0_CLDN8, 0_HPCA, 0_RABAC1, 0_TNPO2, 0_ACOT8, 0_C9orf40, 0_CPT1A, 0_EEF2, 0_EXOC6B, 0_LBP, 0_MBTD1, 0_NANOS1, 0_NR3C2, 0_RSRC2, 0_SSR4, 0_STX17, 0_THG1L, 0_TSEN34, 0_TSHZ3, 0_XRCC4, 0_YBX1, 0_AVPI1, 0_CDK18, 0_CRYM, 0_DDX10, 0_FGFRL1, 0_GSTK1, 0_IGF2BP2, 0_LDB2, 0_PHB, 0_SLTM, 0_SMC2, 0_SNUPN, 0_SRI, 0_TOMM20, 0_TXN2, 0_UQCRB, 0_ZFYVE27, 0_ABCB6, 0_AIMP2, 0_ANXA13, 0_ATP6V1A, 0_BNIP3, 0_CALM2, 0_CHST12, 0_CLDN2, 0_CLIC1, 0_CLIP2, 0_COG4, 0_CREB1, 0_CTR9, 0_DNAJC14, 0_EIF3CL, 0_ELK3, 0_EPHA7, 0_FAM3C, 0_FAM8A1, 0_FANCL, 0_FETUB, 0_FILIP1L, 0_GDA, 0_GSTA3, 0_HIPK3, 0_HTATIP2, 0_HUS1, 0_HYI, 0_IGFBP7, 0_KPTN, 0_LAMB1, 0_MAP3K14, 0_MRPS16, 0_MTMR12, 0_MYEF2, 0_NDUFV3, 0_NEK7, 0_OXR1, 0_PDIA5, 0_PLK1, 0_QSER1, 0_RAB6B, 0_RBM15, 0_RER1, 0_RPL14, 0_RPSA, 0_SERGEF, 0_SNX33, 0_ST8SIA5, 0_SYTL1, 0_TEK, 0_TGFA, 0_THEM4, 0_TNFRSF18, 0_TTC38, 0_UBXN2A, 0_UEVLD, 0_UGT2B4, 0_USP6NL, 0_VAPA, 0_ZMYM3, 0_ABLIM1, 0_ACAA1, 0_ACSL1, 0_ACVR2B, 0_ALAD, 0_ALCAM, 0_ALG10B, 0_ALS2, 0_ANK2, 0_ANKRD11, 0_ANXA6, 0_APOD, 0_APOLD1, 0_ARHGAP1, 0_ARHGEF12, 0_ARMC8, 0_ASRGL1, 0_ATP11A, 0_ATP2B1, 0_ATP6V1B1, 0_ATP6V1B2, 0_ATP6V1C2, 0_ATP6V1H, 0_BCKDHA, 0_BCL7B, 0_BRD4, 0_C1orf159, 0_C5orf24, 0_C8orf37, 0_CA12, 0_CA9, 0_CAMK2D, 0_CBFA2T2, 0_CCDC68, 0_CDK2AP1, 0_CFI, 0_CIC, 0_CKAP5, 0_CLMN, 0_CLVS1, 0_CNKSR3, 0_CP, 0_CRTC2, 0_CTAGE9, 0_CTDSPL, 0_CYB5R4, 0_DACH2, 0_DCAF11, 0_DCTN2, 0_DCUN1D5, 0_DDX11, 0_DEPDC1B, 0_DFFA, 0_DHRS3, 0_DHX29, 0_DYM, 0_DYRK2, 0_ENPP2, 0_EPDR1, 0_FABP7, 0_FAIM, 0_FAM189A2, 0_FCN3, 0_FGFR4, 0_FLRT3, 0_FTSJ3, 0_GANAB, 0_GLA, 0_GLG1, 0_GLI3, 0_GPI, 0_GPRIN1, 0_GPRIN2, 0_GRHL3, 0_GRPEL2, 0_HCK, 0_HOXC13, 0_HSD17B14, 0_HSPA1B, 0_HSPD1, 0_IDH3A, 0_IKBIP, 0_IL18R1, 0_ITGA3, 0_JKAMP, 0_KCNJ1, 0_KIAA1958, 0_KIF11, 0_KIF26B, 0_KLF16, 0_LARP4, 0_LARS2, 0_LENG9, 0_LMNB2, 0_LPAR5, 0_LPCAT1, 0_LRP2, 0_LRRC47, 0_LYRM7, 0_MAN2A1, 0_ME2, 0_METTL7B, 0_MKNK2, 0_MRPL1, 0_MRPL19, 0_MTA1, 0_MUC1, 0_NAIP, 0_NDUFA2, 0_NOB1, 0_NOL3, 0_NOL7, 0_NPHP1, 0_NRG2, 0_NUP35, 0_NYNRIN, 0_OSBP, 0_PABPC5, 0_PAFAH2, 0_PARP3, 0_PCDH18, 0_PCDHB4, 0_PCK1, 0_PDE1A, 0_PDHX, 0_PEX3, 0_PGRMC1, 0_PHACTR4, 0_PJA2, 0_PLCD3, 0_PLCXD1, 0_PLEKHA6, 0_PML, 0_POR, 0_POU5F1, 0_PSMB9, 0_PTCD3, 0_PYGL, 0_PYGO2, 0_RAB11FIP4, 0_RABGGTA, 0_RAI1, 0_RB1CC1, 0_RBM25, 0_RBM47, 0_RBM4B, 0_RBMS2, 0_REC8, 0_REPIN1, 0_RFX1, 0_RGS1, 0_RICTOR, 0_RNASET2, 0_RNF14, 0_RPL19, 0_RPL23, 0_RPP25, 0_RSF1, 0_RUVBL1, 0_S1PR1, 0_SAMD4B, 0_SCARB1, 0_SCHIP1, 0_SCRN3, 0_SH3BGRL, 0_SHC2, 0_SIM2, 0_SIRPA, 0_SKP1, 0_SLC16A1, 0_SLC17A4, 0_SLC25A38, 0_SLC25A46, 0_SLC35B4, 0_SLC35D2, 0_SLC4A10, 0_SLC4A2, 0_SMTN, 0_SNX2, 0_SP1, 0_SPHKAP, 0_SRA1, 0_ST3GAL1, 0_STAM, 0_STBD1, 0_STC1, 0_STIP1, 0_STRBP, 0_SUN2, 0_TADA2B, 0_TAF12, 0_TBC1D14, 0_TBC1D9B, 0_TEX2, 0_THAP2, 0_TMEM176B, 0_TMEM8B, 0_TMPPE, 0_TMPRSS2, 0_TOE1, 0_TPST2, 0_TRAF6, 0_TRIB2, 0_TYW1, 0_UACA, 0_UBA1, 0_UBAC2, 0_UBE2D4, 0_VTI1A, 0_WASL, 0_ZC3H4, 0_ZKSCAN4, 0_ZNF304, 0_ZNF593, 0_ZNF594, 0_ZNF703, 0_ZNF763, 0_ZNF799, 0_ZXDB]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
46 features: [0_STC2, 0_PLCG2, 0_TBC1D1, 0_LGI4, 0_FAM13C, 0_NDUFA4L2, 0_ABCB6, 0_AKR1C3, 0_CDK18, 0_SQSTM1, 0_TMTC1, 0_APOLD1, 0_ATP6V1A, 0_C5orf24, 0_CFI, 0_CLDN8, 0_CLIC1, 0_CRHBP, 0_DYM, 0_FABP7, 0_FCN3, 0_FGFR4, 0_GGT1, 0_GLRX5, 0_HPCAL1, 0_IDH3A, 0_IL18R1, 0_JKAMP, 0_JUP, 0_LDB2, 0_METTL7B, 0_NOL3, 0_NR3C2, 0_PHB, 0_PJA2, 0_PLCD3, 0_PPP2R2B, 0_PXK, 0_RBM17, 0_SCHIP1, 0_SLC16A1, 0_ST8SIA5, 0_TEK, 0_TGFA, 0_TRIB2, 0_TRIOBP]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
75 features: [0_STC2, 0_PLCG2, 0_TBC1D1, 0_AKR1C3, 0_LGI4, 0_SQSTM1, 0_NDUFA4L2, 0_FAM13C, 0_TMTC1, 0_ABCB6, 0_NR3C2, 0_DDB2, 0_PLCD3, 0_CDK18, 0_CRHBP, 0_GGT1, 0_LDB2, 0_RBM17, 0_TEK, 0_ANKRD46, 0_APOLD1, 0_ATP6V1A, 0_C5orf24, 0_CCDC152, 0_CFI, 0_CLDN8, 0_CLIC1, 0_CP, 0_DLX5, 0_DYM, 0_EVI5L, 0_EXOG, 0_FABP7, 0_FAM53C, 0_FCN3, 0_FGFR4, 0_FLRT3, 0_GLI3, 0_GLRX5, 0_HPCAL1, 0_IDH3A, 0_IL18R1, 0_JAG2, 0_JKAMP, 0_JUP, 0_METTL7B, 0_NOL3, 0_NRG2, 0_OXER1, 0_PDE3A, 0_PHB, 0_PJA2, 0_PLEKHA6, 0_PPP2R2B, 0_PXK, 0_RAI1, 0_RNF14, 0_S1PR1, 0_SCHIP1, 0_SFXN5, 0_SKP1, 0_SLC13A3, 0_SLC16A1, 0_SLC17A4, 0_SNRPD3, 0_ST8SIA5, 0_STC1, 0_SUCLG1, 0_TCF4, 0_TGFA, 0_TRIB2, 0_TRIOBP, 0_UBA5, 0_UBE2I, 0_ZXDB]
