
OPTIMIZING ON FOLD NUMBER 0
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 7
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2
Features active in total: 2
Computing active features for view log_mrna
Existing features: 20209
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2504
Features active in total: 2504
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA SARC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 24
censored 1: 75
deceased 0: 28
deceased 1: 28

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA SARC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 24
censored 1: 75
deceased 0: 28
deceased 1: 28
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	             root leanness              
   	     	         	        	-------------------------------------------------	----------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min    	avg     	max	std     
268 features: [1_TARDBP.23435, 1_ALDH1A1.216, 1_AZIN1.51582, 1_PPP1R11.6992, 1_MRPS31.10240, 1_TTC39A.22996, 1_MYL10.93408, 1_LRGUK.136332, 1_TBC1D28.254272, 1_NMU.10874, 1_C11orf70.85016, 1_NR1D1.9572, 1_FOLR4.390243, 1_SYNCRIP.10492, 1_RELA.5970, 1_ZNF396.252884, 1_TRIB1.10221, 1_CALCOCO1.57658, 1_PPBP.5473, 1_UTP3.57050, 1_CDC7.8317, 1_BHLHE22.27319, 1_TNFSF13.8741, 1_DUSP3.1845, 0_race_WHITE, 1_CES1.1066, 1_BYSL.705, 1_ACBD4.79777, 1_C11orf46.120534, 1_MEF2D.4209, 1_C20orf152.140894, 1_HNMT.3176, 1_KDM2B.84678, 1_ATXN7L2.127002, 1_CPT1A.1374, 1_GALK2.2585, 1_MCEE.84693, 1_DNAJC24.120526, 1_GNPDA2.132789, 1_DHX16.8449, 1_LIN7C.55327, 1_SOCS6.9306, 1_TXNIP.10628, 1_ARVCF.421, 1_TSPAN7.7102, 1_CDKN2AIPNL.91368, 1_HS2ST1.9653, 1_PQLC2.54896, 1_SWAP70.23075, 1_XPO5.57510, 1_DHH.50846, 1_ERCC3.2071, 1_KCTD21.283219, 1_LTF.4057, 1_MAP3K7.6885, 1_NDUFAF1.51103, 1_ARHGDIB.397, 1_BAAT.570, 1_CA9.768, 1_DTNA.1837, 1_EPHB2.2048, 1_GNL3.26354, 1_MBD3L5.284428, 1_PPID.5481, 1_RMND5B.64777, 1_TRIP4.9325, 1_BLOC1S1.2647, 1_C22orf41.644186, 1_CCDC23.374969, 1_FOXJ3.22887, 1_KIAA1671.85379, 1_LIPJ.142910, 1_NUDCD1.84955, 1_OTX1.5013, 1_SQRDL.58472, 1_SRRM1.10250, 1_SULF1.23213, 1_USP45.85015, 1_VEGFA.7422, 1_ACER3.55331, 1_CCDC99.54908, 1_CPEB4.80315, 1_EEF1E1.9521, 1_FAM64A.54478, 1_FRG2B.441581, 1_GANC.2595, 1_GPC2.221914, 1_IGFBP1.3484, 1_NFE2L2.4780, 1_NPC1L1.29881, 1_PARS2.25973, 1_PDE4C.5143, 1_PIK3IP1.113791, 1_RPA1.6117, 1_RPS8.6202, 1_SOX4.6659, 1_TADA2B.93624, 1_TERT.7015, 1_ZNF643.65243, 0_age_at_initial_pathologic_diagnosis, 1_AK7.122481, 1_ARHGAP1.392, 1_C15orf52.388115, 1_C9orf140.89958, 1_CLDN15.24146, 1_DNALI1.7802, 1_ENHO.375704, 1_FANCI.55215, 1_FLJ36000.284124, 1_GIMAP5.55340, 1_GTF2A2.2958, 1_HAPLN1.1404, 1_HDAC2.3066, 1_HELLS.3070, 1_HNRNPH3.3189, 1_HSP90AB1.3326, 1_HSPB8.26353, 1_MIF4GD.57409, 1_MLLT6.4302, 1_NSMCE2.286053, 1_OSR1.130497, 1_P2RX1.5023, 1_PLEKHM2.23207, 1_PNPLA3.80339, 1_PPT1.5538, 1_PRF1.5551, 1_PTBP1.5725, 1_RCSD1.92241, 1_RLF.6018, 1_SDR42E1.93517, 1_TACC3.10460, 1_TMBIM1.64114, 1_USP49.25862, 1_..100134869, 1_ACAT1.38, 1_ADH5.128, 1_AK5.26289, 1_ALDH3B1.221, 1_AMMECR1.9949, 1_APCDD1L.164284, 1_APOL3.80833, 1_ATP8B4.79895, 1_B3GALNT1.8706, 1_BMP5.653, 1_C11orf51.25906, 1_C16orf53.79447, 1_C16orf92.146378, 1_C1S.716, 1_C9orf78.51759, 1_CALCOCO2.10241, 1_CALML4.91860, 1_CAMKV.79012, 1_CBLN2.147381, 1_CCDC91.55297, 1_CCNB2.9133, 1_CCNDBP1.23582, 1_CD44.960, 1_CDC25A.993, 1_CDC25B.994, 1_CDCA4.55038, 1_CDH7.1005, 1_CECR1.51816, 1_CENPI.2491, 1_CHIA.27159, 1_COPS2.9318, 1_CTBP2.1488, 1_CTNNBIP1.56998, 1_CYB5R1.51706, 1_DDX18.8886, 1_DHRS12.79758, 1_DNA2.1763, 1_DTNB.1838, 1_EFNA2.1943, 1_EFTUD2.9343, 1_EMID2.136227, 1_EML2.24139, 1_FAM72D.728833, 1_FHAD1.114827, 1_GALNT4.8693, 1_GPR3.2827, 1_GPSM1.26086, 1_GTPBP4.23560, 1_H1FNT.341567, 1_HNRNPR.10236, 1_IL1RAPL2.26280, 1_INO80.54617, 1_INTS1.26173, 1_JMJD5.79831, 1_JMJD8.339123, 1_KBTBD3.143879, 1_KCNK18.338567, 1_KDM1A.23028, 1_KDM2A.22992, 1_KDM4A.9682, 1_KHDC1L.100129128, 1_KHK.3795, 1_KLHL32.114792, 1_LHX4.89884, 1_LOC348926.348926, 1_LOC389332.389332, 1_LOC441208.441208, 1_LOC642852.642852, 1_LPCAT1.79888, 1_LYPLAL1.127018, 1_MAS1L.116511, 1_MOB2.81532, 1_MORC4.79710, 1_NAALADL1.10004, 1_NEFH.4744, 1_NKX3.2.579, 1_NLRX1.79671, 1_NSUN4.387338, 1_OR4M1.441670, 1_OR7E156P.283491, 1_ORAOV1.220064, 1_PAAF1.80227, 1_PEX11G.92960, 1_PIWIL3.440822, 1_POLD2.5425, 1_POLR3GL.84265, 1_POU2AF1.5450, 1_PPP1R12B.4660, 1_PRSS48.345062, 1_PTPN20B.26095, 1_PTTG3P.26255, 1_PYCARD.29108, 1_RASGRP2.10235, 1_RIPK3.11035, 1_RNF125.54941, 1_RPL7L1.285855, 1_RPS27L.51065, 1_RUNDC1.146923, 1_S100PBP.64766, 1_SCN5A.6331, 1_SELV.348303, 1_SEPT11.55752, 1_SERPING1.710, 1_SHPK.23729, 1_SIGLEC6.946, 1_SIGLECP3.284367, 1_SKI.6497, 1_SLC25A10.1468, 1_SLC25A12.8604, 1_SLFN13.146857, 1_SMARCC1.6599, 1_SNHG3.8420, 1_SNORA57.692158, 1_SNX18.112574, 1_TACR1.6869, 1_TBC1D16.125058, 1_TFAM.7019, 1_TGOLN2.10618, 1_TLX3.30012, 1_TMEM80.283232, 1_TOLLIP.54472, 1_TOP2A.7153, 1_TREML4.285852, 1_TRERF1.55809, 1_TRIM32.22954, 1_TSPAN2.10100, 1_UBE4B.10277, 1_UNC13D.201294, 1_VAMP5.10791, 1_WDR38.401551, 1_YRDC.79693, 1_ZBTB33.10009, 1_ZDHHC9.51114, 1_ZNF496.84838]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [1_ALDH1A1.216, 1_ALG6.29929, 1_AQP1.358, 1_C11orf46.120534, 1_C20orf152.140894, 1_C22orf26.55267, 1_C9orf140.89958, 1_CCNDBP1.23582, 1_CCNF.899, 1_COQ10B.80219, 1_CTSG.1511, 1_DBNDD2.55861, 1_DHH.50846, 1_DHRS12.79758, 1_DUSP3.1845, 1_EHBP1L1.254102, 1_FAM171A2.284069, 1_GPC2.221914, 1_HDAC2.3066, 1_HNRNPR.10236, 1_HSP90AB1.3326, 1_KCNK7.10089, 1_KDM1A.23028, 1_KIF11.3832, 1_LIN7C.55327, 1_LRGUK.136332, 1_LRRC41.10489, 1_MANSC1.54682, 1_MARCKSL1.65108, 1_MOB2.81532, 1_MYBL2.4605, 1_MYLK2.85366, 1_NAALADL1.10004, 1_PEX11G.92960, 1_PIK3IP1.113791, 1_PLOD1.5351, 1_PTBP1.5725, 1_RASGRP2.10235, 1_RDH5.5959, 1_RRAS.6237, 1_SDR42E1.93517, 1_SERPING1.710, 1_SOX4.6659, 1_TARDBP.23435, 1_TMEM48.55706, 1_TMEM63B.55362, 1_TRADD.8717, 1_TRIM21.6737, 1_XPO5.57510]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
98 features: [1_DHH.50846, 1_LRGUK.136332, 1_ACCS.84680, 1_ALDH1A1.216, 1_ALG6.29929, 1_APOBEC3D.140564, 1_AQP1.358, 1_ARHGAP39.80728, 1_ARHGEF35.445328, 1_C11orf46.120534, 1_C20orf152.140894, 1_C22orf26.55267, 1_C22orf41.644186, 1_C9orf140.89958, 1_C9orf78.51759, 1_CBR4.84869, 1_CCDC115.84317, 1_CCNDBP1.23582, 1_CCNF.899, 1_CDC25A.993, 1_CMA1.1215, 1_COQ10B.80219, 1_CSRP1.1465, 1_CTSG.1511, 1_DAZAP2.9802, 1_DBNDD2.55861, 1_DCAF8.50717, 1_DFFA.1676, 1_DHRS12.79758, 1_DHX58.79132, 1_DNAJC24.120526, 1_DUSP3.1845, 1_EHBP1L1.254102, 1_EPM2A.7957, 1_FAM171A2.284069, 1_FAM92A1.137392, 1_FNBP1.23048, 1_GPC2.221914, 1_HDAC2.3066, 1_HNRNPR.10236, 1_HSP90AB1.3326, 1_IRF2.3660, 1_KCNK7.10089, 1_KDM1A.23028, 1_KDM2B.84678, 1_KIAA0748.9840, 1_KIAA1524.57650, 1_KIF11.3832, 1_LIN7C.55327, 1_LMNB2.84823, 1_LRRC41.10489, 1_LYPLA2P1.653639, 1_MANSC1.54682, 1_MARCKSL1.65108, 1_MMP10.4319, 1_MOB2.81532, 1_MTF2.22823, 1_MYBL2.4605, 1_MYLK2.85366, 1_NAALADL1.10004, 1_NDUFAF1.51103, 1_NFE2L2.4780, 1_P2RX1.5023, 1_PAPD7.11044, 1_PEX11G.92960, 1_PIK3IP1.113791, 1_PLOD1.5351, 1_POPDC2.64091, 1_PPP1R11.6992, 1_PROS1.5627, 1_PRPF4B.8899, 1_PTBP1.5725, 1_PTK7.5754, 1_PTPN18.26469, 1_RASGRP2.10235, 1_RDH5.5959, 1_RNF125.54941, 1_RRAS.6237, 1_RWDD2B.10069, 1_SDR42E1.93517, 1_SELM.140606, 1_SERPING1.710, 1_SLC39A2.29986, 1_SMOC2.64094, 1_SOD3.6649, 1_SOX4.6659, 1_SSH3.54961, 1_STAT6.6778, 1_TAPBPL.55080, 1_TARDBP.23435, 1_TMEM48.55706, 1_TMEM63B.55362, 1_TRADD.8717, 1_TRIM21.6737, 1_UBE4B.10277, 1_WRNIP1.56897, 1_XPO5.57510, 1_ZNFX1.57169]
Optimization on fold finished in 00-00:45:02

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 22
Features in hall of fame by prevalence:
42 features: [1_ALDH1A1.216, 1_AZIN1.51582, 1_TARDBP.23435, 1_PPP1R11.6992, 1_MRPS31.10240, 1_TTC39A.22996, 1_LRGUK.136332, 1_MYL10.93408, 1_NMU.10874, 1_TBC1D28.254272, 1_C11orf70.85016, 1_NR1D1.9572, 1_FOLR4.390243, 1_RELA.5970, 1_BHLHE22.27319, 1_CALCOCO1.57658, 1_SYNCRIP.10492, 1_TRIB1.10221, 1_UTP3.57050, 1_ZNF396.252884, 1_PPBP.5473, 0_race_WHITE, 1_BAAT.570, 1_CDC7.8317, 1_DHH.50846, 1_DUSP3.1845, 1_ARVCF.421, 1_ATXN7L2.127002, 1_BYSL.705, 1_C9orf78.51759, 1_CPEB4.80315, 1_CPT1A.1374, 1_DNALI1.7802, 1_GNPDA2.132789, 1_HNMT.3176, 1_KDM2B.84678, 1_MEF2D.4209, 1_NDUFAF1.51103, 1_SOCS6.9306, 1_TMBIM1.64114, 1_TXNIP.10628, 1_ZNF643.65243]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
268 features: [1_TARDBP.23435, 1_ALDH1A1.216, 1_AZIN1.51582, 1_PPP1R11.6992, 1_MRPS31.10240, 1_TTC39A.22996, 1_MYL10.93408, 1_LRGUK.136332, 1_TBC1D28.254272, 1_NMU.10874, 1_C11orf70.85016, 1_NR1D1.9572, 1_FOLR4.390243, 1_SYNCRIP.10492, 1_RELA.5970, 1_ZNF396.252884, 1_TRIB1.10221, 1_CALCOCO1.57658, 1_PPBP.5473, 1_UTP3.57050, 1_CDC7.8317, 1_BHLHE22.27319, 1_TNFSF13.8741, 1_DUSP3.1845, 0_race_WHITE, 1_CES1.1066, 1_BYSL.705, 1_ACBD4.79777, 1_C11orf46.120534, 1_MEF2D.4209, 1_C20orf152.140894, 1_HNMT.3176, 1_KDM2B.84678, 1_ATXN7L2.127002, 1_CPT1A.1374, 1_GALK2.2585, 1_MCEE.84693, 1_DNAJC24.120526, 1_GNPDA2.132789, 1_DHX16.8449, 1_LIN7C.55327, 1_SOCS6.9306, 1_TXNIP.10628, 1_ARVCF.421, 1_TSPAN7.7102, 1_CDKN2AIPNL.91368, 1_HS2ST1.9653, 1_PQLC2.54896, 1_SWAP70.23075, 1_XPO5.57510, 1_DHH.50846, 1_ERCC3.2071, 1_KCTD21.283219, 1_LTF.4057, 1_MAP3K7.6885, 1_NDUFAF1.51103, 1_ARHGDIB.397, 1_BAAT.570, 1_CA9.768, 1_DTNA.1837, 1_EPHB2.2048, 1_GNL3.26354, 1_MBD3L5.284428, 1_PPID.5481, 1_RMND5B.64777, 1_TRIP4.9325, 1_BLOC1S1.2647, 1_C22orf41.644186, 1_CCDC23.374969, 1_FOXJ3.22887, 1_KIAA1671.85379, 1_LIPJ.142910, 1_NUDCD1.84955, 1_OTX1.5013, 1_SQRDL.58472, 1_SRRM1.10250, 1_SULF1.23213, 1_USP45.85015, 1_VEGFA.7422, 1_ACER3.55331, 1_CCDC99.54908, 1_CPEB4.80315, 1_EEF1E1.9521, 1_FAM64A.54478, 1_FRG2B.441581, 1_GANC.2595, 1_GPC2.221914, 1_IGFBP1.3484, 1_NFE2L2.4780, 1_NPC1L1.29881, 1_PARS2.25973, 1_PDE4C.5143, 1_PIK3IP1.113791, 1_RPA1.6117, 1_RPS8.6202, 1_SOX4.6659, 1_TADA2B.93624, 1_TERT.7015, 1_ZNF643.65243, 0_age_at_initial_pathologic_diagnosis, 1_AK7.122481, 1_ARHGAP1.392, 1_C15orf52.388115, 1_C9orf140.89958, 1_CLDN15.24146, 1_DNALI1.7802, 1_ENHO.375704, 1_FANCI.55215, 1_FLJ36000.284124, 1_GIMAP5.55340, 1_GTF2A2.2958, 1_HAPLN1.1404, 1_HDAC2.3066, 1_HELLS.3070, 1_HNRNPH3.3189, 1_HSP90AB1.3326, 1_HSPB8.26353, 1_MIF4GD.57409, 1_MLLT6.4302, 1_NSMCE2.286053, 1_OSR1.130497, 1_P2RX1.5023, 1_PLEKHM2.23207, 1_PNPLA3.80339, 1_PPT1.5538, 1_PRF1.5551, 1_PTBP1.5725, 1_RCSD1.92241, 1_RLF.6018, 1_SDR42E1.93517, 1_TACC3.10460, 1_TMBIM1.64114, 1_USP49.25862, 1_..100134869, 1_ACAT1.38, 1_ADH5.128, 1_AK5.26289, 1_ALDH3B1.221, 1_AMMECR1.9949, 1_APCDD1L.164284, 1_APOL3.80833, 1_ATP8B4.79895, 1_B3GALNT1.8706, 1_BMP5.653, 1_C11orf51.25906, 1_C16orf53.79447, 1_C16orf92.146378, 1_C1S.716, 1_C9orf78.51759, 1_CALCOCO2.10241, 1_CALML4.91860, 1_CAMKV.79012, 1_CBLN2.147381, 1_CCDC91.55297, 1_CCNB2.9133, 1_CCNDBP1.23582, 1_CD44.960, 1_CDC25A.993, 1_CDC25B.994, 1_CDCA4.55038, 1_CDH7.1005, 1_CECR1.51816, 1_CENPI.2491, 1_CHIA.27159, 1_COPS2.9318, 1_CTBP2.1488, 1_CTNNBIP1.56998, 1_CYB5R1.51706, 1_DDX18.8886, 1_DHRS12.79758, 1_DNA2.1763, 1_DTNB.1838, 1_EFNA2.1943, 1_EFTUD2.9343, 1_EMID2.136227, 1_EML2.24139, 1_FAM72D.728833, 1_FHAD1.114827, 1_GALNT4.8693, 1_GPR3.2827, 1_GPSM1.26086, 1_GTPBP4.23560, 1_H1FNT.341567, 1_HNRNPR.10236, 1_IL1RAPL2.26280, 1_INO80.54617, 1_INTS1.26173, 1_JMJD5.79831, 1_JMJD8.339123, 1_KBTBD3.143879, 1_KCNK18.338567, 1_KDM1A.23028, 1_KDM2A.22992, 1_KDM4A.9682, 1_KHDC1L.100129128, 1_KHK.3795, 1_KLHL32.114792, 1_LHX4.89884, 1_LOC348926.348926, 1_LOC389332.389332, 1_LOC441208.441208, 1_LOC642852.642852, 1_LPCAT1.79888, 1_LYPLAL1.127018, 1_MAS1L.116511, 1_MOB2.81532, 1_MORC4.79710, 1_NAALADL1.10004, 1_NEFH.4744, 1_NKX3.2.579, 1_NLRX1.79671, 1_NSUN4.387338, 1_OR4M1.441670, 1_OR7E156P.283491, 1_ORAOV1.220064, 1_PAAF1.80227, 1_PEX11G.92960, 1_PIWIL3.440822, 1_POLD2.5425, 1_POLR3GL.84265, 1_POU2AF1.5450, 1_PPP1R12B.4660, 1_PRSS48.345062, 1_PTPN20B.26095, 1_PTTG3P.26255, 1_PYCARD.29108, 1_RASGRP2.10235, 1_RIPK3.11035, 1_RNF125.54941, 1_RPL7L1.285855, 1_RPS27L.51065, 1_RUNDC1.146923, 1_S100PBP.64766, 1_SCN5A.6331, 1_SELV.348303, 1_SEPT11.55752, 1_SERPING1.710, 1_SHPK.23729, 1_SIGLEC6.946, 1_SIGLECP3.284367, 1_SKI.6497, 1_SLC25A10.1468, 1_SLC25A12.8604, 1_SLFN13.146857, 1_SMARCC1.6599, 1_SNHG3.8420, 1_SNORA57.692158, 1_SNX18.112574, 1_TACR1.6869, 1_TBC1D16.125058, 1_TFAM.7019, 1_TGOLN2.10618, 1_TLX3.30012, 1_TMEM80.283232, 1_TOLLIP.54472, 1_TOP2A.7153, 1_TREML4.285852, 1_TRERF1.55809, 1_TRIM32.22954, 1_TSPAN2.10100, 1_UBE4B.10277, 1_UNC13D.201294, 1_VAMP5.10791, 1_WDR38.401551, 1_YRDC.79693, 1_ZBTB33.10009, 1_ZDHHC9.51114, 1_ZNF496.84838]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [1_ALDH1A1.216, 1_ALG6.29929, 1_AQP1.358, 1_C11orf46.120534, 1_C20orf152.140894, 1_C22orf26.55267, 1_C9orf140.89958, 1_CCNDBP1.23582, 1_CCNF.899, 1_COQ10B.80219, 1_CTSG.1511, 1_DBNDD2.55861, 1_DHH.50846, 1_DHRS12.79758, 1_DUSP3.1845, 1_EHBP1L1.254102, 1_FAM171A2.284069, 1_GPC2.221914, 1_HDAC2.3066, 1_HNRNPR.10236, 1_HSP90AB1.3326, 1_KCNK7.10089, 1_KDM1A.23028, 1_KIF11.3832, 1_LIN7C.55327, 1_LRGUK.136332, 1_LRRC41.10489, 1_MANSC1.54682, 1_MARCKSL1.65108, 1_MOB2.81532, 1_MYBL2.4605, 1_MYLK2.85366, 1_NAALADL1.10004, 1_PEX11G.92960, 1_PIK3IP1.113791, 1_PLOD1.5351, 1_PTBP1.5725, 1_RASGRP2.10235, 1_RDH5.5959, 1_RRAS.6237, 1_SDR42E1.93517, 1_SERPING1.710, 1_SOX4.6659, 1_TARDBP.23435, 1_TMEM48.55706, 1_TMEM63B.55362, 1_TRADD.8717, 1_TRIM21.6737, 1_XPO5.57510]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
98 features: [1_DHH.50846, 1_LRGUK.136332, 1_ACCS.84680, 1_ALDH1A1.216, 1_ALG6.29929, 1_APOBEC3D.140564, 1_AQP1.358, 1_ARHGAP39.80728, 1_ARHGEF35.445328, 1_C11orf46.120534, 1_C20orf152.140894, 1_C22orf26.55267, 1_C22orf41.644186, 1_C9orf140.89958, 1_C9orf78.51759, 1_CBR4.84869, 1_CCDC115.84317, 1_CCNDBP1.23582, 1_CCNF.899, 1_CDC25A.993, 1_CMA1.1215, 1_COQ10B.80219, 1_CSRP1.1465, 1_CTSG.1511, 1_DAZAP2.9802, 1_DBNDD2.55861, 1_DCAF8.50717, 1_DFFA.1676, 1_DHRS12.79758, 1_DHX58.79132, 1_DNAJC24.120526, 1_DUSP3.1845, 1_EHBP1L1.254102, 1_EPM2A.7957, 1_FAM171A2.284069, 1_FAM92A1.137392, 1_FNBP1.23048, 1_GPC2.221914, 1_HDAC2.3066, 1_HNRNPR.10236, 1_HSP90AB1.3326, 1_IRF2.3660, 1_KCNK7.10089, 1_KDM1A.23028, 1_KDM2B.84678, 1_KIAA0748.9840, 1_KIAA1524.57650, 1_KIF11.3832, 1_LIN7C.55327, 1_LMNB2.84823, 1_LRRC41.10489, 1_LYPLA2P1.653639, 1_MANSC1.54682, 1_MARCKSL1.65108, 1_MMP10.4319, 1_MOB2.81532, 1_MTF2.22823, 1_MYBL2.4605, 1_MYLK2.85366, 1_NAALADL1.10004, 1_NDUFAF1.51103, 1_NFE2L2.4780, 1_P2RX1.5023, 1_PAPD7.11044, 1_PEX11G.92960, 1_PIK3IP1.113791, 1_PLOD1.5351, 1_POPDC2.64091, 1_PPP1R11.6992, 1_PROS1.5627, 1_PRPF4B.8899, 1_PTBP1.5725, 1_PTK7.5754, 1_PTPN18.26469, 1_RASGRP2.10235, 1_RDH5.5959, 1_RNF125.54941, 1_RRAS.6237, 1_RWDD2B.10069, 1_SDR42E1.93517, 1_SELM.140606, 1_SERPING1.710, 1_SLC39A2.29986, 1_SMOC2.64094, 1_SOD3.6649, 1_SOX4.6659, 1_SSH3.54961, 1_STAT6.6778, 1_TAPBPL.55080, 1_TARDBP.23435, 1_TMEM48.55706, 1_TMEM63B.55362, 1_TRADD.8717, 1_TRIM21.6737, 1_UBE4B.10277, 1_WRNIP1.56897, 1_XPO5.57510, 1_ZNFX1.57169]
