
OPTIMIZING ON FOLD NUMBER 3
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Computing active features for view clinic
Existing features: 7
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 3
Features active in total: 3
Computing active features for view log_mrna
Existing features: 20209
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2313
Features active in total: 2313
Computing feature importance
Running optimizer

STARTING 2-STEPS GENETIC ALGORITHM

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA SARC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 24
censored 1: 75
deceased 0: 28
deceased 1: 28

STARTING SWEEP NUMBER 1
folds_creator_seed = 4107908117

ASSIGNING STRATA FOR MULTI-OUTCOME DATA SARC_MV
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 24
censored 1: 75
deceased 0: 28
deceased 1: 28
ga_runner_seed = 3091794638
VIEW: CLINIC
   	     	         	        	   survival SKSurv Cox model concordance index   	             root leanness              
   	     	         	        	-------------------------------------------------	----------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min	avg     	max	std     
322 features: [1_USP24.23358, 1_ZNF703.80139, 1_SLC38A3.10991, 1_GALNT12.79695, 1_PTPN20B.26095, 1_SLED1.643036, 1_OR2M5.127059, 1_CD1C.911, 1_YWHAQ.10971, 1_PSCA.8000, 1_NLRP10.338322, 1_STH.246744, 1_RPF2.84154, 1_HDAC2.3066, 1_IER5.51278, 1_ADIPOR1.51094, 1_GSTT2.2953, 1_ANKRD33.341405, 1_HIST1H3I.8354, 1_MCHR2.84539, 1_FOXO1.2308, 1_OR2A7.401427, 1_PRKCDBP.112464, 1_VARS.7407, 1_SNORD97.692223, 1_ADAMTS15.170689, 1_C16orf71.146562, 1_LACE1.246269, 1_SNORD17.692086, 1_PLCG1.5335, 1_TNKS1BP1.85456, 1_SH3RF2.153769, 0_race_WHITE, 1_ANAPC5.51433, 1_KLHL26.55295, 1_CMAH.8418, 1_TMEFF1.8577, 1_SBDSP1.155370, 1_KLHL4.56062, 1_ZNF219.51222, 1_RNASEL.6041, 1_HBS1L.10767, 1_INTS1.26173, 1_C9orf95.54981, 1_SLC25A13.10165, 1_SMC5.23137, 1_NKX6.1.4825, 1_CSPP1.79848, 1_MTSS1.9788, 1_C1orf97.84791, 1_LRRC17.10234, 1_PSMD10.5716, 1_RLIM.51132, 1_UQCC.55245, 1_FBL.2091, 1_GJA5.2702, 1_ISCU.23479, 1_MORC4.79710, 1_SDR42E1.93517, 1_TMC8.147138, 1_ALDH3B1.221, 1_H2AFY.9555, 1_HES5.388585, 1_NAALADL1.10004, 1_RNASEH2B.79621, 1_C20orf135.140701, 1_OXTR.5021, 1_POLD2.5425, 1_RNF11.26994, 1_UBE2CBP.90025, 1_ZNF678.339500, 1_ASAP1.50807, 1_CBX7.23492, 1_NCRNA00169.400508, 1_NFKBIL2.4796, 1_RGMA.56963, 1_TMEM47.83604, 1_..653553, 1_AMBN.258, 1_GGTA1.2681, 1_GTPBP4.23560, 1_HNRNPA3P1.10151, 1_IBSP.3381, 1_MMP13.4322, 1_NOP56.10528, 1_SYNCRIP.10492, 1_TEKT3.64518, 1_TMBIM1.64114, 1_ALS2CL.259173, 1_ANKRD28.23243, 1_CCDC88B.283234, 1_CIR1.9541, 1_DLEC1.9940, 1_GM2A.2760, 1_IL2RB.3560, 1_LOC29034.29034, 1_MANSC1.54682, 1_MED9.55090, 1_NAT2.10, 1_NUDT7.283927, 1_PMPCA.23203, 1_UBIAD1.29914, 1_AMIGO2.347902, 1_ASPA.443, 1_C15orf42.90381, 1_C1orf131.128061, 1_C1orf133.574036, 1_CCNC.892, 1_CKAP5.9793, 1_DHRS3.9249, 1_DPY19L3.147991, 1_EIF2AK2.5610, 1_GMCL1L.64396, 1_GPR172B.55065, 1_LOC339524.339524, 1_MKRN3.7681, 1_NCRNA00092.100188953, 1_PDE4D.5144, 1_PIGB.9488, 1_PLAC1.10761, 1_PLAG1.5324, 1_PLS1.5357, 1_PREP.5550, 1_PRKAG1.5571, 1_PRKAR2A.5576, 1_TERT.7015, 1_TMEM79.84283, 1_ADAM5P.255926, 1_ADAP1.11033, 1_AOC3.8639, 1_ART3.419, 1_ATP6V1G3.127124, 1_C10orf116.10974, 1_CAB39L.81617, 1_CASP5.838, 1_CDC40.51362, 1_CFP.5199, 1_CLEC18A.348174, 1_DDB2.1643, 1_DHH.50846, 1_EFEMP1.2202, 1_FAM177B.400823, 1_FAT1.2195, 1_GPR158.57512, 1_KIF1B.23095, 1_NLE1.54475, 1_NR3C2.4306, 1_NRN1.51299, 1_PEX11G.92960, 1_PHYHIP.9796, 1_PRPS1.5631, 1_PSG9.5678, 1_RALGAPB.57148, 1_RASGRP2.10235, 1_SENP3.26168, 1_SH2D1B.117157, 1_SNORA5A.654319, 1_SNX20.124460, 1_SYNPO2.171024, 1_TKT.7086, 1_TLE1.7088, 1_TLR10.81793, 1_TRAPPC2.6399, 1_TRIM68.55128, 1_WFDC10B.280664, 1_WISP1.8840, 1_ZC3HAV1L.92092, 1_ZNF322A.79692, 1_ZNF839.55778, 1_ZNFX1.57169, 0_age_at_initial_pathologic_diagnosis, 1_ABCE1.6059, 1_ACTG1.71, 1_AG2.387763, 1_ALPK1.80216, 1_ANP32C.23520, 1_AP2B1.163, 1_APCDD1L.164284, 1_ASCC3.10973, 1_ATG2A.23130, 1_ATP6V0E2.155066, 1_AURKA.6790, 1_C11orf70.85016, 1_C14orf104.55172, 1_C14orf176.643382, 1_C14orf50.145376, 1_C1orf35.79169, 1_C1orf66.51093, 1_C2CD4A.145741, 1_C6orf167.253714, 1_C8orf39.55472, 1_C8orf45.157777, 1_C9orf78.51759, 1_CA9.768, 1_CACNB4.785, 1_CARNS1.57571, 1_CARTPT.9607, 1_CASC2.255082, 1_CAV3.859, 1_CCDC138.165055, 1_CCDC69.26112, 1_CD48.962, 1_CDKN2B.1030, 1_CES4.51716, 1_CHRND.1144, 1_CNTNAP1.8506, 1_CPT1A.1374, 1_CTAGE6.340307, 1_DCAF12L2.340578, 1_DCAF13.25879, 1_DEFB126.81623, 1_DHRS12.79758, 1_DIP2B.57609, 1_DLK2.65989, 1_DMP1.1758, 1_DNASE2.1777, 1_DOCK7.85440, 1_DYNC1LI1.51143, 1_EHBP1L1.254102, 1_ETV7.51513, 1_FGD3.89846, 1_FLJ42289.388182, 1_GJA1.2697, 1_GJA4.2701, 1_GMFB.2764, 1_GNAI3.2773, 1_GOPC.57120, 1_GPR35.2859, 1_GSTCD.79807, 1_HDC.3067, 1_HDGFRP3.50810, 1_HLTF.6596, 1_HMHA1.23526, 1_HOXA13.3209, 1_HPRT1.3251, 1_HS2ST1.9653, 1_IARS.3376, 1_IDUA.3425, 1_IL1RAPL2.26280, 1_ITGA10.8515, 1_ITM2B.9445, 1_KDM2B.84678, 1_KIAA1524.57650, 1_KLRD1.3824, 1_KNTC1.9735, 1_LILRA4.23547, 1_LOC100129066.100129066, 1_LOC149620.149620, 1_LOC400759.400759, 1_LOC442308.442308, 1_LRRC69.100130742, 1_LYPLA1.10434, 1_MARCH5.54708, 1_MBD3L1.85509, 1_MCM4.4173, 1_MGAT5B.146664, 1_MID1IP1.58526, 1_MR1.3140, 1_MS4A2.2206, 1_MTL5.9633, 1_MYL6.4637, 1_NCBP1.4686, 1_NCRNA00115.79854, 1_NKG7.4818, 1_OLFM1.10439, 1_P2RY6.5031, 1_PDLIM1.9124, 1_PEBP4.157310, 1_PGAM5.192111, 1_PIK3C2B.5287, 1_PLCG2.5336, 1_PLCXD1.55344, 1_POLA2.23649, 1_POLL.27343, 1_PPP2R1A.5518, 1_PRSS48.345062, 1_PTER.9317, 1_PYHIN1.149628, 1_RAD54B.25788, 1_RARS.5917, 1_RBM34.23029, 1_RNASE11.122651, 1_RNF125.54941, 1_RP1.6101, 1_RPL39.6170, 1_RPL7L1.285855, 1_RPN2.6185, 1_RPS10.6204, 1_RPS15AP10.728963, 1_RRP1B.23076, 1_SFXN1.94081, 1_SIDT2.51092, 1_SLC7A5.8140, 1_SLITRK6.84189, 1_SNAPC5.10302, 1_STX11.8676, 1_SVOPL.136306, 1_TAAR1.134864, 1_TAS2R30.259293, 1_TATDN1.83940, 1_TBC1D10C.374403, 1_TBL1XR1.79718, 1_TFF3.7033, 1_TMEM176B.28959, 1_TMEM37.140738, 1_TNS4.84951, 1_TRIM11.81559, 1_TRIM29.23650, 1_TRIM47.91107, 1_TSPYL2.64061, 1_TXNIP.10628, 1_UBA6.55236, 1_UGT2A1.10941, 1_VEGFB.7423, 1_VPS33A.65082, 1_VPS35.55737, 1_YTHDF2.51441, 1_ZBTB33.10009, 1_ZNF394.84124, 1_ZNF550.162972, 1_ZNF643.65243, 1_ZRSR2.8233]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [1_ADAMTS15.170689, 1_ANKRD28.23243, 1_CARNS1.57571, 1_CCDC138.165055, 1_CCDC69.26112, 1_CCNC.892, 1_CD1C.911, 1_CDCA4.55038, 1_CHD4.1108, 1_CSE1L.1434, 1_CX3CR1.1524, 1_DHH.50846, 1_DHRS12.79758, 1_DOCK7.85440, 1_FAM82A1.151393, 1_GALNT12.79695, 1_HDAC2.3066, 1_HIST1H3I.8354, 1_HNRNPA3P1.10151, 1_HOXA11.3207, 1_KIAA1524.57650, 1_KRCC1.51315, 1_LYPLA1.10434, 1_MANSC1.54682, 1_MAP3K7.6885, 1_MR1.3140, 1_NMUR1.10316, 1_OSTalpha.200931, 1_PEX11G.92960, 1_PIK3C2B.5287, 1_PLCG1.5335, 1_PRPS1L1.221823, 1_PSMD10.5716, 1_PTPN18.26469, 1_RASGRP2.10235, 1_RASL11A.387496, 1_RGMA.56963, 1_SLC24A4.123041, 1_SMOC2.64094, 1_STAT6.6778, 1_SYNCRIP.10492, 1_TENC1.23371, 1_TMEM176A.55365, 1_TMEM176B.28959, 1_TSPAN6.7105, 1_TSPYL2.64061, 1_USP24.23358, 1_YWHAQ.10971, 1_ZNF280C.55609]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
99 features: [1_ADAMTS15.170689, 1_ADAMTS8.11095, 1_ALS2CL.259173, 1_ANKRD28.23243, 1_ATP2A3.489, 1_BTG2.7832, 1_C14orf50.145376, 1_C17orf103.256302, 1_C2orf74.339804, 1_C8orf4.56892, 1_CARNS1.57571, 1_CCDC138.165055, 1_CCDC69.26112, 1_CCNC.892, 1_CCNJ.54619, 1_CCPG1.9236, 1_CD1C.911, 1_CDCA4.55038, 1_CHD4.1108, 1_CHORDC1.26973, 1_CSE1L.1434, 1_CX3CR1.1524, 1_DAZAP2.9802, 1_DHH.50846, 1_DHRS12.79758, 1_DOCK7.85440, 1_FAM46C.54855, 1_FAM82A1.151393, 1_GALNT12.79695, 1_GCN1L1.10985, 1_GIMAP7.168537, 1_HDAC2.3066, 1_HIST1H3I.8354, 1_HNRNPA3P1.10151, 1_HOXA11.3207, 1_ITM2B.9445, 1_KIAA1524.57650, 1_KRCC1.51315, 1_LACE1.246269, 1_LRRC17.10234, 1_LRRK2.120892, 1_LTF.4057, 1_LYPLA1.10434, 1_MAD2L1.4085, 1_MANSC1.54682, 1_MAP3K7.6885, 1_MR1.3140, 1_NAPSA.9476, 1_NCAPH.23397, 1_NFYA.4800, 1_NMUR1.10316, 1_OSTalpha.200931, 1_PEX11G.92960, 1_PGBD1.84547, 1_PGM3.5238, 1_PIK3C2B.5287, 1_PLAG1.5324, 1_PLCG1.5335, 1_PNMA2.10687, 1_POLR3GL.84265, 1_PPAT.5471, 1_PPIH.10465, 1_PPP1R11.6992, 1_PPP2R5D.5528, 1_PRPS1L1.221823, 1_PSMD10.5716, 1_PTER.9317, 1_PTPN18.26469, 1_PTPN20B.26095, 1_RARRES1.5918, 1_RASGRP2.10235, 1_RASL11A.387496, 1_RASL12.51285, 1_RGMA.56963, 1_RNF103.7844, 1_SLC24A4.123041, 1_SMOC2.64094, 1_SNAPC5.10302, 1_STAT6.6778, 1_SYNCRIP.10492, 1_TAPBPL.55080, 1_TENC1.23371, 1_TINAGL1.64129, 1_TLR1.7096, 1_TMEM129.92305, 1_TMEM176A.55365, 1_TMEM176B.28959, 1_TNF.7124, 1_TSPAN6.7105, 1_TSPYL2.64061, 1_USP24.23358, 1_VMAC.400673, 1_WHAMML1.339005, 1_YPEL4.219539, 1_YWHAQ.10971, 1_ZCCHC17.51538, 1_ZNF146.7705, 1_ZNF193.7746, 1_ZNF280C.55609]
Optimization on fold finished in 00-00:45:45

FEATURE SETS SELECTED

PARETO FRONT
Number of solutions = 25
Features in hall of fame by prevalence:
62 features: [1_ZNF703.80139, 1_USP24.23358, 1_SLC38A3.10991, 1_GALNT12.79695, 1_CD1C.911, 1_PTPN20B.26095, 1_SLED1.643036, 1_OR2M5.127059, 1_YWHAQ.10971, 1_STH.246744, 1_NLRP10.338322, 1_PSCA.8000, 1_ADIPOR1.51094, 1_HDAC2.3066, 1_RPF2.84154, 1_IER5.51278, 1_ADAMTS15.170689, 1_ANAPC5.51433, 1_ANKRD33.341405, 1_FOXO1.2308, 1_GSTT2.2953, 1_HIST1H3I.8354, 1_MCHR2.84539, 1_OR2A7.401427, 1_PRKCDBP.112464, 1_SNORD97.692223, 1_KLHL4.56062, 1_LACE1.246269, 1_TNKS1BP1.85456, 1_VARS.7407, 1_C16orf71.146562, 1_CMAH.8418, 1_PLCG1.5335, 1_SH3RF2.153769, 1_SLC25A13.10165, 1_ZNF219.51222, 0_race_WHITE, 1_C15orf42.90381, 1_C1orf97.84791, 1_DHRS12.79758, 1_GPR172B.55065, 1_HLTF.6596, 1_IBSP.3381, 1_INTS1.26173, 1_ISCU.23479, 1_KLHL26.55295, 1_LOC29034.29034, 1_MED9.55090, 1_MORC4.79710, 1_NAALADL1.10004, 1_NCRNA00169.400508, 1_PLS1.5357, 1_PREP.5550, 1_PTER.9317, 1_SBDSP1.155370, 1_SNORD17.692086, 1_SYNCRIP.10492, 1_TMBIM1.64114, 1_TMEFF1.8577, 1_TMEM79.84283, 1_ZNF678.339500, 1_ZRSR2.8233]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
322 features: [1_USP24.23358, 1_ZNF703.80139, 1_SLC38A3.10991, 1_GALNT12.79695, 1_PTPN20B.26095, 1_SLED1.643036, 1_OR2M5.127059, 1_CD1C.911, 1_YWHAQ.10971, 1_PSCA.8000, 1_NLRP10.338322, 1_STH.246744, 1_RPF2.84154, 1_HDAC2.3066, 1_IER5.51278, 1_ADIPOR1.51094, 1_GSTT2.2953, 1_ANKRD33.341405, 1_HIST1H3I.8354, 1_MCHR2.84539, 1_FOXO1.2308, 1_OR2A7.401427, 1_PRKCDBP.112464, 1_VARS.7407, 1_SNORD97.692223, 1_ADAMTS15.170689, 1_C16orf71.146562, 1_LACE1.246269, 1_SNORD17.692086, 1_PLCG1.5335, 1_TNKS1BP1.85456, 1_SH3RF2.153769, 0_race_WHITE, 1_ANAPC5.51433, 1_KLHL26.55295, 1_CMAH.8418, 1_TMEFF1.8577, 1_SBDSP1.155370, 1_KLHL4.56062, 1_ZNF219.51222, 1_RNASEL.6041, 1_HBS1L.10767, 1_INTS1.26173, 1_C9orf95.54981, 1_SLC25A13.10165, 1_SMC5.23137, 1_NKX6.1.4825, 1_CSPP1.79848, 1_MTSS1.9788, 1_C1orf97.84791, 1_LRRC17.10234, 1_PSMD10.5716, 1_RLIM.51132, 1_UQCC.55245, 1_FBL.2091, 1_GJA5.2702, 1_ISCU.23479, 1_MORC4.79710, 1_SDR42E1.93517, 1_TMC8.147138, 1_ALDH3B1.221, 1_H2AFY.9555, 1_HES5.388585, 1_NAALADL1.10004, 1_RNASEH2B.79621, 1_C20orf135.140701, 1_OXTR.5021, 1_POLD2.5425, 1_RNF11.26994, 1_UBE2CBP.90025, 1_ZNF678.339500, 1_ASAP1.50807, 1_CBX7.23492, 1_NCRNA00169.400508, 1_NFKBIL2.4796, 1_RGMA.56963, 1_TMEM47.83604, 1_..653553, 1_AMBN.258, 1_GGTA1.2681, 1_GTPBP4.23560, 1_HNRNPA3P1.10151, 1_IBSP.3381, 1_MMP13.4322, 1_NOP56.10528, 1_SYNCRIP.10492, 1_TEKT3.64518, 1_TMBIM1.64114, 1_ALS2CL.259173, 1_ANKRD28.23243, 1_CCDC88B.283234, 1_CIR1.9541, 1_DLEC1.9940, 1_GM2A.2760, 1_IL2RB.3560, 1_LOC29034.29034, 1_MANSC1.54682, 1_MED9.55090, 1_NAT2.10, 1_NUDT7.283927, 1_PMPCA.23203, 1_UBIAD1.29914, 1_AMIGO2.347902, 1_ASPA.443, 1_C15orf42.90381, 1_C1orf131.128061, 1_C1orf133.574036, 1_CCNC.892, 1_CKAP5.9793, 1_DHRS3.9249, 1_DPY19L3.147991, 1_EIF2AK2.5610, 1_GMCL1L.64396, 1_GPR172B.55065, 1_LOC339524.339524, 1_MKRN3.7681, 1_NCRNA00092.100188953, 1_PDE4D.5144, 1_PIGB.9488, 1_PLAC1.10761, 1_PLAG1.5324, 1_PLS1.5357, 1_PREP.5550, 1_PRKAG1.5571, 1_PRKAR2A.5576, 1_TERT.7015, 1_TMEM79.84283, 1_ADAM5P.255926, 1_ADAP1.11033, 1_AOC3.8639, 1_ART3.419, 1_ATP6V1G3.127124, 1_C10orf116.10974, 1_CAB39L.81617, 1_CASP5.838, 1_CDC40.51362, 1_CFP.5199, 1_CLEC18A.348174, 1_DDB2.1643, 1_DHH.50846, 1_EFEMP1.2202, 1_FAM177B.400823, 1_FAT1.2195, 1_GPR158.57512, 1_KIF1B.23095, 1_NLE1.54475, 1_NR3C2.4306, 1_NRN1.51299, 1_PEX11G.92960, 1_PHYHIP.9796, 1_PRPS1.5631, 1_PSG9.5678, 1_RALGAPB.57148, 1_RASGRP2.10235, 1_SENP3.26168, 1_SH2D1B.117157, 1_SNORA5A.654319, 1_SNX20.124460, 1_SYNPO2.171024, 1_TKT.7086, 1_TLE1.7088, 1_TLR10.81793, 1_TRAPPC2.6399, 1_TRIM68.55128, 1_WFDC10B.280664, 1_WISP1.8840, 1_ZC3HAV1L.92092, 1_ZNF322A.79692, 1_ZNF839.55778, 1_ZNFX1.57169, 0_age_at_initial_pathologic_diagnosis, 1_ABCE1.6059, 1_ACTG1.71, 1_AG2.387763, 1_ALPK1.80216, 1_ANP32C.23520, 1_AP2B1.163, 1_APCDD1L.164284, 1_ASCC3.10973, 1_ATG2A.23130, 1_ATP6V0E2.155066, 1_AURKA.6790, 1_C11orf70.85016, 1_C14orf104.55172, 1_C14orf176.643382, 1_C14orf50.145376, 1_C1orf35.79169, 1_C1orf66.51093, 1_C2CD4A.145741, 1_C6orf167.253714, 1_C8orf39.55472, 1_C8orf45.157777, 1_C9orf78.51759, 1_CA9.768, 1_CACNB4.785, 1_CARNS1.57571, 1_CARTPT.9607, 1_CASC2.255082, 1_CAV3.859, 1_CCDC138.165055, 1_CCDC69.26112, 1_CD48.962, 1_CDKN2B.1030, 1_CES4.51716, 1_CHRND.1144, 1_CNTNAP1.8506, 1_CPT1A.1374, 1_CTAGE6.340307, 1_DCAF12L2.340578, 1_DCAF13.25879, 1_DEFB126.81623, 1_DHRS12.79758, 1_DIP2B.57609, 1_DLK2.65989, 1_DMP1.1758, 1_DNASE2.1777, 1_DOCK7.85440, 1_DYNC1LI1.51143, 1_EHBP1L1.254102, 1_ETV7.51513, 1_FGD3.89846, 1_FLJ42289.388182, 1_GJA1.2697, 1_GJA4.2701, 1_GMFB.2764, 1_GNAI3.2773, 1_GOPC.57120, 1_GPR35.2859, 1_GSTCD.79807, 1_HDC.3067, 1_HDGFRP3.50810, 1_HLTF.6596, 1_HMHA1.23526, 1_HOXA13.3209, 1_HPRT1.3251, 1_HS2ST1.9653, 1_IARS.3376, 1_IDUA.3425, 1_IL1RAPL2.26280, 1_ITGA10.8515, 1_ITM2B.9445, 1_KDM2B.84678, 1_KIAA1524.57650, 1_KLRD1.3824, 1_KNTC1.9735, 1_LILRA4.23547, 1_LOC100129066.100129066, 1_LOC149620.149620, 1_LOC400759.400759, 1_LOC442308.442308, 1_LRRC69.100130742, 1_LYPLA1.10434, 1_MARCH5.54708, 1_MBD3L1.85509, 1_MCM4.4173, 1_MGAT5B.146664, 1_MID1IP1.58526, 1_MR1.3140, 1_MS4A2.2206, 1_MTL5.9633, 1_MYL6.4637, 1_NCBP1.4686, 1_NCRNA00115.79854, 1_NKG7.4818, 1_OLFM1.10439, 1_P2RY6.5031, 1_PDLIM1.9124, 1_PEBP4.157310, 1_PGAM5.192111, 1_PIK3C2B.5287, 1_PLCG2.5336, 1_PLCXD1.55344, 1_POLA2.23649, 1_POLL.27343, 1_PPP2R1A.5518, 1_PRSS48.345062, 1_PTER.9317, 1_PYHIN1.149628, 1_RAD54B.25788, 1_RARS.5917, 1_RBM34.23029, 1_RNASE11.122651, 1_RNF125.54941, 1_RP1.6101, 1_RPL39.6170, 1_RPL7L1.285855, 1_RPN2.6185, 1_RPS10.6204, 1_RPS15AP10.728963, 1_RRP1B.23076, 1_SFXN1.94081, 1_SIDT2.51092, 1_SLC7A5.8140, 1_SLITRK6.84189, 1_SNAPC5.10302, 1_STX11.8676, 1_SVOPL.136306, 1_TAAR1.134864, 1_TAS2R30.259293, 1_TATDN1.83940, 1_TBC1D10C.374403, 1_TBL1XR1.79718, 1_TFF3.7033, 1_TMEM176B.28959, 1_TMEM37.140738, 1_TNS4.84951, 1_TRIM11.81559, 1_TRIM29.23650, 1_TRIM47.91107, 1_TSPYL2.64061, 1_TXNIP.10628, 1_UBA6.55236, 1_UGT2A1.10941, 1_VEGFB.7423, 1_VPS33A.65082, 1_VPS35.55737, 1_YTHDF2.51441, 1_ZBTB33.10009, 1_ZNF394.84124, 1_ZNF550.162972, 1_ZNF643.65243, 1_ZRSR2.8233]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [1_ADAMTS15.170689, 1_ANKRD28.23243, 1_CARNS1.57571, 1_CCDC138.165055, 1_CCDC69.26112, 1_CCNC.892, 1_CD1C.911, 1_CDCA4.55038, 1_CHD4.1108, 1_CSE1L.1434, 1_CX3CR1.1524, 1_DHH.50846, 1_DHRS12.79758, 1_DOCK7.85440, 1_FAM82A1.151393, 1_GALNT12.79695, 1_HDAC2.3066, 1_HIST1H3I.8354, 1_HNRNPA3P1.10151, 1_HOXA11.3207, 1_KIAA1524.57650, 1_KRCC1.51315, 1_LYPLA1.10434, 1_MANSC1.54682, 1_MAP3K7.6885, 1_MR1.3140, 1_NMUR1.10316, 1_OSTalpha.200931, 1_PEX11G.92960, 1_PIK3C2B.5287, 1_PLCG1.5335, 1_PRPS1L1.221823, 1_PSMD10.5716, 1_PTPN18.26469, 1_RASGRP2.10235, 1_RASL11A.387496, 1_RGMA.56963, 1_SLC24A4.123041, 1_SMOC2.64094, 1_STAT6.6778, 1_SYNCRIP.10492, 1_TENC1.23371, 1_TMEM176A.55365, 1_TMEM176B.28959, 1_TSPAN6.7105, 1_TSPYL2.64061, 1_USP24.23358, 1_YWHAQ.10971, 1_ZNF280C.55609]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
99 features: [1_ADAMTS15.170689, 1_ADAMTS8.11095, 1_ALS2CL.259173, 1_ANKRD28.23243, 1_ATP2A3.489, 1_BTG2.7832, 1_C14orf50.145376, 1_C17orf103.256302, 1_C2orf74.339804, 1_C8orf4.56892, 1_CARNS1.57571, 1_CCDC138.165055, 1_CCDC69.26112, 1_CCNC.892, 1_CCNJ.54619, 1_CCPG1.9236, 1_CD1C.911, 1_CDCA4.55038, 1_CHD4.1108, 1_CHORDC1.26973, 1_CSE1L.1434, 1_CX3CR1.1524, 1_DAZAP2.9802, 1_DHH.50846, 1_DHRS12.79758, 1_DOCK7.85440, 1_FAM46C.54855, 1_FAM82A1.151393, 1_GALNT12.79695, 1_GCN1L1.10985, 1_GIMAP7.168537, 1_HDAC2.3066, 1_HIST1H3I.8354, 1_HNRNPA3P1.10151, 1_HOXA11.3207, 1_ITM2B.9445, 1_KIAA1524.57650, 1_KRCC1.51315, 1_LACE1.246269, 1_LRRC17.10234, 1_LRRK2.120892, 1_LTF.4057, 1_LYPLA1.10434, 1_MAD2L1.4085, 1_MANSC1.54682, 1_MAP3K7.6885, 1_MR1.3140, 1_NAPSA.9476, 1_NCAPH.23397, 1_NFYA.4800, 1_NMUR1.10316, 1_OSTalpha.200931, 1_PEX11G.92960, 1_PGBD1.84547, 1_PGM3.5238, 1_PIK3C2B.5287, 1_PLAG1.5324, 1_PLCG1.5335, 1_PNMA2.10687, 1_POLR3GL.84265, 1_PPAT.5471, 1_PPIH.10465, 1_PPP1R11.6992, 1_PPP2R5D.5528, 1_PRPS1L1.221823, 1_PSMD10.5716, 1_PTER.9317, 1_PTPN18.26469, 1_PTPN20B.26095, 1_RARRES1.5918, 1_RASGRP2.10235, 1_RASL11A.387496, 1_RASL12.51285, 1_RGMA.56963, 1_RNF103.7844, 1_SLC24A4.123041, 1_SMOC2.64094, 1_SNAPC5.10302, 1_STAT6.6778, 1_SYNCRIP.10492, 1_TAPBPL.55080, 1_TENC1.23371, 1_TINAGL1.64129, 1_TLR1.7096, 1_TMEM129.92305, 1_TMEM176A.55365, 1_TMEM176B.28959, 1_TNF.7124, 1_TSPAN6.7105, 1_TSPYL2.64061, 1_USP24.23358, 1_VMAC.400673, 1_WHAMML1.339005, 1_YPEL4.219539, 1_YWHAQ.10971, 1_ZCCHC17.51538, 1_ZNF146.7705, 1_ZNF193.7746, 1_ZNF280C.55609]
