
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5886
Features active in total: 5886
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 40
Generations completed = 78
Generations completed = 101
Generations completed = 116
Generations completed = 130
Generations completed = 143
Generations completed = 157
Generations completed = 170
Generations completed = 188
Generations completed = 217
Generations completed = 246
Generations completed = 280
Generations completed = 313
Generations completed = 345
Generations completed = 377
Generations completed = 410
Generations completed = 445
Generations completed = 487
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9294063018382737, 0.31622776601683794) 9 features: [0_ADCY8, 0_EFNB2, 0_EIF3CL, 0_EPHA3, 0_KHDRBS2, 0_NDUFA4L2, 0_TBC1D1, 0_TBC1D9B, 0_TRIM69]
(0.9241928155906445, 0.3333333333333333) 8 features: [0_B3GNTL1, 0_EFNB2, 0_EIF3CL, 0_GGT1, 0_NDUFA4L2, 0_TBC1D1, 0_TBC1D9B, 0_TFB1M]
(0.9186291578667461, 0.3535533905932738) 7 features: [0_EFNB2, 0_NAGPA, 0_NCKAP5L, 0_NDUFA4L2, 0_TBC1D1, 0_TBC1D9B, 0_THBS1]
(0.9163035764713973, 0.3779644730092272) 6 features: [0_EFNB2, 0_KHDRBS2, 0_NDUFA4L2, 0_TBC1D1, 0_TBC1D9B, 0_TMED7-TICAM2]
(0.911311628001188, 0.408248290463863) 5 features: [0_EFNB2, 0_HSPA5, 0_NDUFA4L2, 0_TBC1D1, 0_TBC1D9B]
(0.8954875750657653, 0.4472135954999579) 4 features: [0_EFNB2, 0_STC2, 0_TBC1D1, 0_TFB1M]
(0.8815579221424018, 0.5) [0_EFNB2, 0_NDUFA4L2, 0_TBC1D1]
(0.8385951499572398, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.6404739815586169, 0.7071067811865476) [0_TPK1]
(0.2, 1.0) []
Features in hall of fame by prevalence:
48 features: [0_TBC1D1, 0_EFNB2, 0_NDUFA4L2, 0_TBC1D9B, 0_KHDRBS2, 0_EIF3CL, 0_EPHA3, 0_PDZK1IP1, 0_TFB1M, 0_ENOSF1, 0_STC2, 0_TRIM69, 0_AAMP, 0_ADCY8, 0_ADO, 0_APLP2, 0_ARPC5L, 0_B3GNTL1, 0_B4GALT6, 0_CFL2, 0_CHST10, 0_CNOT1, 0_CTBP2, 0_G6PD, 0_GBP1, 0_GGT1, 0_GJA4, 0_GTF3C5, 0_HERPUD1, 0_HSPA5, 0_KCNE3, 0_MRPL9, 0_MRPS10, 0_NAGPA, 0_NCKAP5L, 0_NT5DC2, 0_POLR2F, 0_PUS1, 0_RBM17, 0_SMOX, 0_SPRY4, 0_STK38, 0_TGFA, 0_THBS1, 0_TMED7-TICAM2, 0_TNPO1, 0_TPK1, 0_VEGFA]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
364 features: [0_TBC1D1, 0_EFNB2, 0_TBC1D9B, 0_NDUFA4L2, 0_KHDRBS2, 0_EPHA3, 0_EIF3CL, 0_PDZK1IP1, 0_TRIM69, 0_VEGFA, 0_TFB1M, 0_ENOSF1, 0_BCAS2, 0_STC2, 0_GBP1, 0_CHST10, 0_PUS1, 0_GJA4, 0_MRPL9, 0_GGT1, 0_NCKAP5L, 0_SQSTM1, 0_AAMP, 0_B3GNTL1, 0_DHCR7, 0_DOK1, 0_TPK1, 0_CFL2, 0_RAF1, 0_STIP1, 0_TNPO1, 0_MDH1B, 0_FAM13C, 0_PACS1, 0_SIK2, 0_DMXL1, 0_G6PD, 0_NTN1, 0_FOSL2, 0_KCNE4, 0_LEMD2, 0_PLCG2, 0_POLR2F, 0_TGFA, 0_ARPC5L, 0_ATP6AP2, 0_CNOT1, 0_HERPUD1, 0_PTK2B, 0_UAP1, 0_CARD11, 0_DCLK3, 0_GRPEL2, 0_HLA-DQB1, 0_KCNE3, 0_LSM6, 0_NSDHL, 0_PEX14, 0_SESTD1, 0_SPRY4, 0_THBS1, 0_VASP, 0_ABCF3, 0_ACTN4, 0_BPHL, 0_C17orf49, 0_CDK5RAP3, 0_CENPV, 0_DDX21, 0_DPM2, 0_DYNC2LI1, 0_EFNA1, 0_EMCN, 0_ENPP3, 0_EP400, 0_ESCO1, 0_IDS, 0_INTS8, 0_MAPK6, 0_MIS12, 0_NEK7, 0_PIP5K1A, 0_PKLR, 0_RPS6KB1, 0_RSL24D1, 0_SMARCA5, 0_SMOX, 0_SNRPC, 0_STK38, 0_TEK, 0_UBAP1, 0_ADCY8, 0_ADO, 0_ALCAM, 0_ANGPTL4, 0_APLP2, 0_AQP1, 0_ATP6V1B1, 0_C1orf54, 0_C6orf118, 0_CD9, 0_CTBP2, 0_CTDSPL2, 0_DAAM2, 0_DIS3, 0_DZIP3, 0_FAIM, 0_FAM53A, 0_FCN3, 0_FSTL3, 0_GBP4, 0_GMDS, 0_GPATCH1, 0_GRSF1, 0_IER3, 0_IFIT3, 0_JAK2, 0_KLF3, 0_LRP4, 0_MAFG, 0_MAGI2, 0_MRPS9, 0_NLGN1, 0_NOTCH3, 0_NT5DC2, 0_PDGFA, 0_PDIA5, 0_PDLIM2, 0_PIK3CB, 0_PIN1, 0_PLD2, 0_PLXDC1, 0_PLXNB1, 0_PRPF39, 0_PRRT3, 0_PSMD2, 0_RABAC1, 0_RBM17, 0_RBM42, 0_RBMXL1, 0_RGPD1, 0_SHE, 0_SLC44A3, 0_TBC1D14, 0_TMED7-TICAM2, 0_TMEM70, 0_ZDHHC17, 0_ZFR, 0_ZNF131, 0_ABTB2, 0_ACAD9, 0_ADA, 0_ADAM10, 0_ADCY3, 0_AK2, 0_ALG5, 0_ANKRD22, 0_APBB3, 0_APPL2, 0_ARL10, 0_ARMC10, 0_ASH1L, 0_ASPA, 0_ATF7IP, 0_ATP11A, 0_ATP13A3, 0_BAALC, 0_BARX2, 0_BAZ1A, 0_BDKRB1, 0_BMP2K, 0_BSDC1, 0_C9orf116, 0_CARD10, 0_CARD6, 0_CCDC102B, 0_CCNDBP1, 0_CCT6A, 0_CDH6, 0_CDHR5, 0_CDK11A, 0_CHCHD10, 0_CHD1L, 0_CHST3, 0_CLCN7, 0_CLK2, 0_COG1, 0_COPS7A, 0_COQ7, 0_COX11, 0_CREB3L4, 0_CRYAB, 0_CSF1R, 0_CSPG4, 0_CTBS, 0_CUL3, 0_CYB5B, 0_CYP2S1, 0_DALRD3, 0_DCAF12L2, 0_DDX1, 0_DKC1, 0_DLD, 0_DNMT3A, 0_DPY19L3, 0_DYRK2, 0_EGFR, 0_ELAC2, 0_ELF1, 0_ELOVL5, 0_ESD, 0_FAM122B, 0_FAM122C, 0_FAM161B, 0_FAM91A1, 0_FASTKD1, 0_FBXO21, 0_FBXO28, 0_FEM1B, 0_FGF9, 0_FHOD1, 0_FLII, 0_FOXS1, 0_FSD1L, 0_FUT11, 0_G3BP1, 0_GABARAPL1, 0_GATAD2A, 0_GLB1L, 0_GRB7, 0_GSTA1, 0_GTF3C5, 0_HAT1, 0_HGF, 0_HINT3, 0_HIPK3, 0_HLA-DQA1, 0_HNRNPA3, 0_HP, 0_HSPA5, 0_HSPA6, 0_HSPB1, 0_HSPBAP1, 0_ILF3, 0_INPP5A, 0_INTU, 0_IP6K2, 0_IQCK, 0_IRAK1, 0_ITGA3, 0_JMJD7-PLA2G4B, 0_JPH2, 0_JUN, 0_KCTD11, 0_KIF13B, 0_KRTAP27-1, 0_LARS2, 0_LIMA1, 0_LPCAT1, 0_LSM12, 0_LYRM7, 0_MAOB, 0_MAP3K8, 0_MAVS, 0_MCFD2, 0_MRPL39, 0_MRPL41, 0_MRPL46, 0_MRPS10, 0_MRPS30, 0_MTMR11, 0_MYOCD, 0_NAGPA, 0_NANOS2, 0_NCOA7, 0_NDOR1, 0_NDRG4, 0_NDUFS6, 0_NFIB, 0_NFIC, 0_NFRKB, 0_NR2C1, 0_NRF1, 0_NT5C, 0_NUDT5, 0_OXR1, 0_P4HA1, 0_PAK1IP1, 0_PATZ1, 0_PCDHGB4, 0_PCNP, 0_PDCL2, 0_PDK3, 0_PDZRN3, 0_PFKM, 0_PGM1, 0_PHF8, 0_PIAS1, 0_PLA2G15, 0_PLIN2, 0_PNPLA3, 0_POLR1E, 0_POMP, 0_POR, 0_PPFIBP2, 0_PPM1F, 0_PPP2CA, 0_PQBP1, 0_PRDM1, 0_PRR16, 0_PXK, 0_PXN, 0_RAB11FIP2, 0_RAB12, 0_RAB23, 0_RAB31, 0_RBBP7, 0_RBP5, 0_REXO2, 0_RNF220, 0_RPP38, 0_RPS23, 0_RSAD2, 0_SAP30, 0_SDHB, 0_SDHD, 0_SDSL, 0_SGTA, 0_SHPRH, 0_SLC15A4, 0_SLC23A2, 0_SLC25A24, 0_SLC35B4, 0_SLC38A2, 0_SNRNP48, 0_SNX10, 0_SNX33, 0_SPRY1, 0_SQLE, 0_STT3A, 0_SUMO4, 0_SUPT5H, 0_SYNGR3, 0_TARBP2, 0_TBC1D8B, 0_TGFBI, 0_TMED5, 0_TMED7, 0_TMEM116, 0_TMEM184C, 0_TNFRSF12A, 0_TPD52L1, 0_TPST2, 0_TSR1, 0_TTC9C, 0_TUBA1C, 0_UBA3, 0_UBE2H, 0_UQCRC2, 0_UTP3, 0_UXT, 0_ZBED4, 0_ZBTB10, 0_ZNF76]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
40 features: [0_TBC1D1, 0_EFNB2, 0_STC2, 0_VEGFA, 0_NDUFA4L2, 0_PLCG2, 0_TPK1, 0_NTN1, 0_EPHA3, 0_UAP1, 0_ADCY3, 0_ARL10, 0_ATP6V1B1, 0_CARD6, 0_COG1, 0_DYNC2LI1, 0_ENPP3, 0_FAM122B, 0_FAM122C, 0_FAM13C, 0_FLII, 0_GBP1, 0_GBP4, 0_GGT1, 0_GRPEL2, 0_KCNE3, 0_KCNE4, 0_LIMA1, 0_NFIC, 0_P4HA1, 0_PDZK1IP1, 0_PLXDC1, 0_PLXNB1, 0_PRR16, 0_RBMXL1, 0_SDSL, 0_SHPRH, 0_SPRY1, 0_SPRY4, 0_TEK]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
69 features: [0_TBC1D1, 0_EFNB2, 0_STC2, 0_VEGFA, 0_NDUFA4L2, 0_TPK1, 0_PLCG2, 0_NTN1, 0_FAM13C, 0_PDZK1IP1, 0_UAP1, 0_ENPP3, 0_KCNE4, 0_DYNC2LI1, 0_EPHA3, 0_PLXNB1, 0_TBC1D9B, 0_TEK, 0_ADCY3, 0_ADM, 0_ALG5, 0_APBA3, 0_ARL10, 0_ATP6V1B1, 0_C1orf43, 0_CADM4, 0_CARD6, 0_CD9, 0_CLPB, 0_COG1, 0_CYB5B, 0_DAAM2, 0_FAM122B, 0_FAM122C, 0_FAM135A, 0_FLII, 0_GBP1, 0_GBP4, 0_GGH, 0_GGT1, 0_GLB1L, 0_GRB7, 0_GRPEL2, 0_KCNE3, 0_LDB2, 0_LIMA1, 0_MAVS, 0_NFIC, 0_NOTCH3, 0_P4HA1, 0_PCDHB4, 0_PDIA5, 0_PKNOX2, 0_PLXDC1, 0_PPM1F, 0_PRDM1, 0_PRR16, 0_RBMXL1, 0_RNASE3, 0_RPN1, 0_SDSL, 0_SEC31A, 0_SHPRH, 0_SLC13A3, 0_SPRY1, 0_SPRY4, 0_STC1, 0_TBC1D14, 0_TFB1M]
