
OPTIMIZING ON FOLD NUMBER 7
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5898
Features active in total: 5898
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 40
Generations completed = 79
Generations completed = 101
Generations completed = 116
Generations completed = 130
Generations completed = 144
Generations completed = 158
Generations completed = 172
Generations completed = 193
Generations completed = 225
Generations completed = 255
Generations completed = 290
Generations completed = 327
Generations completed = 363
Generations completed = 399
Generations completed = 435
Generations completed = 471
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9372707110175706, 0.31622776601683794) 9 features: [0_ATP6V1B1, 0_BAIAP2L2, 0_ETHE1, 0_GTF2H1, 0_PHKA2, 0_RBM17, 0_SPOCK2, 0_SQSTM1, 0_VDAC1]
(0.9341668289273217, 0.3333333333333333) 8 features: [0_ACVR2A, 0_ATP6V1B1, 0_GTF2H1, 0_PAPSS2, 0_PHKA2, 0_RBM17, 0_S100A1, 0_SQSTM1]
(0.9285652649629135, 0.3535533905932738) 7 features: [0_ATP6V1B1, 0_BAIAP2L2, 0_GTF2H1, 0_NDUFA4L2, 0_RBM17, 0_S100A1, 0_SQSTM1]
(0.9191038337330577, 0.3779644730092272) 6 features: [0_BAIAP2L2, 0_NDUFA4L2, 0_PAPSS2, 0_PCYOX1, 0_SPOCK2, 0_SQSTM1]
(0.912551616991913, 0.408248290463863) 5 features: [0_CFB, 0_DYNC2LI1, 0_FGFR4, 0_NDUFA4L2, 0_SQSTM1]
(0.912551616991913, 0.408248290463863) 5 features: [0_ALG3, 0_BAIAP2L2, 0_DYNC2LI1, 0_NDUFA4L2, 0_SPOCK2]
(0.902174505805904, 0.4472135954999579) 4 features: [0_BAIAP2L2, 0_DYNC2LI1, 0_NDUFA4L2, 0_SPOCK2]
(0.8798678148567497, 0.5) [0_DYNC2LI1, 0_PLCG2, 0_SAP30]
(0.8104533303243258, 0.5773502691896257) [0_CA9, 0_PLCG2]
(0.7012336212294996, 0.7071067811865476) [0_TPK1]
(0.2, 1.0) []
Features in hall of fame by prevalence:
64 features: [0_BAIAP2L2, 0_SQSTM1, 0_GTF2H1, 0_RBM17, 0_SPOCK2, 0_ATP6V1B1, 0_NDUFA4L2, 0_PHKA2, 0_S100A1, 0_DYNC2LI1, 0_VDAC1, 0_PAPSS2, 0_L3MBTL3, 0_PLCG2, 0_PPP2R2A, 0_ACSL6, 0_ACVR2A, 0_ALG3, 0_AXIN2, 0_BMF, 0_BSDC1, 0_C1orf43, 0_C3orf38, 0_CA9, 0_CCNDBP1, 0_CFB, 0_CHRNB1, 0_COL9A3, 0_CRHBP, 0_CTAGE6, 0_CX3CL1, 0_CYLD, 0_DBNL, 0_DCTN1, 0_DDO, 0_DDX47, 0_DNMT3L, 0_ERCC6L, 0_ETHE1, 0_F2RL1, 0_FABP7, 0_FAM189A2, 0_FAM53C, 0_FANCE, 0_FGFR4, 0_IVD, 0_KCNE4, 0_LRRC24, 0_MAGED2, 0_NPRL2, 0_P4HA1, 0_PCDHGB2, 0_PCMTD2, 0_PCYOX1, 0_PTPN1, 0_PUM1, 0_RAPGEF3, 0_RFXANK, 0_RILPL2, 0_RPL21, 0_SAP30, 0_SERPINA4, 0_STC2, 0_TPK1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
390 features: [0_NDUFA4L2, 0_SQSTM1, 0_RBM17, 0_ATP6V1B1, 0_GTF2H1, 0_SPOCK2, 0_BAIAP2L2, 0_S100A1, 0_PHKA2, 0_DYNC2LI1, 0_VDAC1, 0_TBC1D1, 0_CFB, 0_PLCG2, 0_FGFR4, 0_DDX47, 0_L3MBTL3, 0_FABP7, 0_PCYOX1, 0_PPP2R2A, 0_BMF, 0_CRHBP, 0_CX3CL1, 0_ELF1, 0_PDK4, 0_RPL23, 0_PLEKHA2, 0_SAP30, 0_CTAGE6, 0_KCNE4, 0_CCNDBP1, 0_FAM53C, 0_IVD, 0_PCMTD2, 0_SERPINA4, 0_ACVR2A, 0_FAM189A2, 0_C1orf43, 0_C3orf38, 0_PCDHGB2, 0_PLA2G4C, 0_BCL10, 0_BSDC1, 0_CHRNB1, 0_DNMT3L, 0_LAMB1, 0_MAGED2, 0_PTPN1, 0_NPRL2, 0_P4HA1, 0_PAPSS2, 0_PTGER4, 0_SYNGR2, 0_AKR1C3, 0_ANKZF1, 0_C17orf49, 0_COL9A3, 0_CYFIP2, 0_ENPP3, 0_ETHE1, 0_GRAMD1B, 0_LDB2, 0_MDFIC, 0_NTN1, 0_PVR, 0_SLC10A3, 0_THYN1, 0_ACE2, 0_ANKRD22, 0_BMI1, 0_GGTLC2, 0_ITGA2, 0_MKS1, 0_MLPH, 0_MLX, 0_MVP, 0_OTP, 0_PUM1, 0_PXN, 0_RAPGEF3, 0_ZMAT2, 0_ATF7IP2, 0_ATP6V0A1, 0_AXIN2, 0_BCL2L10, 0_CA9, 0_CCDC68, 0_CYLD, 0_DCTN1, 0_DDO, 0_DGKA, 0_DIDO1, 0_EGR4, 0_EIF2S2, 0_ERCC6L, 0_ETV5, 0_F2RL1, 0_FANCE, 0_GLT8D1, 0_GTF3C5, 0_IQCG, 0_LGALS3, 0_NDUFAF2, 0_NOSTRIN, 0_PCTP, 0_RACGAP1, 0_RILPL2, 0_RPL21, 0_SLFN5, 0_STC2, 0_TCTN1, 0_THUMPD2, 0_TMPRSS2, 0_ZFPM2, 0_ZNF575, 0_APOBEC3G, 0_APOO, 0_ARNT, 0_ATAD3B, 0_BDH1, 0_C3orf18, 0_C6orf62, 0_CAND2, 0_CAPZB, 0_CP, 0_DCTN5, 0_DDR1, 0_DDX10, 0_DNAJB9, 0_ELK3, 0_EPS8, 0_FADS1, 0_FAM53A, 0_GATM, 0_GIMAP8, 0_HSPE1, 0_ISYNA1, 0_ITSN1, 0_KRT19, 0_LARS2, 0_LPCAT1, 0_MAN2A1, 0_MOGS, 0_MRPL3, 0_MYO1B, 0_N4BP1, 0_NDUFB2, 0_NKIRAS1, 0_OGDHL, 0_PDCD2, 0_PNPO, 0_POLG, 0_PTPRJ, 0_RAB6B, 0_RFXANK, 0_RNF19A, 0_RTN4IP1, 0_SBK2, 0_SDSL, 0_SLC25A22, 0_SORBS1, 0_STC1, 0_SURF6, 0_TCF4, 0_TEK, 0_TFB1M, 0_TMED7-TICAM2, 0_TMEM47, 0_TPK1, 0_UBE2M, 0_ABCF2, 0_ABHD14B, 0_ACAT2, 0_ACSL6, 0_ADAM10, 0_ADPGK, 0_AFP, 0_AIMP2, 0_ALG10, 0_ALKBH4, 0_ANK2, 0_APEH, 0_APRT, 0_ARHGAP32, 0_ARL10, 0_ASRGL1, 0_ATP13A1, 0_ATP6V1D, 0_BCAP31, 0_BTRC, 0_CA12, 0_CAND1, 0_CAPNS1, 0_CASP8, 0_CAV1, 0_CBLB, 0_CBLC, 0_CCT2, 0_CDH6, 0_CDHR2, 0_COG8, 0_COQ4, 0_COX5A, 0_COX6A1, 0_CPSF2, 0_CREBBP, 0_CSNK1E, 0_CTSC, 0_DAAM2, 0_DAB2, 0_DBNL, 0_DHRS1, 0_DHX16, 0_DHX29, 0_DMXL1, 0_DNA2, 0_DNAJB2, 0_DNAJC16, 0_DNAJC18, 0_DNAJC8, 0_ECHS1, 0_EFS, 0_EHBP1, 0_EIF3F, 0_EIF5A2, 0_ELMOD2, 0_EXD3, 0_EXTL3, 0_EYA4, 0_FAM122B, 0_FAM13C, 0_FAM160B2, 0_FBXL2, 0_FBXW7, 0_FLRT3, 0_FOS, 0_FZD1, 0_G6PD, 0_GABARAPL1, 0_GAS1, 0_GBP5, 0_GGTA1, 0_GLRX, 0_GLRX5, 0_GM2A, 0_GMIP, 0_GPHN, 0_GPIHBP1, 0_GRPEL2, 0_GSTK1, 0_GTF2E2, 0_GYG1, 0_HGF, 0_HLA-DMA, 0_HMGCR, 0_HMGN2, 0_HMGXB4, 0_HTR2B, 0_IKBKE, 0_ITGA3, 0_JAK2, 0_KCNE3, 0_KCNK10, 0_KIAA1522, 0_KLHL36, 0_KLHL5, 0_LARP4B, 0_LAS1L, 0_LCA5, 0_LEFTY2, 0_LGI4, 0_LILRB5, 0_LIN54, 0_LRRC24, 0_LSM2, 0_LYSMD4, 0_MACROD2, 0_MAFB, 0_MAGEE1, 0_MAP3K8, 0_MAPK8, 0_MCRS1, 0_MRPL33, 0_MRPS25, 0_MRPS7, 0_MSRB3, 0_MTA3, 0_MYL6, 0_NCAM2, 0_NCL, 0_NDUFA9, 0_NDUFB3, 0_NDUFV1, 0_NEDD1, 0_NGEF, 0_NIF3L1, 0_NLK, 0_NNT, 0_NR3C2, 0_NRIP1, 0_NSL1, 0_PABPN1, 0_PAM, 0_PCDHB7, 0_PCDHGA12, 0_PCDHGB6, 0_PDCL2, 0_PDK2, 0_PDLIM2, 0_PDZK1, 0_PHB2, 0_PIBF1, 0_PKNOX1, 0_PNKD, 0_POLR3H, 0_PPAN-P2RY11, 0_PROM1, 0_PSKH1, 0_PTAFR, 0_PTPN7, 0_RABGGTA, 0_RALY, 0_RANBP9, 0_RAP1GAP, 0_RAP1GDS1, 0_RB1, 0_RCOR1, 0_REEP6, 0_REM1, 0_RIN3, 0_RNF149, 0_RPA2, 0_RPRD1A, 0_RPS14, 0_RPS9, 0_RRAGD, 0_RSL24D1, 0_RUNX1, 0_S1PR1, 0_SAAL1, 0_SAP30L, 0_SAT1, 0_SCARB1, 0_SCARB2, 0_SEC31A, 0_SERAC1, 0_SERPINA6, 0_SF1, 0_SH2D4A, 0_SIAH1, 0_SLC13A5, 0_SLC20A1, 0_SLC27A4, 0_SLC37A4, 0_SLC43A2, 0_SMURF2, 0_SNAPIN, 0_SNRNP70, 0_STAB1, 0_STK36, 0_STRN3, 0_STX18, 0_STXBP5, 0_TBC1D14, 0_TCERG1, 0_TESC, 0_THAP7, 0_TIMM17B, 0_TMTC1, 0_TNFSF13B, 0_TNS1, 0_TRIM17, 0_TRIM25, 0_TRIM26, 0_TXNDC11, 0_UACA, 0_UPK1B, 0_VIM, 0_VPS11, 0_VPS53, 0_XPA, 0_XPO1, 0_YAP1, 0_ZBTB5, 0_ZDHHC3, 0_ZMYND8, 0_ZNF219, 0_ZNF24, 0_ZNF3, 0_ZNF853]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
32 features: [0_PLCG2, 0_DYNC2LI1, 0_TBC1D1, 0_NDUFA4L2, 0_ATP6V1B1, 0_PHKA2, 0_SQSTM1, 0_SAP30, 0_CFB, 0_FABP7, 0_NTN1, 0_CA9, 0_TPK1, 0_APEH, 0_CAV1, 0_CP, 0_DAAM2, 0_ENPP3, 0_GIMAP8, 0_KCNE3, 0_LARS2, 0_LDB2, 0_LPCAT1, 0_MKS1, 0_P4HA1, 0_PCYOX1, 0_RAP1GAP, 0_SPOCK2, 0_STC1, 0_TCTN1, 0_TEK, 0_TMPRSS2]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
56 features: [0_PLCG2, 0_TBC1D1, 0_NDUFA4L2, 0_DYNC2LI1, 0_PHKA2, 0_SQSTM1, 0_ATP6V1B1, 0_SAP30, 0_CFB, 0_SPOCK2, 0_AKR1C3, 0_FABP7, 0_NTN1, 0_KRT19, 0_LDB2, 0_MKS1, 0_BAIAP2L2, 0_CA9, 0_DGKA, 0_ENPP3, 0_GIMAP8, 0_LGI4, 0_P4HA1, 0_STC1, 0_TCF4, 0_TEK, 0_TMPRSS2, 0_TMTC1, 0_TPK1, 0_AIMP2, 0_APEH, 0_APOO, 0_C1orf43, 0_CAV1, 0_CP, 0_CRHBP, 0_DAAM2, 0_DAB2, 0_EIF5A2, 0_FBXL2, 0_FGFR4, 0_G6PD, 0_GTF2H1, 0_KCNE3, 0_LARS2, 0_LPCAT1, 0_NDUFA9, 0_PCYOX1, 0_PSKH1, 0_RAP1GAP, 0_SLC25A22, 0_SLC27A4, 0_TCTN1, 0_TNS1, 0_UPK1B, 0_VDAC1]
