
OPTIMIZING ON FOLD NUMBER 6
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 41
Generations completed = 82
Generations completed = 105
Generations completed = 121
Generations completed = 135
Generations completed = 149
Generations completed = 163
Generations completed = 178
Generations completed = 199
Generations completed = 230
Generations completed = 262
Generations completed = 298
Generations completed = 334
Generations completed = 371
Generations completed = 408
Generations completed = 444
Generations completed = 481
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.8688466884517396, 0.5) [0_HUNK, 0_SQSTM1, 0_VEGFA]
(0.8160065606106602, 0.5773502691896257) [0_AKR1C3, 0_VEGFA]
(0.6969561134205766, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
28 features: [0_EMCN, 0_ANGPTL4, 0_NLGN1, 0_SQSTM1, 0_CACNA1H, 0_CANX, 0_AKR1C3, 0_LGI4, 0_LTBP2, 0_SPOCK2, 0_VEGFA, 0_C1orf43, 0_HUNK, 0_NECAB3, 0_PDZK1IP1, 0_TBC1D9B, 0_ANXA3, 0_CDK18, 0_GIMAP2, 0_HCCS, 0_KCNS3, 0_LDB2, 0_NPHP1, 0_PLCG2, 0_PLTP, 0_TRIOBP, 0_UBE2E1, 0_ZBED4]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
293 features: [0_ANGPTL4, 0_EMCN, 0_SQSTM1, 0_NLGN1, 0_CACNA1H, 0_CANX, 0_NECAB3, 0_SPOCK2, 0_LTBP2, 0_LGI4, 0_AKR1C3, 0_TBC1D9B, 0_HUNK, 0_C1orf43, 0_VEGFA, 0_LDB2, 0_PDZK1IP1, 0_ZBED4, 0_TRIOBP, 0_UPK1B, 0_NAGA, 0_MET, 0_HCCS, 0_PLCG2, 0_EFNB2, 0_PLTP, 0_RANBP3L, 0_MAFB, 0_VRK1, 0_CRYZ, 0_CDK18, 0_BBC3, 0_FN3KRP, 0_IL15, 0_KIAA1328, 0_SLC26A11, 0_DACT1, 0_NPHP1, 0_CNDP2, 0_EDAR, 0_GIMAP2, 0_MDC1, 0_ACAD9, 0_COX6B1, 0_FGF9, 0_SHISA5, 0_SMURF2, 0_TBC1D1, 0_ZNF382, 0_AP1B1, 0_ATP6V1B1, 0_EIF3B, 0_EXOC6B, 0_FRAT1, 0_LDHD, 0_MCL1, 0_PLEKHA7, 0_PRKG1, 0_RNF141, 0_SETD7, 0_SYNGR3, 0_TMPRSS2, 0_UAP1, 0_ZBTB44, 0_AACS, 0_ACIN1, 0_ARMCX1, 0_ATIC, 0_CLINT1, 0_ENPP3, 0_ERBB4, 0_ETNK2, 0_FAM136A, 0_FOXP2, 0_GTPBP3, 0_HPCAL1, 0_KIF13B, 0_LRSAM1, 0_MPRIP, 0_NAB2, 0_NOP2, 0_NTN1, 0_SUCLG2, 0_TBC1D16, 0_TCF4, 0_TEK, 0_TRIM22, 0_TTC17, 0_UBE2E1, 0_UBR3, 0_ZFPM2, 0_ARID5A, 0_ATG4D, 0_BAD, 0_CA9, 0_CAD, 0_CAP1, 0_CHKA, 0_COX4I1, 0_CPNE5, 0_ENPP5, 0_EXOC7, 0_EZH2, 0_GLRX5, 0_GTF3C1, 0_HMBS, 0_HPS4, 0_ITFG1, 0_IWS1, 0_KCNS3, 0_KIAA1143, 0_KIF21A, 0_LAS1L, 0_MAP2K1, 0_MFSD6, 0_PDCD11, 0_PFKM, 0_PLIN2, 0_PRKAB1, 0_RNF123, 0_S1PR1, 0_SPP1, 0_ST8SIA5, 0_STAP2, 0_STXBP5, 0_SUFU, 0_TAB1, 0_TADA3, 0_TBC1D14, 0_THUMPD3, 0_TOPBP1, 0_WDR7, 0_ZDHHC3, 0_ZFAND3, 0_ZNF83, 0_ZSCAN29, 0_ACTR3, 0_ACTR3B, 0_AIMP1, 0_ANKRD49, 0_ANLN, 0_ANPEP, 0_ANXA11, 0_ANXA3, 0_ANXA4, 0_AP2A1, 0_ARGLU1, 0_ARHGAP18, 0_ARHGAP6, 0_ARNT2, 0_ASMTL, 0_ASPSCR1, 0_BAP1, 0_BARX2, 0_BCHE, 0_BCKDHA, 0_BGN, 0_BRIP1, 0_BRMS1, 0_BUB3, 0_C5orf24, 0_CA1, 0_CBLB, 0_CCDC125, 0_CD9, 0_CDC14A, 0_CLIP2, 0_CNN3, 0_COX8A, 0_CP, 0_CPSF2, 0_DAXX, 0_DCAF11, 0_DDX59, 0_DEAF1, 0_DTX4, 0_DYNC2LI1, 0_EEFSEC, 0_EID1, 0_ELAC2, 0_ELMOD2, 0_ENPEP, 0_ENPP4, 0_ESRRA, 0_FBXO33, 0_FBXO6, 0_FRAS1, 0_FXYD2, 0_GJA4, 0_GNRH1, 0_GOT2, 0_GPS2, 0_GTPBP1, 0_GUF1, 0_HECTD1, 0_HERPUD1, 0_HNRNPA2B1, 0_HPCA, 0_ICA1L, 0_ICAM1, 0_ICOSLG, 0_IDH3B, 0_IDH3G, 0_INPP5A, 0_IP6K1, 0_IRF2BP1, 0_ISCU, 0_ITIH5, 0_KIAA1958, 0_KRBA1, 0_LAMB2, 0_LBP, 0_LBR, 0_LILRB5, 0_LRP2, 0_LSM12, 0_LSM14A, 0_LYPLAL1, 0_MECOM, 0_MLF2, 0_MLYCD, 0_MRPL16, 0_MRPL42, 0_MTAP, 0_MYO3B, 0_NCALD, 0_NEK8, 0_NFRKB, 0_NOL7, 0_NOSTRIN, 0_NPTN, 0_NUDT1, 0_NUP62, 0_ORM1, 0_OTUD6B, 0_PDLIM1, 0_PGK1, 0_PHF10, 0_PIK3R3, 0_PLD2, 0_PLEC, 0_PLEKHG1, 0_POM121, 0_PREX2, 0_PSMD1, 0_PTPN9, 0_RAB11FIP4, 0_RNF19B, 0_RPA2, 0_SAP30L, 0_SAR1A, 0_SART3, 0_SCML4, 0_SECISBP2L, 0_SFT2D2, 0_SFXN2, 0_SHARPIN, 0_SIAH2, 0_SIM2, 0_SLC13A3, 0_SLC16A4, 0_SLC35B3, 0_SLC6A12, 0_SLC9A2, 0_SMPD3, 0_SNRPB, 0_SNX2, 0_SPAG16, 0_SPARC, 0_STARD4, 0_STAU2, 0_STOM, 0_SYS1, 0_TAF10, 0_TDRD3, 0_TMCC2, 0_TMEM176A, 0_TMEM88, 0_TNFAIP8L3, 0_TNFRSF6B, 0_TOMM40, 0_TUSC3, 0_UBLCP1, 0_UBTF, 0_UCP3, 0_VKORC1L1, 0_WDR18, 0_WDR33, 0_WDR53, 0_XPR1, 0_ZFYVE27, 0_ZHX2, 0_ZNF689]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
37 features: [0_PLCG2, 0_VEGFA, 0_LDB2, 0_AKR1C3, 0_ANGPTL4, 0_SQSTM1, 0_EMCN, 0_LGI4, 0_NECAB3, 0_HCCS, 0_SPOCK2, 0_TBC1D1, 0_UPK1B, 0_ATP6V1B1, 0_EFNB2, 0_NLGN1, 0_TCF4, 0_ATG4D, 0_BARX2, 0_CA9, 0_CDK18, 0_ENPP3, 0_FGF9, 0_GJA4, 0_GLRX5, 0_HPCAL1, 0_HUNK, 0_NOSTRIN, 0_NTN1, 0_PFKM, 0_PLIN2, 0_RANBP3L, 0_S1PR1, 0_ST8SIA5, 0_SYNGR3, 0_TEK, 0_UAP1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
52 features: [0_VEGFA, 0_AKR1C3, 0_PLCG2, 0_LDB2, 0_ANGPTL4, 0_EMCN, 0_SQSTM1, 0_UPK1B, 0_HCCS, 0_EFNB2, 0_NLGN1, 0_LGI4, 0_NECAB3, 0_NPHP1, 0_TBC1D1, 0_TCF4, 0_ATP6V1B1, 0_BBC3, 0_CDK18, 0_FGF9, 0_RANBP3L, 0_SPOCK2, 0_ENPP3, 0_TEK, 0_TMPRSS2, 0_UAP1, 0_ATG4D, 0_BAALC, 0_BARX2, 0_C1orf43, 0_CA9, 0_DTX4, 0_FBXO33, 0_FCN3, 0_GJA4, 0_GLRX5, 0_GRPEL2, 0_HPCAL1, 0_HUNK, 0_KRBA1, 0_NOSTRIN, 0_NTN1, 0_PFKM, 0_PLIN2, 0_S1PR1, 0_SLC15A4, 0_SLC25A38, 0_SREBF2, 0_ST8SIA5, 0_SYNGR3, 0_TUSC3, 0_ZDHHC3]
