
OPTIMIZING ON FOLD NUMBER 1
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5891
Features active in total: 5891
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 107
PRCC T2: 46
ccRCC: 323
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 42
Generations completed = 82
Generations completed = 106
Generations completed = 122
Generations completed = 137
Generations completed = 152
Generations completed = 166
Generations completed = 180
Generations completed = 200
Generations completed = 232
Generations completed = 263
Generations completed = 299
Generations completed = 336
Generations completed = 374
Generations completed = 410
Generations completed = 446
Generations completed = 482
   	     	         	        	   type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	-------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
(0.9337102992462258, 0.3333333333333333) 8 features: [0_AKR1C3, 0_CDHR2, 0_CRHBP, 0_EI24, 0_HUNK, 0_NDUFA4L2, 0_RBM17, 0_TRIOBP]
(0.9237896105770609, 0.3535533905932738) 7 features: [0_AKR1C3, 0_CCDC68, 0_CRHBP, 0_HUNK, 0_MMP14, 0_NDUFA4L2, 0_TRIOBP]
(0.9188013289879866, 0.3779644730092272) 6 features: [0_AKR1C3, 0_CDKN1C, 0_HUNK, 0_NDUFA4L2, 0_RAD18, 0_TRIOBP]
(0.8991895614069815, 0.408248290463863) 5 features: [0_AKR1C3, 0_CRHBP, 0_NDUFA4L2, 0_ST8SIA5, 0_TRIOBP]
(0.8883721002831191, 0.4472135954999579) 4 features: [0_CDKN1C, 0_S1PR1, 0_ST8SIA5, 0_STC2]
(0.8790974210199003, 0.5) [0_ATP6V1B1, 0_CSDE1, 0_STC2]
(0.8369983375227132, 0.5773502691896257) [0_STC2, 0_TBC1D1]
(0.6807849879609198, 0.7071067811865476) [0_PLCG2]
(0.2, 1.0) []
Features in hall of fame by prevalence:
37 features: [0_AKR1C3, 0_TRIOBP, 0_HUNK, 0_RBM17, 0_NDUFA4L2, 0_CCDC68, 0_CRHBP, 0_CSDE1, 0_CA9, 0_GK5, 0_LGI4, 0_SQSTM1, 0_CDKN1C, 0_HESX1, 0_SEC31A, 0_STC2, 0_BSDC1, 0_CLPB, 0_GLRX5, 0_MTPAP, 0_PCDHGA2, 0_SMYD3, 0_ST8SIA5, 0_SVIL, 0_UBE2L3, 0_APOO, 0_ATP6V1B1, 0_BLOC1S3, 0_CDC42BPB, 0_CDHR2, 0_EI24, 0_GLB1L, 0_MMP14, 0_PLCG2, 0_RAD18, 0_S1PR1, 0_TBC1D1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
374 features: [0_TRIOBP, 0_AKR1C3, 0_HUNK, 0_NDUFA4L2, 0_RBM17, 0_CA9, 0_SQSTM1, 0_CSDE1, 0_LGI4, 0_CRHBP, 0_CCDC68, 0_GK5, 0_CDKN1C, 0_HESX1, 0_UBE2L3, 0_ST8SIA5, 0_CLPB, 0_STC2, 0_SEC31A, 0_SMYD3, 0_S1PR1, 0_PCDHGA2, 0_FGF9, 0_SVIL, 0_BSDC1, 0_MTPAP, 0_PLCG2, 0_RPS17, 0_ATP6V1B1, 0_GLRX5, 0_APOO, 0_EXOSC4, 0_HLA-DQB1, 0_TBC1D1, 0_UPK1B, 0_DNAJB9, 0_SLC25A42, 0_KIF9, 0_UGT1A6, 0_ABR, 0_CDR2L, 0_PRRT3, 0_ABHD3, 0_CARD6, 0_CHRDL1, 0_FBXL14, 0_SLC12A7, 0_ATP6V1A, 0_CTSF, 0_DDX59, 0_EIF3D, 0_ISOC2, 0_RILPL1, 0_SLC23A2, 0_CIR1, 0_EI24, 0_GLB1L, 0_MAP2K5, 0_PMPCB, 0_TRPT1, 0_VIPR2, 0_ABCA1, 0_FZD1, 0_GTF2I, 0_HSF1, 0_HSPA1B, 0_INPP5A, 0_LATS1, 0_MAP2K7, 0_NOL3, 0_PSKH1, 0_SPATA13, 0_ST8SIA2, 0_TMPRSS2, 0_TNFRSF10B, 0_WBP2, 0_BCL2, 0_CDC42BPB, 0_CDHR2, 0_COMMD8, 0_COX18, 0_CP, 0_DUT, 0_ENOPH1, 0_KIAA1755, 0_LYSMD2, 0_MAD2L2, 0_MGAM, 0_MLX, 0_MMP14, 0_MRPS24, 0_NELL1, 0_PCK1, 0_RNF31, 0_TERF2IP, 0_VPS36, 0_WSCD2, 0_WT1, 0_ZNHIT3, 0_ACAT1, 0_ACY3, 0_ADCY2, 0_AMIGO1, 0_ANO10, 0_ARPC5L, 0_B3GAT3, 0_BAALC, 0_CAPNS1, 0_CHST6, 0_CLTA, 0_CNTN5, 0_COX4I1, 0_CRTC3, 0_DHODH, 0_DMXL1, 0_DPY30, 0_DTNBP1, 0_EIF2S3, 0_EIF3CL, 0_ENPP3, 0_ERCC1, 0_FADS1, 0_FKBP4, 0_FRK, 0_GIPC2, 0_GMDS, 0_GOLGB1, 0_GRTP1, 0_KIF13B, 0_KLC1, 0_LDB2, 0_LYPLAL1, 0_NCEH1, 0_NDUFA4, 0_NDUFC2, 0_NEURL1B, 0_NPTN, 0_NQO2, 0_NUDT9, 0_OXNAD1, 0_P2RX6, 0_PCDHGA4, 0_PCMTD2, 0_PCYT1A, 0_PGAM2, 0_PGPEP1, 0_PREX2, 0_PSMA3, 0_RAB5A, 0_RRP8, 0_SLC29A3, 0_SLC9A2, 0_SUN1, 0_TDRD5, 0_TPD52, 0_TRIM5, 0_UBE2E3, 0_ZFP91, 0_ACOT8, 0_ACTN4, 0_ADCY8, 0_ADD3, 0_AFP, 0_AKAP8, 0_ALDH4A1, 0_ALG9, 0_AMBRA1, 0_AMN, 0_ANXA1, 0_ANXA9, 0_APLP2, 0_ARHGAP18, 0_ATN1, 0_BAMBI, 0_BBX, 0_BCAP31, 0_BDH2, 0_BLOC1S3, 0_C5orf46, 0_C9orf116, 0_CA12, 0_CCDC152, 0_CCDC25, 0_CCDC47, 0_CCDC59, 0_CCDC88C, 0_CCNG2, 0_CCPG1, 0_CCT7, 0_CD53, 0_CDC16, 0_CDC42EP3, 0_CECR2, 0_CHD9, 0_CHURC1, 0_CKAP5, 0_CNDP2, 0_CNTN2, 0_COX6B1, 0_COX7C, 0_CXXC5, 0_CYHR1, 0_DACH2, 0_DAPK1, 0_DDX18, 0_DERL1, 0_DERL2, 0_DEXI, 0_DIAPH1, 0_DTNA, 0_EDIL3, 0_EFNB2, 0_EIF2B2, 0_EPHX2, 0_ESYT2, 0_ETNK2, 0_EXOC7, 0_FABP3, 0_FAM160A2, 0_FANCG, 0_FASTKD5, 0_FCHSD1, 0_FGB, 0_FGD6, 0_FNIP2, 0_GBA, 0_GGTA1, 0_GGTLC2, 0_GLOD5, 0_GLYCTK, 0_GNA12, 0_GNAT1, 0_GOLGA4, 0_GPI, 0_GPRIN2, 0_GYG1, 0_HDAC8, 0_HFE, 0_HHLA2, 0_HM13, 0_HNRNPL, 0_HPCA, 0_HPCAL1, 0_HPS3, 0_HSPBP1, 0_HSPE1, 0_HSPG2, 0_HTR3B, 0_IDI1, 0_IFNB1, 0_ISCU, 0_JAG2, 0_JAKMIP2, 0_KLF3, 0_KYNU, 0_LCA5, 0_LENG8, 0_LIMA1, 0_LIME1, 0_LNX2, 0_LPIN2, 0_MAP2, 0_MARCKS, 0_MAVS, 0_MCRS1, 0_MDH1B, 0_MECOM, 0_MEF2D, 0_METTL7B, 0_MPST, 0_MRPS18B, 0_MRPS2, 0_MRPS25, 0_MRPS28, 0_MTX2, 0_MYO1B, 0_NCOA7, 0_NDUFS3, 0_NLGN1, 0_NLN, 0_NMB, 0_NMT2, 0_NNT, 0_NOLC1, 0_OTUB1, 0_PAGE4, 0_PAK1, 0_PANK2, 0_PDCD10, 0_PDCD5, 0_PDK1, 0_PDS5A, 0_PHC2, 0_PHKA2, 0_PKN2, 0_PLCE1, 0_PLCL1, 0_PLD2, 0_PLEKHA7, 0_PODNL1, 0_PRMT5, 0_PRODH2, 0_PTAFR, 0_PYGL, 0_RAB11FIP5, 0_RAD18, 0_RAD23B, 0_RAPGEF3, 0_RASD2, 0_RBBP8, 0_RBM7, 0_RIMS2, 0_RIT1, 0_RNASE3, 0_RPL27, 0_RPL41, 0_RPS10, 0_RPS25, 0_RPUSD1, 0_S100A1, 0_SAR1A, 0_SBNO1, 0_SBNO2, 0_SCARB1, 0_SET, 0_SF3A2, 0_SFXN5, 0_SLC12A2, 0_SLC16A4, 0_SLC17A4, 0_SLC25A5, 0_SMC3, 0_SMC5, 0_SNRPD1, 0_SNX21, 0_SRPK1, 0_SRRM1, 0_SSX2IP, 0_STC1, 0_STOML1, 0_SYNGR3, 0_TAF5, 0_TAF7, 0_TAP2, 0_THAP2, 0_THOC2, 0_TMEM176A, 0_TMEM229B, 0_TMEM50B, 0_TP53BP1, 0_TPD52L2, 0_TPK1, 0_TSNAX, 0_TSPYL2, 0_TTC30A, 0_TXN2, 0_UBE2Z, 0_UBXN7, 0_UBXN8, 0_UNC5B, 0_UQCRC2, 0_VAC14, 0_VRK1, 0_WAS, 0_WDR18, 0_YWHAB, 0_ZBTB5, 0_ZFC3H1, 0_ZMYM4, 0_ZMYND19, 0_ZNF131, 0_ZNF251, 0_ZNF3, 0_ZNF763]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
40 features: [0_STC2, 0_PLCG2, 0_NDUFA4L2, 0_FGF9, 0_S1PR1, 0_ST8SIA5, 0_TBC1D1, 0_ATP6V1B1, 0_FZD1, 0_AKR1C3, 0_ATP6V1A, 0_CRHBP, 0_CSDE1, 0_TMPRSS2, 0_TRIOBP, 0_UGT1A6, 0_ANXA9, 0_BAALC, 0_CA9, 0_CDKN1C, 0_CP, 0_EFNB2, 0_ENPP3, 0_HPCAL1, 0_HSPG2, 0_KIF13B, 0_LDB2, 0_LGI4, 0_MAP2K5, 0_METTL7B, 0_NELL1, 0_NEURL1B, 0_NNT, 0_NPTN, 0_PREX2, 0_RASD2, 0_SLC9A2, 0_SQSTM1, 0_STC1, 0_TMEM176A]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
62 features: [0_STC2, 0_PLCG2, 0_FGF9, 0_ST8SIA5, 0_NDUFA4L2, 0_S1PR1, 0_TBC1D1, 0_ATP6V1B1, 0_TRIOBP, 0_CA9, 0_AKR1C3, 0_ATP6V1A, 0_FZD1, 0_LDB2, 0_UPK1B, 0_CRHBP, 0_CSDE1, 0_NELL1, 0_SQSTM1, 0_TMPRSS2, 0_ABHD3, 0_BAALC, 0_CDKN1C, 0_HPCAL1, 0_PREX2, 0_SLC16A4, 0_UGT1A6, 0_AMBP, 0_ANXA9, 0_AUTS2, 0_B4GALNT3, 0_CDK19, 0_CLDN8, 0_CNTN5, 0_CP, 0_DACH2, 0_EFNB2, 0_ENPP3, 0_EPS15L1, 0_GRPEL2, 0_HSPG2, 0_KIF13B, 0_LGI4, 0_MAP2K5, 0_MDH1B, 0_MECOM, 0_METTL7B, 0_NCOA7, 0_NEURL1B, 0_NNT, 0_NOL3, 0_NPTN, 0_PCMTD2, 0_RASD2, 0_SLC9A2, 0_SMARCA4, 0_STC1, 0_SUCLG1, 0_TMEM176A, 0_TSNAX, 0_UBE2L3, 0_WT1]
