
OPTIMIZING ON FOLD NUMBER 8
Number of workers = 8

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome type
Features selected for this outcome: 5889
Features active in total: 5889
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET
Assigning strata for outcome named type of type categorical
Counts:
ChRCC: 54
PRCC T1: 106
PRCC T2: 46
ccRCC: 324
normal: 86

RUNNING GENETIC ALGORITHM
Generations completed = 41
Generations completed = 81
Generations completed = 105
Generations completed = 121
Generations completed = 136
Generations completed = 150
Generations completed = 164
Generations completed = 179
Generations completed = 199
Generations completed = 230
Generations completed = 262
Generations completed = 299
Generations completed = 336
Generations completed = 373
Generations completed = 410
Generations completed = 447
Generations completed = 481
   	     	         	        	  type random forest (msl4) balanced accuracy   	                 root leanness                  
   	     	         	        	------------------------------------------------	------------------------------------------------
gen	evals	gen_feats	explored	min	avg     	max     	std                  	min     	avg     	max	std     
29 features: [0_STC2, 0_GRPEL2, 0_TEK, 0_FAM13C, 0_NTN1, 0_EFNB2, 0_CLDN2, 0_PDZK1IP1, 0_RCBTB2, 0_SEC31A, 0_CLPTM1, 0_DDB2, 0_HPCA, 0_HPCAL1, 0_PTMA, 0_STK38, 0_ACMSD, 0_AKR1E2, 0_CD164, 0_MTO1, 0_PDHA1, 0_PGAP2, 0_PLD2, 0_PLXDC2, 0_PRDM4, 0_RAD23A, 0_TBC1D1, 0_TLCD1, 0_VAMP1]

LAST POPULATION
Number of solutions = 500
Features in hall of fame by prevalence:
371 features: [0_STC2, 0_GRPEL2, 0_EFNB2, 0_FAM13C, 0_TEK, 0_PDZK1IP1, 0_NTN1, 0_SEC31A, 0_RCBTB2, 0_DDB2, 0_CLPTM1, 0_PTMA, 0_CLDN2, 0_HPCA, 0_HPCAL1, 0_CIB2, 0_CCNL2, 0_ARGLU1, 0_VAMP1, 0_SFRP1, 0_SCAI, 0_STK38, 0_RAPGEF3, 0_ACMSD, 0_PLXDC2, 0_HUNK, 0_PGAM2, 0_MMP2, 0_RAD23A, 0_SLC26A11, 0_TBC1D1, 0_AKR1E2, 0_E4F1, 0_NDUFS3, 0_SEC23IP, 0_B4GALNT3, 0_GOLT1B, 0_PQBP1, 0_ST8SIA5, 0_ZNF436, 0_HLA-DPB1, 0_SPRY4, 0_STRBP, 0_TMPRSS2, 0_TRIM11, 0_WNK4, 0_ATP7A, 0_BMPR2, 0_CAND2, 0_HECTD1, 0_LRP2, 0_PDLIM1, 0_RNF214, 0_TPM3, 0_ANXA9, 0_DUSP6, 0_EIF4ENIF1, 0_MRPS25, 0_PLCD3, 0_PPM1K, 0_RGS7BP, 0_BLOC1S1, 0_CNOT3, 0_FCHSD1, 0_FETUB, 0_GTF2B, 0_HSD17B3, 0_HSPA1A, 0_IFNB1, 0_MTO1, 0_MYOM2, 0_PGAP2, 0_SORBS1, 0_SPATA13, 0_TBC1D14, 0_TMEM106C, 0_TTLL3, 0_AHCYL1, 0_AURKB, 0_BTBD1, 0_CISD3, 0_FGFRL1, 0_FLRT3, 0_MRM1, 0_NCOA7, 0_NOL3, 0_NPC1, 0_ODC1, 0_PARP14, 0_PDK4, 0_PRDM4, 0_PXK, 0_RRAGD, 0_SETD2, 0_SFXN5, 0_SIM2, 0_SLC7A1, 0_SUB1, 0_TBC1D8B, 0_TCTN1, 0_TMEM59, 0_WSCD2, 0_ZNF234, 0_ZSCAN12, 0_ABHD3, 0_ALCAM, 0_AMBP, 0_AP1G2, 0_APOBEC3D, 0_ATP13A1, 0_ATP6V1A, 0_ATP6V1C2, 0_BAALC, 0_BCAP31, 0_BDKRB1, 0_BHMT, 0_BMPR1A, 0_CD164, 0_CLEC4C, 0_CMTM4, 0_DOK4, 0_ELP4, 0_FABP3, 0_FADS1, 0_FAM91A1, 0_GABRG3, 0_GLYAT, 0_GRB2, 0_GSTZ1, 0_HIF1AN, 0_HSPA13, 0_IER3, 0_INPP5B, 0_IRF7, 0_KIAA0895L, 0_LDB2, 0_LZTS2, 0_MED1, 0_MGST1, 0_MSI2, 0_MTR, 0_NANOS2, 0_NLRP12, 0_NRF1, 0_PARP1, 0_PDHA1, 0_PEG3, 0_PICALM, 0_PIGH, 0_PLCG1, 0_PPIL4, 0_PRDX1, 0_PRICKLE4, 0_PRRT3, 0_PTGS1, 0_RBM28, 0_RSF1, 0_SAA4, 0_SLC15A4, 0_SLC43A1, 0_SMARCA5, 0_SPAG9, 0_SPOCK2, 0_STARD4, 0_STOML2, 0_TAF15, 0_TBCA, 0_TMEM116, 0_TMEM176A, 0_TNPO1, 0_TSKU, 0_UGT1A6, 0_VRK3, 0_ZBTB4, 0_ABHD14B, 0_ADAMTS9, 0_ADAR, 0_ADCY4, 0_ADH5, 0_AGMAT, 0_AGTPBP1, 0_AKT1, 0_ALB, 0_ALG1, 0_ANAPC10, 0_APBB2, 0_APOO, 0_AQP1, 0_ASRGL1, 0_ATAD3A, 0_ATF2, 0_ATP6V1H, 0_ATP8B4, 0_BAIAP2L2, 0_BAK1, 0_BANF1, 0_BCL2, 0_BHMT2, 0_BPHL, 0_BUD13, 0_C11orf80, 0_C1orf109, 0_C7, 0_C9orf116, 0_CAPN10, 0_CCDC134, 0_CCDC59, 0_CCDC88B, 0_CCDC9, 0_CCNY, 0_CCT7, 0_CDK4, 0_CECR2, 0_CELSR3, 0_CEMP1, 0_CEP350, 0_CES2, 0_CLDN12, 0_COQ2, 0_COX8C, 0_CRY1, 0_CRYL1, 0_CTSZ, 0_CUL7, 0_CWC15, 0_DBR1, 0_DHCR7, 0_DKK3, 0_DPY19L4, 0_DPYS, 0_DYNC2LI1, 0_DYNLRB1, 0_ELOVL5, 0_ENO1, 0_ENPP3, 0_EPHA3, 0_ERH, 0_ETFB, 0_FAM114A2, 0_FBXO28, 0_FBXO33, 0_FCHO2, 0_FHOD1, 0_FIG4, 0_FPR2, 0_FUS, 0_GABARAPL1, 0_GJA4, 0_GLIPR1, 0_GLRX5, 0_GNL3L, 0_GPR143, 0_GTF2F1, 0_GUSB, 0_HADH, 0_HEPH, 0_HLA-DRB5, 0_HNRNPH2, 0_HP1BP3, 0_HSBP1L1, 0_HSD17B6, 0_HSF1, 0_IDI1, 0_IFT20, 0_JARID2, 0_KCMF1, 0_KCNJ2, 0_KIF13B, 0_KIF22, 0_KIF4A, 0_KISS1R, 0_LAMB1, 0_LMAN1, 0_LPCAT1, 0_LSM6, 0_MAML2, 0_MAML3, 0_MED27, 0_MORC3, 0_MRPS23, 0_MTM1, 0_NDUFA4L2, 0_NEURL1B, 0_NFE2L1, 0_NFIA, 0_NOTCH3, 0_NPHP1, 0_NSUN5, 0_OCIAD1, 0_PARP16, 0_PARP6, 0_PCDH10, 0_PCYOX1, 0_PHF12, 0_PIK3R6, 0_PLD2, 0_PLEKHJ1, 0_PLEKHM1, 0_PML, 0_PODNL1, 0_PPP1R3D, 0_PRDX2, 0_PREX2, 0_PRKCH, 0_PRPF4, 0_RAB11FIP1, 0_RAB9B, 0_RABIF, 0_RAP1GAP, 0_RBM19, 0_RBM25, 0_RER1, 0_RGS1, 0_RIMS2, 0_ROCK1, 0_RPAP3, 0_RPGR, 0_RPS6KA4, 0_RPTOR, 0_RSAD2, 0_SAFB, 0_SCARB1, 0_SENP2, 0_SGMS2, 0_SGPP1, 0_SIRPA, 0_SLC22A11, 0_SLC22A3, 0_SLC25A5, 0_SLC2A5, 0_SLC36A4, 0_SMARCC2, 0_SMC3, 0_SMTN, 0_SPTBN2, 0_SQSTM1, 0_SRPK1, 0_SRPX2, 0_ST3GAL2, 0_STAP2, 0_STOM, 0_SURF2, 0_SVEP1, 0_SYNJ2BP, 0_TARDBP, 0_TBKBP1, 0_TCF4, 0_TEX2, 0_THOC1, 0_TLCD1, 0_TLE2, 0_TM9SF3, 0_TOPORS, 0_TRAK1, 0_TRIM7, 0_TSNARE1, 0_TYMP, 0_UBA3, 0_UBE2E1, 0_UBE3A, 0_UCHL3, 0_ULK3, 0_VPS37A, 0_WDR41, 0_WRNIP1, 0_ZFR, 0_ZNF326, 0_ZNF512, 0_ZNF532, 0_ZNF689, 0_ZNF84]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
36 features: [0_STC2, 0_TEK, 0_NTN1, 0_FAM13C, 0_ST8SIA5, 0_TMPRSS2, 0_CLDN2, 0_HPCA, 0_SFRP1, 0_TBC1D1, 0_BAALC, 0_LRP2, 0_STK38, 0_TBC1D14, 0_TCTN1, 0_ABHD3, 0_ACMSD, 0_ADCY4, 0_ALG1, 0_ANPEP, 0_APBB2, 0_ATP6V1C2, 0_DDB2, 0_FBXO33, 0_GLYAT, 0_NEURL1B, 0_NSUN5, 0_PDZK1IP1, 0_PEG3, 0_PLCD3, 0_RGS7BP, 0_SIM2, 0_SLC15A4, 0_STOM, 0_TMEM116, 0_TMEM176A]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
65 features: [0_STC2, 0_TEK, 0_NTN1, 0_FAM13C, 0_TBC1D1, 0_SFRP1, 0_PREX2, 0_CLDN2, 0_ST8SIA5, 0_STK38, 0_TMPRSS2, 0_LRP2, 0_BAALC, 0_HPCA, 0_PDZK1IP1, 0_PLCD3, 0_EFNB2, 0_GGT1, 0_PXK, 0_TBC1D14, 0_TCTN1, 0_ABHD3, 0_ACMSD, 0_ADAM23, 0_ADCY4, 0_ALG1, 0_ANGPTL1, 0_ANPEP, 0_APBB2, 0_ATP6V1A, 0_ATP6V1C2, 0_BDKRB1, 0_CELSR3, 0_DDB2, 0_EMCN, 0_FBXO33, 0_FLRT3, 0_G6PD, 0_GJA4, 0_GLYAT, 0_HINT3, 0_MTMR11, 0_NCOA7, 0_NEURL1B, 0_NSUN5, 0_PARP1, 0_PDK4, 0_PDLIM1, 0_PEG3, 0_PLCG2, 0_POLD1, 0_RAP1GDS1, 0_RAPGEF3, 0_RGS7BP, 0_SCARB1, 0_SIM2, 0_SIRPA, 0_SIRT7, 0_SLC15A4, 0_STC1, 0_STOM, 0_STX12, 0_TMEM116, 0_TMEM176A, 0_ZNF267]
