
OPTIMIZING ON FOLD NUMBER 2
Number of workers = 80

COMPUTING LOCAL ACTIVE FEATURES
Existing features: 5937
Applying union strategy for feature selection using composite feature selector with
categorical: feature selector any na and anova
survival: feature selector Cox

Computing active features for outcome survival
Features selected for this outcome: 2981
Features active in total: 2981
Computing feature importance
Running optimizer

CREATING INNER FOLDS

ASSIGNING STRATA FOR MULTI-OUTCOME DATA KIDNEY_IHC_DET_OS
Assigning strata for outcome named survival of type survival
Counts:
censored 0: 138
censored 1: 254
deceased 0: 69
deceased 1: 68

RUNNING GENETIC ALGORITHM
Generations completed = 182
Generations completed = 350
   	     	         	        	                 root leanness                  	   survival SKSurv Cox model concordance index   
   	     	         	        	------------------------------------------------	-------------------------------------------------
gen	evals	gen_feats	explored	min     	avg     	max	std     	min	avg     	max     	std                  
220 features: [0_SUDS3, 0_IPP, 0_CDKN2C, 0_CNTNAP1, 0_NCSTN, 0_TMEM9B, 0_CMTM3, 0_C1orf54, 0_KIF18A, 0_MOCS2, 0_LRCH2, 0_PTPN21, 0_FHOD1, 0_EPHA3, 0_CPE, 0_SP100, 0_FANCG, 0_SHC1, 0_PXDN, 0_PEX6, 0_SHROOM2, 0_SEMA3A, 0_CTNNBL1, 0_HEBP2, 0_RNF19A, 0_SUMO4, 0_PSEN1, 0_ATP1A1, 0_NOP58, 0_FLOT1, 0_EIF4E, 0_NRP2, 0_ARHGAP6, 0_SLC39A9, 0_DPYSL3, 0_PDE10A, 0_RXRB, 0_SKP2, 0_TMPO, 0_RAD23A, 0_IFNGR2, 0_MEPCE, 0_CYFIP2, 0_ING1, 0_LETM1, 0_MMP11, 0_CDKN1A, 0_EXOSC1, 0_FBXL4, 0_MCCC2, 0_SMARCC2, 0_ARID5A, 0_ATP6V1D, 0_CAPN1, 0_MMP2, 0_AKR1A1, 0_ATP8A1, 0_GIMAP2, 0_PLSCR3, 0_RFFL, 0_SEMA5A, 0_XK, 0_CHPF2, 0_ELOVL1, 0_IFI35, 0_KIAA1671, 0_PLK3, 0_RNF130, 0_SLC2A9, 0_C1orf116, 0_CCDC51, 0_DSG2, 0_EIF2B1, 0_EPHX2, 0_FAAH, 0_GREM2, 0_GRK5, 0_HBP1, 0_HSD17B3, 0_LGI4, 0_NEURL1B, 0_PPIL3, 0_PPP3R2, 0_TMEM87B, 0_UGGT1, 0_WDR90, 0_AP3B1, 0_APEH, 0_API5, 0_APOBEC3G, 0_ATP13A3, 0_AUP1, 0_CASP8, 0_CC2D2B, 0_CHM, 0_DNASE1L3, 0_DUS4L, 0_EPHA7, 0_ETFB, 0_FADS1, 0_HEYL, 0_HSDL2, 0_LRRN3, 0_MAX, 0_MID1, 0_MYC, 0_NME1-NME2, 0_PAQR7, 0_PDCD1, 0_PDIA3, 0_PFDN4, 0_PLCG2, 0_PSME3, 0_RANBP3L, 0_RAVER2, 0_SDCBP2, 0_SERPINH1, 0_SHPK, 0_SLC38A6, 0_SNRPD2, 0_TMCC3, 0_TREM1, 0_VIM, 0_WDR1, 0_ZXDB, 0_ADAR, 0_ADK, 0_AGTRAP, 0_APLP2, 0_ARHGEF7, 0_ASF1B, 0_BAK1, 0_BIRC5, 0_CAMKK2, 0_CCDC127, 0_CCDC28A, 0_CDC42BPB, 0_CDC6, 0_CDK17, 0_COG1, 0_COL6A2, 0_CREBBP, 0_CRY2, 0_CTSH, 0_CYB5B, 0_DDX55, 0_DOCK6, 0_EAPP, 0_EIF3I, 0_ENPP4, 0_EPSTI1, 0_ERCC3, 0_ERGIC1, 0_FAS, 0_FSD1L, 0_GCDH, 0_GLI2, 0_GRAMD1C, 0_HCK, 0_HNRNPH2, 0_ICAM1, 0_IGF1R, 0_IL15RA, 0_INTS8, 0_KIF20A, 0_KLHL8, 0_LDLRAD2, 0_LRBA, 0_MFNG, 0_MLLT3, 0_MRPL4, 0_MSTO1, 0_MTCH1, 0_NBEA, 0_NDUFS3, 0_PCCA, 0_PCDHGA12, 0_PDCD7, 0_PDIA5, 0_PFDN5, 0_PFKM, 0_PHYH, 0_PINK1, 0_PLEKHA7, 0_PNPLA3, 0_PODNL1, 0_POU2F2, 0_PPRC1, 0_PRPF4, 0_PSKH1, 0_RAD51, 0_RAD9B, 0_RBM17, 0_RCC2, 0_RHOA, 0_RPP38, 0_RPS10, 0_SF3A3, 0_SIPA1L1, 0_SKA1, 0_SLC9A9, 0_SLMAP, 0_SMAGP, 0_SMARCD1, 0_SNN, 0_SP1, 0_SRPX2, 0_SYNJ2BP, 0_TADA2B, 0_TBCA, 0_TES, 0_THOC2, 0_THTPA, 0_TPM4, 0_TRIAP1, 0_TRMT61B, 0_VASP, 0_WDFY3, 0_ZBTB8OS, 0_ZCCHC17]

BEST SUMS WITH SIZE 50
Number of solutions = 50
Features in hall of fame by prevalence:
49 features: [0_AUH, 0_AURKB, 0_BIRC5, 0_CDKN2C, 0_CEP55, 0_CLK2, 0_CNTNAP1, 0_COL1A1, 0_COL6A2, 0_CPNE1, 0_CPT2, 0_DDX55, 0_DPYSL3, 0_EIF2B1, 0_ENO2, 0_GLI2, 0_GRAMD1C, 0_IL15RA, 0_INTS8, 0_KCND1, 0_KIF18A, 0_KIF20A, 0_KIF4A, 0_LBP, 0_LMNB1, 0_LRBA, 0_MAP3K12, 0_MSTO1, 0_MYO6, 0_NCSTN, 0_NOP56, 0_PCCA, 0_PFDN4, 0_PINK1, 0_PLEKHA7, 0_PLK1, 0_PODNL1, 0_PRCC, 0_PTMA, 0_RBM47, 0_SERPINH1, 0_SHC1, 0_SKA1, 0_SRPX2, 0_SYNJ2BP, 0_TF, 0_TPM4, 0_TPX2, 0_TSPYL1]

BEST SUMS WITH SIZE 100
Number of solutions = 100
Features in hall of fame by prevalence:
99 features: [0_ADCY3, 0_ARPC5, 0_ATP8A1, 0_AUH, 0_AURKB, 0_B4GALNT1, 0_BAG1, 0_BIRC5, 0_C4orf19, 0_C5orf46, 0_CDC25C, 0_CDCA8, 0_CDK1, 0_CDKN2C, 0_CEP55, 0_CLK2, 0_CNTNAP1, 0_COBLL1, 0_COL1A1, 0_COL6A2, 0_CPNE1, 0_CPT2, 0_DAXX, 0_DCAF11, 0_DDX55, 0_DPYSL3, 0_EIF2B1, 0_ENO2, 0_FADS1, 0_FHOD1, 0_GLI2, 0_GPHN, 0_GRAMD1C, 0_GRIN2D, 0_GTPBP2, 0_IFNGR2, 0_IL15RA, 0_IL17RD, 0_INTS8, 0_KCND1, 0_KIF11, 0_KIF18A, 0_KIF20A, 0_KIF4A, 0_KIF4B, 0_L2HGDH, 0_LARS2, 0_LBP, 0_LGALS1, 0_LMNB1, 0_LRBA, 0_LSM2, 0_MAP3K12, 0_MSTO1, 0_MYO6, 0_NCAPH, 0_NCSTN, 0_NNT, 0_NOP56, 0_NOP58, 0_NUDT11, 0_PABPC1, 0_PCCA, 0_PFDN4, 0_PINK1, 0_PLEKHA7, 0_PLK1, 0_PLXDC1, 0_PODNL1, 0_PPIB, 0_PRC1, 0_PRCC, 0_PSEN1, 0_PTMA, 0_PTPN3, 0_RBM47, 0_RCC2, 0_SERPINH1, 0_SETD3, 0_SH3GL1, 0_SHC1, 0_SHROOM3, 0_SKA1, 0_SNRPA, 0_SNRPA1, 0_SRPX2, 0_STRBP, 0_SYNJ2BP, 0_TACC3, 0_TCERG1, 0_TF, 0_TPM4, 0_TPX2, 0_TRIB3, 0_TSPYL1, 0_TSPYL2, 0_TUBB6, 0_UBE2C, 0_ZNF251]
